CIK,Ticker,Name
,DSPIX,BNY Mellon Institutional S&P 500 Stock Index Fund
,CTCAX,Columbia Global Technology Growth A
,FMCLX,Federated Hermes Mid-Cap Index R6
,AAUTX,Thrivent Large Cap Value A
,CECYX,Columbia Large Cap Enhanced Core Inst3
,MECVX,NYLI Epoch Capital Growth Investor Class
,FMILX,Fidelity New Millennium
,LPREX,BlackRock LifePath Dyn 2040 Investor A
,ICSIX,Dynamic US Opportunity I
,ICSNX,Dynamic US Opportunity N
,CISIX,Calvert US Large Cap Core Rspnb Idx I
,LSAGX,Loomis Sayles Global Growth A
,INPSX,ProFunds Internet UltraSector Svc
,PRMTX,T. Rowe Price Comm & Tech Investor
,MCMVX,Monongahela All Cap Value Fund
,NOSIX,Northern Stock Index
,CLXRX,Columbia Large Cap Index Inst2
,SVSPX,State Street S&P 500 Index N
,PRUIX,T. Rowe Price Equity Index 500 I
,ACRIX,Horizon Active Risk Assist I
,TRHZX,T. Rowe Price Equity Index 500 Z
,VIIIX,Vanguard Institutional Index Instl Pl
,ERASX,Eaton Vance Atlanta Capital SMID-Cap Fund
,CLGRX,Calvert US Large Cap Growth Rspnb Idx R6
,FXAIX,Fidelity 500 Index
,JORIX,Janus Henderson Global Select S
,WFSPX,iShares S&P 500 Index K
,BSPIX,iShares S&P 500 Index Institutional
,STFAX,State Street Equity 500 Index Fund
,JORAX,Janus Henderson Global Select A
,BSPAX,iShares S&P 500 Index Investor A
,BTIEX,DWS Equity 500 Index S
,STBIX,State Street Equity 500 Index Fund
,SSSVX,State Street Equity 500 Index A
,INPIX,ProFunds Internet UltraSector Inv
,VINIX,Vanguard Institutional Index I
,AVERX,Ave Maria Value Focused
,BSPGX,iShares S&P 500 Index G
,BSPSX,iShares S&P 500 Index Service
,PJGZX,PGIM Jennison Focused Value Z
,SSSYX,State Street Equity 500 Index K
,JORFX,Janus Henderson Global Select I
,SSSWX,State Street Equity 500 Index I
,BTIIX,DWS Equity 500 Index Inst
,BTIRX,DWS Equity 500 Index R6
,SSPIX,SEI S&P 500 Index F (SIMT)
,EIFGX,Eaton Vance Focused Growth Opps I
,PJOQX,PGIM Jennison Focused Value R6
,EISMX,Eaton Vance Atlanta Capital SMID-Cap I
,QNTAX,Meeder Sector Rotation Adviser
,VMGMX,Vanguard Mid-Cap Growth Index Admiral
,PREIX,T. Rowe Price Equity Index 500
,PWGAX,PACE International Equity A
,VMGIX,Vanguard Mid-Cap Growth Index Investor
,CLPYX,Columbia Large Cap Index Inst3
,NSRKX,Northern World Selection Index K
,LPSGX,BlackRock LifePath Dyn 2050 K
,NSRIX,Northern World Selection Index I
,PQSIX,PGIM Quant Solutions Large-Cap Index R6
,PDSIX,PGIM Quant Solutions Large-Cap Index Fund
,VHGEX,Vanguard Global Equity Inv
,GGESX,Nationwide Global Sust Eq Instl Svc
,GGEIX,Nationwide Global Sust Eq R6
,MUXAX,Victory S&P 500 Index A
,CVERX,Columbia Select Mid Cap Value Instl 2
,BFGFX,Baron Focused Growth Fund
,PCIEX,PACE International Equity P
,PEOPX,BNY Mellon S&P 500 Index Fund
,FIKHX,Fidelity Advisor Technology Z
,NINDX,Columbia Large Cap Index Fund
,FATIX,Fidelity Advisor Technology Fund
,MUIGX,Nationwide BNY Mellon Dyn US Core R6
,COFYX,Columbia Contrarian Core Inst3
,PSIAX,PGIM Quant Solutions Large-Cap Index A
,FADTX,Fidelity Advisor Technology A
,ATHGX,American Century Heritage R5
,JDESX,JPMorgan U.S. Research Enhanced Equity Fund
,MEFOX,Meehan Focus
,NEIAX,Columbia Large Cap Index A
,FATEX,Fidelity Advisor Technology Fund
,BMCKX,BlackRock Advantage Large Cap Gr K
,FTHCX,Fidelity Advisor Technology C
,AUUYX,AB Select US Equity Advisor
,JDEAX,JPMorgan U.S. Research Enhanced Equity Fund
,HHDVX,Hamlin High Dividend Equity Inv
,PRCOX,T. Rowe Price U.S. Equity Research
,HHDFX,Hamlin High Dividend Equity Instl
,SMGEX,Columbia Contrarian Core S
,SMGIX,Columbia Contrarian Core Inst
,ACILX,American Century Heritage G
,BSTSX,BlackRock Technology Opportunities Svc
,FICEX,Frost Growth Equity Inst
,PEIZX,PGIM Jennison Value Fund
,PJVQX,PGIM Jennison Value R6
,GCBUX,Green Century Balanced Institutional
,BFGUX,Baron Focused Growth Fund
,BFGIX,Baron Focused Growth Fund
,EICIX,EIC Value Institutional
,GGEAX,Nationwide Global Sust Eq A
,BTEKX,BlackRock Technology Opportunities K
,LCCAX,Columbia Contrarian Core A
,RRCOX,T. Rowe Price U.S. Equity Research R
,CCCRX,Columbia Contrarian Core R
,QNTIX,Meeder Sector Rotation Institutional
,BRIIX,Baron Real Estate Income Institutional
,FGDMX,Fidelity Advisor Communication ServicesA
,BRIUX,Baron Real Estate Income R6
,FBMPX,Fidelity Select Communication Services Portfolio
,PCUZX,T. Rowe Price U.S. Equity Research Fund
,FTCOX,Franklin Corefolio Allocation A
,FGJMX,Fidelity Advisor Communication ServicesI
,NWZNX,Nationwide Loomis All Cap Gr Instl Svc
,ATHYX,American Century Heritage Y
,ATHDX,American Century Heritage R6
,ATHAX,American Century Heritage A
,BRIFX,Baron Real Estate Income Retail
,BGSAX,BlackRock Technology Opportunities Fund
,FGEMX,Fidelity Advisor Communication ServicesM
,COFRX,Columbia Contrarian Core Inst2
,FGKMX,Fidelity Advisor Communication ServicesZ
,ATEZX,AB Sustainable Global Thematic Z
,PCCOX,T. Rowe Price U.S. Equity Research I
,JDEUX,JPMorgan U.S. Research Enhanced Equity Fund
,TWHIX,American Century Heritage Fund
,VGISX,Virtus Duff & Phelps Glb Rl Estt Secs I
,BGSRX,BlackRock Technology Opportunities Fund
,PACOX,T. Rowe Price U.S. Equity Research Adv
,AULNX,American Century Ultra G
,FSPTX,Fidelity Select Technology
,FGHMX,Fidelity Advisor Communication ServicesC
,OTPIX,ProFunds NASDAQ-100 Inv
,MMDEX,Praxis Growth Index I
,BGSIX,BlackRock Technology Opportunities Fund
,ATHWX,American Century Heritage R
,FSELX,Fidelity Select Semiconductors
,QGIAX,Pear Tree Quality Institutional
,EIERX,Eaton Vance Stock I
,AULDX,American Century Ultra R6
,QALGX,Federated Hermes MDT Large Cap Growth A
,ATHIX,American Century Heritage I
,LCGFX,William Blair Large Cap Growth I
,NSEAX,Columbia Select Large Cap Equity S
,RYMMX,Rydex S&P MidCap 400 Pure Value C
,TNBIX,1290 SmartBeta Equity I
,IESGX,Sit ESG Growth I
,SUSSX,State Street Instl US Equity Svc
,LCGNX,William Blair Large Cap Growth N
,RYATX,Rydex NASDAQ-100 A
,GURAX,NAA Risk Managed Real Estate A
,RYHOX,Rydex NASDAQ-100 H
,BMCAX,BlackRock Advantage Large Cap Gr Inv A
,RYMVX,Rydex S&P MidCap 400 Pure Value A
,TWUIX,American Century Ultra Fund
,RYAVX,Rydex S&P MidCap 400 Pure Value H
,JUEMX,JPMorgan US Equity R6
,FELCX,Fidelity Advisor Semiconductors C
,SESGX,Sit ESG Growth S
,APHKX,Artisan International Value Fund
,FIATX,Fidelity Advisor Intl Cap App M
,CMVIX,BlackRock Advantage Large Cap Gr Instl
,JMUEX,JPMorgan US Equity L
,QCLGX,Federated Hermes MDT Large Cap Growth C
,QILGX,Federated Hermes MDT Large Cap Growth IS
,ARTKX,Artisan International Value Investor
,SDLAX,SEI Dynamic Asset Allocation A (SIIT)
,APDKX,Artisan International Value Fund
,APHGX,Artisan Global Value Fund
,JUEAX,JPMorgan US Equity A
,FIKGX,Fidelity Advisor Semiconductors Z
,ARTGX,Artisan Global Value Investor
,FELAX,Fidelity Advisor Semiconductors A
,NWHQX,Nationwide Bailard Tech & Sci M
,APDGX,Artisan Global Value Fund
,FIDZX,Fidelity Advisor Intl Cap App Z
,FELIX,Fidelity Advisor Semiconductors I
,FELTX,Fidelity Advisor Semiconductors M
,FCPIX,Fidelity Advisor Intl Cap App I
,BIERX,Brandes International Equity Fund
,NWHTX,Nationwide Bailard Tech & Sci R6
,JNRFX,Janus Henderson Research D
,RYCOX,Rydex NASDAQ-100 C
,RYOCX,Rydex NASDAQ-100 Inv
,JRAIX,Janus Henderson Research I
,JAMRX,Janus Henderson Research Fund
,UCNQX,Victory Nasdaq 100 Index Fund
,JRASX,Janus Henderson Research S
,UINQX,Victory Nasdaq 100 Index Fund
,URNQX,Victory Nasdaq 100 Index Fund
,USNQX,Victory Nasdaq 100 Index Fund
,NWHUX,Nationwide Bailard Tech & Sci Instl Svc
,JUEZX,JPMorgan US Equity R2
,BIIEX,Brandes International Equity Fund
,UANQX,Victory Nasdaq 100 Index Fund
,FCPAX,Fidelity Advisor Intl Capl App A
,JRACX,Janus Henderson Research C
,USBOX,Pear Tree Quality Fund
,FTLQX,Franklin Corefolio Allocation R6
,FCAZX,Franklin Corefolio Allocation Fund
,JRAAX,Janus Henderson Research A
,BIEAX,Brandes International Equity Fund
,URITX,Victory International Fund
,CLCRX,Columbia Select Large Cap Equity Inst2
,JRANX,Janus Henderson Research N
,JRARX,Janus Henderson Research R
,GURIX,NAA Risk Managed Real Estate Inst
,MFOCX,Marsico Focus
,CMGYX,Columbia Select Mid Cap Gro Fd I3
,UIIFX,Victory International Fund
,LCGJX,William Blair Large Cap Growth R6
,CMGVX,Columbia Select Mid Cap Gro Fd I2
,STCAX,Virtus Silvant Large-Cap Growth Stock Fund
,BIECX,Brandes International Equity Fund
,FTZFX,FullerThaler Behvrll Uncnstd Eq R6
,FTZIX,FullerThaler Behavrl Uncnstd Eq
,FDVAX,Fidelity Advisor Diversified Intl A
,CIDVX,Calamos Dividend Growth I
,FCPCX,Fidelity Advisor Intl Cap App C
,FTZAX,FullerThaler Behvrll Uncnstd Eq A
,WGROX,Wasatch Core Growth
,ASLDX,American Century Select Fund G Class
,CLSDX,Columbia Select Mid Cap Gro S
,CLSPX,Columbia Select Mid Cap Gro Fd I
,MVIIX,Praxis Value Index I
,WIGRX,Wasatch Core Growth Institutional
,TRGIX,Nuveen Core Equity Retire
,JUSRX,JPMorgan US Equity R5
,NSEPX,Columbia Select Large Cap Equity Fund
,FTZCX,FullerThaler Behvrll Uncnstd Eq C
,THVRX,Thornburg International Equity R4
,JUESX,JPMorgan US Equity I
,JUEQX,JPMorgan US Equity R4
,ARSIX,AMG River Road Small Cap Value I
,BCGDX,Blue Current Global Dividend Fund
,CBSAX,Columbia Select Mid Cap Growth Fund A
,SNWAX,Easterly Snow Small Cap Value A
,FIADX,Fidelity Advisor International Discv I
,TIVRX,Thornburg International Equity R5
,BIOPX,Baron Opportunity Fund
,PVIVX,Paradigm Micro-Cap
,SNWCX,Easterly Snow Small Cap Value C
,FTMCX,First Trust Multi-Strategy Cl C
,TIIRX,Nuveen Core Equity A
,BIOUX,Baron Opportunity Fund
,GQEFX,GMO Quality Fund
,PJFZX,PGIM Jennison Growth Z
,BPTIX,Baron Partners Institutional
,BIOIX,Baron Opportunity Fund
,FTADX,Fidelity Advisor International Discv M
,CSMCX,Congress Small Cap Growth Institutional
,GQLOX,GMO Quality VI
,GQETX,GMO Quality Fund
,FDVIX,Fidelity Advisor Diversified Intl I
,BREFX,Baron Real Estate Retail
,LGRNX,Loomis Sayles Growth Fund
,BGLTX,Baillie Gifford Long Term Global Growth Fund
,GQESX,GMO Quality Fund
,BPTRX,Baron Partners Retail
,FZABX,Fidelity Advisor Diversified Intl Z
,GQLIX,GMO Quality I
,LSGRX,Loomis Sayles Growth Y
,PJFAX,PGIM Jennison Growth A
,TRPGX,Nuveen Core Equity Premier
,USIFX,Victory International Fund
,CMCCX,Columbia Select Mid Cap Gro Fd C
,CSMVX,Congress Small Cap Growth Retail
,TGIHX,Nuveen Core Equity I
,TGIWX,Nuveen Core Equity W
,SNWIX,Easterly Snow Small Cap Value I
,SNWRX,Easterly Snow Capital Small Cap Value Fund
,FIGRX,Fidelity International Discovery
,BREIX,Baron Real Estate Institutional
,BREUX,Baron Real Estate R6
,FIDKX,Fidelity International Discovery K
,HCAIX,Harbor Capital Appreciation Inv
,FZAIX,Fidelity Advisor International Discv Z
,HACAX,Harbor Capital Appreciation Instl
,PFPWX,Parnassus Value Equity Fund
,JDCAX,Janus Henderson Forty Fund
,FAIDX,Fidelity Advisor International Discv A
,BDAUX,Baron Durable Advantage Fund
,ARSVX,AMG River Road Small Cap Value N
,HRCAX,Harbor Capital Appreciation Admin
,PJGRX,PGIM Jennison Growth R
,PARWX,Parnassus Value Equity Investor
,TGVAX,Thornburg International Equity A
,TGVRX,Thornburg International Equity R3
,BDAFX,Baron Durable Advantage Fund
,LGRCX,Loomis Sayles Growth Fund
,JFRNX,Janus Henderson Forty Fund
,CIOIX,Causeway International Opps Inst
,TGVIX,Thornburg International Equity I
,FSHOX,Fidelity Select Construction & Housing
,TARKX,Tarkio
,JCAPX,Janus Henderson Forty Fund
,STCZX,Virtus Silvant Large-Cap Growth Stock Fund
,JACTX,Janus Henderson Forty T
,TGIRX,Thornburg International Equity R6
,PBFDX,Payson Total Return
,CIOVX,Causeway International Opps Inv
,LGRRX,Loomis Sayles Growth Fund
,FCPVX,Fidelity Small Cap Value Fund
,FCVIX,Fidelity Advisor Small Cap Value I
,MFLLX,Morgan Stanley Inst Inception R6
,MSSGX,Morgan Stanley Inst Inception I
,VWILX,Vanguard International Growth Adm
,CIISX,Causeway International Small Cap Instl
,FAOCX,Fidelity Advisor Overseas C
,FOSKX,Fidelity Overseas K
,BDAIX,Baron Durable Advantage Fund
,VWIGX,Vanguard International Growth Inv
,RYSIX,Rydex Electronics Inv
,RYSAX,Rydex Electronics H
,RYSCX,Rydex Electronics C
,RYELX,Rydex Electronics A
,FAOIX,Fidelity Advisor Overseas I
,FCVAX,Fidelity Advisor Small Cap Value A
,FAOSX,Fidelity Advisor Overseas Z
,FOSFX,Fidelity Overseas
,CLTIX,Catalyst/Lyons Tactical Allocation I
,DIVHX,Cutler Equity Fund
,FAERX,Fidelity Advisor Overseas M
,AIVGX,American Funds International Vntg F-3
,PRJZX,PGIM Jennison Global Opportunities Z
,FSPSX,Fidelity International Index
,BPGIX,Boston Partners Global Equity Instl
,TIGRX,Nuveen Core Equity R6
,FAOAX,Fidelity Advisor Overseas A
,HCMEX,HCM Multi-Asset Plus A
,SCIJX,Hartford Schroders International Stk SDR
,SCIEX,Hartford Schroders International Stk I
,TEQAX,Touchstone Non-US Equity A
,PRJQX,PGIM Jennison Global Opportunities R6
,FIKNX,Fidelity Advisor Small Cap Value Z
,FTMIX,First Trust Multi-Strategy Cl I
,FCVTX,Fidelity Advisor Small Cap Value M
,TROCX,Touchstone Non-US Equity I
,BTMKX,iShares MSCI EAFE Intl Idx K
,SIVIX,State Street Instl Small-Cap Equity Inv
,FTMAX,First Trust Multi-Strategy Cl A
,RAIWX,Manning & Napier Rainier Intl Discv W
,PWJAX,PGIM Jennison International Opps A
,SCVEX,Hartford Schroders International Stk A
,CVISX,Causeway International Small Cap Inv
,TEQCX,Touchstone Non-US Equity C
,MMCGX,Morgan Stanley Inst Discovery R6
,RISAX,Manning & Napier Rainier Intl Discv S
,TIQIX,Touchstone Non-US Equity Y
,RYGBX,Rydex Government Long Bd 1.2x Strat Inv
,PWJZX,PGIM Jennison International Opps Z
,MPEGX,Morgan Stanley Inst Discovery I
,RAIIX,Manning & Napier Rainier Intl Discv I
,MACGX,Morgan Stanley Institutional Fund Trust Discovery Portfolio
,PRILX,Parnassus Core Equity Institutional
,KGLCX,Kinetics The Global Fund
,WWWEX,Kinetics Global No Load
,KGLAX,Kinetics The Global Fund
,IWIRX,Guinness Atkinson Global Inntrs Inv
,GINNX,Guinness Atkinson Global Inntrs Instl
,LFVAX,Lord Abbett Focused Small Cap Value A
,LFSFX,Lord Abbett Focused Small Cap Value F
,FIGFX,Fidelity International Growth
,RGERX,Columbia Select Global Equity Inst2
,LMVOX,Lord Abbett Focused Small Cap Value F3
,LMVWX,Lord Abbett Focused Small Cap Value R6
,FIIIX,Fidelity Advisor International Growth I
,LMVVX,Lord Abbett Focused Small Cap Value R5
,CGEZX,Columbia Select Global Equity Inst
,FIAGX,Fidelity Advisor International Growth A
,RYLDX,Rydex Dow 2x Strategy A
,UDPIX,ProFunds Ultra Dow 30 ProFund
,RYCYX,Rydex Dow 2x Strategy C
,RYCVX,Rydex Dow 2x Strategy H
,RCMPX,Lazard International Quality Gr R6
,BRSVX,Bridgeway Small-Cap Value
,MIEIX,MFS International Equity R6
,TGUNX,"TCW Funds, Inc. - TCW New America Premier Equities Fund"
,CLIFX,Clifford Capital Partners Institutional
,LGMNX,Loomis Sayles Global Allocation Fund
,LSWWX,Loomis Sayles Global Allocation Y
,IGLGX,Columbia Select Global Equity A
,BCSFX,Brown Capital Management International Small Company Fund
,LGMAX,Loomis Sayles Global Allocation Fund
,LFVCX,Lord Abbett Focused Small Cap Value C
,LDVAX,AXS FTSE Vntr Cptl RetTrckr A
,FZAJX,Fidelity Advisor International Growth Z
,BCSVX,Brown Capital Management International Small Company Fund
,FIUIX,Fidelity Telecom and Utilities
,FOPAX,Fidelity Advisor Intl Sm Cap Opps A
,LDVIX,AXS FTSE Vntr Cptl RetTrckr I
,FUGAX,Fidelity Advisor Utilities A
,FIKIX,Fidelity Advisor Utilities Z
,FSUTX,Fidelity Select Utilities
,FSCOX,Fidelity International Small Cap Opp
,FOPIX,Fidelity Advisor Intl Sm Cap Opps I
,FAUFX,Fidelity Advisor Utilities Fund
,FIQJX,Fidelity Advisor Intl Sm Cap Opps Z
,FUGIX,Fidelity Advisor Utilities I
,FUGCX,Fidelity Advisor Utilities C
,BUIIX,Buffalo International Institutional
,BUFIX,Buffalo International
,CIVIX,Causeway International Value Instl
,CIVVX,Causeway International Value Inv
,FOPCX,Fidelity Advisor Intl Sm Cap Opps C
,FOPTX,Fidelity Advisor Intl Sm Cap Opps M
,ABIZX,AMG River Road Mid Cap Value Z
,TAREX,Third Avenue Real Estate Value Instl
,TARZX,Third Avenue Real Estate Value Z
,CHTTX,AMG River Road Mid Cap Value N
,ABMIX,AMG River Road Mid Cap Value I
,TVRVX,Third Avenue Real Estate Value Fund
,BREKX,BlackRock ETF Trust - BlackRock International Dividend ETF
,KSCYX,Kinetics Small Cap Opportunities Inst
,KSOAX,Kinetics Small Cap Opportunities Adv A
,PKSFX,Virtus KAR Small-Cap Core I
,KSCOX,Kinetics Small Cap Opportunities No Load
,KSOCX,Kinetics Small Cap Opportunities Adv C
,PKSAX,Virtus KAR Small-Cap Core A
,VSCRX,Virtus KAR Small-Cap Core R6
,RYVYX,Rydex NASDAQ-100 2x Strategy H
,RYVLX,Rydex NASDAQ-100 2x Strategy A
,RYCCX,Rydex NASDAQ-100 2x Strategy C
,UOPIX,ProFunds UltraNASDAQ-100 Fund
,UOPSX,ProFunds UltraNASDAQ-100 Fund
,PKSCX,Virtus KAR Small-Cap Core C
,CYPIX,ProFunds Consumer Disctnry Ultra Sec Inv
,CYPSX,ProFunds Consumer Disctnry Ultra Sec Svc
,QSTFX,Quantified STF Investor
,FCICX,NYLI PineStone International Equity Cl C
,HJSIX,Hennessy Japan Small Cap Institutional
,FCIHX,NYLI PineStone International Equity Cl P
,FCIKX,NYLI PineStone International Eq Inv Cl
,JAGTX,Janus Henderson Glb Tech and Innovt T
,JATSX,Janus Henderson Global Technology and Innovation Fund
,JATAX,Janus Henderson Global Technology and Innovation Fund
,JATNX,Janus Henderson Global Technology and Innovation Fund
,JATIX,Janus Henderson Global Technology and Innovation Fund
,JNGTX,Janus Henderson Glb Tech and Innovt D
,JAGCX,Janus Henderson Glb Tech and Innovt C
,KMKYX,Kinetics Market Opportunities Inst
,KMKAX,Kinetics Market Opportunities Adv A
,KMKNX,Kinetics Market Opportunities No Load
,KMKCX,Kinetics Market Opportunities Adv C
,FJPNX,Fidelity Japan
,FJPIX,Fidelity Advisor Japan I
,LSHAX,Kinetics Spin-Off and Corp Rest Adv A
,LSHCX,Kinetics Spin-Off and Corp Rest Adv C
,LSHUX,Kinetics Spin-Off and Corp Rest Instl
,LSHEX,Kinetics Spin-Off and Corp Rest No Load
,CNPIX,Consumer Staples UltraSector ProFund Inv
,CNPSX,Consumer Staples UltraSector ProFund Svc
,KNPCX,Kinetics Paradigm Adv C
,KNPYX,Kinetics Paradigm Instl
,KNPAX,Kinetics Paradigm Adv A
,WWNPX,Kinetics Paradigm No Load
,FSMEX,Fidelity Select Medical Tech and Devcs
,KINAX,Kinetics Internet Adv A
,KINCX,Kinetics Internet Adv C
,WWWFX,Kinetics Internet No Load
,FGIOX,Fidelity Advisor Series I - Fidelity Advisor Growth & Income Fund
,FGIZX,Fidelity Advisor Series I - Fidelity Advisor Growth & Income Fund
