Ticker,Price,Type,Exchange,Prev Close,Open,High,Low,Mkt Cap,Vol,10d Avg Vol,3m Avg Vol,Sh,52w High,52w Low,52w Chg,50d Avg,200d Avg,Timestamp
AACI,10.270000457763672,EQUITY,NGM,10.289999961853027,10.289999961853027,10.289999961853027,10.270000457763672,405356918.0679321,1100.0,259140.0,183784.0,39470000.0,10.5,10.0,0.0229084160143955,10.112195636915123,10.112195636915123,2025-08-28 01:48:01.253043-04:00
AACIU,10.600000381469728,EQUITY,NGM,10.59,10.600000381469728,10.600000381469728,10.600000381469728,,0.0,46080.0,61096.0,,10.699999809265137,10.010000228881836,0.0578842212783194,10.268719959259034,10.215089527528676,2025-08-27 12:12:50.489232-04:00
AACIW,0.6000000238418579,EQUITY,NGM,0.61,0.6200000047683716,0.6200000047683716,0.5874999761581421,,5083.0,,,,0.6200000047683716,0.5874999761581421,,,,2025-08-26 19:53:14.312194-04:00
AACT,11.300000190734863,EQUITY,NYQ,11.399999618530272,11.420000076293944,11.420000076293944,11.300000190734863,699014621.7988014,239600.0,197690.0,378431.0,61859700.0,11.619999885559082,10.75,0.0511628084404524,11.368799991607666,11.16821500301361,2025-08-28 02:25:17.901212-04:00
AACT-UN,11.859999656677246,EQUITY,NYQ,11.859999656677246,11.859999656677246,11.859999656677246,11.859999656677246,,0.0,154.0,112.0,,12.9399995803833,10.789999961853027,0.0880734010774595,12.08259994506836,11.533240494728089,2025-08-26 19:52:43.324694-04:00
AACT-WT,1.2799999713897705,EQUITY,NYQ,1.2699999809265137,1.284500002861023,1.309999942779541,1.2799999713897705,,8469.0,,,,1.309999942779541,1.2799999713897705,,,,2025-08-27 12:12:19.538586-04:00
AAGH,0.0005000000237487,EQUITY,PNK,0.0005000000237487,0.0003999999898951,0.0005000000237487,0.0003999999898951,10576350.71034968,50201.0,2984585.0,19467457.0,21152700416.0,0.0179999992251396,9.999999747378752e-05,-0.75,0.0003750000079162,0.000717250008347,2025-08-28 02:09:29.393401-04:00
AAL,13.130000114440918,EQUITY,NMS,13.149999618530272,13.130000114440918,13.359999656677246,13.039999961853027,8663554740.471436,52968600.0,60199500.0,62064868.0,659828992.0,19.100000381469727,8.5,0.2637150799402095,11.977799987792968,13.243949995040891,2025-08-28 01:54:59.339169-04:00
AALG,14.529999732971191,EQUITY,NGM,14.654999732971191,14.960000038146973,14.960000038146973,14.529999732971191,,1106.0,11460.0,11963.0,,15.520000457763672,10.404999732971191,0.0975883368318771,13.110242439038826,13.110242439038826,2025-08-27 15:20:58.348748-04:00
AALRX,28.83,MUTUALFUND,NAS,28.82999992370605,,,,,0.0,0.0,0.0,,31.51000022888184,23.5,-0.0213849008942655,27.957399978637696,27.56864999771118,2025-08-27 15:07:33.862722-04:00
AAM,10.5,EQUITY,NYQ,10.470000267028809,10.470000267028809,10.5,10.470000267028809,461727000.0,18400.0,30920.0,50437.0,43974000.0,10.789999961853027,9.960000038146973,0.0521042566748604,10.448799991607666,10.26704001903534,2025-08-28 02:25:18.580134-04:00
AAM-UN,10.619999885559082,EQUITY,NYQ,10.619999885559082,10.619999885559082,10.619999885559082,10.619999885559082,,0.0,1385.0,216.0,,11.270000457763672,9.970000267028809,0.0630630759634545,10.528000411987303,10.333933253288269,2025-08-27 16:18:42.250179-04:00
AAM-WT,0.1400000005960464,EQUITY,NYQ,0.1400000005960464,0.1150000020861625,0.1668999940156936,0.1199000030755996,,8.0,,,,0.1668999940156936,0.1199000030755996,,,,2025-08-27 12:13:00.286356-04:00
AAME,3.430000066757202,EQUITY,NGM,3.5,3.640000104904175,3.7100000381469727,3.3499999046325684,69962397.36166,45700.0,84570.0,27209.0,20397200.0,3.7100000381469727,1.25,1.1987180721595252,2.404399995803833,1.78570000231266,2025-08-28 02:02:14.144616-04:00
AAMI,50.63999938964844,EQUITY,NYQ,51.18000030517578,50.970001220703125,51.20000076293945,49.83000183105469,1813514594.1421509,268300.0,238030.0,253139.0,35811900.0,51.20500183105469,22.600000381469727,1.0951592565080874,40.85159992218018,30.75384998321533,2025-08-28 01:40:32.273790-04:00
AAMTF,0.2339999973773956,EQUITY,PNK,0.2339999973773956,0.2339999973773956,0.2339999973773956,0.2339999973773956,4909975.144970417,0.0,5590.0,1187.0,20982800.0,0.3149999976158142,0.1437000036239624,-0.2571428598460156,0.2701563984155655,0.2492539982497692,2025-08-27 16:00:32.262490-04:00
AAOI,24.049999237060547,EQUITY,NGM,25.06999969482422,25.200000762939453,25.540000915527344,24.02499961853028,1499608842.427826,4665900.0,5432800.0,5228059.0,62353800.0,44.5,9.130000114440918,1.3349513390003809,24.807100143432617,24.065450105667114,2025-08-28 01:27:42.180338-04:00
AAON,84.75,EQUITY,NMS,84.69000244140625,84.58000183105469,86.88999938964844,84.30000305175781,6909727164.0,810600.0,1016660.0,1286773.0,81530704.0,144.07000732421875,62.0,-0.0955175799331772,78.50719970703125,98.6881997680664,2025-08-28 01:47:44.591611-04:00
AAP,60.77000045776367,EQUITY,NYQ,60.18999862670898,60.04999923706055,61.22999954223633,60.02999877929688,3645282400.458908,1095200.0,2192770.0,2634839.0,59984900.0,70.0,28.88999938964844,0.3167930324701399,56.33339996337891,45.107349967956544,2025-08-28 01:15:24.641816-04:00
AAPB,24.850000381469727,ETF,NGM,24.690000534057617,24.5,24.96500015258789,24.5,,163420.0,327370.0,386076.0,,36.47499847412109,14.5,-0.1394213985897853,21.69010005950928,25.144339981079103,2025-08-27 15:28:27.503901-04:00
AAPD,15.651100158691406,ETF,NGM,15.6899995803833,15.760000228881836,15.760000228881836,15.60990047454834,,425043.0,891300.0,1100820.0,,21.959999084472656,14.699999809265137,-0.0781434102003029,16.924079914093017,16.91046995639801,2025-08-27 15:28:18.157291-04:00
AAPG,41.400001525878906,EQUITY,NGM,42.744998931884766,41.470001220703125,41.58300018310547,41.0099983215332,3848684901.850891,4700.0,12060.0,10998.0,92963400.0,48.45000076293945,16.5,1.3820485342332332,40.504800186157226,28.121939691121145,2025-08-28 02:09:49.363225-04:00
AAPI,3.612499952316284,EQUITY,OQB,3.650000095367432,3.509999990463257,3.612499952316284,3.5,793973273.1198349,4471.0,1373.0,480.0,219784992.0,9.0,0.1099999994039535,31.840908835372648,6.160389986038208,6.6194635367393495,2025-08-28 01:15:31.348119-04:00
AAPL,230.4900054931641,EQUITY,NMS,229.3099975585937,228.6100006103516,230.8999938964844,228.259994506836,3530853278768.1094,31200700.0,41695560.0,54506695.0,15318899712.0,260.1000061035156,169.2100067138672,0.0030463128399137,214.09799987792968,221.115599899292,2025-08-28 01:15:52.019701-04:00
AAPU,27.011999130249023,ETF,NGM,26.84000015258789,26.65999984741211,27.165000915527344,26.6299991607666,,1660173.0,3201510.0,4641295.0,,43.0989990234375,15.890000343322754,-0.2678668776785995,23.60299991607666,28.309049911499024,2025-08-27 15:27:46.701042-04:00
AAPW,37.54999923706055,ETF,BTS,37.61000061035156,37.61000061035156,37.665000915527344,37.27000045776367,,27973.0,28460.0,34564.0,,51.86000061035156,31.53700065612793,-0.2553065221396173,36.28073989868164,38.64487699361948,2025-08-27 15:20:51.699132-04:00
AAPX,23.26000022888184,ETF,BTS,23.13999938964844,23.01219940185547,23.38999938964844,23.0,,103704.0,183950.0,210890.0,,40.43999862670898,13.718999862670898,-0.3036412967674946,20.369600105285645,24.81409999370575,2025-08-27 15:29:28.893474-04:00
AAQL,0.6800000071525574,EQUITY,PNK,0.6800000071525574,0.6800000071525574,0.6800000071525574,0.6800000071525574,20396600.21454096,0.0,190.0,153.0,29995000.0,1.059999942779541,0.3019999861717224,-0.3199999928474426,0.6571100103855133,0.8687129902839661,2025-08-28 02:32:56.500623-04:00
AARD,8.989999771118164,EQUITY,NMS,9.529999732971191,9.529999732971191,9.529999732971191,8.5600004196167,195020065.0348664,74000.0,79650.0,59445.0,21693000.0,19.57999992370605,4.880000114440918,-0.3717680288258883,12.17939998626709,11.01807407449793,2025-08-28 02:09:51.251196-04:00
AASMX,23.84,MUTUALFUND,NAS,23.84000015258789,,,,,0.0,0.0,0.0,,26.01000022888184,18.36000061035156,0.0067567502259338,22.72399990081788,22.65910001754761,2025-08-27 15:07:38.425526-04:00
AASP,6.0,EQUITY,PNK,6.0,6.449999809265137,6.5,6.0,58710360.0,2600.0,1790.0,1379.0,9785060.0,8.399999618530273,0.5099999904632568,8.375000209547585,6.4411999797821045,4.11,2025-08-28 01:33:56.887854-04:00
AAT,20.690000534057617,EQUITY,NYQ,20.280000686645508,20.190000534057617,20.690000534057617,20.190000534057617,1600042487.540863,260100.0,319910.0,457931.0,77334096.0,29.14999961853028,16.690000534057617,-0.2356852320905809,19.933999938964845,21.95179995536804,2025-08-28 01:47:59.151761-04:00
AATC,7.449999809265137,EQUITY,OQX,7.400000095367432,7.340000152587891,7.489999771118164,7.340000152587891,40904223.95277023,3000.0,11500.0,7506.0,5490500.0,9.979999542236328,6.570000171661377,-0.0197368549012743,7.39919997215271,7.7917999792099,2025-08-28 01:04:14.859484-04:00
AATIX,19.83,MUTUALFUND,NAS,19.82999992370605,,,,,0.0,0.0,0.0,,22.01000022888184,15.420000076293944,0.0269290767553262,18.87399990081787,18.864049911499023,2025-08-27 15:07:40.815392-04:00
AATSX,20.52,MUTUALFUND,NAS,20.520000457763672,,,,,0.0,0.0,0.0,,22.739999771118164,15.949999809265137,0.0285714121817524,19.52939998626709,19.50904999256134,2025-08-27 15:07:41.574573-04:00
AAUAF,0.1800000071525573,EQUITY,OQB,0.1899999976158142,0.1899999976158142,0.1899999976158142,0.1800000071525573,25987681.032657623,5600.0,31080.0,50084.0,144376000.0,0.209999993443489,0.0299999993294477,3.5000002793967786,0.17700000166893,0.1059500003419816,2025-08-28 02:02:21.820734-04:00
AAUC,13.949999809265137,EQUITY,NYQ,13.890000343322754,13.93000030517578,13.949999809265137,13.609999656677246,1610025277.9865265,82400.0,272660.0,105656.0,115414000.0,15.78499984741211,6.090000152587891,0.992287931742959,13.253199996948242,10.71690001964569,2025-08-28 01:40:47.459534-04:00
AAUGF,0.0219999998807907,EQUITY,PNK,0.0199999995529651,0.025000000372529,0.025000000372529,0.0199999995529651,4549885.79934597,75012.0,101604.0,81791.0,206812992.0,0.1299999952316284,0.0110999997705221,-0.5,0.0297459998354315,0.0279212500946596,2025-08-28 01:34:17.941787-04:00
AAUTX,31.9,MUTUALFUND,NAS,31.89999961853028,,,,,0.0,0.0,0.0,,33.18000030517578,25.8700008392334,0.042143057251115,31.038599967956543,30.01370005607605,2025-08-27 15:05:16.508403-04:00
AAVE-USD,325.46112060546875,CRYPTOCURRENCY,CCC,336.3703308105469,336.2725830078125,336.2725830078125,322.6436767578125,,606175744.0,672795418.0,509316378.0,,399.0657043457031,115.03401947021484,1.6809230934814117,300.9567572021484,235.59496982574464,2025-08-27 15:39:48.617221-04:00
AAVXF,77.0,EQUITY,PNK,77.0,77.0,77.0,77.0,5933250400.0,0.0,90.0,1896.0,77055200.0,77.0,5.809999942779541,5.968325671574421,40.40310002326965,15.844374995231629,2025-08-28 02:09:44.568017-04:00
AAWH,0.7749999761581421,EQUITY,OQX,0.7300000190734863,0.7400000095367432,0.7799999713897705,0.7200000286102295,157352126.3592682,499100.0,494340.0,223539.0,203035008.0,1.0199999809265137,0.2599999904632568,-0.1746539217253278,0.4491799998283386,0.396775000244379,2025-08-28 01:27:45.397152-04:00
AAXJ,85.87359619140625,ETF,NGM,86.66999816894531,85.73999786376953,85.93009948730469,85.51010131835938,,158733.0,397790.0,542909.0,,87.36000061035156,64.33000183105469,0.1936372047983332,84.01500015258789,76.9545998764038,2025-08-27 15:28:48.373527-04:00
AB,40.0,EQUITY,NYQ,39.70000076293945,39.70000076293945,40.02999877929688,39.560001373291016,4421480000.0,129200.0,164720.0,180428.0,110537000.0,43.29999923706055,32.279998779296875,0.1682242417983177,40.75400016784668,38.539699935913085,2025-08-28 01:34:15.112479-04:00
ABAKF,2.109999895095825,EQUITY,PNK,,2.109999895095825,2.109999895095825,2.109999895095825,89317561.55934334,0.0,0.0,18.0,42330600.0,2.240000009536743,1.690000057220459,0.2485206057129604,2.1209999084472657,2.043549964427948,2025-08-27 12:11:40.617103-04:00
ABAT,2.619999885559082,EQUITY,NCM,2.75,2.7799999713897705,2.789999961853028,2.5999999046325684,242412617.8914795,2685900.0,4572420.0,4568701.0,92523904.0,4.110000133514404,0.7300000190734863,1.403669546172436,2.154799995422364,1.5104549992084504,2025-08-28 01:27:44.329946-04:00
ABBNY,67.0199966430664,EQUITY,PNK,67.56999969482422,66.80999755859375,67.08000183105469,66.56999969482422,122161364791.83594,131000.0,152820.0,241848.0,1822759936.0,67.70999908447266,45.36000061035156,0.1753769923714752,63.25439987182617,57.257649936676025,2025-08-28 01:09:50.616557-04:00
ABBV,208.0599975585937,EQUITY,NYQ,208.3600006103516,208.82000732421875,210.4199981689453,207.8099975585937,367550469287.1094,3459100.0,4570640.0,5586704.0,1766560000.0,218.6600036621093,163.80999755859375,0.0659903953588512,194.04580047607425,188.7466501617432,2025-08-28 01:15:53.397361-04:00
ABCB,73.81999969482422,EQUITY,NYQ,73.0199966430664,72.69000244140625,74.30999755859375,72.69000244140625,5063077555.06897,395600.0,413950.0,400442.0,68586800.0,74.55999755859375,48.27000045776367,0.2175490416351894,67.2465991973877,63.57804986953735,2025-08-28 01:40:19.360439-04:00
ABCFF,0.0099999997764825,EQUITY,PNK,0.0099999997764825,0.0099999997764825,0.0099999997764825,0.0099999997764825,1732799.9612689018,10000.0,10160.0,29612.0,173280000.0,0.0199999995529651,0.0099999997764825,0.0,0.0101999997720122,0.0143499996792525,2025-08-28 02:33:03.944744-04:00
ABCL,4.349999904632568,EQUITY,NMS,4.369999885559082,4.389999866485596,4.514999866485596,4.320000171661377,1299923486.701065,2151100.0,4201000.0,6375176.0,298832992.0,5.820000171661377,1.8910000324249268,0.7193675706814503,4.205,3.055475003123284,2025-08-28 02:09:58.581444-04:00
ABCP,0.3000000119209289,EQUITY,PNK,0.3000000119209289,0.3000000119209289,0.3000000119209289,0.3000000119209289,25481461.012542248,0.0,12790.0,11842.0,84938200.0,0.4550000131130218,0.2399999946355819,-0.2499999813735487,0.3066599982976913,0.3058099989593029,2025-08-27 16:18:26.124978-04:00
ABEO,6.900000095367432,EQUITY,NCM,7.110000133514404,7.110000133514404,7.150000095367432,6.889999866485596,353821654.89029884,596800.0,851710.0,878581.0,51278500.0,7.539999961853027,3.930000066757202,0.2410072241687832,6.365000019073486,5.823550000190735,2025-08-28 02:17:04.887589-04:00
ABEQ,35.31999969482422,ETF,PCX,35.242000579833984,35.2400016784668,35.388999938964844,35.20500183105469,,5887.0,9710.0,10334.0,,35.39099884033203,30.86000061035156,0.0855048669526495,34.496860122680665,33.43081994056702,2025-08-27 15:19:15.560498-04:00
ABEV,2.2100000381469727,EQUITY,NYQ,2.200000047683716,2.200000047683716,2.220000028610229,2.180000066757202,34861867026.07324,34045900.0,19782660.0,29642996.0,15774600192.0,2.640000104904175,1.7599999904632568,-0.0307017254917461,2.3148000240325928,2.2215000051259994,2025-08-28 01:21:45.371621-04:00
ABFL,69.49250030517578,ETF,BTS,69.2249984741211,69.16999816894531,69.55000305175781,69.46009826660156,,15152.0,13670.0,15198.0,,71.33999633789062,55.400001525878906,0.0930665404477406,69.6122201538086,67.7568950843811,2025-08-27 15:20:55.327491-04:00
ABG,256.6099853515625,EQUITY,NYQ,254.3600006103516,254.0599975585937,257.8999938964844,254.0599975585937,5045106278.00293,126200.0,143490.0,175646.0,19660600.0,312.5599975585937,201.67999267578125,0.0594962369318266,240.56860107421875,245.8102500152588,2025-08-28 01:15:23.043800-04:00
ABIT,0.0170000009238719,EQUITY,PNK,0.0189999993890523,0.0179999992251396,0.0199999995529651,0.0160000007599592,69615174.5992651,1742500.0,430910.0,511478.0,4095010048.0,0.2639999985694885,0.0160000007599592,-0.7017543699125688,0.0315800000727176,0.0631000000052154,2025-08-28 02:32:55.105046-04:00
ABIZX,24.14,MUTUALFUND,NAS,24.13999938964844,,,,,0.0,0.0,0.0,,26.100000381469727,19.280000686645508,0.0298634317253424,23.299600105285645,22.69745002746582,2025-08-27 15:06:55.596566-04:00
ABL,6.909999847412109,EQUITY,NCM,6.96999979019165,6.929999828338623,7.039999961853027,6.829999923706055,662816140.7235718,448600.0,617590.0,1049389.0,95921296.0,10.949999809265137,4.599999904632568,-0.309000015258789,5.610399980545044,7.218075006008148,2025-08-28 02:17:29.329924-04:00
ABLLL,25.125,EQUITY,NGM,24.96999931335449,25.07999992370605,25.290000915527344,25.07999992370605,,1940.0,10570.0,12092.0,,38.5,20.520000457763672,-0.0246094163565424,24.93653991699219,26.03932996749878,2025-08-27 12:12:34.822698-04:00
ABLLW,1.291300058,EQUITY,NCM,,1.291300058,1.291300058,1.291300058,,82.0,82.0,82.0,,1.291300058,1.291300058,,1.291300058,1.291300058,2025-08-19 12:16:29.801695-04:00
ABLOX,24.01,MUTUALFUND,NAS,24.01000022888184,,,,,0.0,0.0,0.0,,24.100000381469727,19.8799991607666,0.1214385987856042,23.49579998016357,22.419799995422363,2025-08-27 15:08:14.641675-04:00
ABLV,0.8500000238418579,EQUITY,NCM,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.8500000238418579,41981416.17754698,0.0,6260.0,9390.0,49389900.0,1.7899999618530271,0.5509999990463257,-0.4940475890594535,0.9807199943065644,0.986045000255108,2025-08-28 01:55:02.778562-04:00
ABLVW,0.0252000000327825,EQUITY,NCM,0.0252,0.0252000000327825,0.0252000000327825,0.0252000000327825,,50720.0,50720.0,50720.0,,0.0252000000327825,0.0252000000327825,,0.0252000000327825,0.0252000000327825,2025-08-27 13:06:04.505431-04:00
ABLZF,66.30999755859375,EQUITY,PNK,68.44000244140625,66.30999755859375,68.23999786376953,66.30999755859375,121992494991.35156,1700.0,1750.0,3731.0,1839730048.0,68.45999908447266,43.95000076293945,0.1273376046009841,63.51700004577637,57.33069997787476,2025-08-28 01:09:50.320180-04:00
ABM,49.630001068115234,EQUITY,NYQ,48.88999938964844,48.84999847412109,49.68999862670898,48.72999954223633,3089864606.4987183,389900.0,430980.0,539009.0,62258000.0,59.77999877929688,40.84999847412109,-0.1172180720295166,47.42839988708496,50.46359998703003,2025-08-28 01:47:57.259386-04:00
ABMIX,24.31,MUTUALFUND,NAS,24.309999465942383,,,,,0.0,0.0,0.0,,26.26000022888184,19.43000030517578,0.0305213780711021,23.47439998626709,22.866200008392333,2025-08-27 15:06:56.624338-04:00
ABNB,129.85000610351562,EQUITY,NMS,126.88999938964844,127.0,130.14999389648438,126.91999816894533,79498852491.99219,3827500.0,3966140.0,4732432.0,612236032.0,163.92999267578125,99.87999725341795,0.11363643055566,132.1988005065918,131.5763254928589,2025-08-28 01:21:27.394507-04:00
ABNY,10.5,ETF,PCX,10.329999923706056,10.31999969482422,10.5,10.43000030517578,,9039.0,30310.0,18620.0,,17.56999969482422,10.010000228881836,-0.3610835977447795,11.336000003814696,13.19924500465393,2025-08-27 15:19:22.517285-04:00
ABOS,1.3899999856948853,EQUITY,NMS,1.4600000381469729,1.399999976158142,1.4249999523162842,1.3899999856948853,84197025.13349056,343600.0,248940.0,457604.0,60573400.0,3.359999895095825,0.8550000190734863,-0.5053380733097268,1.359399995803833,1.4602449968457225,2025-08-28 02:17:00.522317-04:00
ABP,0.2450000047683715,EQUITY,NGM,0.2419999986886978,0.2430000007152557,0.2520000040531158,0.2290000021457672,19640842.86226464,2785000.0,2284790.0,10260568.0,80166704.0,13.0,0.1519999951124191,-0.9776255699510544,0.2363799998164177,1.001274998188019,2025-08-28 02:09:37.650343-04:00
ABPWW,0.0364000014960765,EQUITY,NCM,0.050000000745058,0.0364000014960765,0.045899998396635,0.0364000014960765,,2489.0,,,,0.045899998396635,0.0364000014960765,,,,2025-08-27 20:43:11.884161-04:00
ABQQ,0.0001999999949475,EQUITY,PNK,0.0001500000071246,0.0001999999949475,0.0001999999949475,0.0001999999949475,1606253.9370226115,742000.0,145093.0,6181731.0,8031269888.0,0.001300000003539,9.999999747378752e-05,-0.6666666909198575,0.0001753999994252,0.0003883500016672,2025-08-28 01:47:34.052633-04:00
ABR,11.81999969482422,EQUITY,NYQ,11.8100004196167,11.760000228881836,11.90999984741211,11.760000228881836,2464174530.9384766,1775400.0,2383730.0,2752282.0,208475008.0,15.9399995803833,8.430000305175781,-0.1359649538639145,11.314999980926514,12.180300011634827,2025-08-28 01:47:54.992345-04:00
ABR-PD,18.402999877929688,EQUITY,NYQ,18.45,18.32309913635254,18.410499572753903,18.32309913635254,,2375.0,13075.0,11821.0,,19.979900360107425,16.75,0.04355206133895,17.903377990722657,18.04207951545716,2025-08-27 12:12:06.674350-04:00
ABR-PE,18.4783992767334,EQUITY,NYQ,18.4228,18.420000076293945,18.4783992767334,18.3700008392334,,4925.0,6459.0,6676.0,,20.600000381469727,16.299999237060547,0.0461555607929717,17.697927894592286,17.758616514205933,2025-08-27 12:12:25.815553-04:00
ABR-PF,22.73990058898925,EQUITY,NYQ,22.65999984741211,22.5,22.73990058898925,22.549999237060547,,1982.0,8201.0,16798.0,,23.299999237060547,18.354999542236328,0.2275190125265076,21.32676990509033,21.501936464309694,2025-08-27 12:12:06.906323-04:00
ABSI,2.549999952316284,EQUITY,NMS,2.549999952316284,2.549999952316284,2.5799999237060547,2.509999990463257,381283663.2701874,2514800.0,4142640.0,4809425.0,149523008.0,6.329999923706055,2.009999990463257,-0.406976781579981,2.838199996948242,3.146199996471405,2025-08-28 02:09:58.726798-04:00
ABT,131.4600067138672,EQUITY,NYQ,131.58999633789062,131.47000122070312,131.75,130.55999755859375,228800887491.9375,4758700.0,5244090.0,6403103.0,1740460032.0,141.22999572753906,110.86000061035156,0.1658389874367366,130.9869999694824,127.1173503112793,2025-08-28 00:30:09.924038-04:00
ABTS,3.7899999618530273,EQUITY,NCM,3.829999923706055,3.7200000286102295,3.799999952316284,3.638000011444092,8982830.509586334,10700.0,6500.0,31196.0,2370140.0,9.399999618530272,0.25,6.863070569179848,4.262919998168945,2.3985299991071223,2025-08-28 01:27:37.965221-04:00
ABUS,3.650000095367432,EQUITY,NMS,3.650000095367432,3.660000085830689,3.7100000381469727,3.630000114440918,699701397.481842,748100.0,947650.0,773925.0,191699008.0,4.71999979019165,2.7100000381469727,-0.046997345149931,3.3214000177383425,3.354950008392334,2025-08-28 02:17:06.047776-04:00
ABVC,2.9800000190734863,EQUITY,NCM,2.9800000190734863,2.9800000190734863,3.069999933242798,2.930000066757202,70154564.4490242,62400.0,129250.0,390878.0,23541800.0,5.480000019073486,0.4000000059604645,3.350364976206435,2.989899981021881,1.3543949940800666,2025-08-28 02:17:07.666721-04:00
ABVE,1.870000004768372,EQUITY,NGM,1.8799999952316284,1.870000004768372,1.9600000381469729,1.820000052452088,95728666.24410152,1236100.0,1552770.0,17138173.0,51191800.0,4.400000095367432,0.25,1.3374999711290003,1.7051600062847136,0.9367049995064736,2025-08-28 02:09:23.821290-04:00
ABVEW,0.2000000029802322,EQUITY,NGM,0.1926999986171722,0.1949999928474426,0.2000000029802322,0.1949999928474426,,27986.0,,,,0.2000000029802322,0.1949999928474426,,,,2025-08-27 13:10:45.073059-04:00
ABVX,79.43000030517578,EQUITY,NGM,79.69999694824219,80.40499877929688,81.36399841308594,79.37000274658203,6002803445.783203,1250300.0,1193440.0,1400685.0,75573504.0,81.36399841308594,4.769999980926514,5.254330826621631,41.00039982795715,15.579099960327149,2025-08-28 02:17:01.500668-04:00
ABXXF,15.010000228881836,EQUITY,OQX,15.229999542236328,15.449999809265137,15.729999542236328,14.890000343322754,527271288.04016113,91100.0,135990.0,65796.0,35128000.0,17.729999542236328,5.949999809265137,0.8149938812628261,10.16077995300293,8.251774983406067,2025-08-28 01:04:07.031388-04:00
AC,33.150001525878906,EQUITY,NYQ,33.25,32.9900016784668,33.869998931884766,32.86000061035156,699252872.1862793,27200.0,13390.0,5342.0,21093600.0,43.84799957275391,29.17799949645996,-0.0051019859094332,36.63980018615722,36.349905033111575,2025-08-28 01:34:15.523962-04:00
ACA,99.13999938964844,EQUITY,NYQ,98.87999725341795,98.12000274658205,99.37000274658205,97.98999786376952,4862311356.065369,224900.0,241780.0,279350.0,49044900.0,113.43000030517578,68.11000061035156,0.0958328512430844,90.65599975585936,91.62949974060058,2025-08-28 01:47:48.995564-04:00
ACAD,26.56999969482422,EQUITY,NMS,25.71999931335449,25.81999969482422,26.6200008392334,25.780000686645508,4482677788.513184,2525700.0,2087850.0,1865767.0,168712000.0,26.6200008392334,13.399999618530272,0.6280637372346717,23.255599899292,19.18035005569458,2025-08-28 02:17:14.183963-04:00
ACAT,0.0538999997079372,EQUITY,PNK,,0.0538999997079372,0.0538999997079372,0.0538999997079372,2315522.4274531007,0.0,0.0,0.0,42959600.0,0.0538999997079372,0.0538999997079372,0.0,0.0538999997079372,0.0538999997079372,2025-08-27 13:09:23.060705-04:00
