Ticker,Name,Type,Exchange,Beta,52w High,52w Low,52w % Chg,Total Assets,Net Assets,Return (3m),Return (TTM),Yield,Expense R,Holding Turnover,Last Capital Gain,Risk Rating,Overall Rating,Last Div,Div Rate,Div Yield,Div Rate (TTM),Div Yield (TTM),50d Avg,50d Chg,50d % Chg,200d Avg,200d Chg,200d % Chg,Inception,First Trade,Timestamp
NWZNX,Nationwide Loomis All Cap Gr Instl Svc,Fund,Nasdaq,1.25,22.04,0.0,16.396976,213714928.0,213714928.0,20.18141,10.47421,0.0,0.0107,0.081599995,61.0,4.0,4.0,0.01629,0.01629,0.0,,,21.027,0.67300034,0.032006484,19.67385,2.0261517,0.10298705,1530057600.0,1496755800000,2025-08-26 19:30:50.664247-04:00
ATHYX,American Century Heritage Y,Fund,Nasdaq,1.16,34.58,22.93,7.8315377,6481172992.0,6481173000.0,17.39455,11.48529,0.0,0.0064999997,0.66,11.0,4.0,4.0,,,0.0,0.0,0.0,30.9264,0.27360153,0.00884686,29.56065,1.6393509,0.0554572,1646092800.0,1491831000000,2025-08-26 19:30:51.002536-04:00
ATHDX,American Century Heritage R6,Fund,Nasdaq,1.16,34.57,22.93,7.8690767,6481172992.0,6481173000.0,17.43839,11.48529,0.0,0.0064999997,0.66,11.0,4.0,4.0,,,0.0,0.0,0.0,30.9242,0.2758007,0.008918604,29.55795,1.6420517,0.05555364,1646092800.0,1374845400000,2025-08-26 19:30:51.415884-04:00
ATHAX,American Century Heritage A,Fund,Nasdaq,1.16,25.18,15.89,2.195704,6481172992.0,6481173000.0,17.19677,11.0884,0.0,0.0125,0.66,11.0,4.0,4.0,0.1005,0.1005,0.0,0.0,0.0,21.3856,0.17440033,0.008155036,20.6435,0.9165001,0.044396546,1646092800.0,868627800000,2025-08-26 19:30:51.894254-04:00
BRIFX,Baron Real Estate Income Retail,Fund,Nasdaq,1.08,17.57,14.39,6.7559004,242297456.0,242297456.0,2.57766,-0.54671,0.0139,0.0105,1.31,13.0,1.0,5.0,0.1491,0.1491,1.39,0.0,0.0,16.4362,0.30380058,0.018483628,16.48615,0.25384903,0.0153977135,1514505600.0,1514557800000,2025-08-26 19:30:52.314905-04:00
BGSAX,BlackRock Technology Opportunities Fund,Fund,Nasdaq,1.29,72.73,50.78,10.034823,6709386240.0,6709386200.0,25.43859,12.74993,0.0,0.0117,0.52,52.0,4.0,4.0,,,0.0,,,70.0682,-0.23819733,-0.003399507,65.9508,3.8792038,0.058819663,958348800.0,958397400000,2025-08-26 19:30:52.639318-04:00
FGEMX,Fidelity Advisor Communication ServicesM,Fund,Nasdaq,1.19,131.38,91.99,33.700752,2139995904.0,2139995900.0,27.56607,20.58888,0.0,0.0121,0.83,34.0,4.0,5.0,0.119,0.119,0.0,,,124.6638,6.3661957,0.051066913,112.91805,18.111946,0.16039903,520473600.0,1543588200000,2025-08-26 19:30:52.925539-04:00
COFRX,Columbia Contrarian Core Inst2,Fund,Nasdaq,1.02,41.2,30.74,5.6470633,15552258048.0,15552258000.0,16.64246,10.17833,0.0054,0.0066000004,0.51,53.0,3.0,4.0,0.23611,0.23611,0.54,0.0,0.0,39.3654,1.2446022,0.031616654,37.40795,3.2020493,0.08559809,1285545600.0,1352471400000,2025-08-26 19:30:53.328086-04:00
FGKMX,Fidelity Advisor Communication ServicesZ,Fund,Nasdaq,1.19,136.12,95.23,33.978092,2139995904.0,2139995900.0,27.76342,21.02613,0.0,0.0058,0.83,34.0,4.0,5.0,0.001,0.001,0.0,,,129.1124,6.677597,0.051719256,116.88855,18.901443,0.16170484,520473600.0,1543588200000,2025-08-26 19:30:53.821871-04:00
ATEZX,AB Sustainable Global Thematic Z,Fund,Nasdaq,1.15,167.16,119.7,-5.289608,1605012352.0,1605012350.0,11.32778,6.00139,0.0,0.0069999998,0.31,26.0,3.0,1.0,0.4686,0.4686,0.0,,,152.8522,2.5077972,0.01640668,147.18335,8.176651,0.055554185,1627257600.0,1627306200000,2025-08-26 19:30:54.147441-04:00
PCCOX,T. Rowe Price U.S. Equity Research I,Fund,Nasdaq,1.0,64.38,49.49,14.334166,15162319872.0,15162319900.0,13.94803,7.85653,0.0064999997,0.0034,0.376,18.0,3.0,5.0,0.4134,0.4134,0.65,0.38,0.0059328647,62.4316,1.888401,0.03024752,59.20745,5.112549,0.086349756,786153600.0,1480429800000,2025-08-26 19:30:54.429481-04:00
JDEUX,JPMorgan U.S. Research Enhanced Equity Fund,Fund,Nasdaq,0.99,47.68,36.6,7.7603817,11244393472.0,11244393500.0,14.55983,8.00076,0.0095,0.0025,0.39,43.0,3.0,4.0,0.20723,0.20723,0.95,,,46.2122,1.4678001,0.03176218,44.1277,3.5522995,0.080500446,1000080000.0,1048257000000,2025-08-26 19:30:54.871506-04:00
TWHIX,American Century Heritage Fund,Fund,Nasdaq,1.16,29.76,19.31,5.292928,6481172992.0,6481173000.0,17.33925,11.26997,0.0,0.01,0.66,11.0,4.0,4.0,0.1287,0.1287,0.0,0.0,0.0,26.0186,0.2213993,0.008509271,24.9796,1.2603989,0.050457127,1646092800.0,563553000000,2025-08-26 19:30:55.169145-04:00
VGISX,Virtus Duff & Phelps Glb Rl Estt Secs I,Fund,Nasdaq,1.11,37.22,30.04,-0.33472776,368551456.0,368551456.0,1.59011,5.40788,0.0231,0.0099,0.45,13.0,3.0,4.0,0.79847,0.79847,2.31,0.0,0.0,35.0156,0.36440277,0.010406869,34.0757,1.3043022,0.03827661,1235952000.0,1236090600000,2025-08-26 19:30:55.493019-04:00
BGSRX,BlackRock Technology Opportunities Fund,Fund,Nasdaq,1.29,72.46,50.62,9.732127,6709386240.0,6709386200.0,25.36721,12.58048,0.0,0.014199999,0.52,52.0,4.0,4.0,,,0.0,,,69.7698,-0.22979736,-0.003293651,65.74175,3.7982483,0.05777528,958348800.0,1220967000000,2025-08-26 19:30:55.763719-04:00
PACOX,T. Rowe Price U.S. Equity Research Adv,Fund,Nasdaq,1.0,63.99,49.27,14.270329,15162319872.0,15162319900.0,13.79623,7.53812,0.0025,0.0083,0.376,18.0,3.0,5.0,0.1578,0.1578,0.25,0.38,0.0059692115,62.0712,1.8487968,0.029785099,58.91945,5.0005493,0.08487094,786153600.0,1104417000000,2025-08-26 19:30:56.069654-04:00
AULNX,American Century Ultra G,Fund,Nasdaq,1.15,112.57,82.29,11.198807,26411419648.0,26411419600.0,17.12642,5.28483,0.0,0.0,0.07,67.0,4.0,3.0,,,0.0,,,108.437,3.4230042,0.031566754,103.25735,8.6026535,0.08331275,847929600.0,1564752600000,2025-08-26 19:30:56.498782-04:00
FSPTX,Fidelity Select Technology,Fund,Nasdaq,1.28,41.02,27.27,13.095903,18180386816.0,18180386800.0,30.20329,12.43708,0.0,0.0062,0.44,45.0,4.0,4.0,0.003,0.003,0.0,,,39.2194,1.3206024,0.033672173,36.2134,4.326599,0.11947508,363916800.0,363965400000,2025-08-26 19:30:56.909257-04:00
FGHMX,Fidelity Advisor Communication ServicesC,Fund,Nasdaq,1.19,127.34,89.19,33.127094,2139995904.0,2139995900.0,27.41179,20.23981,0.0,0.0171,0.83,34.0,4.0,5.0,0.085,0.085,0.0,,,120.868,6.112007,0.050567623,109.57125,17.408752,0.15888065,520473600.0,1543588200000,2025-08-26 19:30:57.191563-04:00
OTPIX,ProFunds NASDAQ-100 Inv,Fund,Nasdaq,1.12,174.63,36.29,-70.822975,126535992.0,126535992.0,18.29622,9.15587,0.0069,0.015700001,0.3,17.0,4.0,4.0,0.33809,0.33809,0.69,1.33,0.026988637,48.3068,1.1832008,0.024493463,45.08995,4.400051,0.09758385,965606400.0,965655000000,2025-08-26 19:30:57.626597-04:00
MMDEX,Praxis Growth Index I,Fund,Nasdaq,1.05,54.68,39.24,16.828691,695016000.0,695016000.0,19.26157,9.13902,0.0044,0.0034999999,0.16479999,62.0,2.0,4.0,0.2361,0.2361,0.44,0.0,0.0,52.5404,1.8596001,0.035393715,49.0936,5.3064003,0.10808741,1177977600.0,1178112600000,2025-08-26 19:30:57.904009-04:00
BGSIX,BlackRock Technology Opportunities Fund,Fund,Nasdaq,1.29,80.81,56.38,11.467886,6709386240.0,6709386200.0,25.52474,12.91385,0.0,0.0092,0.52,52.0,4.0,4.0,,,0.0,,,78.1096,0.0004043579,5.176802e-06,73.2478,4.862198,0.06638012,958348800.0,958397400000,2025-08-26 19:30:58.175507-04:00
ATHWX,American Century Heritage R,Fund,Nasdaq,1.16,24.75,15.56,1.6496897,6481172992.0,6481173000.0,17.18062,10.94891,0.0,0.015,0.66,11.0,4.0,4.0,0.0723,0.0723,0.0,0.0,0.0,20.9288,0.1711998,0.008180105,20.22715,0.8728504,0.043152418,1646092800.0,1190986200000,2025-08-26 19:30:58.456381-04:00
FSELX,Fidelity Select Semiconductors,Fund,Nasdaq,1.76,38.89,22.88,12.200176,23061657600.0,23061657600.0,43.52851,17.62244,0.0,0.0062,0.59,40.0,5.0,5.0,0.024,0.024,0.0,0.0,0.0,36.3292,1.9407997,0.05342258,32.7426,5.527401,0.16881375,491443200.0,491491800000,2025-08-26 19:30:58.738189-04:00
QGIAX,Pear Tree Quality Institutional,Fund,Nasdaq,0.93,29.03,23.28,-0.39398074,326523296.0,326523296.0,6.45415,4.6017,0.0062,0.0074,0.3,24.0,2.0,4.0,0.1798,0.1798,0.62,,,27.398,0.42199898,0.015402546,26.8072,1.0128002,0.037780903,669859200.0,669911400000,2025-08-26 19:30:59.187983-04:00
EIERX,Eaton Vance Stock I,Fund,Nasdaq,0.97,25.09,17.86,-0.3018558,104380336.0,104380336.0,14.7926,8.65658,0.0,0.0073,0.44,36.0,2.0,4.0,0.0901,0.0901,0.0,,,22.662,0.55799866,0.024622656,21.87925,1.3407497,0.061279513,1220400000.0,1229351400000,2025-08-26 19:30:59.485629-04:00
AULDX,American Century Ultra R6,Fund,Nasdaq,1.15,108.65,79.2,10.479534,26411419648.0,26411419600.0,16.96004,4.94686,0.0,0.0052,0.07,67.0,4.0,3.0,0.2348,0.2348,0.0,,,104.195,3.2350006,0.03104756,99.3971,8.032898,0.08081622,847929600.0,1374845400000,2025-08-26 19:30:59.775263-04:00
QALGX,Federated Hermes MDT Large Cap Growth A,Fund,Nasdaq,1.11,37.53,27.24,16.934717,3317603584.0,3317603580.0,19.01408,10.95195,0.0,0.01,0.58,24.0,3.0,5.0,1.03391,1.03391,0.0,,,36.4568,0.79320145,0.0217573,34.1197,3.1302986,0.09174461,1716940800.0,1126877400000,2025-08-26 19:31:00.177224-04:00
ATHIX,American Century Heritage I,Fund,Nasdaq,1.16,33.65,22.23,7.2935343,6481172992.0,6481173000.0,17.37288,11.36696,0.0,0.008,0.66,11.0,4.0,4.0,0.0073,0.0073,0.0,0.0,0.0,29.9666,0.26339912,0.008789756,28.67365,1.5563488,0.054278012,1646092800.0,866467800000,2025-08-26 19:31:00.594522-04:00
LCGFX,William Blair Large Cap Growth I,Fund,Nasdaq,1.12,32.77,23.55,9.656584,2840969728.0,2840969730.0,21.33686,9.54654,0.00059999997,0.0064999997,0.5,,3.0,4.0,0.0187,0.0187,0.06,,,31.4946,0.8553982,0.027160153,29.6132,2.7367992,0.09241822,946252800.0,946391400000,2025-08-26 19:31:00.891225-04:00
NSEAX,Columbia Select Large Cap Equity S,Fund,Nasdaq,1.0,23.16,17.9,6.63265,1590692224.0,1590692220.0,16.28303,6.68608,,0.0064999997,0.56,46.0,3.0,4.0,0.02943,0.02943,,,,22.3362,0.75379944,0.03374788,21.64945,1.4405499,0.06653979,933552000.0,1727962200000,2025-08-26 19:31:01.168331-04:00
RYMMX,Rydex S&P MidCap 400 Pure Value C,Fund,Nasdaq,1.33,67.84,47.13,1.4361143,6022705.0,6022705.0,12.98676,1.09852,0.0,0.0229,39.96,-3.0,5.0,3.0,0.29293,0.29293,0.0,,,59.4706,1.7094002,0.028743617,58.31305,2.866951,0.049164828,1093996800.0,1077287400000,2025-08-26 19:31:01.466423-04:00
TNBIX,1290 SmartBeta Equity I,Fund,Nasdaq,0.9,20.68,17.05,6.652808,233624064.0,233624064.0,6.5672,7.96447,0.011,0.0085,0.32,12.0,2.0,4.0,0.22833,0.22833,1.1,,,20.1126,0.4373989,0.021747507,19.3545,1.1954994,0.06176855,1415750400.0,1417185000000,2025-08-26 19:31:01.744895-04:00
IESGX,Sit ESG Growth I,Fund,Nasdaq,1.0,25.4,19.53,13.54636,13207517.0,13207517.0,12.3918,11.0261,0.0053,0.01,0.033099998,47.0,3.0,4.0,0.13008,0.13008,0.53,,,24.565,0.6949997,0.028292272,22.96575,2.2942505,0.099898785,1467331200.0,1467811800000,2025-08-26 19:31:02.029327-04:00
SUSSX,State Street Instl US Equity Svc,Fund,Nasdaq,0.99,16.99,12.29,1.1964679,318787904.0,318787904.0,15.93567,8.92857,0.004,0.0064,0.58,47.0,3.0,4.0,0.071,0.071,0.4,,,15.5924,0.53759956,0.034478307,14.9858,1.1441994,0.07635224,880416000.0,978445800000,2025-08-26 19:31:02.327504-04:00
LCGNX,William Blair Large Cap Growth N,Fund,Nasdaq,1.12,30.43,21.78,8.957958,2840969728.0,2840969730.0,21.23316,9.35543,0.0,0.009,0.5,,3.0,4.0,0.0,0.0,0.0,,,29.107,0.78299904,0.026900712,27.40695,2.4830494,0.09059926,946252800.0,946391400000,2025-08-26 19:31:02.736562-04:00
RYATX,Rydex NASDAQ-100 A,Fund,Nasdaq,1.12,81.75,58.75,9.956181,1932268160.0,1932268160.0,18.43201,9.97375,0.0,0.015,0.35,72.0,4.0,4.0,,,0.0,,,78.632,1.9979935,0.02540942,73.79335,6.836647,0.09264584,1080691200.0,1080743400000,2025-08-26 19:31:03.016995-04:00
GURAX,NAA Risk Managed Real Estate A,Fund,Nasdaq,1.02,35.18,28.42,-5.4486217,204104992.0,204104992.0,0.03304,-0.71365,0.0228,0.0159,0.72,8.0,1.0,5.0,0.1758,0.1758,2.28,,,31.8146,0.08539963,0.0026842905,32.05535,-0.15535164,-0.004846356,1395964800.0,1395927000000,2025-08-26 19:31:03.350954-04:00
RYHOX,Rydex NASDAQ-100 H,Fund,Nasdaq,1.12,81.73,58.73,9.958899,1932268160.0,1932268160.0,18.41988,9.97651,0.0,0.015,0.35,72.0,4.0,4.0,,,0.0,,,78.6108,1.9991989,0.025431605,73.7731,6.836899,0.09267468,1080691200.0,1411047000000,2025-08-26 19:31:03.645597-04:00
BMCAX,BlackRock Advantage Large Cap Gr Inv A,Fund,Nasdaq,1.12,27.36,18.81,3.3169508,1517671424.0,1517671420.0,19.73834,10.84233,0.0,0.0087,1.49,36.0,3.0,4.0,0.00882,0.00882,0.0,,,24.9362,0.44379997,0.017797418,23.81755,1.5624485,0.06560072,1516838400.0,525360600000,2025-08-26 19:31:03.962977-04:00
RYMVX,Rydex S&P MidCap 400 Pure Value A,Fund,Nasdaq,1.33,83.82,59.26,3.7483215,6022705.0,6022705.0,13.19,1.53194,0.0,0.0155,39.96,-3.0,5.0,3.0,0.29293,0.29293,0.0,,,74.942,2.2180023,0.029596252,73.1555,4.0045013,0.05473958,1093996800.0,1093959000000,2025-08-26 19:31:04.588849-04:00
TWUIX,American Century Ultra Fund,Fund,Nasdaq,1.15,107.41,78.22,10.283208,26411419648.0,26411419600.0,16.92635,4.86579,0.0,0.0067000003,0.07,67.0,4.0,3.0,0.1648,0.1648,0.0,,,102.8734,3.1766052,0.030878782,98.195,7.8550034,0.079993926,847929600.0,847981800000,2025-08-26 19:31:04.863149-04:00
RYAVX,Rydex S&P MidCap 400 Pure Value H,Fund,Nasdaq,1.33,83.68,59.16,3.6322236,6022705.0,6022705.0,13.13579,1.47965,0.0,0.0156,39.96,-3.0,5.0,3.0,0.29293,0.29293,0.0,,,74.7748,2.2052002,0.02949122,73.0249,3.955101,0.05416099,1093996800.0,1077287400000,2025-08-26 19:31:05.144658-04:00
JUEMX,JPMorgan US Equity R6,Fund,Nasdaq,0.99,27.67,21.04,7.547164,33454348288.0,33454348300.0,16.6342,8.74449,0.0064,0.0044,0.53,41.0,4.0,5.0,0.07889,0.07889,0.64,,,26.6288,0.86120033,0.032340936,25.4101,2.0798988,0.08185323,748224000.0,1291127400000,2025-08-26 19:31:05.434858-04:00
FELCX,Fidelity Advisor Semiconductors C,Fund,Nasdaq,1.74,78.43,44.42,13.32246,3553806848.0,3553806850.0,43.00419,16.87179,0.0,0.017,0.3,46.0,5.0,5.0,0.014,0.014,0.0,,,73.201,4.029007,0.05504033,64.70525,12.52475,0.19356619,1538438400.0,977927400000,2025-08-26 19:31:05.714883-04:00
SESGX,Sit ESG Growth S,Fund,Nasdaq,1.0,25.13,19.34,13.557779,13207517.0,13207517.0,12.28151,10.85377,0.0032,0.0125,0.033099998,47.0,3.0,4.0,0.07764,0.07764,0.32,,,24.3068,0.6831989,0.028107315,22.73455,2.2554493,0.099208,1467331200.0,1467811800000,2025-08-26 19:31:06.126633-04:00
APHKX,Artisan International Value Fund,Fund,Nasdaq,0.9,54.66,45.43,3.866768,39506350080.0,39506350000.0,4.84052,11.96675,0.0235,0.0097,0.1478,28.0,3.0,5.0,0.42263,0.42263,2.35,1.06,0.01953557,52.7262,1.1637993,0.022072505,50.31885,3.571148,0.07097038,1427846400.0,1159795800000,2025-08-26 19:31:06.427606-04:00
FIATX,Fidelity Advisor Intl Cap App M,Fund,Nasdaq,1.08,34.46,26.13,12.470829,15239051264.0,15239051300.0,8.92799,16.60272,0.003,0.0137,0.63,22.0,3.0,5.0,0.099,0.099,0.3,,,33.7076,0.082401276,0.0024445904,31.04615,2.7438507,0.08837974,1752710400.0,878308200000,2025-08-26 19:31:06.724589-04:00
CMVIX,BlackRock Advantage Large Cap Gr Instl,Fund,Nasdaq,1.12,29.3,20.3,4.477608,1517671424.0,1517671420.0,19.79371,11.02022,0.0,0.0062,1.49,36.0,3.0,4.0,0.01349,0.01349,0.0,,,26.9598,0.5101986,0.01892442,25.68445,1.7855492,0.069518685,1516838400.0,738595800000,2025-08-26 19:31:07.051530-04:00
JMUEX,JPMorgan US Equity L,Fund,Nasdaq,0.99,27.58,20.97,7.534516,33454348288.0,33454348300.0,16.57763,8.63709,0.0055,0.0057,0.53,41.0,4.0,5.0,0.06632,0.06632,0.55,,,26.5278,0.8621998,0.032501746,25.31795,2.07205,0.08184115,748224000.0,748272600000,2025-08-26 19:31:07.338205-04:00
QCLGX,Federated Hermes MDT Large Cap Growth C,Fund,Nasdaq,1.11,27.63,20.11,14.663863,3317603584.0,3317603580.0,18.78525,10.49233,0.0,0.0175,0.58,24.0,3.0,4.0,1.03391,1.03391,0.0,,,26.8554,0.5646,0.021023704,25.23035,2.1896496,0.08678633,1716940800.0,1126877400000,2025-08-26 19:31:07.607689-04:00
QILGX,Federated Hermes MDT Large Cap Growth IS,Fund,Nasdaq,1.11,41.36,30.0,17.548906,3317603584.0,3317603580.0,19.09884,11.12015,0.0001,0.0075,0.58,24.0,3.0,5.0,0.0027,0.0027,0.01,,,40.17,0.88000107,0.021906924,37.55105,3.498951,0.09317852,1716940800.0,1126877400000,2025-08-26 19:31:08.063766-04:00
ARTKX,Artisan International Value Investor,Fund,Nasdaq,0.9,54.48,45.3,3.9600134,39506350080.0,39506350000.0,4.79852,11.81507,0.020399999,0.0121,0.1478,28.0,3.0,5.0,0.36745,0.36745,2.04,1.06,0.01960059,52.5574,1.1525993,0.021930296,50.15735,3.5526505,0.07083011,1427846400.0,1032874200000,2025-08-26 19:31:08.469485-04:00
SDLAX,SEI Dynamic Asset Allocation A (SIIT),Fund,Nasdaq,0.96,24.83,15.5,-9.65029,1836949504.0,1836949500.0,14.18764,10.21535,0.0154,0.00029999999,0.0188,55.0,2.0,4.0,0.3933,0.3933,1.54,,,19.7994,0.7505989,0.037910186,19.46515,1.0848484,0.055732854,1280448000.0,1280496600000,2025-08-26 19:31:08.761419-04:00
APDKX,Artisan International Value Fund,Fund,Nasdaq,0.9,54.36,45.19,3.8691044,39506350080.0,39506350000.0,4.82462,11.88951,0.0223,0.0106,0.1478,28.0,3.0,5.0,0.39851,0.39851,2.23,1.06,0.01964418,52.4426,1.1573982,0.02206981,50.0502,3.549797,0.07092473,1427846400.0,1427895000000,2025-08-26 19:31:09.080752-04:00
APHGX,Artisan Global Value Fund,Fund,Nasdaq,0.93,27.14,21.9,12.745512,2746456832.0,2746456830.0,7.50515,18.33863,0.011,0.010299999,0.16350001,34.0,4.0,4.0,0.29675,0.29675,1.1,,,26.1582,0.82180023,0.031416543,24.42645,2.5535488,0.10454031,1342483200.0,1342531800000,2025-08-26 19:31:09.401362-04:00
JUEAX,JPMorgan US Equity A,Fund,Nasdaq,0.99,27.36,20.81,7.4721813,33454348288.0,33454348300.0,16.46918,8.41246,0.0021,0.0094,0.53,41.0,4.0,4.0,0.01869,0.01869,0.21,,,26.3252,0.84480095,0.032090962,25.1215,2.0485,0.0815437,748224000.0,999869400000,2025-08-26 19:31:09.817864-04:00
FIKGX,Fidelity Advisor Semiconductors Z,Fund,Nasdaq,1.74,110.33,62.25,17.222225,3553806848.0,3553806850.0,43.40674,17.64247,0.0,0.0058,0.3,46.0,5.0,5.0,0.161,0.161,0.0,,,102.9036,5.7763977,0.056134067,90.2736,18.406403,0.20389575,1538438400.0,1538659800000,2025-08-26 19:31:10.159455-04:00
ARTGX,Artisan Global Value Investor,Fund,Nasdaq,0.93,27.09,21.89,12.730312,2746456832.0,2746456830.0,7.43187,18.1653,0.0089,0.0128,0.16350001,34.0,4.0,4.0,0.23896,0.23896,0.89,,,26.1114,0.8085995,0.030967295,24.393,2.5270004,0.10359532,1342483200.0,1197297000000,2025-08-26 19:31:10.519074-04:00
FELAX,Fidelity Advisor Semiconductors A,Fund,Nasdaq,1.74,100.76,56.92,16.160297,3553806848.0,3553806850.0,43.27138,17.38548,0.0,0.0095,0.3,46.0,5.0,5.0,0.04,0.04,0.0,,,93.9974,5.2425995,0.05577388,82.633,16.606995,0.2009729,1538438400.0,977927400000,2025-08-26 19:31:10.940244-04:00
NWHQX,Nationwide Bailard Tech & Sci M,Fund,Nasdaq,1.29,36.39,24.13,2.6100159,195942976.0,195942976.0,21.79072,12.56231,0.0,0.0088,0.2038,82.0,3.0,4.0,0.02055,0.02055,0.0,,,33.4098,0.5101967,0.015270868,31.4998,2.4201984,0.07683218,991180800.0,1379424600000,2025-08-26 19:31:11.237595-04:00
APDGX,Artisan Global Value Fund,Fund,Nasdaq,0.93,27.05,21.84,12.746334,2746456832.0,2746456830.0,7.53,18.29768,0.010299999,0.0112,0.16350001,34.0,4.0,4.0,0.27674,0.27674,1.03,,,26.0732,0.81679916,0.031327154,24.35165,2.5383492,0.10423725,1342483200.0,1427895000000,2025-08-26 19:31:11.521746-04:00
FIDZX,Fidelity Advisor Intl Cap App Z,Fund,Nasdaq,1.08,38.57,29.2,12.608051,15239051264.0,15239051300.0,9.09356,17.0419,0.0072000003,0.0075,0.63,22.0,4.0,4.0,0.27,0.27,0.72,,,37.734,0.115997314,0.0030740793,34.7106,3.1393967,0.09044489,1752710400.0,1486650600000,2025-08-26 19:31:11.836342-04:00
FELIX,Fidelity Advisor Semiconductors I,Fund,Nasdaq,1.74,109.91,62.03,17.057991,3553806848.0,3553806850.0,43.36971,17.56349,0.0,0.0069999998,0.3,46.0,5.0,5.0,0.118,0.118,0.0,,,102.5138,5.7462006,0.056052946,89.96595,18.294052,0.20334418,1538438400.0,977927400000,2025-08-26 19:31:12.281735-04:00
FELTX,Fidelity Advisor Semiconductors M,Fund,Nasdaq,1.74,93.3,52.75,15.297842,3553806848.0,3553806850.0,43.18729,17.20967,0.0,0.012,0.3,46.0,5.0,5.0,0.045,0.045,0.0,,,87.0486,4.831398,0.055502307,76.6517,15.228294,0.1986687,1538438400.0,977927400000,2025-08-26 19:31:12.781640-04:00
FCPIX,Fidelity Advisor Intl Cap App I,Fund,Nasdaq,1.08,38.45,29.11,12.653303,15239051264.0,15239051300.0,9.06168,16.95925,0.006,0.0087,0.63,22.0,4.0,5.0,0.223,0.223,0.6,,,37.6128,0.117198944,0.0031159325,34.60725,3.1227493,0.09023396,1752710400.0,878308200000,2025-08-26 19:31:13.104639-04:00
BIERX,Brandes International Equity Fund,Fund,Nasdaq,1.04,26.99,20.84,15.618217,1700059520.0,1700059520.0,6.96967,22.40964,0.026300002,0.0076,0.1703,7.0,4.0,5.0,0.40069,0.40069,2.63,,,25.9098,0.67020035,0.025866674,23.7607,2.8192997,0.1186539,1296432000.0,1454337000000,2025-08-26 19:31:13.385546-04:00
NWHTX,Nationwide Bailard Tech & Sci R6,Fund,Nasdaq,1.29,36.23,24.01,2.5304914,195942976.0,195942976.0,21.75641,12.56265,0.0,0.0088,0.2038,82.0,3.0,4.0,0.02055,0.02055,0.0,,,33.2344,0.5056,0.015213151,31.3383,2.401701,0.07663788,991180800.0,1379597400000,2025-08-26 19:31:13.685239-04:00
JNRFX,Janus Henderson Research D,Fund,Nasdaq,1.12,96.97,68.7,16.098095,27727790080.0,27727790100.0,22.3369,13.20599,0.0,0.0067000003,0.27,62.0,3.0,4.0,0.03152,0.03152,0.0,,,93.645,2.5650024,0.027390705,86.28885,9.92115,0.11497604,736387200.0,736522200000,2025-08-26 19:31:13.988807-04:00
RYCOX,Rydex NASDAQ-100 C,Fund,Nasdaq,1.12,64.7,45.86,6.947291,1932268160.0,1932268160.0,18.20782,9.50194,0.0,0.0225,0.35,72.0,4.0,4.0,,,0.0,,,61.2524,1.5075989,0.024612894,57.776,4.9839973,0.08626415,1080691200.0,985617000000,2025-08-26 19:31:14.366216-04:00
RYOCX,Rydex NASDAQ-100 Inv,Fund,Nasdaq,1.12,93.12,66.86,11.223245,1932268160.0,1932268160.0,18.4919,10.12996,0.0,0.0125,0.35,72.0,4.0,4.0,,,0.0,,,89.5532,2.2967987,0.02564731,83.8751,7.9748993,0.09508065,1080691200.0,761236200000,2025-08-26 19:31:14.688968-04:00
JRAIX,Janus Henderson Research I,Fund,Nasdaq,1.12,96.81,68.58,16.129421,27727790080.0,27727790100.0,22.33852,13.21914,0.0,0.0064,0.27,62.0,3.0,4.0,0.05214,0.05214,0.0,,,93.4834,2.5666046,0.027455192,86.1314,9.918602,0.11515663,736387200.0,1246887000000,2025-08-26 19:31:14.967432-04:00
JAMRX,Janus Henderson Research Fund,Fund,Nasdaq,1.12,96.72,68.56,15.949429,27727790080.0,27727790100.0,22.296,13.13644,0.0,0.007900001,0.27,62.0,3.0,4.0,0.01794,0.01794,0.0,,,93.4134,2.5466003,0.027261617,86.1027,9.8573,0.11448305,736387200.0,736176600000,2025-08-26 19:31:15.237902-04:00
UCNQX,Victory Nasdaq 100 Index Fund,Fund,Nasdaq,1.12,56.7,40.73,16.823996,7687643648.0,7687643600.0,18.42557,10.04584,0.0,0.0145000005,0.22,58.0,4.0,3.0,0.00215,0.00215,0.0,,,54.541,1.3889999,0.02546708,50.76125,5.168751,0.10182474,1593388800.0,1593437400000,2025-08-26 19:31:15.526368-04:00
JRASX,Janus Henderson Research S,Fund,Nasdaq,1.12,92.12,65.36,15.368986,27727790080.0,27727790100.0,22.21329,12.93797,0.0,0.0106,0.27,62.0,3.0,4.0,0.04395,0.04395,0.0,,,88.9862,2.403801,0.027013188,82.11385,9.276146,0.11296688,736387200.0,1246887000000,2025-08-26 19:31:15.822243-04:00
UINQX,Victory Nasdaq 100 Index Fund,Fund,Nasdaq,1.12,58.86,42.13,17.61595,7687643648.0,7687643600.0,18.78499,10.70531,0.0034,0.0042,0.22,58.0,4.0,4.0,0.19632,0.19632,0.34,,,56.575,1.4949989,0.02642508,52.52115,5.548851,0.105649844,1593388800.0,1593437400000,2025-08-26 19:31:16.139159-04:00
