Mkt Cap,EV
4947031040.0,4624263680.0
4942231552.0,
4939801088.0,5625402368.0
4930444800.0,12380813312.0
4920896512.0,5088596992.0
4919986688.0,5986451456.0
4914363904.0,7788736000.0
4914038272.0,8694941696.0
4905094144.0,
4903773696.0,11039891456.0
4901371904.0,-83398213632.0
4893178880.0,4892595200.0
4892638720.0,17539375104.0
4891507712.0,342484385792.0
4890911232.0,
4890792448.0,18508152832.0
4864923136.0,5671312384.0
4863958528.0,3807713024.0
4856847872.0,5505140224.0
4856078848.0,342041460736.0
4854758400.0,9662143488.0
4854300672.0,6534612480.0
4847987712.0,3469084160.0
4838784000.0,5393845248.0
4823387648.0,6055281664.0
4818044928.0,3154134528.0
4815424512.0,3588745216.0
4812980224.0,99388424192.0
4812819456.0,6526746624.0
4804497408.0,10821950464.0
4804000256.0,3320953856.0
4801709568.0,8067760128.0
4798529536.0,5154021376.0
4797166592.0,3839248128.0
4796999680.0,417683808.0
4778152960.0,5265540608.0
4776780288.0,6772867072.0
4775561728.0,-37506891776.0
4766035456.0,10883080192.0
4762253312.0,11158865920.0
4753016832.0,5310581248.0
4748466688.0,4297256448.0
4741925376.0,4595635200.0
4738661888.0,4100742912.0
4738174976.0,4919030272.0
4731656192.0,5732670976.0
4731425792.0,
4723143168.0,4719156224.0
4723060736.0,5736215040.0
4721296384.0,9213564928.0
4719803904.0,
4714846208.0,4453942784.0
4704719360.0,7053586432.0
4701385728.0,4959377920.0
4693342720.0,7657859072.0
4693127680.0,1184694656.0
4689832960.0,4680713728.0
4680672256.0,5776027136.0
4679437824.0,58755432448.0
4677347328.0,6989638144.0
4676798976.0,9723898880.0
4676745728.0,5947438080.0
4675396608.0,5206263296.0
4666131968.0,6238178816.0
4665853440.0,8687457280.0
4665818624.0,5094633472.0
4660145664.0,5585519104.0
4658687488.0,4880720384.0
4653557760.0,4403958784.0
4648366080.0,7790855168.0
4644403712.0,14505353216.0
4643049472.0,20096196608.0
4641632768.0,9364807680.0
4634656256.0,3461576192.0
4632928768.0,5049111552.0
4625834496.0,4366948864.0
4623516672.0,9980400640.0
4622583296.0,
4622104064.0,6429931008.0
4621221888.0,4388637696.0
4615191040.0,2734353664.0
4614420992.0,4225870592.0
4614295552.0,58700840960.0
4612903936.0,7154552832.0
4610553856.0,
4608639488.0,5871936000.0
4607311872.0,
4594236928.0,9969120256.0
4589468160.0,5053085184.0
4580769792.0,7762752512.0
4577706496.0,7787368448.0
4577484288.0,6145533440.0
4570739200.0,6773386240.0
4564820992.0,4132957952.0
4564285952.0,10522757120.0
4552948736.0,4599227904.0
4542480896.0,7151191552.0
4535274496.0,5179328000.0
4524869120.0,6649328640.0
4524199424.0,5733297664.0
4522454528.0,5540304384.0
4522083840.0,9685313536.0
4521800192.0,10936049664.0
4521369600.0,4369741312.0
4519246848.0,7470425600.0
4518292992.0,5440482304.0
4517022720.0,12145452032.0
4515238400.0,5019525120.0
4513679872.0,7756338176.0
4511352832.0,7864401408.0
4500796928.0,4189589760.0
4485907456.0,9624059904.0
4484076544.0,3909502208.0
4483951616.0,-11887637504.0
4469079552.0,4939223040.0
4464593408.0,4729065472.0
4457438720.0,4508041216.0
4454593024.0,3769105152.0
4454545408.0,11384905728.0
4439495680.0,6013605888.0
4433889280.0,15155842048.0
4430722048.0,3973835776.0
4425586176.0,4812127232.0
4425497600.0,5833137152.0
4422663680.0,21148805120.0
4413751296.0,-8586224128.0
4408500224.0,7132175872.0
4403307008.0,24876445696.0
4395589120.0,5892224512.0
4392371200.0,4286216448.0
4388491776.0,6946946560.0
4380694016.0,58467266560.0
4369527296.0,
4365073408.0,5956847616.0
4353769984.0,4168579072.0
4350703616.0,8824590336.0
4335443968.0,10511517696.0
4329298432.0,9596602368.0
4327602688.0,4940529664.0
4324963328.0,4562869248.0
4322091008.0,4590141952.0
4315513856.0,-14591952896.0
4313715200.0,8197108736.0
4303678464.0,4262949376.0
4295446016.0,4127747328.0
4291801344.0,4667020800.0
4281675264.0,4575885312.0
4280089856.0,4308768256.0
4278932224.0,4598965248.0
4274637312.0,4103483392.0
4274074112.0,4950916096.0
4262354944.0,5843224576.0
4260555008.0,8264976384.0
4259845376.0,4508514816.0
4259312128.0,4340715008.0
4252664832.0,6762205184.0
4249863680.0,3891871232.0
4244489728.0,7446429184.0
4243803648.0,5866169856.0
4233743104.0,3666872064.0
4233367808.0,18204518400.0
4227997952.0,
4227715584.0,-2205666560.0
4219425024.0,58295422976.0
4216995072.0,3549318144.0
4213104128.0,4717270528.0
4211576320.0,4881265664.0
4208404736.0,5346322944.0
4207872000.0,3333654272.0
4200738304.0,4027269376.0
4193002752.0,
4184032000.0,11314086912.0
4181526784.0,3501980672.0
4181027840.0,7635529728.0
4180317184.0,304095968.0
4179999744.0,12977991319552.0
4174056192.0,5711236608.0
4172908288.0,3635068928.0
4164192000.0,-1353484206080.0
4157933824.0,10604655616.0
4157828864.0,4546638848.0
4157458432.0,4325804032.0
4153433088.0,2772045312.0
4145026816.0,3864067840.0
4142651904.0,2482696192.0
4132740096.0,4462090911744.0
4124170496.0,4908453376.0
4122481152.0,5773543424.0
4120269824.0,8284638720.0
4116864000.0,4861620736.0
4114264576.0,6382190080.0
4098461696.0,7949665792.0
4098360064.0,6580136448.0
4095168768.0,
4094510080.0,
4091267328.0,7098054144.0
4088389376.0,
4086641408.0,3913222400.0
4086105856.0,104121516032.0
4080590336.0,4121851392.0
4064781568.0,7344022016.0
4061597440.0,4038320384.0
4061003776.0,2129053312.0
4058955008.0,4212930560.0
4055608576.0,3514980096.0
4055082752.0,6192121344.0
4051654400.0,6739326976.0
4050621440.0,1423539968.0
4050280448.0,4273179648.0
4049420032.0,1214762582016.0
4047968000.0,6824197632.0
4047089920.0,3487454464.0
4046813184.0,3486256640.0
4045855488.0,4087849984.0
4041637632.0,5312755712.0
4039348736.0,3568594688.0
4031737344.0,4446089117696.0
4029806592.0,-96677232640.0
4024171264.0,5013209088.0
4022536960.0,3737113600.0
4017001728.0,9677595648.0
4016688128.0,3479665664.0
4000786432.0,5419849728.0
3998155520.0,75313736.0
3988120576.0,
3987243264.0,45439574016.0
3986964480.0,766488640.0
3980285184.0,3565276672.0
3967380992.0,12550735872.0
3960568576.0,83526393856.0
3939866624.0,13917109248.0
3932866560.0,4024626432.0
3929239040.0,11695702016.0
3928908288.0,11726367744.0
3928165632.0,4031232000.0
3924708352.0,4791800320.0
3918582272.0,-802543763456.0
3913744640.0,36294410240.0
3905783296.0,95349334016.0
3894417152.0,8948452352.0
3891525120.0,4269333248.0
3889501696.0,3334528768.0
3886111488.0,4364891648.0
3883015424.0,4155187968.0
3869029888.0,10916431872.0
3865790208.0,4092571648.0
3862668800.0,3129496320.0
3858191616.0,3516303616.0
3854131712.0,
3853642752.0,4236225792.0
3852338432.0,9273885696.0
3851707904.0,105640230912.0
3849814016.0,4275526656.0
3847238144.0,4059094528.0
3846862592.0,2930456832.0
3839313664.0,3399087360.0
3832266240.0,1273662464.0
3829701632.0,3362476288.0
3822547712.0,4703227392.0
3816593920.0,105649782784.0
3814682112.0,3341309184.0
3814046720.0,8902648832.0
3800921600.0,3488012288.0
3790738432.0,5123078144.0
3790724352.0,2344042240.0
3784525312.0,10196860928.0
3777363200.0,7034715136.0
3771880192.0,1424912896.0
3771822080.0,51387633664.0
3764320256.0,3815602688.0
3752684544.0,43103943655424.0
3748356608.0,6806166016.0
3744916992.0,2625968384.0
3743283200.0,6191382528.0
3742767872.0,5057210880.0
3735714048.0,3529274624.0
3730817536.0,3404514304.0
3719116032.0,8145128448.0
3709521152.0,3429744896.0
3701921536.0,5357045248.0
3697596416.0,5144703488.0
3679639808.0,1964758016.0
3675128064.0,4700847616.0
3671530240.0,12056878080.0
3671342848.0,7192249856.0
3671164160.0,4758710784.0
3669203712.0,4936622080.0
3664112896.0,3664340224.0
3662237440.0,3916059904.0
3658534400.0,3529429504.0
3658067968.0,4315686400.0
3649299456.0,8963684352.0
3642537472.0,3712739840.0
3603913472.0,4057235712.0
3594297088.0,12329207808.0
3590137088.0,3548207616.0
3586572288.0,3929845760.0
3582641664.0,4119398912.0
3573410048.0,9434559488.0
3559317760.0,3385116416.0
3553899264.0,5498721792.0
3535911936.0,5947062784.0
3531617792.0,
3525379840.0,-36377309184.0
3525020416.0,6671949824.0
3523113728.0,3418584320.0
3522365184.0,3150114304.0
3516069376.0,5508070912.0
3513727488.0,8229429248.0
3509231616.0,3799433216.0
3507631872.0,20796561408.0
3503846912.0,6720489472.0
3501354496.0,3451203328.0
3492195328.0,5321267712.0
3488129792.0,3451770880.0
3486321408.0,2938956288.0
3485643008.0,-176494720.0
3482430464.0,17185597440.0
3481927936.0,4221415168.0
3479890944.0,2917674752.0
3479095296.0,5460883968.0
3477927168.0,962018410496.0
3471743488.0,3909250304.0
3469408512.0,3365699328.0
3467826944.0,3435307264.0
3462763520.0,4179979776.0
3461293568.0,13487060992.0
3455706112.0,-28617768960.0
3453704704.0,4448275968.0
3451749632.0,4915375104.0
3448565504.0,13501654016.0
3445836800.0,2851882752.0
3439870720.0,3092862976.0
3432453120.0,2989920512.0
3432289792.0,4079642880.0
3431230208.0,6069722112.0
3430582016.0,63910637568.0
3430146048.0,4952401920.0
3426137856.0,4090706944.0
3419118592.0,21941508096.0
3409285120.0,11558168576.0
3405807104.0,966647152640.0
3402887680.0,-34737111040.0
3402134016.0,8147870720.0
3401004288.0,18616797184.0
3400083456.0,3928885248.0
3398022656.0,3268510976.0
3395789568.0,-7444496896.0
3392023040.0,3102582784.0
3391101952.0,5768244736.0
3390206720.0,5621382656.0
3389953280.0,4217960448.0
3378660096.0,3338950912.0
3375047168.0,-8093346304.0
3371004928.0,167987904512.0
3368789504.0,3703551232.0
3367102976.0,4627424768.0
3364881920.0,
3364789760.0,4876184576.0
3358072320.0,2744400384.0
3357602560.0,16747951104.0
3355265024.0,3981019392.0
3350465536.0,4313951744.0
3342368512.0,3244750336.0
3340812032.0,5470078464.0
3336944384.0,2958268160.0
3335962368.0,91449049088.0
3335160320.0,5787748352.0
3334148352.0,9592410112.0
3325043200.0,3073293824.0
3323424768.0,8509229056.0
3321328640.0,3476804096.0
3319328768.0,2314156288.0
3319146496.0,
3315867392.0,
3315666944.0,5317314048.0
3313765632.0,160788791296.0
3307274496.0,3251427072.0
3296445952.0,2640652800.0
3294162176.0,3056837632.0
3293613312.0,3148254976.0
3289224192.0,9151875072.0
3289096960.0,3275957248.0
3288639744.0,3876742400.0
3285453056.0,43582660542464.0
3281355264.0,3555258880.0
3278860288.0,5698335744.0
3275421696.0,6177914368.0
3273208576.0,2895914240.0
3272041728.0,3838189568.0
3271492864.0,13356533760.0
3271147264.0,4282936832.0
3270770176.0,3331398144.0
3265222144.0,6290871808.0
3260696320.0,4248981504.0
3256762624.0,3391371776.0
3251780352.0,2450479104.0
3243313152.0,3491417088.0
3238703104.0,3087245824.0
3235960064.0,4809559552.0
3227878656.0,2801198080.0
3227170560.0,5111612928.0
3226123776.0,5631581696.0
3223911424.0,3014184448.0
3223569920.0,6668409344.0
3223187456.0,3353959424.0
3221069312.0,4104603904.0
3220538112.0,19451262976.0
3219642880.0,6576349696.0
3207399936.0,9036130304.0
3206825728.0,3303203840.0
3198979840.0,5349644288.0
3196178432.0,3114496512.0
3194751232.0,3293248512.0
3185553664.0,3849998336.0
3179444992.0,3181212160.0
3177509376.0,3405886208.0
3172547328.0,2750598912.0
3172416000.0,5479320064.0
3166957568.0,3389904640.0
3162590208.0,17020032000.0
3161366016.0,3193252352.0
3158420992.0,4205747456.0
3157207808.0,7353866752.0
3152936448.0,5851844608.0
3150095872.0,3611727360.0
3149284096.0,2766266112.0
3148855808.0,3312871168.0
3142653952.0,7020038656.0
3135705088.0,4089412096.0
3128889856.0,2800310784.0
3128566016.0,8586054144.0
3116359424.0,2204260352.0
3110796288.0,3174019072.0
3103129600.0,3871274240.0
3098786816.0,2803087872.0
3098096128.0,13308700672.0
3094720256.0,4666536960.0
3075424768.0,-3781104128.0
3073056768.0,4668247552.0
3070184960.0,12194532352.0
3067095040.0,1914774912.0
3058084096.0,5776051200.0
3054712064.0,1414961792.0
3046361088.0,3282763264.0
3045082880.0,2448192256.0
3043231744.0,3269865984.0
3028348672.0,2543322368.0
3023426048.0,3677184256.0
3021733632.0,3196221440.0
3019700992.0,316643168.0
3017715712.0,
3016278528.0,2822909952.0
3013801728.0,3062704896.0
3011249920.0,5591143936.0
3010873344.0,2799746048.0
3010726912.0,7120690176.0
3007489536.0,2838392064.0
3007417344.0,2961175552.0
3005484032.0,4150155776.0
3001571328.0,9199183872.0
3000718336.0,2869191168.0
2998897152.0,2947654656.0
2998847744.0,3478229248.0
2996208896.0,4728028672.0
2995646720.0,5247249920.0
2994880768.0,4749309952.0
2993921792.0,4193536768.0
2993172736.0,5527484416.0
2990138368.0,8362881536.0
2980706304.0,3043475456.0
2979667968.0,4609069056.0
2979607808.0,5566688768.0
2977650176.0,2401136128.0
2977540864.0,5561242112.0
2975843328.0,5087067136.0
2974392576.0,3390435584.0
2973732864.0,12220565504.0
2972743936.0,3424348928.0
2970277376.0,6166686720.0
2968217088.0,1599624064.0
2958092800.0,3648578048.0
2957763584.0,7223552512.0
2952889344.0,3106341632.0
2949214720.0,5099672576.0
2948744960.0,3222161152.0
2947936256.0,-40678297600.0
2947228416.0,16466082816.0
2943899392.0,2423432192.0
2935210240.0,-86365380608.0
2933880064.0,4460458496.0
2933731328.0,3645796608.0
2933486592.0,2860293376.0
2933444352.0,9608172544.0
2931880704.0,5913809920.0
2930857728.0,8507670016.0
2928181248.0,3661432320.0
2921040128.0,3238052352.0
2919716608.0,4547201024.0
2919526656.0,
2918734080.0,
2917774848.0,-666054623232.0
2908693248.0,2870672896.0
2906345984.0,4308067328.0
2899234816.0,3485676544.0
2893956096.0,4755125760.0
2891636224.0,3763309312.0
2891125760.0,3278519808.0
2886214144.0,2804292352.0
2885338624.0,4970575872.0
2872001280.0,3828446208.0
2869541888.0,4746398720.0
2868853504.0,2605409536.0
2868078848.0,3019465216.0
2845517568.0,-88615256064.0
2844889600.0,3226714112.0
2843586816.0,2935968000.0
2840983040.0,2927894784.0
2839533312.0,4831361024.0
2838080768.0,3380116992.0
2837728512.0,12393647104.0
2837659648.0,2859609088.0
2834362112.0,3222417664.0
2823973376.0,5525663744.0
2823519232.0,2497216000.0
2821661440.0,4937360896.0
2811774976.0,11525752832.0
2810710016.0,
2809436672.0,6014354944.0
2805961472.0,2840845312.0
2805073152.0,2068135680.0
2801842688.0,4634202112.0
2800178688.0,2526095616.0
2793480192.0,2172676608.0
2792732160.0,7033481216.0
2791612672.0,3450203904.0
2789480960.0,3623408384.0
2786612736.0,4270261248.0
2782438144.0,671833260032.0
2780996608.0,3303284992.0
2778487808.0,3209754624.0
2778335232.0,3042335232.0
2775689984.0,23725010944.0
2774094848.0,13040922624.0
2772827648.0,4995639808.0
2772343808.0,4961544192.0
2768774400.0,1593155712.0
2763890176.0,5490267648.0
2758705664.0,3284350976.0
2755937024.0,2675431424.0
2754059520.0,1502004352.0
2752628480.0,2000290048.0
2750138112.0,4798078464.0
2745219584.0,4410228224.0
2737187840.0,3378928384.0
2735159808.0,4335044608.0
2730214656.0,4126634752.0
2729305344.0,-5330130944.0
2709597440.0,2484054016.0
2706595840.0,3342687488.0
2703222272.0,2510228736.0
2702137856.0,1772157056.0
2701096448.0,9391019008.0
2698473728.0,10552011776.0
2698252032.0,4435329024.0
2696802304.0,2212637440.0
2695357952.0,6626156544.0
2693082112.0,3904905216.0
2689960448.0,4230264064.0
2672928256.0,6622574592.0
2670821120.0,
2669043712.0,8815750144.0
2665746432.0,2795021824.0
2662503936.0,1865581824.0
2653014272.0,4419444224.0
2652996608.0,2871881472.0
2649434368.0,3764772352.0
2639260416.0,3677927424.0
2638911488.0,2621346048.0
2638616832.0,3957717248.0
2638414336.0,4000330496.0
2631657472.0,1743521152.0
2630580992.0,50191855616.0
2622504448.0,3448948224.0
2617942016.0,6175483392.0
2617830912.0,2262945792.0
2615135744.0,2695270144.0
2614197504.0,55331024896.0
2612293120.0,1784573952.0
2607133696.0,4600644608.0
2606362112.0,2898391808.0
2602763008.0,11743024128.0
2601499392.0,
2600610560.0,3554607616.0
2599335936.0,3697345024.0
2598900480.0,3554099200.0
2591729664.0,8303432704.0
2589213952.0,2520122112.0
2586864128.0,1984463616.0
2579918592.0,165469945856.0
2579712256.0,3497712640.0
2576147712.0,3991780864.0
2575867392.0,2625529088.0
2569776896.0,2949787392.0
2569473792.0,2588204288.0
2567360768.0,5473344512.0
2565306624.0,2294075648.0
2562721792.0,3232759808.0
2561591808.0,4290388736.0
2558854656.0,7813283840.0
2556337664.0,2959236096.0
2554375168.0,-4136982784.0
2553317888.0,4148491520.0
2541964800.0,4124289024.0
2537870336.0,2426353408.0
2534766336.0,4592359936.0
2534765568.0,2590852864.0
2527106816.0,2289222656.0
2525421824.0,959172544.0
2521590528.0,9743621120.0
2518319616.0,3356792064.0
2516358912.0,1839624192.0
2514267904.0,2513665024.0
2510046208.0,34018349056.0
2508904704.0,10860843008.0
2498649600.0,
2488536576.0,2163098624.0
2480954368.0,2831357696.0
2477881344.0,3636573952.0
2471216128.0,2272719360.0
2468200192.0,4933918720.0
2466767104.0,2636206080.0
2466697984.0,2006388224.0
2466179072.0,4399841280.0
2465617920.0,2526917120.0
2464268800.0,2609973248.0
2463463424.0,3480484096.0
2463096320.0,3749321216.0
2457389312.0,-14311617536.0
2455731200.0,5048716288.0
2455202816.0,5619950080.0
2454076416.0,5721281536.0
2451773696.0,3635626240.0
2450731264.0,
2449686016.0,
2448529408.0,10813845504.0
2445887488.0,4467478016.0
2432554752.0,4408526336.0
2430960128.0,4993818112.0
2429469440.0,2513057280.0
2429086720.0,1902377344.0
2426449664.0,2197090048.0
2426028544.0,3348092928.0
2421042944.0,2249751040.0
2416495872.0,2753856512.0
2414489600.0,1034983296.0
2412484352.0,10732877824.0
2410921216.0,5530471936.0
2410608896.0,3032255488.0
2408410880.0,8137613312.0
2407708160.0,2325644288.0
2404563200.0,3241106432.0
2403899648.0,23598483456.0
2403698944.0,59023872000.0
2398431488.0,3807763200.0
2396101376.0,1811293696.0
2395280640.0,1311560320.0
2388288768.0,5750486016.0
2387629568.0,2030386560.0
2387514624.0,2372005888.0
2386356224.0,2340281600.0
2381494784.0,3159095808.0
2376001536.0,2159716608.0
2374004992.0,4703493632.0
2370942720.0,2131829504.0
2368275968.0,12916998144.0
2365583616.0,2372210432.0
2362331904.0,9221827584.0
2359879680.0,10742325248.0
2357385216.0,2804631296.0
2350299904.0,2184206080.0
2350298112.0,2381562368.0
2348681216.0,1990905216.0
2345922816.0,12530990080.0
2345814528.0,3058812160.0
2343181056.0,2807661312.0
2342843136.0,2834481408.0
2342616320.0,2493288448.0
2341936640.0,5736411648.0
2337877248.0,2022478848.0
2324151040.0,4096844288.0
2320369664.0,2466615808.0
2316870144.0,2929301760.0
2315368448.0,2364833024.0
2315305216.0,2049952128.0
2314946304.0,4597241344.0
2313669888.0,2886530304.0
2304912128.0,5371899904.0
2301777664.0,2627832320.0
2301616640.0,4524896768.0
2300858880.0,8036386816.0
2294753792.0,4008914944.0
2292448000.0,6110957568.0
2290817792.0,3160711424.0
2290555648.0,3021116416.0
2288833280.0,6637633536.0
2280632064.0,3055155200.0
2278253056.0,
2271460864.0,2771080448.0
2270917888.0,2315323136.0
2265747968.0,1594099584.0
2264320512.0,488359755776.0
2263768832.0,2730179072.0
2262953472.0,25698035712.0
2262588928.0,838194692096.0
2260512256.0,2311963136.0
2256800000.0,
2256155904.0,2046118272.0
2255133440.0,2621649152.0
2254199296.0,2302723072.0
2253071872.0,3405166080.0
2252130048.0,8217236992.0
2247831552.0,2999323392.0
2242790400.0,2087505920.0
2233039360.0,6634037248.0
2229542656.0,1410975872.0
2227797248.0,2095841664.0
2226808576.0,1270561152.0
2219477248.0,1249120896.0
2217466880.0,6030467072.0
2211006208.0,2656591104.0
2210434048.0,1618770560.0
2207528704.0,2543152640.0
2204258048.0,-878803968.0
2203751680.0,
2196800256.0,2496622592.0
2194368256.0,1968562176.0
2191490560.0,2875428608.0
2189861120.0,4648500224.0
2189377024.0,3163943680.0
2189272576.0,1967593344.0
2188558848.0,2276617472.0
2183386880.0,2055675776.0
2180609792.0,3013088000.0
2170038272.0,2099137664.0
2169641728.0,3083233792.0
2168561152.0,1774340992.0
2168384768.0,3981221376.0
2167786240.0,2206939392.0
2166329088.0,1615098496.0
2160059904.0,2192530176.0
2158664192.0,1488353408.0
2158113792.0,2521981440.0
2156766464.0,2514612736.0
2151898624.0,1563902848.0
2148355328.0,1623855360.0
2147668224.0,2269920512.0
2147630592.0,1938072576.0
2145390720.0,1715518208.0
2145310848.0,2964587008.0
2144632064.0,2921704960.0
2144364672.0,8337362432.0
2141580032.0,2180881408.0
2140737536.0,
2139148032.0,2365638656.0
2138940032.0,-990170048.0
2137457152.0,2000179712.0
2134367104.0,3277625600.0
2129822080.0,1587143296.0
2126804224.0,2355739136.0
2126347136.0,2941207808.0
2124265728.0,3812194048.0
2124216064.0,2946541824.0
2123257472.0,1877875456.0
2118538496.0,611358784.0
2118226688.0,6057673728.0
2117371136.0,2826214656.0
2111618816.0,2316797440.0
2110559488.0,1766787840.0
2107605376.0,6169511424.0
2106559232.0,2227517696.0
2101734144.0,2217123072.0
2098180480.0,1757719552.0
2092289664.0,2742475008.0
2085740416.0,1866093952.0
2081472512.0,1881945984.0
2080508928.0,2782060032.0
2077752320.0,2402921216.0
2077244544.0,1422383872.0
2076867200.0,
2076050176.0,3146968064.0
2075246592.0,1636308864.0
2069757952.0,178087408.0
2066082304.0,3933986816.0
2065438336.0,1794617088.0
2065020800.0,2937396224.0
2063350016.0,2726149632.0
2063179904.0,
2058297088.0,1725856640.0
2058118016.0,31941144576.0
2054041600.0,2707124224.0
2052136960.0,1847865728.0
2050660096.0,2446526464.0
2050242176.0,32547649536.0
2046764544.0,1888812416.0
2035504768.0,2240105984.0
2031452544.0,1801440000.0
2028512000.0,2377716480.0
2026845056.0,2021536768.0
2024641408.0,15520930816.0
2019082112.0,1978258176.0
2014925696.0,2855015168.0
2012252416.0,4025470464.0
2009203712.0,4466733568.0
2007349760.0,3966939904.0
2006030464.0,6773707776.0
2003903104.0,5608069120.0
2003612928.0,8191011328.0
2003519104.0,5137433600.0
2002485248.0,6406747648.0
2001662336.0,1776331264.0
1993540480.0,1673386752.0
1992677888.0,2565244416.0
1988872064.0,3294235136.0
1988772864.0,1663300096.0
1987470336.0,4040068352.0
1987020032.0,2197944320.0
1986712960.0,2727577088.0
1986433280.0,2969194496.0
1983902848.0,24717635584.0
1980912640.0,1286542720.0
1978064128.0,4390267392.0
1977918336.0,2992100096.0
1976717184.0,2250581248.0
1976134144.0,2343461888.0
1974650752.0,34257676288.0
1973867136.0,1942433664.0
1972561024.0,8165558784.0
1972347776.0,5779093504.0
1971420416.0,2563985408.0
1971059584.0,2389905664.0
1970971648.0,2153142272.0
1970306816.0,1862846464.0
1968755072.0,1675596544.0
1968471424.0,2042852480.0
1966232960.0,1744587904.0
1961257472.0,1574196224.0
1960130688.0,2575096576.0
1958984960.0,2159755008.0
1950469888.0,14297349120.0
1950291328.0,-2209188096.0
1949500032.0,-28724271104.0
1948032000.0,1802599936.0
1945772544.0,874927936.0
1945507072.0,2254982400.0
1944990080.0,3675326720.0
1943123840.0,2045062528.0
1940880128.0,17386272768.0
1940854912.0,1037532992.0
1940745472.0,8133743616.0
1929875840.0,3384769024.0
1929068160.0,1974461440.0
1927385600.0,1645028864.0
1927372032.0,3307994880.0
1926861696.0,1695376896.0
1924460160.0,1832884224.0
1923902208.0,1407681536.0
1923220608.0,1892088832.0
1921926528.0,
1918020992.0,2600047616.0
1916296704.0,5242801152.0
1915121920.0,2656436736.0
1914965888.0,4040405760.0
1903881472.0,2587423488.0
1903195776.0,1564074752.0
1902893312.0,2512682496.0
1902093696.0,2093547904.0
1897727744.0,2041234560.0
1897655552.0,1958102528.0
1897053312.0,1351370880.0
1896526976.0,537972544.0
1893299968.0,1812641152.0
1884824192.0,2021587584.0
1882696192.0,1526456064.0
1878558464.0,3644619520.0
1872918784.0,1496052608.0
1870044032.0,1789415680.0
1869997440.0,2611431936.0
1869126144.0,1866961152.0
1864549376.0,4766157824.0
1860626560.0,3381920512.0
1851841408.0,1854540160.0
1850353152.0,1544589056.0
1849737728.0,1410206208.0
1847991680.0,2203227904.0
1847413120.0,8220235264.0
1846943744.0,2231875584.0
1846535936.0,1089432064.0
1845461376.0,1865470464.0
1845334912.0,4247781888.0
1843611136.0,1359428224.0
1843473920.0,1594816768.0
1842536192.0,-844548352.0
1837932672.0,1989784448.0
1837925376.0,2154877952.0
1832256256.0,929537728.0
1826383232.0,2238982656.0
1826032640.0,3981617920.0
1825035264.0,
1823497472.0,2379486208.0
1820237824.0,4463321600.0
1819691008.0,2756940288.0
1818387456.0,2522156288.0
1816840320.0,83631210496.0
1810759168.0,2042358912.0
1809487616.0,
1807835776.0,2441792512.0
1807120384.0,8000118272.0
1804923392.0,1845542784.0
1803880064.0,1348965376.0
1803251968.0,1376575488.0
1797805824.0,2806162176.0
1796485504.0,2107374848.0
1793712640.0,1905119872.0
1790733952.0,-122273292288.0
1788961408.0,1958060672.0
1788309376.0,1767827840.0
1787339776.0,2940408320.0
1786936576.0,1871775104.0
1782955648.0,4015078912.0
1778453632.0,2735680512.0
1775831040.0,1752185088.0
1774443648.0,2155233792.0
1773859584.0,2121935872.0
1773445376.0,1750595072.0
1771745536.0,3514897664.0
1770777600.0,3080134912.0
1770732544.0,5993313792.0
1770532864.0,4068334336.0
1766472320.0,3621067264.0
1765441280.0,1413035392.0
1765159552.0,15866450944.0
1763619840.0,65942495232.0
1762527616.0,2126414336.0
1762406400.0,1011582400.0
1759129600.0,2238012160.0
1758930304.0,1943506432.0
1757607680.0,1598973056.0
1757329664.0,1343608192.0
1751560576.0,3048479488.0
1748278400.0,1627157504.0
1747812736.0,1854653952.0
1742804352.0,
1742326656.0,4437698048.0
1740769024.0,
1739417344.0,38139641856.0
1738466176.0,1140049024.0
1738426880.0,7036746240.0
1736522368.0,1682409472.0
1733788032.0,1669339648.0
1733152384.0,3380458240.0
1732972032.0,1368250880.0
1731374720.0,2500307712.0
1730763264.0,7923761152.0
1729968000.0,3778661376.0
1729920512.0,1864470016.0
1725192704.0,1627967744.0
1724459136.0,2804150016.0
1719972736.0,2222149632.0
1718692992.0,2101949568.0
1718386560.0,1500285824.0
1717501440.0,2036095360.0
1717314304.0,
1716923904.0,3996609024.0
1714711680.0,4592442880.0
1711418112.0,1140792064.0
1711343744.0,1221051264.0
1709749376.0,1621703040.0
1709499904.0,1712817024.0
1708115072.0,5498297856.0
1704052224.0,4471553536.0
1700111616.0,12267920384.0
1698234368.0,204152815616.0
1696942976.0,1793979392.0
1693055744.0,1857940992.0
1689247232.0,2021081344.0
1686214144.0,3138265088.0
1682765312.0,2446575360.0
1681829760.0,2415868672.0
1678692736.0,2517113088.0
1673894272.0,2102686592.0
1673373312.0,2019866496.0
1671152000.0,1956944256.0
1669934336.0,5569826304.0
1668920704.0,21123432448.0
1668041472.0,251598667776.0
1666602240.0,4029665280.0
1664714368.0,1680661248.0
1661567232.0,2373953792.0
1658760704.0,2248188672.0
1656955520.0,2708847360.0
1651943936.0,858970624.0
1646146432.0,1190728832.0
1645936128.0,1829933056.0
1645005056.0,
1644280704.0,1589156352.0
1644186240.0,1555851904.0
1643675392.0,1613183104.0
1642781824.0,2502742272.0
1638393088.0,2690891008.0
1637927680.0,1961087232.0
1637251712.0,1336291328.0
1634444160.0,1137717632.0
1633662848.0,1694939264.0
1633451520.0,5182833664.0
