Mkt Cap,EV
100592746496.0,141126909952.0
100336386048.0,12632050368512.0
99668058112.0,
99577552896.0,116504756224.0
98576359424.0,135670136832.0
98499067904.0,100638498816.0
98473091072.0,116683374592.0
98206285824.0,148001931264.0
97633124352.0,104854953984.0
96534241280.0,187019689984.0
96472522752.0,6294000128.0
95960260608.0,455287930880.0
95921242112.0,95425748992.0
95721816064.0,108704800768.0
95213813760.0,99101466624.0
94709342208.0,93608861696.0
94594416640.0,144459448320.0
94466154496.0,87363035136.0
93961412608.0,98720096256.0
93667663872.0,103332782080.0
92947808256.0,161204174848.0
92493799424.0,116244054016.0
91378032640.0,97618731008.0
91111366656.0,14862452260864.0
90722295808.0,104501092352.0
90596810752.0,158545870848.0
89526796288.0,93780639744.0
88308670464.0,590281637888.0
88287248384.0,108591095808.0
88094212096.0,96528343040.0
87867531264.0,148763869184.0
87815102464.0,96065765376.0
87284891648.0,96357990400.0
87087570944.0,89727909888.0
86461915136.0,109143580672.0
85847908352.0,3355684110336.0
85510324224.0,101028642816.0
85144354816.0,94367612928.0
84559691776.0,59999129600.0
84343922688.0,188533882880.0
84046323712.0,85174616064.0
83923156992.0,-56627629654016.0
83499819008.0,285284794368.0
82284175360.0,22572118016.0
82227421184.0,92053446656.0
82125783040.0,-48182558720.0
81485742080.0,-229134548992.0
81441210368.0,101793529856.0
81310720000.0,-90057965568.0
80918347776.0,97839349760.0
80767614976.0,175461285888.0
80733675520.0,-56695464132608.0
80331980800.0,107140284416.0
80282886144.0,87269220352.0
79987589120.0,
79619416064.0,81285152768.0
79376080896.0,80582148096.0
79034376192.0,92673835008.0
78503854080.0,101284118528.0
78288134144.0,76702998528.0
78171086848.0,-37677015040.0
77405003776.0,67430969344.0
77153345536.0,75366465536.0
77042688000.0,82134654976.0
76990357504.0,76922028032.0
76657336320.0,100245094400.0
76398559232.0,133994438656.0
76126478336.0,79609307136.0
76103024640.0,105336299520.0
76081496064.0,84528832512.0
75793195008.0,67035983872.0
75569602560.0,94184833024.0
75337621504.0,-229365694464.0
74838065152.0,464054943744.0
74619740160.0,475783692288.0
74604994560.0,65196806144.0
74398310400.0,90518470656.0
73616629760.0,73349160960.0
73508134912.0,86813278208.0
73497993216.0,70607970304.0
73214648320.0,86330892288.0
73018155008.0,96337707008.0
72833818624.0,
71849287680.0,100257751040.0
71779434496.0,-56296366080.0
71580426240.0,117248278528.0
71391420416.0,67411415040.0
71195279360.0,87402283008.0
71083409408.0,323055616000.0
71072686080.0,-37309128704.0
71044808704.0,111957573632.0
70876135424.0,395064541184.0
70655901696.0,106068901888.0
70584205312.0,99946774528.0
70573424640.0,-67507896320.0
70006497280.0,4672516521984.0
69841584128.0,72251539456.0
69733302272.0,77243400192.0
69715107840.0,65328275456.0
69291917312.0,288815185920.0
69050884096.0,81868226560.0
68963704832.0,74838441984.0
68684722176.0,77535633408.0
68546830336.0,81493860352.0
68515487744.0,66824982528.0
68443553792.0,101438947328.0
68316721152.0,64996016128.0
68237955072.0,678519701504.0
67813658624.0,249458556928.0
67284627456.0,-32696449024.0
67275526144.0,90609459200.0
67176873984.0,66829037568.0
66871721984.0,86449332224.0
66738548736.0,39280058368.0
66135506944.0,-33989480448.0
66058227712.0,55187038208.0
65657266176.0,-32377182208.0
65419010048.0,82220941312.0
65324048384.0,83337805824.0
65042014208.0,-31930208256.0
64956534784.0,63788691456.0
64932581376.0,156621422592.0
64932544512.0,149367177216.0
64705634304.0,64003780608.0
64535785472.0,67206160384.0
64526143488.0,114690891776.0
64470667264.0,85446828032.0
64358965248.0,88406130688.0
63795060736.0,80723304448.0
63558811648.0,280175116288.0
63397179392.0,56515813376.0
63311872000.0,74841792512.0
63085203456.0,74521362432.0
62842908672.0,60865515520.0
62782033920.0,75753701376.0
62767783936.0,80248274944.0
61893840896.0,64539475968.0
61509808128.0,9600039936.0
61410123776.0,109622730752.0
61397262336.0,65031983104.0
61285986304.0,59956973568.0
61258424320.0,
61201104896.0,62270820352.0
61022437376.0,
60997795840.0,
60671918080.0,56162828288.0
60595044352.0,146401034240.0
60506705920.0,108056444928.0
60017512448.0,-51909201920.0
59953319936.0,-15806978048.0
59938893824.0,59553902592.0
59934588928.0,135254368256.0
59900325888.0,75860828160.0
59596185600.0,93075603456.0
59577180160.0,57528238080.0
59185041408.0,65081294848.0
58789629952.0,67023896576.0
58730012672.0,79274205184.0
58622185472.0,1889427128320.0
58238787584.0,57138339840.0
58225623040.0,69696946176.0
57863368704.0,63329316864.0
57655738368.0,792014880768.0
57639186432.0,
57537159168.0,60986011648.0
57271390208.0,71934418944.0
56884396032.0,75554996224.0
56825618432.0,75601027072.0
56706121728.0,66784022528.0
56458747904.0,79347892224.0
56456110080.0,66351255552.0
56395030528.0,57161318400.0
56359469056.0,75680194560.0
56355557376.0,60615966720.0
56101859328.0,59082371072.0
55586004992.0,62774566912.0
55330897920.0,59245121536.0
55325003776.0,67280367616.0
54960230400.0,83456999424.0
54474350592.0,83042418688.0
54426955776.0,55733010432.0
54315241472.0,61305495552.0
54082531328.0,-128318496768.0
53973377024.0,41671880704.0
53913780224.0,63175651328.0
53801926656.0,172255461376.0
53576679424.0,121927000064.0
53400817664.0,129330388992.0
53321412608.0,-131933151232.0
53154365440.0,
52935053312.0,100027727872.0
52878376960.0,81082466304.0
52696657920.0,70274007040.0
52658864128.0,52841398272.0
52272832512.0,103541235712.0
51858051072.0,61546602496.0
51658801152.0,63286226944.0
51447033856.0,50360201216.0
51442655232.0,72018829312.0
51218546688.0,59349852160.0
51091177472.0,49032962048.0
51026952192.0,25841592320.0
50767904768.0,379823816704.0
50646978560.0,52263682048.0
50433363968.0,56281661440.0
50338615296.0,47466991616.0
50312900608.0,64134004736.0
50293231616.0,70956638208.0
50145058816.0,85414649856.0
49861373952.0,53412368384.0
49614675968.0,53605228544.0
49560723456.0,51277135872.0
48769495040.0,4738020540416.0
48442183680.0,4846124007424.0
48352350208.0,4716199673856.0
48336728064.0,50116775936.0
48257331200.0,54260940800.0
47946616832.0,56403378176.0
47817084928.0,65955753984.0
47649042432.0,44485668864.0
47628840960.0,42973847552.0
47628079104.0,49099026432.0
47573127168.0,
47548555264.0,50355544064.0
47375822848.0,58842320896.0
47346790400.0,56215719936.0
47219757056.0,74193838080.0
46929346560.0,33670975488.0
46877810688.0,81615175680.0
46614540288.0,78844420096.0
46127939584.0,40421167104.0
46103506944.0,41774055424.0
46008692736.0,8010445881344.0
45969133568.0,50774032384.0
45755187200.0,43082936320.0
45562712064.0,45481119744.0
45218906112.0,46025175040.0
45204844544.0,8107273486336.0
45179019264.0,48723550208.0
45164077056.0,44525596672.0
45091811328.0,177710596096.0
45090000896.0,50958815232.0
45085954048.0,93455228928.0
45040414720.0,42153254912.0
44980547584.0,42663075840.0
44766318592.0,74264453120.0
44691062784.0,79470510080.0
44621811712.0,78779269120.0
44357451776.0,59287171072.0
44194697216.0,41904943104.0
44116787200.0,50988994560.0
44103675904.0,60493475840.0
43992358912.0,97002364928.0
43947511808.0,51969814528.0
43886956544.0,48738811904.0
43866648576.0,74170146816.0
43733770240.0,34156443648.0
43596562432.0,50898886656.0
43581366272.0,52628676608.0
43268726784.0,75196653568.0
43177717760.0,41994006528.0
43013001216.0,44293898240.0
42923012096.0,43447017472.0
42854338560.0,41329156096.0
42846298112.0,45362921472.0
42815213568.0,-2929400064.0
42366201856.0,43922087936.0
42322681856.0,2077241728.0
42231083008.0,7367662080.0
42217304064.0,41965035520.0
42174464000.0,127972532224.0
42092412928.0,40853843968.0
42035179520.0,43654602752.0
41938993152.0,6747070464.0
41568374784.0,65748631552.0
41496100864.0,52722225152.0
41443381248.0,88765587456.0
41144860672.0,49183481856.0
41078099968.0,53085179904.0
40921657344.0,38834536448.0
40620208128.0,36544032768.0
40101404672.0,-50900299776.0
40005672960.0,35138052096.0
40005607424.0,33279057920.0
39949070336.0,58809450496.0
39828611072.0,69646090240.0
39686606848.0,64925552640.0
39653220352.0,51000451072.0
39591325696.0,10238795776.0
39514542080.0,49124237312.0
39370158080.0,167193083904.0
39306878976.0,38445559808.0
39204392960.0,43933175808.0
39147208704.0,43440959488.0
39022383104.0,60996554752.0
38917414912.0,45002973184.0
38745960448.0,41468190720.0
38340771840.0,17981134848.0
38173589504.0,41729970176.0
38164938752.0,440726913024.0
38088708096.0,43011604480.0
38065983488.0,52117647360.0
37989908480.0,40640598016.0
37766508544.0,57350217728.0
37717733376.0,52793761792.0
37684916224.0,40860905472.0
37452107776.0,38557564928.0
37433712640.0,34564042752.0
37171961856.0,45277024256.0
37105930240.0,52231905280.0
37004759040.0,35969568768.0
36867158016.0,-134273835008.0
36732153856.0,49467506688.0
36606177280.0,62284914688.0
36603658240.0,136253890560.0
36392755200.0,
36360577024.0,41901199360.0
36331462656.0,48836128768.0
36272992256.0,61892509696.0
36232638464.0,59726049280.0
36228227072.0,41806786560.0
36194009088.0,42184486912.0
36159496192.0,133457772544.0
35672846336.0,40957014016.0
35467661312.0,
35416494080.0,26152826880.0
35296399360.0,337171382272.0
35147554816.0,53183062016.0
35054604288.0,34206011392.0
34916024320.0,56040767488.0
34910998528.0,34226862080.0
34882625536.0,51908997120.0
34715189248.0,33796030464.0
34603532288.0,20519446528.0
34592501760.0,5284883857408.0
34565509120.0,70988431360.0
34530037760.0,67365556224.0
34459848704.0,5263832576.0
34369036288.0,42576392192.0
34172698624.0,33040379904.0
34130950144.0,35721531392.0
34028494848.0,2784006504448.0
34025959424.0,145931239424.0
33702076416.0,
33397510144.0,40946237440.0
33378897920.0,30096289792.0
33278214144.0,36032950272.0
33262977024.0,31910330368.0
33197207552.0,30369239040.0
33084305408.0,30720913408.0
33024481280.0,-50090860544.0
32888307712.0,36772810752.0
32880889856.0,38432452608.0
32879863808.0,38170066944.0
32747554816.0,72472444928.0
32722112512.0,36633321472.0
32686317568.0,34875183104.0
32618622976.0,17203877888.0
32559525888.0,1424402304.0
32548999168.0,51235291136.0
32533721088.0,43243945984.0
32482478080.0,43473219584.0
32327071744.0,37674496000.0
32306188288.0,21697914880.0
32242311168.0,94770782208.0
32114714624.0,
32057853952.0,40035057664.0
32016310272.0,-428164382720.0
31875971072.0,-52515328000.0
31796867072.0,30832486400.0
31615537152.0,31677321216.0
31557445632.0,37771800576.0
31516299264.0,46211801088.0
31472658432.0,31721594880.0
31461894144.0,49491410944.0
31413037056.0,44472262656.0
31302176768.0,16504441856.0
31215353856.0,37483020288.0
31111550976.0,30972815360.0
31064053760.0,226819194880.0
31017041920.0,47505166336.0
31004923904.0,64222011392.0
30918989824.0,3871935744.0
30809186304.0,44043403264.0
30782732288.0,35156946944.0
30763005952.0,21083568128.0
30755813376.0,35254751232.0
30670282752.0,74028515328.0
30550755328.0,33568284672.0
30439464960.0,32218245120.0
30433884160.0,35974402048.0
30278918144.0,-341866545152.0
30238703616.0,35586379776.0
30070841344.0,25824102400.0
30069600256.0,748141019136.0
29508859904.0,27631710208.0
29365958656.0,38986608640.0
29103837184.0,53129011200.0
29080619008.0,41072775168.0
29022535680.0,37611368448.0
29009123328.0,-30068862976.0
28900679680.0,29877151744.0
28758720512.0,19629860864.0
28757987328.0,734665506816.0
28681797632.0,59582410752.0
28645099520.0,335894118400.0
28643610624.0,33850564542464.0
28632641536.0,34230016000.0
28615798784.0,516213374976.0
28577517568.0,5284940480512.0
28547125248.0,38506831872.0
28459091968.0,43307253760.0
28430600192.0,66267021312.0
28381714432.0,44679340032.0
28278220800.0,26870865920.0
28219650048.0,40257511424.0
28182515712.0,695209492480.0
28180164608.0,-560489824256.0
28180021248.0,512617185280.0
28109119488.0,29166508032.0
28028327936.0,26244743168.0
27991777280.0,39996825600.0
27947386880.0,4488642953216.0
27936507904.0,28927037440.0
27839526912.0,29959804928.0
27810041856.0,34087442432.0
27675113472.0,29300871168.0
27645177856.0,30467315712.0
27638982656.0,27360018432.0
27552858112.0,1069880377344.0
27502534656.0,27634006016.0
27446614016.0,47678107648.0
27409485824.0,35011268608.0
27344371712.0,33837946880.0
27344271360.0,27280697344.0
27208683520.0,-74762952704.0
27154991104.0,44988620800.0
27113994240.0,36060200960.0
27085967360.0,28994424832.0
26918023168.0,28338198528.0
26850719744.0,29101828096.0
26773796864.0,34830843904.0
26743762944.0,45179633664.0
26740031488.0,694028468224.0
26724427776.0,75447001088.0
26632712192.0,41870901248.0
26628997120.0,12989278208.0
26521786368.0,35729461248.0
26501691392.0,24405878784.0
26429020160.0,38305918976.0
26325522432.0,29248561152.0
26242674688.0,30549000192.0
26218553344.0,4480999358464.0
26197780480.0,99157000192.0
26083751936.0,33018947584.0
26069057536.0,26486290432.0
26005299200.0,36238991360.0
25982138368.0,29997854720.0
25936640000.0,-16711543808.0
25922643968.0,4436165632.0
25901197312.0,
25837965312.0,29008314368.0
25758107648.0,27769759744.0
25754763264.0,32857350144.0
25692186624.0,1461855059968.0
25657991168.0,28036481024.0
25617733632.0,5391620096.0
25602684928.0,27610128384.0
25573152768.0,62788059136.0
25571719168.0,24340457472.0
25434198016.0,27717556224.0
25429557248.0,26548428800.0
25409953792.0,28021000192.0
25405081600.0,26521821184.0
25390125056.0,26475481088.0
25358974976.0,34326437888.0
25294227456.0,33803497472.0
25251368960.0,25379334144.0
25238747136.0,55976251392.0
25181349888.0,32045942784.0
25130309632.0,28780255232.0
25129529344.0,22339819520.0
25123692544.0,96641998848.0
25105526784.0,51732262912.0
25090820096.0,26570397696.0
25074096128.0,22501957632.0
25055320064.0,25250813952.0
24965877760.0,34081552384.0
24916721664.0,24247193600.0
24835799040.0,23042029568.0
24808869888.0,45957296128.0
24804440064.0,3848340480.0
24755787776.0,41443106816.0
24747798528.0,38013222912.0
24742410240.0,34313367552.0
24735250432.0,25994346496.0
24545261568.0,15499882496.0
24515164160.0,24319916032.0
24485361664.0,23947995136.0
24438648832.0,24185999360.0
24376424448.0,26380331008.0
24328943616.0,26315661312.0
24305438720.0,33335840768.0
24278343680.0,53977370624.0
24273049600.0,33000015872.0
24256436224.0,24831457280.0
24103215104.0,1083825717248.0
24081530880.0,31856848896.0
24030474240.0,29541732352.0
24026472448.0,22517338112.0
23984568320.0,64786214912.0
23919273984.0,23816237056.0
23909494784.0,54942466048.0
23901046784.0,-46628089856.0
23889047552.0,422052265984.0
23851497472.0,26771144704.0
23806492672.0,23487404032.0
23752071168.0,24125278208.0
23721078784.0,439140843520.0
23718946816.0,38629507072.0
23709157376.0,21601941504.0
23626047488.0,24101378048.0
23497082880.0,30555670528.0
23379802112.0,24743518208.0
23357165568.0,46180666966016.0
23307732992.0,
23300507648.0,26450624512.0
23259381760.0,20840151040.0
23152039936.0,21047734272.0
23149910016.0,27930046464.0
23133110272.0,24607401984.0
23129528320.0,-10564887642112.0
23078180864.0,23718813696.0
23038455808.0,-10541854621696.0
22982135808.0,29082810368.0
22969026560.0,9093987328.0
22968006656.0,
22966808576.0,21952184320.0
22882304000.0,23311833088.0
22862417920.0,
22811639808.0,35453906944.0
22807384064.0,21447364608.0
22731034624.0,26843693056.0
22721071104.0,24460277760.0
22706268160.0,12558776320.0
22700701696.0,21124618240.0
22534219776.0,32010278912.0
22431371264.0,28483059712.0
22382397440.0,121178488832.0
22255407104.0,121363374080.0
22227312640.0,21227675648.0
22146052096.0,40080261120.0
22137436160.0,14100490240.0
22006833152.0,23765407744.0
21990451200.0,36967043072.0
21977421824.0,22392428544.0
21933180928.0,21667825664.0
21918124032.0,20749621248.0
21785602048.0,39856480256.0
21767790592.0,41925586944.0
21709760512.0,14998221824.0
21662400512.0,28078712832.0
21647525888.0,8543326720.0
21592363008.0,35589328896.0
21565671424.0,21361698816.0
21565374464.0,1479955185664.0
21517594624.0,27583748096.0
21513371648.0,29025544192.0
21479006208.0,25552812032.0
21439909888.0,21191309312.0
21413117952.0,36951900160.0
21175050240.0,26476156928.0
21152120832.0,-14238528569344.0
21129592832.0,24153352192.0
21065115648.0,-14238853627904.0
21047711744.0,63685664768.0
20941590528.0,218768310272.0
20903172096.0,26648143872.0
20872052736.0,21738778624.0
20818399232.0,-22957420544.0
20796272640.0,35693285376.0
20736421888.0,3925197312.0
20736417792.0,20370792448.0
20707917824.0,64741310464.0
20685182976.0,28114626560.0
20630042624.0,21942652928.0
20591616000.0,22053437440.0
20544120832.0,26803243008.0
20513251328.0,35009253376.0
20477321216.0,23356782592.0
20423565312.0,15069121536.0
20397078528.0,24213762048.0
20359278592.0,4305392762880.0
20285423616.0,4379022196736.0
20276836352.0,4313140166656.0
20268158976.0,27776432128.0
20235261952.0,20025085952.0
20231714816.0,47207759872.0
20226191360.0,18748559360.0
20225566720.0,31815200768.0
20217706496.0,22986045440.0
20192608256.0,50928398336.0
20166330368.0,4309180481536.0
20136237056.0,37003722752.0
20134860800.0,4304991158272.0
20043331584.0,22181711872.0
20034611200.0,19314987008.0
19987568640.0,24357132288.0
19985369088.0,4371848626176.0
19962021888.0,21060843520.0
19937036288.0,34248648704.0
19929671680.0,20300132352.0
19912458240.0,37605371904.0
19901837312.0,34588520448.0
19659530240.0,1413064294400.0
19625099264.0,1020908032.0
19564785664.0,68555387174912.0
19527800832.0,17956474880.0
19521998848.0,18809272320.0
19463763968.0,64111562752.0
19321632768.0,64992129024.0
19321450496.0,18925123584.0
19317907456.0,4370069454848.0
19228430336.0,4370413912064.0
19208953856.0,27467925504.0
19178448896.0,22984601600.0
19101769728.0,20331620352.0
19071281152.0,4295062978560.0
19065522176.0,23113418752.0
19038861312.0,35367899136.0
19030648832.0,305223360839680.0
19028232192.0,17777014784.0
18969001984.0,21719582720.0
18962413568.0,25034024960.0
18928816128.0,4362322051072.0
18927040512.0,19635992576.0
18911545344.0,16286511104.0
18814951424.0,18692046848.0
18745784320.0,26889162752.0
18704875520.0,4364675055616.0
18704355328.0,-30163978240.0
18696994816.0,18172067840.0
18652940288.0,7940785152.0
18646194176.0,43505700864.0
18593337344.0,23372716032.0
18545860608.0,21350275072.0
18529521664.0,19158751232.0
18512500736.0,21730207744.0
18508580864.0,211466059776.0
18504427520.0,-12075177984.0
18477215744.0,20453449728.0
18472460288.0,25637447680.0
18392584192.0,22408425472.0
18387372032.0,12141554688.0
18387298304.0,25326237696.0
18374443008.0,29541918720.0
18348861440.0,132641567277056.0
18315143168.0,39829864448.0
18249388032.0,18902067200.0
18214346752.0,16841965568.0
18213150720.0,18279346176.0
18148438016.0,23830958080.0
18148012032.0,9403248640.0
18143371264.0,24554903552.0
18092087296.0,16967163904.0
18075602944.0,-447853264896.0
18059339776.0,4354632056832.0
18051635200.0,16974102528.0
17970501632.0,235078008832.0
17964161024.0,
17945108480.0,4352551682048.0
17942839296.0,17985069056.0
17893554176.0,21373999104.0
17888002048.0,21932740608.0
17841815552.0,29564807168.0
17795268608.0,
17703757824.0,20478330880.0
17654308864.0,98348539904.0
17652533248.0,17873811456.0
17610043392.0,20145426432.0
17571284992.0,22599663616.0
17566619648.0,66199793664.0
17559195648.0,64805306368.0
17527521280.0,-77775560704.0
17525157888.0,17229631488.0
17446866944.0,17515026432.0
17423808512.0,22696775680.0
17386788864.0,17128304640.0
17386063872.0,22237773824.0
17320165376.0,14998813696.0
17291538432.0,18299871232.0
17288179712.0,18890610688.0
17126744064.0,31688617984.0
17120954368.0,18679439360.0
17097783296.0,16286240768.0
17070273536.0,17111151616.0
17050782720.0,
17037729792.0,76612239360.0
16988220416.0,28022769664.0
16967240704.0,21223897088.0
16948258816.0,23009138688.0
16924161024.0,21863065600.0
16897231872.0,14453473280.0
16895983616.0,23755737088.0
16877471744.0,21708847104.0
16792515584.0,33797967872.0
16764273664.0,16723314688.0
16727248896.0,760859262976.0
16695444480.0,31533576192.0
16685170688.0,22628108288.0
16593616896.0,17380530176.0
16570394624.0,16913445888.0
16535770112.0,19098013696.0
16534654976.0,16502341632.0
16493342720.0,16068699136.0
16485364736.0,16846336032768.0
16348940288.0,19399282688.0
16336527360.0,17598973952.0
16324438016.0,752280469504.0
16317590528.0,17877352448.0
16314521600.0,18190780416.0
16280727552.0,76921856000.0
16260195328.0,-183852662784.0
16216932352.0,18056177664.0
16194811904.0,23549648896.0
16186935296.0,455472250880.0
16158926848.0,19405377536.0
16142886912.0,8550562304.0
16129477632.0,17459996672.0
16126140416.0,12004645888.0
16121286656.0,35497791488.0
16106126336.0,17909045248.0
16102785024.0,17494562816.0
16070488064.0,15622178816.0
16025442304.0,78946525184.0
16010707968.0,17060934656.0
15962271744.0,18669463552.0
15950113792.0,
15931617280.0,6603661824.0
15897463808.0,17917550592.0
15834984448.0,18089357312.0
15832382464.0,14527049728.0
15801967616.0,-4711646208.0
15797761024.0,15616832512.0
15795060736.0,11697062912.0
15718052864.0,14158921728.0
15717607424.0,16935959552.0
15701469184.0,29319639040.0
15686253568.0,16982551552.0
15684785152.0,15753688064.0
15672584192.0,31177580544.0
15608075264.0,23739316224.0
15560579072.0,8540209152.0
15536931840.0,9192859648.0
15530030080.0,14026781696.0
15521778688.0,20909903872.0
15496088576.0,8627036160.0
15492231168.0,14201012224.0
15328953344.0,16039738368.0
15317895168.0,15627813888.0
15299409920.0,17994024960.0
15282331648.0,21877925888.0
15243615232.0,15713693696.0
15170405376.0,21118564352.0
15162107904.0,25289918464.0
15155858432.0,39731179520.0
15141203968.0,18355732480.0
15132902400.0,23621111808.0
15111861248.0,16444164096.0
15076653056.0,-274548801536.0
15064115200.0,18941923328.0
15060718592.0,-216747098112.0
15033851904.0,16549286912.0
15029260288.0,12069848064.0
15027629056.0,-1271249152.0
15009658880.0,19872905216.0
14995604480.0,4433572352.0
14984597504.0,17580681216.0
14972315648.0,40900988928.0
14964062208.0,25347880960.0
14939884544.0,15932749824.0
14901932032.0,42000965632.0
14877170688.0,18547105792.0
14862022656.0,15283492864.0
14823249920.0,17774880768.0
14739069952.0,17357770752.0
14727071744.0,19902595072.0
14716507136.0,13412647936.0
14706771968.0,12047149056.0
14681160704.0,37739008000.0
14680991744.0,13276525568.0
14668787712.0,10870777184256.0
14657510400.0,17740015616.0
14598785024.0,13591359488.0
14593659904.0,22908188672.0
14572429312.0,17133569024.0
14570579968.0,21532690432.0
14567280640.0,23001790464.0
14557109248.0,14394242048.0
14550501376.0,19818874880.0
14512975872.0,14982532096.0
14503545856.0,16256942080.0
