Div Rate,Div Yield
4.25,0.009196546
1.0,0.014492754
1.95,0.014408158
6.4,0.03282051
2.622,0.027982924
0.0,0.0
6.0,0.022899017
1.0,0.016666668
17.9,0.023058394
12.0,0.5660377
5.22,0.47411442
5.22,0.43791944
2.0,0.083752096
1.44,0.012999911
1.06,0.042724706
2.32,0.009825928
1.06,0.044351462
2.108,0.016105127
6.54,0.07522429
,
2.0,0.043094162
1.88,0.018567901
0.435,0.04328358
0.51,0.029982362
2.56,0.009739025
0.085,0.004195459
0.68,0.018599562
0.467,0.033144075
0.467,0.006478912
0.085,0.017102616
1.95,0.034078993
4.24,0.07476635
72.5,4.107649
0.36,0.0020937538
2.02,0.023474723
6.68,0.021548387
0.341,0.0036400512
0.0,0.0
1.864,0.011890789
0.341,0.014498299
1.48,0.013962264
1.6,0.01187913
2.14,0.06791495
3.74,0.051148795
2.39,0.36048266
0.033,0.007236842
3.775,0.14962347
0.798,0.010741687
0.0,0.0
0.5,0.013892747
0.033,0.031132078
3.775,0.1545864
0.0,0.0
3.775,0.14844672
8.35,0.047952678
7.12,0.024352703
3.775,0.14683004
0.0,0.0
4.302,0.04065394
4.302,0.047031812
3.835,0.03240115
0.0,0.0
4.302,0.12180068
0.89,0.0046135504
1.035,0.03636683
5.4,0.018914849
1.035,0.008980477
1.76,0.0029779528
0.6,0.0022230458
1.46,0.059885155
0.0,0.0
1.46,0.06108787
2.788,0.09409383
4.25,0.015488902
0.25,0.01657825
4.18,0.16753505
0.24,0.0033698399
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
,
0.0,0.0
4.3,0.06825397
3.67,0.032320563
0.25,0.03448276
1.1,0.055499498
0.0,0.0
1.305,0.07530294
0.6,0.0145243285
1.16,0.04365826
0.0,0.0
2.66,0.013197718
2.16,0.007112516
3.465,0.03693636
0.52,0.02722513
4.1,0.022913989
2.2,0.019357678
2.16,0.020018537
0.52,0.55049753
,
0.0,0.0
6.84,0.0075842417
4.88,0.029516725
2.08,0.046857398
3.225,0.005966476
1.02,0.05472103
4.056,0.017729599
0.825,0.016653208
4.07,0.020431727
0.39,0.0010375928
0.0,0.0
1.12,0.017337462
0.0,0.0
0.865,0.012941353
3.483,0.2599254
3.187,0.05320534
3.84,0.017975844
7.28,0.018367605
39.0,0.53689426
0.0,0.0
0.99,0.010476191
0.51,0.008983618
3.483,0.06714864
1.02,0.028960817
39.0,0.574205
5.59,0.02460279
2.53,0.030703882
2.0,0.008474218
2.203,0.027875492
0.73,0.013548627
2.67,0.043400522
0.0,0.0
4.72,0.017092159
0.0,0.0
3.826,0.075762376
1.26,0.012833571
1.68,0.05585106
1.04,0.041155517
0.34,0.024997426
0.0,0.0
1.12,0.03357314
0.0,0.0
12.0,0.04182059
4.65,0.037630495
3.64,0.021951513
4.02,0.028945852
3.43,0.24945454
0.69,0.009457237
196.0,6.655348
0.0,0.0
196.0,12.661499
0.063,0.00049396267
1.5,0.009181612
1.23,0.0066200215
0.92,0.026151223
0.0,0.0
6.04,0.01195093
1.508,0.010304065
0.0,0.0
8.41,0.008413113
2.245,0.05816062
0.0,0.0
1.28,0.017819852
2.203,0.09182993
0.1,0.025062656
4.08,0.055374593
0.0,0.0
0.0,0.0
68.0,6.532181
3.28,0.014225614
1.65,0.01999273
0.0,0.0
0.0,0.0
68.0,1.9698725
1.12,0.011296016
0.0,0.0
0.6,0.052219324
0.976,0.003549091
1.56,0.034759358
0.0,0.0
8.35,0.1576364
5.758,0.055979
0.75,0.044404976
0.75,0.045018006
0.0,0.0
3.6,0.015641972
4.96,0.037220474
2.24,0.022697335
0.068,0.006861756
0.068,0.014498934
6.8,0.011841533
0.92,0.020781567
2.203,0.08911813
0.4,0.016103059
4.4,0.0313145
2.23,0.030476972
0.0,0.0
2.64,0.031673666
0.76,0.004435884
0.64,0.0068761753
0.88,0.020536756
0.0,0.0
1.18,0.0064361296
2.12,0.12748046
2.19,0.03466287
2.12,0.0073341173
2.662,0.2738683
0.0,0.0
0.0,0.0
2.19,0.035186376
2.46,0.0288868
2.02,0.021837838
3.94,0.073288694
0.82,0.037910312
2.8,0.018749163
0.0,0.0
0.0,0.0
64.0,4.266667
6.0,0.01594049
6.0,0.01676165
3.9,0.028287519
2.38,0.02649449
0.0,0.0
0.0,0.0
0.0,0.0
0.353,0.006371841
280.0,2.0588236
5.62,0.0068016504
0.309,0.0038129317
0.382,0.0027149965
0.0,0.0
15.0,0.008737643
0.0,0.0
12.0,0.5023022
5.18,0.015252341
0.0,0.0
1.9,0.006636859
2.07,0.025561865
1.68,0.006202695
0.638,0.010804404
5.3,0.049472608
0.0,0.0
2.03,0.015152646
0.0,0.0
0.22,0.0007160759
0.0,0.0
0.22,0.000915446
2.33,0.05888299
0.95,0.01771727
3.36,0.033018865
0.0,0.0
5.62,0.012506676
5.48,0.030177874
1.52,0.02178899
0.0,0.0
0.0,0.0
3.16,0.005261406
2.028,0.013259236
0.843,0.17417355
1.819,0.027246853
0.0,0.0
3.54,0.012206896
5.0,0.109914266
1.73,0.052471943
1.48,0.008298756
3.455,0.03172344
0.0,0.0
3.5,0.021489533
1.23,0.017449284
0.668,0.3050228
120.01,4.676929
0.231,0.008648447
0.45,0.0068838913
3.84,0.17383431
1.59,0.017841114
0.231,0.01739458
1.52,0.010714035
40.0,2.930403
3.0,0.199071
3.36,0.12853864
0.1,0.0013537295
0.45,0.014871117
0.968,0.0081269415
2.0,0.015346837
2.0,0.016081048
0.0,0.0
3.37,0.05754781
1.8,0.0053616106
2.19,0.015264516
2.86,0.018055556
0.15,0.026690394
0.9,0.0046668393
0.0,0.0
12.0,0.61664957
1500.0,100.46885
1.6,0.05835157
1.06,0.062945366
0.63,0.012271133
0.9,0.014746846
1.95,0.012002216
0.035,0.002278646
4.71,0.008117471
1.06,0.066457674
57.0,3.2254412
3.04,0.02716954
0.58,0.0059923544
0.0,0.0
1.71,0.019752802
0.0,0.0
1.08,0.0071884985
0.0,0.0
1.86,0.026886383
0.34,0.030035337
1.58,0.021213748
0.16,0.0022704697
0.0,0.0
4.0,0.016313214
0.033,0.0026273883
0.34,0.06538462
6.48,0.046405043
0.04,0.0005060728
0.0,0.0
2.43,0.018916395
0.15,0.026269702
3.52,0.013442298
0.83,0.0126775615
2.43,0.017734637
6.0,2.1505377
1.67,0.0067243804
5.4,0.027953206
65.0,2.7449324
0.0,0.0
2.02,0.03326198
4.29,0.03053598
4.05,0.024353579
2.4,0.03764706
0.0,0.0
1.2,0.0033772567
0.81,0.043618742
65.0,5.407654
0.0,0.0
0.045,0.0037815128
3431.0,43.790684
0.52,0.024714828
0.152,0.052777775
120.01,4.667834
0.68,0.06960081
3.123,0.02144623
0.045,0.038793106
1.48,0.03433875
0.44,0.0033739742
1.728,0.011660706
80.0,2.559181
94.39,3.3003495
0.152,0.05984252
0.645,0.011036961
0.0,0.0
2.17,0.03804348
60.0,2.5210085
0.0,0.0
2.0,0.03875969
2.28,0.028485756
1.615,0.03006329
0.0,0.0
0.0,0.0
105.0,8.235294
0.327,0.004501652
2.76,0.027061477
0.74,0.0493992
0.0,0.0
1.0,0.0016525375
0.0,0.0
1.06,0.02857913
6.9,0.036197674
0.53,0.017737616
0.42,0.003856395
0.53,0.017666666
3.415,0.020561142
3.0,0.032862306
80.0,2.6711185
3.483,0.64619666
2.4,0.04834811
0.0,0.0
0.55,0.01655629
1.05,0.0146689005
3.045,0.056409784
0.0,0.0
0.662,0.010945767
31.0,1.3741136
0.44,0.31428573
0.85,0.030619597
2.52,0.010002779
0.55,0.016228978
0.662,0.011130877
0.31,0.11923078
0.0,0.0
0.1,0.0013220519
0.0,0.0
2.85,0.37303665
0.85,0.030357143
7.0,1.8761727
2.85,0.369171
2.5,0.24752474
4.88,0.19717172
2.435,0.04788594
0.0,0.0
0.0,0.0
0.77,0.0028369315
2.5,0.026041666
0.8,0.0038895374
0.0,0.0
1.85,0.03935333
2.735,0.04241625
0.0,0.0
1.61,0.09728097
2.72,0.024272712
0.54,0.0091571985
0.0,0.0
0.0,0.0
1.72,0.039467644
0.54,0.009998149
0.0,0.0
0.0,0.0
1.131,0.04272762
0.0,0.0
0.0,0.0
0.85,0.022204809
2.0,0.13986014
2.36,0.020548541
7.49,0.0038781364
7.49,0.0045531914
0.86,0.00679627
2.0,0.07334605
0.0,0.0
1.5,0.0022023844
0.172,0.0023561644
2.28,0.009136446
2.06,0.01152512
0.62,0.036904763
2.935,0.044665955
3.0,0.023459494
2.365,0.0118683195
105.0,5.4715996
5.6,0.026989251
0.0,0.0
0.0,0.0
3.43,0.13325563
3.36,0.021867882
100.0,1.1539348
0.0,0.0
40.0,7.692308
4.88,0.21893226
0.12,0.0062992126
0.0,0.0
40.0,1.9880714
4.18,0.018684903
0.0,0.0
2.4,0.006082417
0.0,0.0
0.0,0.0
2220.0,46.07721
2.3,0.09854327
3.6,0.038961038
0.36,0.013970817
0.36,0.013846154
1.58,0.0087699825
1.155,0.012169423
25.0,2.4582105
0.0,0.0
25.0,1.2376237
2.88,0.010355988
3.6,0.1553063
1.0,0.038669758
5.02,0.047465958
0.0,0.0
0.0,0.0
1.467,0.0349702
0.14,0.03301887
2.3,0.024468085
5.18,0.012047633
1.91,0.0320416
0.14,0.033175357
1.4,0.022823606
0.0,0.0
9.6,0.59076923
9.6,0.5940594
0.0,0.0
1.279,0.03496446
0.0,0.0
0.32,0.001568243
2.778,0.07388298
0.0,0.0
0.0,0.0
0.0,0.0
2.115,0.028968634
2.628,0.14305933
0.0,0.0
1.0,0.011376564
15.0,0.834033
0.0,0.0
2.08,0.019184653
7.0,1.1023623
2.495,0.014948174
1.14,0.03374778
1.18,0.010248393
2.45,0.0053607575
2.4,0.036596525
0.86,0.023318872
47.0,6.473829
0.45,0.004747837
47.0,6.5734267
1.06,0.009159249
5.3,0.54695565
1.68,0.034419175
0.0,0.0
65.1,0.39035797
1.0,0.011659089
0.55,0.013749141
0.55,0.0027160496
3.263,0.058309507
0.96,0.009081449
0.0,0.0
0.0,0.0
3.1,0.01681128
0.51,0.057303373
1.4,0.014160007
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.99,0.035171438
5.97,0.0066721053
1.91,0.026901407
0.0,0.0
0.0,0.0
0.0,0.0
0.357,0.028813558
0.0,0.0
1.91,0.05311457
0.0,0.0
4.75,0.008063421
0.0,0.0
0.25,0.0025853154
0.0,0.0
0.0,0.0
0.51,0.059509918
40.0,0.16059741
1.105,0.025975551
0.82,0.04500549
53.0,4.233227
0.0,0.0
212.467,10.72524
0.0,0.0
0.0,0.0
2.0,0.056593094
2.0,0.054097917
0.0,0.0
0.0,0.0
0.0,0.0
0.5,0.015903307
1.74,0.025072046
0.0,0.0
0.0,0.0
1.74,0.02489983
0.56,0.015712682
0.0,0.0
0.0,0.0
2.0,0.0038956737
4.06,0.029637199
0.0,0.0
5.0,0.02523723
0.56,0.031782065
5.37,0.014741408
1.15,0.03764321
0.0,0.0
3.54,0.050212767
0.0,0.0
2.03,0.08094099
0.2,0.047058824
0.82,0.03151422
1.73,0.015142232
0.0,0.0
1.92,0.015304903
0.2,0.0044603036
0.37,0.042725176
0.0,0.0
0.042,0.0008320127
1.73,0.014295158
3.05,0.22053507
3.05,0.05612808
0.94,0.02748538
0.0,0.0
0.82,0.03565217
0.87,0.0018106139
0.0,0.0
0.0,0.0
10.04,0.03831476
0.34,0.005291005
0.68,0.032227486
0.0,0.0
850.0,9.412025
0.0,0.0
0.0,0.0
73.6,0.88101506
1.4,0.054495912
0.0,0.0
0.0,0.0
4.513,0.020247655
0.86,0.037021093
5.39,0.0974155
213.0,15.627293
0.2,0.0058445353
0.217,0.24111111
0.2,0.0067544747
1.22,0.008325373
0.2,0.014306152
1.934,0.23357488
1.934,0.25248042
3.04,0.13304158
2.96,0.037601627
0.83,0.0033687798
0.0,0.0
0.48,0.004382761
0.0,0.0
0.0,0.0
3.388,0.011837048
0.0,0.0
2.85,0.41484717
0.96,0.009139375
0.2,0.007462687
11.1,0.02552751
0.0,0.0
73.6,8.788059
1.975,0.029775364
0.75,0.023119606
1.6,0.024202088
5.97,0.041935936
0.0,0.0
0.56,0.006926407
0.45,0.0051276204
2.8,0.116279066
8.28,0.025621982
51.0,1.2872287
2.645,0.03643251
2.758,0.033483062
0.8,0.0179332
0.0,0.0
3.86,0.030362621
11.1,0.026506199
0.0,0.0
10000.0,186.84604
0.0,0.0
0.0,0.0
51.0,2.703419
0.72,0.023091726
4.0,0.010425898
1.456,0.05887586
70.0,2.0289855
0.26,0.0048498414
0.0,0.0
120.0,1.1267606
0.24,0.0049958364
15.0,0.8187773
1.98,0.033406444
0.0,0.0
0.381,0.010184443
0.381,0.021549774
1.0,0.008327088
1.5,0.012574399
6.2,0.7607362
0.0,0.0
1.99,0.016026415
1.7,0.04135247
4.715,0.27735296
1.145,0.03997905
0.0,0.0
0.0,0.0
2.0,0.082747206
0.0,0.0
0.46,0.007697457
0.0,0.0
0.0,0.0
1.92,0.08613727
0.0,0.0
1.3,0.022510821
0.0,0.0
0.0,0.0
15.0,1.0714285
1.02,0.019585252
0.0,0.0
0.5,0.015989766
4.715,0.24142346
0.0,0.0
0.0,0.0
12.6,0.2238806
3.77,0.052165493
0.5,0.015037594
3.12,0.08597409
6.5,0.014677325
3.12,0.042987045
0.82,0.03579223
1.2,0.016433856
0.76,0.0041618748
0.98,0.005991685
56.0,2.562929
0.0,0.0
61.33,3.7057405
4.6,0.016078856
0.0,0.0
0.0,0.0
2.8,0.0360314
2.6,0.035519127
1.2,0.008547009
0.25,0.020525452
1.44,0.028235296
0.0,0.0
0.82,0.03282626
1.12,0.031917926
1.06,0.0043094684
1.44,0.057165544
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.73,0.17728136
1.43,0.014357429
9.854,0.34394416
4.9,0.04041237
8.0,0.02328831
0.99,0.045769766
0.0,0.0
3.57,0.09382392
3.545,0.053212248
0.0,0.0
1.71,0.04404946
0.2,0.00575374
0.0,0.0
2.48,0.020482326
0.889,0.029233804
53.0,1.1780396
2.893,0.0603211
0.889,0.02921459
1.98,0.011749347
0.8,0.015057406
0.0,0.0
4.22,0.010886389
0.104,0.04581498
0.78,0.008859609
0.08,0.0010089545
0.0,0.0
1.0,0.040420372
0.0,0.0
0.74,0.016185477
1.08,0.012661196
0.0,0.0
2.0,0.02341098
0.0,0.0
1.67,0.05537135
1.74,0.012207956
2.3,0.022677973
0.0,0.0
2.7,0.10638298
3.58,0.0203768
0.0,0.0
0.0,0.0
6.2,1.0782608
2.7,0.10428737
0.0,0.0
2.31,0.011981327
0.0,0.0
2.12,0.019412141
0.0,0.0
3.06,0.06446176
0.48,1.0364932
0.0,0.0
1.8,0.036794767
0.0,0.0
1.91,0.04522851
5.26,0.06790602
2.7,0.12912482
2.96,0.012400503
0.0,0.0
0.51,0.007623318
0.0,0.0
3900.0,78.93139
0.6,0.004371585
1240.0,23.321423
2.785,0.038826153
0.0,0.0
0.0,0.0
0.96,0.007304269
20.0,0.118273206
1.34,0.008086416
0.0,0.0
2.68,0.064053535
0.0,0.0
0.009,0.010588234
0.0,0.0
0.009,0.0010404624
0.0,0.0
1.27,0.0517101
0.35,0.04691689
0.0,0.0
1.5,0.0066093854
16.84,0.7031315
3.56,0.018503118
0.701,0.06366939
0.0,0.0
2.893,0.16064724
16.84,0.06730884
0.0,0.0
0.0,0.0
0.0,0.0
0.48,0.045070425
1.93,0.04354693
0.68,0.00550429
0.4,0.005037149
3.02,0.014143874
0.088,0.017813765
2.67,0.017961657
0.0,0.0
5.9,0.048120055
0.0,0.0
1.458,0.083076924
0.0,0.0
0.0,0.0
0.87,0.008206773
0.0,0.0
0.0,0.0
0.8,0.032962505
1.985,0.03274497
2.8,0.017024381
1.5,0.025265286
0.088,0.0035918367
0.0,0.0
8.0,0.5661713
0.0,0.0
4.32,0.038213182
2.017,0.21032324
0.8,0.0033320838
0.0,0.0
1.21,0.07026713
0.0,0.0
0.0,0.0
4.99,0.027384479
0.0,0.0
1.72,0.011838393
0.0,0.0
1.2,0.031380754
0.0,0.0
1.72,0.02476602
0.35,0.046979867
3.28,0.010771403
5.97,0.11106976
1.02,0.010127084
3.92,0.059009485
0.0,0.0
0.0,0.0
0.0,0.0
1.58,0.0063696834
0.0,0.0
0.8,0.0043313485
0.1,0.0037721614
0.0,0.0
0.3,0.031413615
35.5,3.3302064
0.4,0.012791813
2.58,0.014893495
4.16,0.038365763
1.0,0.008967806
4.85,0.015399269
0.6,0.0035354428
0.493,0.005090346
0.493,0.049974658
0.0,0.0
0.3,0.03125
1.24,0.015312422
0.0,0.0
3.28,0.044372294
1.02,0.0073328535
1.76,0.015857285
0.0,0.0
0.8,0.04962779
0.0,0.0
3.186,0.13465765
0.0,0.0
0.0,0.0
0.6,0.02749771
2.8,0.035136152
3.2,0.02386101
0.38,0.03596782
2.8,0.037273694
0.0,0.0
7.101,0.20196246
0.0,0.0
0.92,0.2948718
1.302,0.03315508
0.568,0.110937506
0.0,0.0
0.0,0.0
0.18,0.0043838285
0.66,0.0046554278
1.77,0.0067482553
0.98,0.011085973
0.54,0.027397262
3.565,0.03861987
0.0,0.0
0.87,0.0045789476
0.0,0.0
0.5,0.0053211306
0.0,0.0
3.12,0.014484679
0.6,0.029940119
56.0,7.225806
0.0,0.0
152.0,1.607105
0.0,0.0
56.0,7.3587384
2.36,0.063406765
0.0,0.0
0.92,0.0616622
0.0,0.0
0.64,0.001366908
0.0,0.0
0.519,0.01659207
6.25,0.017575927
0.25,0.0050813006
0.356,0.013214551
0.377,0.039767936
0.377,0.020010617
2.1,0.025377642
0.0,0.0
0.0,0.0
20.0,1.1448197
152.0,15.983175
0.5,0.040983606
0.519,0.03355965
0.0,0.0
0.66,0.049586777
0.07,0.0012576357
0.0,0.0
3.11,0.030326668
5.35,0.020030702
0.0,0.0
0.6,0.06204757
0.28,0.0030534351
0.739,0.046831433
0.0,0.0
0.2,0.03937008
0.42,0.010484273
0.87,0.026810477
0.0,0.0
0.8,0.006732873
0.739,0.024974653
1.732,0.008266909
1.82,0.035463758
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.064,0.008050315
0.0,0.0
374.058,1518.709
0.5,0.019538883
50.0,0.15572928
0.0,0.0
1.2,0.03075346
1.82,0.03432667
0.602,0.008135135
0.8,0.014853324
0.8,0.03314002
1.34,0.018649966
1.44,0.14830072
0.9,0.009818896
0.599,0.029333984
0.74,0.04183154
0.0,0.0
1.285,0.0848745
0.0,0.0
0.0,0.0
0.0,0.0
3.21,0.20723048
0.0,0.0
0.0,0.0
0.74,0.04129464
0.0,0.0
0.77,0.03231221
2200.0,105.01193
0.0,0.0
0.0,0.0
50.0,1.552313
71.0,2.2554002
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.11,0.028244276
1.66,0.006324773
0.248,0.0014673688
1.963,0.050102092
0.0,0.0
2.16,0.02236025
0.0,0.0
3.21,0.20498085
0.0,0.0
0.0,0.0
1.32,0.04960541
0.0,0.0
0.62,0.010348856
1.52,0.046928063
0.0,0.0
0.0,0.0
1.6,0.02741604
100.0,6.9204154
100.0,6.622516
0.0,0.0
2.012,0.023147723
0.64,0.0020380868
0.0,0.0
0.0,0.0
0.0,0.0
0.4,0.07220217
1.695,0.043085918
0.0,0.0
0.0,0.0
0.0,0.0
0.244,0.016542373
0.0,0.0
1.4,0.009663837
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.244,0.017003484
0.0,0.0
0.0,0.0
0.239,0.006702187
0.0,0.0
0.0,0.0
0.0,0.0
0.29,0.011613937
1.62,0.020737326
0.0,0.0
1.8,0.012749681
1.4,0.07272727
0.7,0.053030305
0.0,0.0
0.0,0.0
2.78,0.023182122
0.83,0.03994225
0.0,0.0
0.0,0.0
2.07,0.051788837
0.0,0.0
0.0,0.0
1.682,0.03715485
0.44,0.010421601
1.81,0.0065517984
1.22,0.04062604
0.0,0.0
1.51,0.018307468
0.0,0.0
1.05,0.0052679107
0.0,0.0
0.21,0.06126217
0.0,0.0
1.44,0.057074916
1.08,0.0032800827
0.73,0.10238429
35.667,3.5489552
0.0,0.0
1.44,0.055727556
0.96,0.023182806
0.57,0.015401243
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
,
1.12,0.028
1.12,0.052117266
3.56,0.14245698
1.94,0.0141080655
1.59,0.013735315
0.06,0.0011578541
1.5,0.024390243
5.6,0.033959977
0.0,0.0
0.0,0.0
0.15,0.020026704
0.0,0.0
0.0,0.0
0.15,0.010791368
0.15,0.01701645
0.0,0.0
2.833,0.06856244
0.642,0.29722223
1.5,0.028735632
0.0,0.0
0.15,0.014778326
1.9,0.014748117
2.0,0.043393362
1.08,0.014531755
2.84,0.04204293
4.02,0.015033095
36.0,5.142857
0.0,0.0
36.0,2.5769506
2.75,0.037162162
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.12,0.045509953
1.0,0.017857144
0.9,0.051457975
0.0,0.0
0.32,0.0058899317
0.85,0.017875921
0.85,0.01791737
23.0,2.6047566
0.0,0.0
3540.0,158.03572
32.0,2.0253165
3.05,0.14048825
0.0,0.0
0.56,0.025854109
4.4,0.21243724
0.0,0.0
0.0,0.0
2.0,0.019406172
1.232,0.006353791
0.0,0.0
4.4,0.045628954
1.16,0.010274579
2.01,0.013362585
0.0,0.0
0.3,0.0018435447
0.0,0.0
0.0,0.0
1.135,0.042021472
0.0,0.0
1.065,0.017185736
0.0,0.0
3.036,0.041088104
0.52,0.024987986
0.0,0.0
3.2,0.02524655
0.0,0.0
0.0,0.0
1.12,0.04759881
0.173,0.027858293
1.05,0.032792002
3.85,0.030432375
0.862,0.015853165
2.25,0.06820248
0.0,0.0
0.0,0.0
2.72,0.022792025
2.32,0.054859303
0.0,0.0
0.0,0.0
0.84,0.019283745
2.25,0.08220679
0.615,0.029638555
1.0,0.002010616
0.34,0.010278113
0.74,0.009985157
2.16,0.0070427125
1.7,0.031610265
2.08,0.023897057
0.0,0.0
1.2,0.039190073
0.0,0.0
1.13,0.0059985137
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.94,0.008468469
62.0,2.2895126
0.0,0.0
0.0,0.0
0.645,0.014645776
0.0,0.0
1.76,0.01803094
3.75,0.08263552
0.84,0.024207491
0.0,0.0
1.8,0.044031307
0.0,0.0
1.25,0.036432527
0.0,0.0
0.0,0.0
0.0,0.0
0.4,0.013637913
1.46,0.026454069
0.0,0.0
0.52,0.0041250195
0.0,0.0
3.3,0.04953467
0.0,0.0
1.75,0.0193777
0.0,0.0
0.0,0.0
0.74,0.020174483
0.0,0.0
