Div Rate,Div Yield
10.5,0.013270478
0.0,0.0
0.0,0.0
1.48,0.019471122
1.076,0.04857788
1.92,0.0957606
1.8,0.07323027
0.0,0.0
1.5,0.04304161
0.0,0.0
0.35,0.0077382266
1.92,0.004870253
0.0,0.0
1.0,0.04916421
1.0,0.0044204756
3.24,0.018110678
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
5.0,0.19040366
0.0,0.0
26.667,2.3415725
0.0,0.0
0.96,0.016390644
0.4,0.002867178
0.173,0.0356701
1.04,0.011914308
1.664,0.017028244
1.44,0.0054696705
1.8,0.0240032
2.6,0.016076175
1.48,0.10459364
0.409,0.003989855
2.56,0.0070291045
0.315,0.007375322
0.92,0.0099084545
1.0,0.023963576
25.0,3.3783784
25.0,1.6696721
1.58,0.069237515
0.173,0.016994106
0.0,0.0
5.2,0.02533002
3.569,0.06851603
0.22,0.025229357
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.3,0.011017261
0.99,0.04598235
3.0,0.015862945
1.32,0.01798365
5.2,0.25365853
1.0,0.0056577087
45.0,2.5224216
0.68,0.016155856
0.0,0.0
0.99,0.0466541
0.0,0.0
0.0,0.0
0.98,0.016963823
0.0,0.0
1.04,0.0710868
3.08,0.10283806
1.5,0.029160187
0.0,0.0
3.41,0.02692885
1.54,0.031174088
0.0,0.0
4.16,0.07162534
4.388,0.21055663
0.0,0.0
0.0,0.0
0.84,0.016107382
0.34,0.003016859
45.0,3.202847
1.485,0.041422598
1.35,0.047602255
0.42,0.01860053
0.0,0.0
0.0,0.0
62.0,5.6057863
1.63,0.03259348
0.24,0.067988664
0.0,0.0
2.608,0.060637064
0.0,0.0
1.35,0.04972376
3.053,0.13119896
2.28,0.021584777
29.0,0.023761729
0.0,0.0
2.06,0.012086364
0.7,0.008376212
0.88,0.008855791
2.1,0.008078165
1.7,0.012117757
0.0,0.0
0.0,0.0
1.35,0.017175574
3.0,0.031155882
0.0,0.0
0.065,0.0049429657
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,0.0043898155
1.58,0.01828069
0.0,0.0
0.0,0.0
0.36,0.0044949437
1.58,0.037237804
0.0,0.0
2.16,0.033390015
0.87,0.015091066
0.0,0.0
0.0,0.0
0.46,0.029095508
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.05,0.0296359
1.0,0.081037275
0.0,0.0
1.08,0.011635424
0.5,0.016307892
0.0,0.0
0.0,0.0
1.355,0.059612848
2.3,0.033968393
0.0,0.0
0.0,0.0
0.63,0.012696493
0.0,0.0
0.52,0.018909091
1.8,0.056390975
2.1,1.4
0.0,0.0
0.72,0.012761433
3.75,0.125
0.6,0.008836525
0.0,0.0
0.816,0.10161893
0.816,0.0929385
0.054,0.0023580787
0.0,0.0
0.0,0.0
0.0,0.0
3.55,0.020418728
0.8,0.027008777
0.0,0.0
7.1,0.035065193
0.04,0.00018445929
0.1,0.0023764258
2.8,0.011234151
1.18,0.03796654
1.18,0.018925421
0.052,0.0834939
0.0,0.0
1.52,0.010926604
1.14,0.005962343
0.0,0.0
0.0,0.0
1.0,0.01676165
0.0,0.0
0.0,0.0
0.0,0.0
0.32,0.012774452
0.3,0.002712968
0.0,0.0
0.0,0.0
1.17,0.07052441
0.0,0.0
0.48,0.017537449
34.11,260.18307
0.0,0.0
1.474,0.04409213
0.0,0.0
4.55,0.04782929
1.61,0.02847038
0.0,0.0
0.0,0.0
0.0,0.0
0.14,0.121739134
0.0,0.0
0.0,0.0
0.582,0.16166668
0.243,0.026644737
0.0,0.0
1.711,0.056450017
2.97,0.04541979
1.711,0.05980426
0.0,0.0
0.0,0.0
0.0,0.0
1.14,0.0058386684
5.34,0.05272512
0.0,0.0
8.88,0.057632398
1.36,0.01362862
0.0,0.0
0.0,0.0
0.0,0.0
0.64,0.22145328
0.0,0.0
1.075,0.02324827
0.187,0.006190004
0.0,0.0
0.97,0.0021712855
0.0,0.0
0.0,0.0
0.327,0.014217391
0.0,0.0
1.96,0.035226457
0.0,0.0
1.28,0.017790133
0.0,0.0
2.38,0.01487872
0.319,0.012028658
0.48,0.030150753
1.5,0.053399786
2.6,0.00807303
0.319,0.06420708
0.0,0.0
0.785,0.027294856
0.0,0.0
1.66,0.033160206
2.97,0.13663717
0.48,0.0052015604
0.0,0.0
0.4,0.002707459
50.0,3.4602077
0.765,0.020195352
1.98,0.018741127
1.15,0.009652509
1.48,0.012564734
1.07,0.032731727
0.0,0.0
2.48,0.03246498
1.36,0.010823716
8.353,0.07314361
3.08,0.029888403
0.0,0.0
0.0,0.0
0.24,0.061855666
0.0,0.0
100.0,4.559963
0.95,0.039665967
0.0,0.0
0.44,0.045128204
1.36,0.0072494666
1.32,0.02871438
1.128,0.027332203
0.0,0.0
0.22,0.00869909
0.0,0.0
0.0,0.0
1.2,0.0113970945
1.38,0.031292517
1.61,0.02146953
0.72,0.028114019
0.42,0.65522623
0.0,0.0
3.636,0.61006707
0.0,0.0
0.0,0.0
1.54,0.060203284
0.64,0.03322949
2.72,0.109018035
0.87,0.005376012
1.37,0.018059583
37.0,1.6473732
1.48,0.03993524
64.0,3.5975266
0.0,0.0
0.0,0.0
0.0,0.0
0.12,0.031496063
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.025,0.0032894737
0.0,0.0
2.55,0.0362628
0.0,0.0
0.0,0.0
0.2,0.00592944
1.7,0.028117765
0.0,0.0
0.36,0.028015565
0.73,0.020425294
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.0,0.037453182
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.64,0.010538449
0.5,0.0065763514
2.56,0.14422534
0.0,0.0
0.78,0.016839378
3.46,0.1623651
0.0,0.0
0.0,0.0
7.0,0.08045977
0.32,0.00167979
0.2,0.0016210084
1.07,0.048570134
2.32,0.06018158
3.7,0.020749215
0.04,0.0033333332
64.0,7.7953715
0.0,0.0
1.46,0.032165676
95.0,4.2091274
,
0.146,0.013345521
0.0,0.0
0.146,0.053676467
1.64,0.014432808
95.0,4.6296296
0.2,0.078125
0.92,0.039809607
0.0,0.0
3.4,0.038781796
1.084,0.045642104
0.0,0.0
0.0,0.0
0.25,0.044404972
1.2,0.014072946
1.42,0.051449273
0.0,0.0
0.0,0.0
0.52,0.004746691
0.0,0.0
0.005,0.01923077
0.0,0.0
0.0,0.0
24.23,1.361236
3.285,0.096731454
2.5,0.29515937
1.49,0.019129543
1.34,0.03982169
1.0,0.0005443984
0.75,0.010765036
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.8,0.038314175
0.0,0.0
1.2,0.061664958
0.0,0.0
1.0,0.028793551
0.0,0.0
0.0,0.0
6.44,0.056259282
0.0,0.0
1.22,0.035651665
0.0,0.0
0.08,0.008138352
0.0,0.0
0.2,0.0020940215
0.8,0.025583627
0.292,0.015956284
1.81,0.02583131
0.0,0.0
0.0,0.0
1.28,0.046159394
0.0,0.0
1.67,0.04280954
2.16,0.055484205
0.935,0.010318949
7.04,0.0065919454
0.0,0.0
2.025,0.047647063
0.61,0.02892325
0.0,0.0
0.0,0.0
0.475,0.014145324
0.88,0.025798885
0.0,0.0
0.0,0.0
100.0,6.2344136
0.3,0.024610339
0.0,0.0
2.09,0.045454543
1.22,0.0054836394
0.983,0.008955903
0.0,0.0
0.0,0.0
2.27,0.0725008
0.0,0.0
0.0,0.0
0.0,0.0
0.48,0.015156299
0.0,0.0
0.0,0.0
1.305,0.01571721
0.9,0.011511895
0.68,0.03953488
0.16,0.0040952135
0.0,0.0
1.34,0.07037815
0.0,0.0
1.12,0.008888183
0.0,0.0
2.66,0.03542416
0.15,0.007759959
1.48,0.011470201
3.11,0.040840443
0.0,0.0
0.0,0.0
0.014,0.0012738854
0.0,0.0
0.58,0.025043176
0.0,0.0
0.26,0.044673536
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,0.023998082
0.0,0.0
5.0,1.1820331
1.32,0.024774777
1.458,0.077306464
0.72,0.01295197
0.0,0.0
0.765,0.031084923
0.0,0.0
3.38,0.08477552
0.72,0.012761433
0.0,0.0
2.678,0.04461103
0.02,0.0022222223
1.084,0.025846448
3.772,0.09838289
0.96,0.003660629
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.38,0.01565074
1.36,0.019865615
0.0,0.0
0.0,0.0
0.0,0.0
0.12,0.0069726906
0.14,0.005907173
1.03,0.010750444
0.02,0.0023446658
0.0,0.0
0.0,0.0
0.0,0.0
2.0,0.07515971
0.0,0.0
265.689,9.753634
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.74,0.021961378
1.27,0.01696047
0.0,0.0
,
1.2,0.07453416
0.0,0.0
0.91,0.03592578
1.84,0.01455466
0.0,0.0
0.0,0.0
0.6,0.0023963575
491.071,7.3823066
3.053,0.055650745
0.0,0.0
1.115,0.04183865
1.76,0.084049664
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.0,0.01633453
0.9,0.061813183
1.0,0.01774308
0.65,0.03761574
0.0,0.0
3.11,0.12652563
,
1.02,0.05923345
3.46,0.06430031
3.41,0.14858387
1.27,0.024089528
0.0,0.0
0.0,0.0
0.15,0.016483517
10.573,0.35623315
0.3,0.005589715
0.265,0.010087552
0.129,0.01569343
1.7,0.02713921
0.0,0.0
0.16,0.020915031
0.0,0.0
58.0,3.4960818
0.845,0.0149743045
0.352,0.00704
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
43.21,3.30478
1.55,0.032481138
0.0,0.0
0.0,0.0
0.0,0.0
2.06,0.028627014
0.0,0.0
,
0.65,0.067392424
0.0,0.0
0.0,0.0
0.0,0.0
0.038,0.24668917
2.73,0.022216797
0.0,0.0
0.0,0.0
0.0,0.0
0.107,0.059444446
0.0,0.0
42.0,6.8526673
0.0,0.0
0.0,0.0
1.56,0.10597826
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.75,0.036092397
0.0,0.0
2.12,0.036097392
0.0,0.0
1.3,0.016047401
1.32,0.003992137
0.0,0.0
0.0,0.0
1.76,0.07011952
0.0,0.0
0.0,0.0
0.0,0.0
1.59,0.021751028
1.695,0.073217824
0.96,0.03070035
1.1,0.031073445
1.1,0.1232493
0.65,0.78417176
0.129,0.008503625
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.65,0.016795864
0.0,0.0
2.895,0.044848952
0.0,0.0
0.0,0.0
0.0,0.0
1.13,0.08547655
0.0,0.0
1.135,0.034446128
1.567,0.014096797
2.75,0.1519337
0.96,0.00983405
0.0,0.0
0.15,0.0019762847
0.78,0.078947365
3.6,0.046838406
2.42,0.033006
0.0,0.0
2.24,0.06108536
0.0,0.0
0.245,0.019902518
0.0,0.0
0.0,0.0
1.74,0.07177241
0.7,0.0100922715
3.1,0.027365819
0.0,0.0
0.0,0.0
1.16,0.01656433
1.46,0.042915933
2.64,0.04325033
0.0,0.0
38.0,6.4406776
3.358,0.059328623
0.0,0.0
0.88,0.02341671
1.16,0.066705
0.704,0.054658383
0.72,0.0042882673
0.75,0.22796352
2.62,0.045565214
0.955,0.013128953
0.0,0.0
0.0,0.0
0.0,0.0
0.33,0.05172414
0.0,0.0
1.985,0.02386678
0.0,0.0
1.6,0.083638266
225.5,11.824856
0.2,0.004727015
0.0,0.0
0.0,0.0
9.0,0.002543544
1.48,0.060016222
34.0,1.6865079
0.66,0.010963456
0.0,0.0
1.48,0.05958132
0.0,0.0
0.0,0.0
0.68,0.03182031
0.0,0.0
0.0,0.0
0.0,0.0
0.48,0.009373169
0.0,0.0
0.0,0.0
0.0,0.0
225.5,9.41152
38.0,3.3362598
1.67,0.05989957
0.0,0.0
0.0,0.0
0.0,0.0
12.555,0.4422332
0.0,0.0
0.5,0.023809524
1.6,0.079690404
1.19,0.014836056
0.0,0.0
5.0,1.0309279
0.0,0.0
0.4,0.0025039124
0.71,0.03817204
2.28,0.06020597
0.69,0.009566061
0.0,0.0
0.44,0.017513204
0.68,0.0060278345
1.26,0.0234375
2.32,0.034503274
0.52,0.031746034
0.0,0.0
41.0,3.28
1.0,0.01768034
0.6,0.025806453
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.08,0.0016080402
1.2,0.023334818
95.0,5.634638
1.21,0.0111233685
1.36,0.028481675
1.45,0.0041907514
0.0,0.0
0.705,0.025833637
0.56,0.008
0.0,0.0
85.7,25.355028
0.0,0.0
1.2,0.04275027
2.16,0.032185964
0.23,0.0020455355
1.36,0.013376611
1.48,0.06420825
0.968,0.061616804
0.0,0.0
2.16,0.031083612
1.8,0.042313114
0.0,0.0
0.0,0.0
0.0,0.0
1.38,0.007936051
1.068,0.030101465
0.0,0.0
1.25,0.056255627
0.854,0.07907407
0.0,0.0
1.144,0.04835165
0.0,0.0
0.0,0.0
1.88,0.09905163
2.0,0.068282686
0.8,0.05092298
0.0,0.0
0.903,0.015219956
0.0,0.0
0.68,0.010545906
1.05,0.015834715
0.0,0.0
0.056,0.005328259
0.0,0.0
0.68,0.013682093
3.07,0.06795042
0.44,0.017180787
0.84,0.009940828
0.0,0.0
1.215,0.06394737
1.72,0.046650395
0.0,0.0
0.49,0.030798241
1.88,0.06221046
0.0,0.0
0.0,0.0
0.0,0.0
1.301,0.026352037
0.62,0.011119083
0.0,0.0
1.8,0.021151586
0.0,0.0
1.48,0.06589493
1.08,0.017441861
0.318,0.26065573
1.18,0.020910863
1.74,0.07581699
1.04,0.042259242
1.68,0.09071274
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.065,0.0043201363
1.84,0.03220161
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.16,0.0060195634
0.0,0.0
0.316,0.049278755
0.32,0.005544966
0.0,0.0
0.0,0.0
0.76,0.050972503
0.0,0.0
0.0,0.0
0.0,0.0
2.66,0.048310935
0.0,0.0
0.0,0.0
1.47,0.047145605
0.0,0.0
3.02,0.091933034
3.7,0.016754212
0.98,0.020344613
0.8,0.03136025
1.425,0.0066005834
2.1,0.086669415
0.125,0.009044862
2.7,0.11754463
1.74,0.074999996
0.0,0.0
1.93,0.0524314
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.188,0.008146463
0.0,0.0
35.0,2.1485572
0.107,0.010132575
0.0,0.0
24.8,2.4924624
2.605,0.020920334
0.0,0.0
1.2,0.022342209
0.0,0.0
0.0,0.0
0.0,0.0
0.915,0.1639785
0.0,0.0
0.96,0.07785888
,
1.23,0.06739726
0.0,0.0
2.317,0.019470587
0.0,0.0
1.92,0.016212791
0.04,0.002051282
0.5,0.07194245
0.845,0.042207792
0.0,0.0
0.0,0.0
1.862,0.024740897
0.04,0.0020590536
0.0,0.0
0.0,0.0
24.8,4.670433
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.56,0.011389059
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.42,0.06498855
0.56,0.024137931
0.6,0.024360538
1.4,0.025436046
0.0,0.0
2.64,0.031575173
0.0,0.0
0.0,0.0
0.91,0.042042043
0.0,0.0
0.0,0.0
1.16,0.024844721
0.0,0.0
0.26,0.0109750945
0.84,0.014084507
0.0,0.0
0.0,0.0
0.0,0.0
0.64,0.044880785
1.2,0.032171585
0.0,0.0
0.0,0.0
1.33,0.07405346
0.0,0.0
0.0,0.0
0.0,0.0
0.78,0.04041451
0.94,0.11325301
0.0,0.0
1.4,0.07650273
0.0,0.0
0.073,0.032589287
0.0,0.0
0.0,0.0
0.52,0.013340174
0.72,0.0142659005
0.0,0.0
1.265,0.2849099
0.0,0.0
0.0,0.0
0.0,0.0
1.41,0.05441914
0.72,0.035803083
1.35,0.017272262
0.0,0.0
0.0,0.0
4.26,0.025498295
0.0,0.0
0.0,0.0
0.8,0.041472264
0.0,0.0
0.0,0.0
0.0,0.0
0.12,0.009125476
0.0,0.0
0.43,0.0120380735
0.0,0.0
0.0,0.0
0.74,0.021945432
0.0,0.0
1.426,0.10178444
0.0,0.0
0.0,0.0
0.508,0.045519717
2.8,0.042669915
0.32,0.073903
0.0,0.0
0.0,0.0
0.594,0.07360595
1.86,0.06896552
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.12,0.005223637
1.425,0.118257254
3.33,0.15452437
1.075,0.045531556
0.0,0.0
0.72,0.024423338
0.56,0.023207625
3.13,0.042585034
0.0,0.0
0.0,0.0
0.0,0.0
0.535,0.061494257
0.0,0.0
0.1,0.003442341
0.1,0.01724138
0.83,0.018201755
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.107,0.012022473
0.0,0.0
,
0.0,0.0
0.0,0.0
0.082,0.07372775
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.927,0.08005181
1.6,0.034602076
0.23,0.0045177764
4.5,0.04418262
1.63,0.030146107
31.0,2.0570672
0.96,0.05082054
0.4,0.021413276
0.0,0.0
0.4,0.025445292
1.19,0.07647815
,
3.12,0.07853007
0.866,0.103218116
0.0,0.0
0.0,0.0
1.26,0.006281156
0.0,0.0
0.38,0.016644765
1.7,0.10897436
0.0,0.0
0.96,0.037765536
0.44,0.03421462
0.86,0.09178229
0.8,0.037593983
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.075,0.002660518
0.25,0.009181051
0.26,0.0084773395
0.0,0.0
0.0,0.0
0.48,0.05172414
0.0,0.0
0.3,0.0070241163
32.0,0.013389289
1.94,0.014162652
0.0,0.0
0.0,0.0
0.0,0.0
1.46,0.12575367
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.25,0.0074338387
0.4,0.0139713595
0.0,0.0
1.32,0.05003791
0.0,0.0
0.0,0.0
0.32,0.014324082
0.608,0.04039867
0.0,0.0
0.94,0.024409246
1.29,0.046874996
0.0,0.0
1.74,0.074870914
2.02,0.23352602
1.2,0.09657948
0.0,0.0
4.43,0.10271272
0.28,0.0502693
2.06,0.08491343
2.27,0.10009745
1.41,0.0356962
0.2,0.0055309734
0.0,0.0
0.0,0.0
0.932,0.07938671
0.545,0.0049671894
1.24,0.016068421
0.0,0.0
100.0,5.7703404
0.0,0.0
0.0,0.0
100.285,8.267519
0.04,0.0009539709
,
0.0,0.0
0.0,0.0
0.16,0.0073732715
0.0,0.0
1.18,0.04233943
0.0,0.0
0.0,0.0
1.4,0.12578616
0.0,0.0
1.36,0.03200753
0.0,0.0
0.0,0.0
0.4,0.10781671
0.928,0.03258427
1.32,0.05721717
1.92,0.029925184
0.0,0.0
,
0.48,0.011363636
0.0,0.0
1.04,0.018564798
0.0,0.0
0.0,0.0
0.0,0.0
0.135,0.0012018161
0.72,0.007460367
0.0,0.0
0.0,0.0
0.79,0.04251884
0.0,0.0
0.14,0.019099591
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.5,0.014318443
0.89,0.017020462
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.04,0.0035429583
0.54,0.01669759
1.14,0.019912664
1.41,0.03543595
0.5,0.040617384
1.41,0.035347205
1.0,0.0057142857
1.6,0.009844942
0.838,0.058437936
0.0,0.0
0.84,0.03287671
0.0,0.0
0.66,0.038938053
0.6,0.045801528
0.0,0.0
0.0,0.0
0.7,0.02118003
1.63,0.019485952
0.0,0.0
2.6,0.12639767
0.0,0.0
0.0,0.0
0.96,0.078367345
0.32,0.06049149
0.0,0.0
0.0,0.0
0.12,0.031496063
0.98,0.04218683
0.0,0.0
0.0,0.0
1.303,0.16126238
0.0,0.0
5.8,0.041272327
0.0,0.0
0.0,0.0
0.0,0.0
5.8,0.029591838
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.4,0.044288617
0.535,0.011327547
0.0,0.0
0.12,0.014925373
0.14,0.019417206
0.0,0.0
0.14,0.02
0.0,0.0
0.1,0.03846154
0.0,0.0
0.0,0.0
1.48,0.059485532
0.0,0.0
0.0,0.0
1.33,0.030220406
0.0,0.0
0.0,0.0
0.14,0.019277109
0.0,0.0
0.65,0.028260868
0.25,0.007032349
0.0,0.0
0.0,0.0
0.0,0.0
0.94,0.0072868215
0.0,0.0
2.0,0.028344672
0.0,0.0
0.0,0.0
0.0,0.0
0.89,0.08666017
0.4,0.027081922
0.84,0.031578947
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
33.0,1.8857143
0.3,0.01875
3.0,0.17142858
1.85,0.042528737
0.23,0.020282187
0.079,0.0109570045
0.0,0.0
0.26,0.13065326
0.0,0.0
2.26,0.05361803
0.0,0.0
1.16,0.008914162
0.175,0.003927289
0.0,0.0
2.4,0.030238125
0.0,0.0
0.0,0.0
0.71,0.10757576
0.43,0.007091029
1.2,0.042507973
0.0,0.0
0.0,0.0
0.0,0.0
1.1,0.025605215
1.3,0.02293578
0.12,0.009188361
0.48,0.01767305
0.0,0.0
0.815,0.022708276
0.0,0.0
0.0,0.0
0.0,0.0
0.25,0.003511236
0.0,0.0
0.0,0.0
1.2,0.011867089
0.152,0.039686684
0.97,0.08614565
0.0,0.0
1.1,0.017287442
1.27,0.08209437
0.14,0.004723347
0.25,0.007539204
1.38,0.030356357
0.0,0.0
0.4,0.02472188
0.0,0.0
0.28,0.013157894
3.995,0.10949705
0.0,0.0
0.4,0.022714367
1.76,0.039621793
0.78,0.07110301
1.07,0.01743523
0.0,0.0
1.959,0.08148918
0.0,0.0
0.6,0.100166954
0.0,0.0
0.625,0.052432887
0.0,0.0
0.84,0.044303797
0.0,0.0
0.0,0.0
0.0,0.0
0.56,0.0057277284
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.16,0.025553938
0.0,0.0
38.0,2.7162259
0.29,0.002974969
0.0,0.0
0.0,0.0
0.372,0.043055557
1.0,0.056338027
0.0,0.0
0.0,0.0
1.59,0.042558886
1.24,0.020100502
1.36,0.019013003
0.0,0.0
0.0,0.0
7.14,0.4657534
1.0,0.096618354
1.64,0.03271494
0.0,0.0
0.022,0.096069865
0.022,0.0029729728
0.53,0.031566404
0.0,0.0
0.0,0.0
0.8,0.06617039
0.0,0.0
0.84,0.025998142
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.605,0.03348091
0.24,0.192
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.898,0.036504064
0.0,0.0
1.341,0.15204082
0.0,0.0
2.97,0.058776967
0.0,0.0
0.2,0.002640264
0.36,0.03982301
0.31,0.029107982
0.36,0.0070107114
0.0,0.0
1.1,0.030470917
1.123,0.03389677
0.0,0.0
1.015,0.1301282
0.0,0.0
0.0,0.0
2.47,0.022479068
0.0,0.0
0.0,0.0
0.0,0.0
2.88,0.19446321
0.0,0.0
3.4,0.036904376
0.0,0.0
0.04,0.0008550663
0.0,0.0
2.28,0.06321042
0.56,0.020245843
1.8,0.041618496
0.0,0.0
0.0,0.0
1.05,0.30701753
2.375,0.052883547
0.0,0.0
5.75,0.52367944
1.958,0.048072673
0.0,0.0
0.96,0.077419356
1.997,0.06211508
0.22,0.027397262
3.0,0.06726458
0.0,0.0
0.0,0.0
,
0.0,0.0
1.2,0.019163208
0.0,0.0
0.8,0.014964459
0.352,0.00900947
0.48,0.0067787035
1.98,0.030942334
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.32,0.05683629
1.86,0.064718165
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.78,0.14217252
0.0,0.0
0.313,0.02420727
0.0,0.0
1.178,0.085362315
0.614,0.055365194
2.39,0.17625369
0.12,0.0034305316
0.26,0.08637874
0.24,0.0022209883
0.0,0.0
0.64,0.020233955
0.2,0.013774104
0.31,0.02149792
0.8,0.100250624
0.2,0.019723866
0.0,0.0
0.24,0.0018690132
0.0,0.0
0.0,0.0
0.8,0.03851709
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.21,0.0033860044
0.5,0.0080554215
0.0,0.0
0.68,0.07674944
1.552,0.07533981
0.0,0.0
0.0,0.0
1.6,0.06549325
3.66,0.008476343
0.0,0.0
1.6,0.06518374
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.09,0.04568528
2.36,0.104148276
0.0,0.0
0.0,0.0
0.0,0.0
1.35,0.06849316
0.0,0.0
0.16,0.004283802
0.0,0.0
0.04,0.0015122873
0.0,0.0
0.061,0.026293105
0.0,NaN
0.0,0.0
0.55,0.018581081
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.195,0.027048394
0.0,0.0
0.0,0.0
1.44,0.010394861
0.0,0.0
0.72,0.011713031
1.015,0.044015612
1.14,0.028407674
0.0,0.0
1.25,0.09370315
1.18,0.014489193
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.36,0.037894737
0.0,0.0
0.0,0.0
0.72,0.042704627
0.0,0.0
21.997,0.4660381
0.24,0.03394625
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.66,0.122599706
0.0,0.0
0.0,0.0
0.0,0.0
0.982,0.06989323
0.0,0.0
7.6,0.14402123
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.38,0.01172116
0.557,0.025078794
0.0,0.0
1.84,0.04084351
0.0,0.0
0.0,0.0
0.0,0.0
0.935,0.09915164
0.0,0.0
0.0,0.0
0.08,0.0053368914
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.0,0.11614402
0.0,0.0
0.8,0.05069709
0.68,0.026336174
0.86,0.025014544
1.18,0.03130804
0.0,0.0
0.68,0.018152697
0.0,0.0
0.0,0.0
0.0,0.0
2.3,0.04645526
0.0,0.0
0.92,0.08148804
1.716,0.023655914
0.22,0.021934198
1.22,0.02633283
0.75,0.03549456
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.49,0.02070131
1.0,0.09737098
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
3.25,0.058674853
1.32,0.030855542
0.0,0.0
0.0,0.0
1.52,0.06322795
0.0,0.0
0.68,0.017782426
0.481,0.023113888
0.2,0.0044692736
0.0,0.0
4.75,0.080494836
0.0,0.0
0.143,0.011532259
0.0,0.0
1.6,0.064516135
0.33,0.023028612
0.0,0.0
1.56,0.11271676
0.46,0.04136691
0.0,0.0
0.0,0.0
1.02,0.041145623
1.02,0.028821701
0.0,0.0
0.0,0.0
1.349,0.090173796
0.898,0.04833154
0.52,0.039127164
0.0,0.0
0.0,0.0
0.35,0.7
0.0,0.0
0.0,0.0
0.0,0.0
0.56,0.05348615
0.0,0.0
0.0,0.0
0.4,0.11111112
2.8,0.09174312
0.0,0.0
0.0,0.0
3.0,0.029019153
0.87,0.055697825
0.6,0.028539086
1.24,0.049401212
0.0,0.0
0.481,0.031479057
0.0,0.0
1.83,0.033158183
0.77,0.020114943
0.6,0.039603963
0.125,0.012755102
0.0,0.0
0.0,0.0
0.0,0.0
0.35,0.14767933
0.0,0.0
0.0,0.0
0.7,0.033702455
0.0,0.0
0.0,0.0
0.64,0.049042143
0.5,0.015290519
