Op CF,FCF,Op CF M,FCF M
11183800320.0,8555400192.0,0.3477193121871008,0.2659988362746117
6560000000.0,5096124928.0,0.1576506141981798,0.12247061355638031
163508994048.0,16072999936.0,0.16410847916098936,0.01613192956393155
-22677999616.0,,-0.23033872219448243,
-22677999616.0,,-0.23033872219448243,
28957999104.0,27210000384.0,0.06848809625942225,0.06435393270182443
10405999616.0,7828749824.0,0.2664242691501204,0.20043907622399953
4877000192.0,2332999936.0,0.16476352,0.07881756540540541
14193000448.0,12620499968.0,0.2505207119697347,0.22276449923193675
4889754206208.0,1305370034176.0,0.10091923895070704,0.02694142585548533
-22677999616.0,,-0.23033872219448243,
-22677999616.0,,-0.23033872219448243,
4889754206208.0,1305370034176.0,0.10091923895070704,0.02694142585548533
-22677999616.0,,-0.23033872219448243,
-22677999616.0,,-0.23033872219448243,
13388999680.0,8967874560.0,0.2369692593018698,0.1587206395388667
-9143000064.0,,-0.11779483620539166,
13388999680.0,8967874560.0,0.2369692593018698,0.1587206395388667
-22677999616.0,,-0.23033872219448243,
20788000768.0,14683875328.0,0.376689740962485,0.2660797089321016
20788000768.0,14683875328.0,0.376689740962485,0.2660797089321016
