Quick R,Curr R,Cash,Debt,Net Debt,D/E,D/EBITDA
0.041,0.045,4009.0,46257.0,42248.0,0.328,-0.04778610765897969
0.207,0.353,4662000.0,638246016.0,633584016.0,329.618,7.1850277608915905
13.311,13.654,316985984.0,22052000.0,-294933984.0,6.563,-0.13625466498603594
0.656,0.745,4032000.0,258000.0,-3774000.0,0.389,-0.00884864698014199
26.686,26.815,97940000.0,912000.0,-97028000.0,0.594,-0.06740576496674058
0.277,0.646,5459000.0,20590000.0,15131000.0,651.789,-0.7813152202785262
18.173,18.523,147872992.0,28183000.0,-119689992.0,15.563,-0.38526629483814523
0.542,1.937,4085606.0,6738583.0,2652977.0,6.295,-0.4638353316404143
17.046,17.143,3410065.0,99307680.0,95897615.0,53.758,
1.376,2.418,19248000.0,20509000.0,1261000.0,19.991,6.2186173438447545
0.549,1.669,5353000.0,47586000.0,42233000.0,62.162,4.246854082998661
1.389,1.945,16942408.0,150736.0,-16791672.0,0.18,0.022344520318280745
0.924,3.654,1619689.0,14306684.0,12686995.0,18.016,-0.7432856810204794
,,,,,,
,,152159008.0,0.0,-152159008.0,,
5.502,5.823,23009000.0,620000.0,-22389000.0,1.525,-0.15728056823947234
0.003,0.021,12484.0,616908.0,604424.0,,
19.995,21.697,129339000.0,1685000.0,-127654000.0,1.151,-0.06639347492020962
0.637,0.968,7614181.0,64477884.0,56863703.0,224.022,-4.804505713175455
,,47323000.0,7926000.0,-39397000.0,,
0.28,0.28,,51000000.0,,55.234,
0.728,0.729,61258.0,67350000.0,67288742.0,72.688,
,,,,,,
0.596,1.278,31905000.0,1457640960.0,1425735960.0,725.779,15.05158824076082
11.783,14.483,42207000.0,0.0,-42207000.0,,0.0
0.18,1.144,854000.0,31813000.0,30959000.0,147.727,-0.5262087103230395
2.514,2.708,1068509.0,0.0,-1068509.0,,
3.136,4.518,2329000.0,994000.0,-1335000.0,9.901,-1.1282633371169126
0.996,1.303,12102763.0,13040520.0,937757.0,70.775,44.718122462416325
7.522,10.906,24475180.0,421682.0,-24053498.0,0.755,0.09406191264561035
,,49686000.0,137391008.0,87705008.0,,
,1.151,496072.0,500000.0,3928.0,,
2.426,2.592,5906988.0,6310832.0,403844.0,30.943,1.5322384411978436
,,9075000.0,27241000.0,18166000.0,,
5.789,5.969,143368992.0,30101000.0,-113267992.0,25.71,-0.2091494755678171
1.38,1.969,20709000.0,416513984.0,395804984.0,,9.03285515386784
1.107,2.47,6923000.0,37074000.0,30151000.0,76.438,8.251502336968619
1.042,1.644,805596.0,624631.0,-180965.0,24.331,-0.05973705333443123
,,,0.0,,,
1.116,1.316,13898526.0,6648060.0,-7250466.0,63.875,0.6840667193637496
5.201,5.654,88944000.0,19462000.0,-69482000.0,22.206,-0.24165290487601973
0.571,0.597,26271000.0,19020000.0,-7251000.0,57.85,-0.40814574794532305
0.737,0.744,11144970.0,83499.0,-11061471.0,,-0.07099096065948417
3.199,3.199,390878.0,0.0,-390878.0,,
0.565,0.888,28016000.0,47883000.0,19867000.0,2829.965,-1.2360731065104031
,,23830948.0,13070719.0,-10760229.0,,
0.428,0.441,86125000.0,108741000.0,22616000.0,13.888,2.9944649446494465
,,9122000.0,104909000.0,95787000.0,,
4.516,5.773,183418.0,0.0,-183418.0,,
0.039,0.045,207786.0,4874325.0,4666539.0,,
0.015,20.044,761463.0,0.0,-761463.0,,
1.914,2.847,126055.0,0.0,-126055.0,,
0.179,0.378,47849.0,226059.0,178210.0,,
0.179,0.378,47849.0,226059.0,178210.0,,
,,,,,,
1.368,3.124,16255000.0,148258000.0,132003000.0,64.916,-69.73565380997178
1.533,1.701,22323000.0,17668000.0,-4655000.0,,0.7369035702369036
7.412,7.688,12722000.0,0.0,-12722000.0,,-0.0
0.765,0.979,17389000.0,36860000.0,19471000.0,145.221,1.8900625576863912
0.637,0.854,316354.0,131608.0,-184746.0,,-0.051613287809729534
,,,,,,
0.093,1.345,8579000.0,223892992.0,215313992.0,135.781,-74.68078452301535
6.765,8.146,18698268.0,812878.0,-17885390.0,4.091,-0.8093258687620035
,,4041013.0,12569394.0,8528381.0,,
0.004,0.042,20494.0,0.0,-20494.0,,
1.24,1.289,3854000.0,5060000.0,1206000.0,373.984,7.0571827057182706
2.059,2.304,33700000.0,18683000.0,-15017000.0,48.547,-0.5223968236215188
567.0,574.5,5670000.0,0.0,-5670000.0,,
1.761,3.032,58490.0,0.0,-58490.0,0.051,0.0
2.052,3.522,29768000.0,138720992.0,108952992.0,66.743,83.1660623501199
1.606,1.61,58244.0,0.0,-58244.0,,
0.807,1.421,137000000.0,2557199872.0,2420199872.0,,15.736614596923078
0.136,0.271,183952992.0,1856299008.0,1672346016.0,,-19.5735703873264
1.384,1.391,1841000.0,0.0,-1841000.0,,
1.008,1.082,194000.0,155888000.0,155694000.0,137.107,4.0973558324133945
0.008,1.268,57256.0,1554638.0,1497382.0,,
4.441,9.19,145284384.0,38274016.0,-107010368.0,8.028,-0.5272302156648112
1.468,4.555,44350000.0,36545000.0,-7805000.0,11.776,26.675182481751825
2.613,2.787,2636807936.0,0.0,-2636807936.0,,-0.0
18.333,19.087,83517048.0,167319.0,-83349729.0,0.203,-0.004370298218479023
1.415,1.703,3049407.0,0.0,-3049407.0,,-0.0
0.936,0.969,779880.0,773725.0,-6155.0,149.048,
,,,,,,
6.497,6.858,1115263.0,0.0,-1115263.0,,
0.011,0.018,821000.0,159251008.0,158430008.0,,-1.3618879709921836
1.493,1.573,12319000.0,8356000.0,-3963000.0,12.761,1.3891936824605153
5.952,6.188,6985858.0,1394456.0,-5591402.0,19.272,-0.1784421286687042
3.838,4.724,29301000.0,39078000.0,9777000.0,524.115,-3.325221238938053
12.258,12.519,142274000.0,1020000.0,-141254000.0,0.725,-0.011280440600738758
1.845,3.066,15563000.0,18961000.0,3398000.0,36.662,-5.353190287972897
4.311,7.373,15726188.0,651933.0,-15074255.0,1.591,0.21240141215842864
,,7294000.0,46000000.0,38706000.0,,
20.238,20.406,177200000.0,0.0,-177200000.0,,-0.0
3.478,4.353,83406.0,2870.0,-80536.0,,
,,,,,,
,,,,,,
7.052,15.443,282083.0,0.0,-282083.0,,
0.228,0.447,3422611.0,24540600.0,21117989.0,,-0.7847033276810921
1.174,1.416,85541000.0,1080322048.0,994781048.0,2152.079,10.851945716266034
0.366,0.427,4697832.0,9567922.0,4870090.0,,-0.46109027534947344
2.843,3.087,8546279.0,701846.0,-7844433.0,0.501,
1.988,2.965,20577116.0,33282160.0,12705044.0,148.241,-0.8001898788896971
0.728,0.904,7063073.0,7510778.0,447705.0,586.354,-5.58309248984592
0.102,0.116,284000.0,1802000.0,1518000.0,,
6.598,6.92,13964731.0,0.0,-13964731.0,,0.0
0.981,1.124,392686.0,806907.0,414221.0,193.786,0.9990070681396394
7.047,7.838,1945604.0,0.0,-1945604.0,,-0.0
11.263,12.071,6423234.0,0.0,-6423234.0,,-0.0
17.295,17.655,104306000.0,0.0,-104306000.0,,0.0
0.062,0.103,228000.0,42766000.0,42538000.0,57.303,
0.562,1.259,1648328.0,4718825.0,3070497.0,66.705,-1.3471068387548377
0.003,0.07,7711.0,3258563.0,3250852.0,,
0.284,3.206,261.0,0.0,-261.0,,
0.523,0.756,17435000.0,108941000.0,91506000.0,,-2.1855076534194637
0.81,1.028,2802013.0,0.0,-2802013.0,,-0.0
4.507,4.92,15898000.0,1195000.0,-14703000.0,1.143,-0.04243497346340475
,,,,,,
0.764,0.93,41011000.0,258672000.0,217661000.0,308.925,6.0233321690534405
3.761,3.838,4536559.0,105831.0,-4430728.0,1.359,-0.0051640949719961625
56.489,58.4,10365556.0,219133.0,-10146423.0,2.042,-0.038407332995764265
1.322,1.939,2278824.0,27636824.0,25358000.0,52.289,16.405288048585177
,,,0.0,,,
1.19,1.641,2080715.0,1424544.0,-656171.0,16.851,-0.31033072020209107
0.585,1.241,79955000.0,132596000.0,52641000.0,80.402,-6.2820865115838345
4.76,5.29,23702736.0,352847.0,-23349889.0,1.535,-0.02302551961864691
1.646,2.176,22327000.0,409000.0,-21918000.0,2.49,-0.013431414403467866
13.864,14.842,38217000.0,0.0,-38217000.0,,-0.0
0.494,1.205,5166993.0,30683694.0,25516701.0,133.417,-17.91751693579609
0.005,0.018,16825.0,2790000.0,2773175.0,,
3.761,3.838,4536559.0,105831.0,-4430728.0,1.359,-0.0051640949719961625
0.478,1.18,3690258.0,14775261.0,11085003.0,640.076,22.11544281743519
5.907,6.013,19032096.0,488626.0,-18543470.0,0.202,-0.06201164934595532
,,72159000.0,30220000.0,-41939000.0,,
,,27694000.0,0.0,-27694000.0,,
1.301,1.586,98183000.0,40307000.0,-57876000.0,43.202,-12.337618610345883
2.06,2.369,36634000.0,1049000.0,-35585000.0,2.339,-0.03981048236945919
0.011,0.031,15302000.0,223202000.0,207900000.0,,-1.5583357480804716
1.714,1.944,30421000.0,2602000.0,-27819000.0,14.921,-0.023359787409774842
1.44,1.774,3265953.0,20877296.0,17611343.0,52.508,1.2688149732751621
217.0,56383.0,111000.0,0.0,-111000.0,,
3.551,3.836,144285007872.0,37359230976.0,-106925776896.0,15.959,1.2768830684484136
1.174,1.622,2888843.0,1876065.0,-1012778.0,13.412,-0.23025660939988812
0.542,1.937,4085606.0,6738583.0,2652977.0,6.295,-0.4638353316404143
1.349,2.135,850000.0,0.0,-850000.0,,0.0
1.031,1.031,1450158.0,47200.0,-1402958.0,0.534,
16.256,16.256,5392000.0,64721000.0,59329000.0,69.852,
0.001,1.425,14041.0,3363000.0,3348959.0,,
0.265,0.353,2255996.0,10944648.0,8688652.0,,-0.4889510048634878
5.543,5.599,50643016.0,33726.0,-50609290.0,0.068,-0.00429881930963455
0.446,0.568,6121000.0,39241000.0,33120000.0,,22.854397204426323
0.009,0.011,274174.0,0.0,-274174.0,,
0.002,0.006,2856.0,1514483.0,1511627.0,,
0.024,0.024,161374.0,5820796.0,5659422.0,,
0.18,0.181,1079786.0,30550000.0,29470214.0,41.04,
1.27,1.389,5039249.0,41821104.0,36781855.0,,5.222605366903318
6.928,7.318,24287000.0,1182000.0,-23105000.0,3.707,-0.257516339869281
2.871,3.12,205131008.0,19593000.0,-185538008.0,,-0.12392475838688458
,,87863000.0,362048992.0,274185992.0,,
1.085,1.298,6794000.0,18616000.0,11822000.0,379.145,-0.7055791388720437
0.002,0.013,18157.0,2133735.0,2115578.0,,
0.896,2.74,826322.0,199997408.0,199171086.0,176.69,8.859071780496288
0.164,0.18,977227.0,4486172.0,3508945.0,,
0.069,0.424,453462.0,2175607.0,1722145.0,22.926,-0.5488806463429772
0.924,1.589,4032000.0,27629000.0,23597000.0,80.857,10.087258123402702
2.831,3.186,62951000.0,78024000.0,15073000.0,1964.845,-0.7465054200671648
0.297,0.297,175151.0,0.0,-175151.0,,
1.95,5.138,4871000.0,1991000.0,-2880000.0,8.606,0.28875997099347356
16.831,18.004,13987242.0,11213334.0,-2773908.0,19.483,-1.064100438675696
,,74350000.0,31487000.0,-42863000.0,,
0.999,1.718,24622000.0,205320992.0,180698992.0,415.352,6.389723710826876
0.814,2.192,9544000.0,477000.0,-9067000.0,,-0.057112068965517244
3.728,4.035,24287000.0,3374000.0,-20913000.0,307.286,-0.147962987326229
14.702,16.21,94049000.0,63864000.0,-30185000.0,97.778,-8.91706227310807
1.106,1.234,29706000.0,82621000.0,52915000.0,98.476,-28.638128249566723
,,10413909.0,95881.0,-10318028.0,,
0.036,0.036,15231.0,3038.0,-12193.0,0.021,
0.14,0.195,17390000.0,19672000.0,2282000.0,,-6.166771159874608
0.013,0.172,47837.0,22622252.0,22574415.0,,-1.128336666133977
0.025,0.61,3659000.0,109361000.0,105702000.0,,0.6289633067910484
19.222,19.69,9419000.0,29000.0,-9390000.0,0.111,-0.0049606568593910366
0.502,0.539,2936000.0,117855000.0,114919000.0,121.186,-7.289849693820746
3.306,3.708,2964097.0,282444.0,-2681653.0,5.534,-0.04754778194859646
1.021,1.222,22291000.0,61718000.0,39427000.0,,-0.6243601416287304
10.732,11.074,13385921.0,0.0,-13385921.0,,-0.0
11.646,12.472,19892000.0,0.0,-19892000.0,,-0.0
0.134,1.006,14730.0,16000000.0,15985270.0,21.326,
2.539,5.655,4177000.0,2044000.0,-2133000.0,17.379,-0.16064130776485383
,,,,,,
4.834,4.961,4769840.0,754064.0,-4015776.0,7.449,-0.3239071745363559
3.795,4.307,22748596.0,6399873.0,-16348723.0,49.752,-0.5842406359658552
0.969,1.106,4242000.0,4939000.0,697000.0,7.385,-1.8018971178402043
6.231,6.363,204992992.0,42990000.0,-162002992.0,21.953,-0.498174865287676
0.353,1.448,29081000.0,187336992.0,158255992.0,133.138,17.197924538694576
1.217,2.035,6773401.0,10513840.0,3740439.0,13.73,3.708021813967612
0.001,0.02,2138.0,1205400.0,1203262.0,,
9.94,10.852,3132899.0,108679.0,-3024220.0,0.302,-0.025399571325704823
0.021,0.063,15664.0,747530.0,731866.0,,
0.359,0.781,1528362.0,2265140.0,736778.0,110.655,-0.1246742295856503
1.542,2.497,821332992.0,206486000.0,-614846992.0,7.85,-85.50144927536232
,,12284000.0,50496000.0,38212000.0,,
7.052,15.443,282083.0,0.0,-282083.0,,
4.354,4.744,2518441.0,0.0,-2518441.0,,-0.0
1.833,1.904,32429000.0,0.0,-32429000.0,,-0.0
,,,,,,
,,,,,,
0.995,1.159,18714862.0,10503573.0,-8211289.0,45.493,-0.37831406544883295
6.067,6.314,122945000.0,6878000.0,-116067000.0,6.752,-0.08867744514066167
1.721,3.876,2277000.0,5366000.0,3089000.0,4.357,-2.073415765069552
0.004,0.047,15801.0,1960436.0,1944635.0,336.934,-0.07550696658758686
2.424,3.187,34977000.0,43143000.0,8166000.0,469.763,-1.191598077666685
0.478,0.967,6001157.0,5579892.0,-421265.0,11.361,0.5074425898988778
0.595,0.676,11891000.0,15951000.0,4060000.0,,-2.8362375533428166
4.297,4.716,38347000.0,14099000.0,-24248000.0,25.272,-0.3421672127169033
1.673,1.777,36463000.0,251908000.0,215445000.0,338.241,-3.6465070495932372
,,,,,,
,,59108000.0,47794000.0,-11314000.0,,
13.317,13.843,142364992.0,13224000.0,-129140992.0,8.873,-0.16723786880477534
0.128,0.153,1681915.0,5506346.0,3824431.0,,-0.5213483269472334
0.2,0.939,16489000.0,444497984.0,428008984.0,,-156.4032315270936
1.891,2.826,11155000.0,6524000.0,-4631000.0,14.612,1.051071371032705
,,19908000.0,38062000.0,18154000.0,,
106.622,106.672,1704878.0,0.0,-1704878.0,,
0.519,0.687,5769412.0,2883759.0,-2885653.0,9.199,20.94948166767161
1.543,2.078,26773902.0,10389764.0,-16384138.0,35.209,-0.8806373619946762
1.619,2.263,6646788.0,8688444.0,2041656.0,35.08,3.0518503531682932
4.731,4.938,20459000.0,162000.0,-20297000.0,1.106,-0.007417242800238084
,,25043000.0,55000000.0,29957000.0,,
6.72,6.894,12659751.0,14600.0,-12645151.0,0.117,-0.0015020905293500774
1.405,2.049,19846000.0,6209000.0,-13637000.0,9.45,0.9065557015622718
,,1115948.0,0.0,-1115948.0,,
2.665,2.812,9748000.0,3195000.0,-6553000.0,,-1.1285764747439067
,,29514000.0,133003000.0,103489000.0,,
1.117,1.179,63648000.0,267364992.0,203716992.0,500.271,21.08556719242902
1.575,1.919,74386000.0,69219000.0,-5167000.0,185.162,-0.7236469321401315
1.315,1.665,3253000.0,1063000.0,-2190000.0,15.359,0.3249770712320391
1.086,1.446,49461000.0,40390000.0,-9071000.0,71.002,5.056334501752629
6.178,6.302,109472000.0,649000.0,-108823000.0,0.588,-0.005874844981940962
0.357,2.391,944079.0,142606832.0,141662753.0,150.801,4.762048306628627
0.15,0.213,1266000.0,52412000.0,51146000.0,,-1.9282587101283986
1.903,1.951,2151670.0,4429944.0,2278274.0,31.565,0.8604660016455892
0.151,0.842,17225000.0,319480992.0,302255992.0,,-0.86780110855679
,,292628.0,0.0,-292628.0,,
3.364,3.364,,31880314.0,,42.541,
0.295,0.33,356000.0,0.0,-356000.0,,-0.0
1.163,1.231,11637945.0,1042802.0,-10595143.0,22.411,-0.04407450521306398
1.271,1.566,46423000.0,42742000.0,-3681000.0,40.259,6.199883957064114
0.015,0.138,9823.0,779133.0,769310.0,,
,,77907000.0,8992000.0,-68915000.0,,
0.0,0.0,839.0,603332.0,602493.0,,-0.219873979132577
0.828,1.895,14945000.0,141919008.0,126974008.0,2681.765,18.169121495327104
19.427,20.35,23215972.0,293036.0,-22922936.0,1.252,-0.10986257243290583
0.262,1.233,266829.0,2451414.0,2184585.0,,-0.30610931464071756
1.602,2.824,5502584.0,2753872.0,-2748712.0,16.915,-0.3806423451533297
0.021,0.09,19769.0,930351.0,910582.0,1.335,
0.45,0.469,396870.0,320747.0,-76123.0,,-0.032483462142563375
0.414,0.541,8118869.0,32979112.0,24860243.0,,2.9132181247327305
,,7920000.0,8466000.0,546000.0,,
1.349,1.791,6694136.0,680638.0,-6013498.0,18.415,-0.03953017588145744
0.0,0.414,212.0,1275799.0,1275587.0,,
2.09,2.174,101716000.0,5512000.0,-96204000.0,3.364,0.09725971803151412
,,,,,,
0.674,0.826,2987292.0,1332619.0,-1654673.0,18.822,-0.11301836662207963
1.188,1.483,4379903.0,67403.0,-4312500.0,0.044,-0.004275869891451026
1.359,2.064,1145000.0,80129000.0,78984000.0,65.4,2.120600222304557
1.293,1.344,152895008.0,80985000.0,-71910008.0,22.765,-1.2792020091930056
51.847,52.185,1577135104.0,7751444.0,-1569383660.0,0.49,-0.05641447761046299
,,2239884.0,0.0,-2239884.0,,
1.525,1.544,1085428.0,0.0,-1085428.0,,
0.095,0.223,10558135.0,342944448.0,332386313.0,774.45,9.372939204538746
7.43,8.54,255448.0,179013.0,-76435.0,25.986,0.7867423759652277
1.214,2.411,45290000.0,157879008.0,112589008.0,110.687,9.073506206896552
0.514,0.652,2327087.0,2042057.0,-285030.0,93.219,-0.12282112120283871
1.092,1.426,50101000.0,1105000.0,-48996000.0,1.149,0.13431384465783397
0.095,0.223,10558135.0,342944448.0,332386313.0,774.45,9.372939204538746
0.414,0.456,33400000.0,689900032.0,656500032.0,,14.31327867219917
2.316,2.354,3884115.0,13285427.0,9401312.0,,-4.991590276687148
0.983,1.334,34905000.0,2965000.0,-31940000.0,6.929,-0.026508954036245296
1.853,2.823,11057755.0,4416784.0,-6640971.0,12.333,-0.5437619927112385
12.988,13.263,34259636.0,301880.0,-33957756.0,0.644,-0.02272876827513284
0.001,0.001,3186.0,3157450.0,3154264.0,9.258,
,,,,,,
0.321,0.467,1800356.0,9963922.0,8163566.0,141.836,-0.43738006412733743
1.005,1.692,2022180.0,4823785.0,2801605.0,,-0.7607275806791184
,,48982000.0,0.0,-48982000.0,,
2.865,4.402,20697354.0,8038974.0,-12658380.0,16.98,2.0412325743075557
1.635,2.324,13554962.0,189776.0,-13365186.0,0.632,0.03635186465741984
0.94,0.94,1131000.0,131000.0,-1000000.0,0.396,-0.08641160949868074
4.138,4.197,33374000.0,451000.0,-32923000.0,1.562,
1.349,1.412,61159000.0,27226000.0,-33933000.0,106.831,-0.5243432709344427
1.48,1.602,27962000.0,7634000.0,-20328000.0,42.04,-0.19535288397563846
4.483,5.347,84225000.0,56828000.0,-27397000.0,82.252,-1.0533652152959276
3.502,3.677,73216000.0,17917000.0,-55299000.0,23.625,-0.13446658411197418
0.064,0.252,206579.0,50994684.0,50788105.0,,-4.03187378255356
1.859,2.14,20728000.0,73469800.0,52741800.0,6456.046,-2.61681863513321
1.065,1.308,3022396.0,0.0,-3022396.0,,-0.0
1.024,1.651,12673000.0,5741000.0,-6932000.0,29.967,-0.3809555408095554
0.095,0.223,10558135.0,342944448.0,332386313.0,774.45,9.372939204538746
0.621,1.641,2777000.0,47563000.0,44786000.0,60.755,6.683012505269074
0.39,1.143,485736000.0,195202000.0,-290534000.0,51.658,13.65168283940904
,,,,,,
0.468,0.511,6704000.0,5168000.0,-1536000.0,3.835,-0.44223857607393463
44.452,44.453,208767.0,22653644.0,22444877.0,52.165,
1.416,1.543,44397000.0,92221000.0,47824000.0,,-0.5355023401117215
10.145,10.59,32910000.0,919000.0,-31991000.0,2.819,-0.0586845466155811
,,55758000.0,8602000.0,-47156000.0,,
0.003,0.008,8026.0,2243836.0,2235810.0,,-0.5544692150721876
0.759,0.929,5631247.0,139837472.0,134206225.0,463.398,-11.611400003603718
4.422,4.422,,43966656.0,,65.242,
3.235,4.299,2139516.0,15405073.0,13265557.0,45.257,-2.4954421342028
1.24,1.995,20003648.0,7929711.0,-12073937.0,22.081,-0.41141250063037127
1.005,1.622,34261000.0,42026000.0,7765000.0,27.511,2.8909678750773886
3.079,4.096,47996740.0,599112.0,-47397628.0,1.05,-0.011741608416442109
0.082,0.092,2789038.0,36812832.0,34023794.0,66.612,-10.540937266633986
0.109,0.134,2459540.0,23763202.0,21303662.0,,-2.519139007310985
0.027,0.068,52601.0,875000.0,822399.0,,
4.579,4.714,90605000.0,8936000.0,-81669000.0,10.257,-0.33438108067654543
1.471,1.941,187035.0,1525433.0,1338398.0,99.923,1.198650820155191
,2.727,1774995.0,79122.0,-1695873.0,1.852,
2.148,2.305,41779000.0,49903000.0,8124000.0,31.378,1.291522407886602
0.721,1.181,5383000.0,2370000.0,-3013000.0,81.979,-0.1524704065877509
,,8386000.0,0.0,-8386000.0,,
0.631,1.285,6215000.0,448214016.0,441999016.0,311.725,21.36590790351797
1.008,2.762,4261980.0,201998.0,-4059982.0,1.51,-0.18266872608101167
2.002,2.102,31942000.0,29930000.0,-2012000.0,,-0.7429933222451158
0.016,0.017,1521.0,1657122.0,1655601.0,,
2.44,2.643,40956000.0,40621000.0,-335000.0,193.775,-2.1758530183727034
0.364,1.332,10049000.0,21678000.0,11629000.0,201.394,-0.9670770877944326
0.003,0.003,1893.0,548169.0,546276.0,,
1.349,1.39,11034000.0,15475000.0,4441000.0,105.423,-4.320212171970966
0.028,0.128,,24114672.0,,39.443,
6.59,7.113,9196000.0,35000.0,-9161000.0,0.5,-0.003022713533120304
1.616,1.968,18942000.0,47677000.0,28735000.0,60.917,0.004002770526725102
0.889,0.985,6502000.0,1750000.0,-4752000.0,50.244,-0.11489724903158033
,,,,,,
0.181,0.276,859848.0,1901310.0,1041462.0,,2.0889223862788637
0.437,1.022,3934000128.0,9948999680.0,6014999552.0,962.186,-3.4617258605083197
2.792,3.326,1950876.0,974042.0,-976834.0,22.295,0.2989773818322901
1.276,2.252,3471000.0,3668000.0,197000.0,60.528,-0.5934314835787089
0.573,0.704,145564000.0,213432992.0,67868992.0,,-18.616048146532926
5.115,5.302,77596000.0,37146000.0,-40450000.0,89.586,-0.5211498800454565
0.254,0.528,78522.0,6533452.0,6454930.0,150.646,-1.1946717631901254
,,,,,,
3.755,4.107,7513038.0,16081235.0,8568197.0,34.078,3.3136285794176414
1.157,1.565,3201000.0,2480000.0,-721000.0,24.872,0.9110947832476121
0.385,0.836,797730.0,3206027.0,2408297.0,250.487,-0.46496626194928575
7.509,10.321,13044709.0,2602839.0,-10441870.0,8.483,-1.8683737897529547
,,67239.0,0.0,-67239.0,,
0.001,0.465,522.0,0.0,-522.0,,
0.033,0.033,89569.0,578949.0,489380.0,,
0.104,0.319,419942.0,24642672.0,24222730.0,2722.18,-0.6217627687242832
0.004,0.004,72.0,2901536.0,2901464.0,,
1.304,2.44,12865088.0,46723420.0,33858332.0,25.095,8.930187558437607
0.136,0.275,21926.0,232983.0,211057.0,38.214,-0.5798077784524722
2.639,2.988,1019796.0,0.0,-1019796.0,,
4.579,4.714,90605000.0,8936000.0,-81669000.0,10.257,-0.33438108067654543
7.153,13.414,22363224.0,0.0,-22363224.0,,-0.0
2.481,3.349,7105085.0,6293583.0,-811502.0,22.785,1.304124925791121
0.685,1.915,33183000.0,68027000.0,34844000.0,25.615,1.8624267644965231
2.61,2.72,48267000.0,5258000.0,-43009000.0,7.26,-0.7949803447233141
0.841,1.797,9945000.0,139580000.0,129635000.0,182.469,4.274252817246448
7.317,7.479,124963000.0,15358000.0,-109605000.0,11.515,-0.12838668149101762
,,25686000.0,75792000.0,50106000.0,,
0.069,0.071,,1313924.0,,,-0.24518228136462095
0.62,0.907,1764656.0,285593.0,-1479063.0,6.661,0.0764796537978997
9.948,10.199,3747643.0,0.0,-3747643.0,,
