P/E (TTM),P/E (FWD),P/S (TTM),P/B,PEG R
25.350182,20.0057,3.741132,6.076497,-186.9691588785047
27.547392,28.645628,4.647741,6.7574916,93.6131633986928
16.567669,18.061476,4.9404464,4.6622586,25.98773525179856
11.865853,8.572687,0.13449082,3.402098,
18.757202,19.478634,2.07164,1.6184356,-190.967
22.426899,26.267122,0.26520726,0.90679085,60.523322580645164
36.49903,32.037354,4.8756647,5.755681,161.80481818181818
,72.09371,12.006607,1.6020693,
103.25823,,4.6479473,13.256913,
198.5294,,0.47197166,-1.9815059,
15.576505,11.986608,0.88083905,1.9740107,43.74674452554744
18.218182,,6.455633,2.121533,
10.602739,,0.013971459,0.006677445,
,-13.0,10795.181,5.396679,
19.10707,,0.011641194,0.01162017,
197.0588,,0.4693488,-1.966828,
10.424658,,0.013891306,0.006565292,
10.350975,20.086487,11.50202,1.4241368,-36.654173357664234
,145.62401,20.084286,23.662321,
27.127272,8.243094,0.12126833,1.0220579,
130.5597,38.877777,6.716618,8.712215,-316.07948780487806
23.971802,25.574371,6.206422,6.2091355,56.70592239467849
21.755594,18.067657,1.2389257,2.7449143,93.13225257731959
30.134617,69.64445,4.9809737,10.685305,4.663794950780152
38.610207,,10.14649,15.360028,
28.730993,21.45415,5.2219143,3.0389066,
27.329897,,6.338836,3.834804,
16.086206,19.040815,2.2207398,1.4904152,12.660116356382977
16.24138,,2.220737,3.0095847,
,10.102565,0.902379,1.0323529,
196.47057,,0.46064922,-1.9609569,
16.0,11.177034,1.1041999,6.6495876,-13.832962871287128
13.075757,,0.32481527,0.3790491,
18.959183,,0.011383812,0.0011413763,
,8.292517,0.0682567,1.4683208,
29.740385,16.452127,4.915811,5.272758,1.1017295252126165
,,0.37402493,0.65024114,
8.423078,8.644737,2.0680888,0.97427154,-38.59257589285714
27.45366,27.320389,0.26382273,2.2695377,
407.54547,121.16216,6.4354496,17.614931,
27.678284,23.463634,9.457585,2.244494,384.64973770491804
19.916294,16.994898,0.90386677,2.1418984,-142.81426890756302
18.610577,22.770588,4.673016,5.142136,-145.9653076923077
17.490908,,6.208211,1.0184205,
38.986958,17.377907,3.719274,1.3805153,755.5611739130435
15.96,24.9375,0.88293505,1.8851879,519.53125
137.23914,116.9074,7.1531334,12.59577,159.9280437756498
16.599998,,2.3832264,2.0113084,
28.985292,17.213974,0.5796763,3.3568933,75.8324845814978
11.054237,13.256098,0.9196951,0.83207875,
222.49998,,0.44986507,-2.2207544,
17.61699,3.035696,1.4783118,6.300165,18.738864197530866
14.721394,0.16491112,0.8720261,3.4951572,3.435648333333333
16.537617,14.563148,0.4618846,2.1561916,-138.6966476190476
10.205128,8.725127,0.90714675,0.7629693,178.06381632653063
,,0.040797316,4.073296,
41.29825,24.268042,1.3145278,0.617216,33.51939502762431
,-3.013793,3.3143852,1.085175,
23.761824,13.7105255,2.5717957,2.6059651,40.08925584795321
24.272726,,2.9490097,3.5919282,
197.99998,,0.4415501,-1.9762218,
8.21,,0.00020137677,5.7220317e-05,
12.242857,10.757772,0.68087673,1.6040678,-27.23486582278481
13.740618,18.224558,0.29712847,2.822318,-43.80903365384615
42.56604,-2256.0,2.7471418,2.0233183,
17.286345,6.2683706,1.1266903,0.9718405,-88.28690985915493
10.457593,,0.89371634,0.78184444,
44.761906,,6.9339094,10.678784,
56.44681,,8.507933,6.7326484,
51.361702,,,3.063063,
19.986073,17.628992,2.6527169,5.446747,1958.776888888889
32.13333,5.5722547,20.246529,1.1525586,
14.413355,17.105661,2.4721384,3.4408686,29.800803135888508
15.229629,14.082191,0.38380313,1.9953415,56.328764
27.484474,,5.2721057,0.6923258,
360.2941,,0.43330902,-3.5960662,
6.8579235,,1.1868987,0.7055847,
55.64557,95.565216,4.934518,17.640448,48.289649317837295
,-172.28206,,14.241204,
,93.13415,0.82463455,-3.6061008,
16.925531,11.1258745,0.14751406,0.21600999,34.87734952978057
30.21156,25.0262,2.8948762,4.9945016,278.06888888888886
24.844292,24.930555,2.1949427,5.676338,114.36034403669724
27.810558,,5.2364807,0.70053977,
,38.95082,0.3511887,0.69033647,
,16.244898,0.5181006,1.4848899,80.42028712871286
22.505493,6.2060604,0.00035901112,0.00026577426,
40.03521,12.633333,1.6689184,1.4267787,-46.446077205882354
19.79235,15.747827,0.5727956,3.3150287,-22.464803138373753
13.420833,,0.28952625,0.27589336,
32.122448,,0.015112475,0.03389597,
13.541339,12.20763,0.7474147,-27.626507,381.4884375
44.283585,24.828453,6.155804,7.98905,18.625996249062265
197.0588,,0.4267892,-1.966828,
66.5,66.5,7.657843,7.5707016,
36.471832,71.93056,1.6578615,1.2997867,-264.4505882352941
11.193182,12.351097,1.1296177,1.5592846,9.399617199391171
25.54393,24.480608,2.140704,5.3123655,461.8982641509434
30.603977,27.563519,2.1160402,4.803315,153.13066111111112
,53.547943,1.8368255,1.0351402,
361.76468,,0.42507526,-3.610744,
14.329866,12.623037,4.727434,1.1121875,57.37744090909091
352.94116,,0.4242664,-3.5226772,
16.659575,11.02817,0.14519611,0.21261574,34.571065830721004
,-524.22906,5.0059233,6.796469,
17.44959,18.946745,3.131957,5.2435927,77.65059426229509
22.483053,9.647273,1.0983922,2.6181781,-42.312600877192985
,53.454544,7.882036,7.97829,
30.906738,28.677887,3.6491416,5.023581,112.4623019607843
21.713333,9.551319,0.94964236,2.5078924,-19.102638
48.73105,49.174866,11.220037,21.242428,221.5084054054054
309.2647,,0.42130494,-3.086746,
11.825203,10.153578,3.8889613,1.073709,21.466338266384778
4.6166134,,0.009426968,0.005649797,
4.8553057,,0.009403373,0.00590394,
352.94116,,0.41953033,-3.5226772,
17.532389,12.320057,2.0730696,2.7191386,87.37629078014186
24.766747,17.14621,2.3103423,3.6975296,-124.24789855072463
,-16.415033,40.720654,-5.3704696,
117.27907,51.723076,9.667498,205.41751,300.7155581395349
,57.107143,8.897673,8.737704,
134.5,11.695652,3.6539223,6.2923975,4.385321334833146
29.149254,29.816795,9.694564,1.0625103,96.80777597402597
310.2941,,0.41627282,-3.0970204,
318.38232,,0.4161991,-3.1777482,
312.49997,,0.4159564,-3.1190372,
16.784092,17.17442,2.7121959,2.7220788,228.9922666666667
308.82352,,0.4153897,-3.0823424,
38.12467,13.483114,1.6300107,1.4245079,50.6883984962406
348.97055,,0.41442528,-3.483047,
338.08823,,0.41341168,-3.3744311,
20.065361,14.27907,1.9474263,1.3021717,
14.383561,12.727273,1.0059152,1.982566,52.59203719008265
16.306818,16.686047,2.688929,2.6446738,222.48062666666667
310.2941,,0.41194737,-3.0970204,
,137.964,11.525218,6.475905,
44.7625,23.873335,2.046282,5.401207,69.3992296511628
8.522189,6.722287,0.2246214,2.0275455,-82.99119753086418
309.5588,,0.40570298,-3.0896814,
26.513088,27.080214,4.594803,3.537795,36.894024523160766
,22.645454,1.5389107,2.864865,-31.89500563380282
,42.902176,1.8604804,1.1603193,
23.737516,14.87042,1.8276356,2.5268018,-181.34658536585366
24.290155,23.716696,2.5661094,3.427318,96.40933333333334
8.041666,7.174721,0.7955699,1.0314237,
9.976924,6.389163,0.7675605,2.7409132,
,-54.25,1.5275571,1.9394354,
77.924995,119.88462,7.7437344,33.552204,
13.1522455,11.795677,0.8815722,3.7355733,44.34465037593984
22.225807,10.936508,1.498119,0.84859186,
41.48775,29.568253,4.4852514,5.6780567,179.20153333333332
,31.050251,10.149077,7.28398,39.910348329048844
24.40244,22.483147,8.369402,3.2433748,-184.2880901639344
339.70587,,0.3967848,-3.3905768,
,-29.161175,17.600004,12.997351,
18.502056,19.893805,2.8162227,1.9493583,497.345125
39.4717,8.978541,0.6448175,1.5285693,-39.037134782608696
29.129969,30.234114,3.9583905,4.7815514,129.20561538461538
16.037233,,0.7030347,1.0964434,
47.745533,36.62671,7.7229905,-56.557373,157.87375
10.703022,9.060066,2.8806214,1.3017212,49.508557377049186
,-51.04701,2.792298,2.7015717,
63.04792,35.05151,1.6558864,7.1658373,118.41726351351352
67.175,32.373497,1.5994974,3.5759916,3.524988784843206
114.26301,,1.7931088,1.1346872,
,-376.60712,40.42452,32.586525,
,,18.040297,3.0093853,
53.21703,69.29783,13.290594,-12.975536,2235.4138709677422
6.857143,,2.353704,0.79813766,
29.558825,,0.04099914,0.10086716,
36.390427,16.5911,2.0881736,2.6492553,41.89671717171717
,,17.871916,3.0858438,
9.45,13.412904,3.3827195,2.5063293,10.130592145015104
18.212872,14.834678,2.565509,-38.523563,2119.2397142857144
8.091029,10.3597975,8.40291,0.84649146,10.69122549019608
225.60527,46.34054,8.03372,7.412884,-52.12659167604049
,-137.29411,3.0059745,3.5770113,
8.112138,6.9401813,8.394554,0.8486998,7.162209803921569
22.429651,,,1.8348554,
10.516588,,0.3940629,2.1028194,
10.1848345,,0.39403194,1.0182421,
4.1096344,,0.40464967,0.1373048,
13.7740965,12.66759,0.84551835,1.9739001,54.135
13.0453005,12.479958,4.4867167,1.2710481,34.475022099447514
42.247932,15.875776,5.2180967,14.005479,4.699756068679692
12.37769,,1.5383236,2.9185123,
35.37365,33.97925,12.904729,2.5292256,641.117924528302
41.685566,40.435,1.8931593,3.7940419,351.60869565217394
16.431303,11.300739,3.0645924,2.2911737,16.569998533724338
28.807692,,1.167353,0.9850078,
19.875,18.606382,1.9378406,1.2821641,
15.991713,15.355437,0.3029874,1.3865536,36.3012695035461
27.254902,,1.1665703,1.8279852,
17.284313,,1.1665697,1.1592582,
16.128674,,3.058539,2.2489753,
15.360595,14.652482,5.5264516,8.530141,57.686937007874015
8.148148,,0.32856986,0.3121453,
10.215264,,1.5233186,2.4086378,
28.595743,27.151514,1.8225935,1.7559446,142.90270526315788
19.764706,9.0,1.1585251,1.325618,1.2
12.188447,12.606269,3.4740756,1.3486668,63.66802525252525
,14.71246,0.32072818,0.92814666,37.821233933161956
24.712374,18.518797,2.3616588,5.891405,-38.74225313807531
12.848369,12.215329,2.6760385,1.2653825,-259.9006170212766
12.534751,12.869416,2.666094,3.7391045,0.0747973985365315
13.207548,,0.0009771468,0.00510761,
12.435644,11.115045,1.2845633,1.3619605,-32.50013157894737
13.304763,,0.00097504974,0.01019333,
27.205881,,0.80894643,5.004734,
,48.68817,,-16.284842,
10.234177,9.682635,0.5066949,0.3826132,45.03551162790698
60.030304,50.535713,12.722332,5.8519435,2021.42852
,,,-17.982378,
,49.935482,,-16.702032,
51.182575,,4.7162285,1.2770473,
56.565655,,0.60562104,4.348501,
18.642105,17.534653,6.918602,4.067524,38.62258370044052
12.356363,,0.6328195,0.088906325,
117.391304,24.657534,6.940944,4.359761,
18.510157,25.753262,1.162618,3.9373496,-495.25503846153845
18.53125,,1.1626071,3.9418364,
20.068182,,0.011981381,0.016561849,
30.18784,44.342903,3.955871,9.591541,115.77781462140992
9.500001,6.9308176,0.00047307022,0.0004188252,-9.290640214477213
22.931036,,0.01682359,0.0179781,
1.732974,,,0.11105171,
267.52173,58.047173,17.238388,12.239904,-66.33962628571429
12.773809,10.8934,4.4405575,1.0649066,-122.39775280898877
6.2994523,,6.785652,0.57801855,
35.26009,20.213366,1.2564815,3.3377194,-102.08770707070707
16.386728,14.795454,7.106248,25.312832,17.468068476977567
24.114754,22.780973,1.6381605,2.7787673,-312.06812328767126
28.672592,28.29532,5.3613033,10.007238,83.2215294117647
9.167567,7.1864405,0.07889884,0.21575685,-43.291810240963855
24.382278,31.371336,6.7464542,2.689322,89.88921489971347
83.5,16.576296,0.82079947,2.0025055,
28.708813,27.958954,12.054551,8.591412,-213.42712977099234
14.964286,6.222772,0.15288572,-2.1432226,-62.22772
72.98654,16.814049,1.6024389,5.9699955,-18.84983071748879
,,1518.7424,34.044224,
21.932476,13.117308,0.6475918,2.4134881,-104.938464
24.752293,27.814432,6.227587,2.7967243,137.01690640394088
104.78823,14.944631,2.2603512,2.4048276,0.24122919356921488
14.929953,16.096355,4.932246,2.2696729,142.44561946902652
41.27077,36.25135,3.5166235,4.759252,1342.6425925925928
44.07143,40.681316,12.458414,1.4928322,-235.15211560693646
19.761906,14.821429,1.2651709,3.9269493,4.920793160690571
317.3784,31.823849,4.989883,7.223794,
12.464844,11.4887495,1.1197444,1.9555092,33.10878818443805
,41.940536,5.520449,8.831094,
23.449614,17.690058,3.1110108,1.9020371,3.22929134720701
48.983406,,4.5425987,1.2221762,
21.551725,14.880953,1.1734143,1.3414897,-69.21373488372093
19.339394,7.6891565,1.5711172,2.0693903,-8.757581435079727
13.587729,14.66086,3.9042277,2.0022843,180.99827160493825
17.375,11.27027,2.4225183,5.709922,6.965556242274412
10.8519745,,0.9726706,0.24879336,
,-9.92437,347.1285,1.8540032,
,-4.4675326,0.00014954606,-4.5286426e-05,
11.553398,11.923848,2.8731627,1.362897,46.760188235294116
20.061907,20.55122,8.889424,1.8175935,-277.7191891891892
13.202134,11.331358,0.2887387,3.2111337,-38.542034013605445
,-10.0,0.5120284,0.40080452,
14.5685625,,2.042944,2.9213333,
26.572817,,0.9526362,0.20641026,
9.217392,10.392158,0.52166736,2.3873875,42.590811475409836
13.996134,19.38791,1.2004863,4.1231074,1140.465294117647
16.67839,11.175083,2.824191,1.9181645,1.5189728150061166
115.077644,,4.180519,2.8987718,
9.140612,8.763652,0.21260141,1.1334643,34.50256692913386
9.7627735,10.940696,2.4883063,1.2093128,40.075809523809525
32.36296,9.963511,3.6164808,2.653427,
66.46715,24.677505,6.334929,3.7179484,29.100831367924528
11.164233,8.450276,0.56034404,1.2075635,126.1235223880597
3.1519418,,0.3961728,0.0002816525,
24.005087,22.302599,3.4522934,4.0658536,323.2260724637681
33.364662,18.451143,2.1736119,9.710065,-41.46324269662921
99.11797,45.238457,7.4497466,21.52898,168.80021268656714
15.040172,,1.7601655,0.97223276,
,31.086208,3.6381323,7.514066,14.499164179104476
27.142199,18.417921,2.419737,3.2045834,-60.785217821782176
54.411766,,6.12364,15.395285,
21.322834,,0.0144758625,0.015852815,
57.059326,134.66,7.2045045,10.400063,-2009.8507462686566
29.661087,29.23299,1.9345114,4.201262,93.99675241157557
14.790698,12.904347,1.5740407,2.9993937,108.43989075630252
20.569567,10.951388,1.5790751,2.0516045,-19.591033989266545
9.515385,8.597741,1.2402451,1.3754379,64.64466917293232
8.187611,15.788395,1.3786222,2.1846516,1.9844639265962793
13.244276,,1.9951067,2.327141,
16.49004,11.136323,0.7220934,0.9314101,-227.2718979591837
6.786311,5.2655444,0.42728028,0.90003324,-20.649193725490193
,-18.114458,0.10147082,-0.3201184,
28.311476,25.969925,20.603476,2.090293,6.49248125
20.178087,,1.5667233,0.20125587,
17.374233,11.0625,3.017397,-5.8009014,34.14351851851852
,-22.612545,9.219995,-24.971476,
6.959906,9.250784,0.597995,1.2454104,1.9954236410698876
21.864,10.9759035,1.1807147,4.379808,-223.9980306122449
,15.033073,1.8878852,2.2678447,-38.44775703324808
34.763233,33.458447,3.8422108,6.010692,194.5258546511628
33.188606,28.071733,1.5188599,5.5399666,64.53271954022988
9.284107,7.5873566,0.8162891,1.2984893,-19.914321784776902
33.38389,28.75102,11.741383,6.1719093,47.443927392739276
20.990782,10.58072,0.9158885,2.824631,-75.57657142857141
25.701532,24.466095,2.9602635,1.0820403,
22.794937,16.252708,2.3657439,10.774201,69.75411158798282
8.930863,-278.23077,3.9954062,1.4147695,-14.221568697607852
,20.09756,4.5323133,3.158298,
15.861728,31.010845,2.7073555,4.6682057,1824.1673529411764
6.386427,6.476124,0.0013272829,0.010960148,-9.902330275229358
29.175,18.52381,5.1386213,2.65167,0.620438437834941
19.529562,16.551197,1.6492414,5.094213,-2364.456714285714
,7.2508144,0.8751702,0.6621059,-30.723789830508476
18.416666,10.096446,21.887691,1.0580913,17.437730569948187
2.9141977,,0.94595385,0.5117905,
63.375004,40.56,10.444789,11.753602,-431.48936170212767
18.407408,11.596667,1.0198045,1.534086,
14.315109,,1.6753106,0.92536294,
44.868683,33.14925,4.6113405,4.7604756,309.80607476635515
15.991685,14.345394,0.4326599,11.484025,224.14678125
14.168137,,1.6581103,0.9158623,
7.1384077,7.5018177,0.75286865,1.2534176,51.736673793103456
16.678677,13.558279,3.2190883,4.9542427,-294.74519565217395
15.354894,13.266176,0.58058065,2.3941083,132.66176
22.296932,,2.8685346,0.9378594,
28.19664,23.108816,3.0429606,4.868967,21.33778024007387
,5.5904455,1.7890264,1.97199,
8.728507,,,,
19.597015,,0.15887631,0.37154418,
490.8889,69.03125,9.071339,9.023693,
9.334836,,0.0033863562,0.0079298215,
33.544098,32.7878,9.0056095,6.634107,63.29691119691119
,26.56561,5.3720727,29.95408,
,19.16381,2.6806858,1.6607074,-20.584113856068743
34.642857,,1.5752112,0.88422966,
9.868721,9.520925,2.2589574,13.869725,8.137542735042736
32.99663,25.925926,4.35014,6.3578568,-82.56664331210192
29.418709,22.274874,2.442264,10.799166,232.0299375
14.764822,7.569402,0.9099764,1.5549357,-49.473215686274514
13.053268,18.69711,0.79791635,3.6804495,16.25835652173913
9.317881,8.27647,4.1066904,0.9359409,-58.69836879432624
17.696028,14.410688,2.5391157,6.905243,200.14844444444446
33.751392,20.292248,1.761362,4.6970735,
59.36111,44.520836,7.719827,4.7647715,311.3345174825175
12.285904,12.108781,3.9531054,1.1064141,5.6982498823529415
,223.57895,3.3432527,2.8878314,73.01729261920313
20.323528,,0.0028548925,0.005861257,
21.367647,,0.0028548795,0.012324756,
,,0.5502675,0.10756337,
35.642857,,1.5437464,1.8195076,
13.603762,,1.592061,0.87937975,
26.875,,11.48006,25.246595,
44.72414,8.603648,0.32827213,1.7297946,-9.413181619256017
12.169015,10.8,1.4006449,1.9503387,12.013348164627365
38.65043,28.457808,2.7182136,7.00109,355.7226
44.964542,18.192253,3.7773285,-60.23753,41.25227437641723
30.103449,23.09524,3.5805593,6.6580234,53.83505827505828
24.731707,22.533333,0.46686146,5.696629,5.898778272251309
42.69231,,3.1987832,13.965777,
12.989063,,3.3528323,1.3762472,
31.45623,22.703526,8.339447,5.043457,206.39569090909092
26.878227,19.118109,5.1831827,2.678532,95.59054499999999
25.625,,11.287118,2.4072335,
30.068611,33.137997,4.532108,25.44267,249.1578721804511
17.29,,0.0045258263,0.009367948,
41.882355,20.34286,0.93352634,0.9730321,30.227132243684995
39.960655,29.87255,2.484121,4.980182,71.46543062200958
12.873633,,3.302452,1.3640168,
11.508065,,16.572273,-0.88157165,
870.5,93.26785,17.61137,19.11786,115.00351418002465
18.132492,12.550219,1.5346622,2.9484482,-57.83511059907834
,-11.560161,7.299688,10.895918,
7.962162,10.432012,8.192771,0.85799164,1.0266717842732016
10.629893,9.190769,4.9176507,1.0927783,-28.02063719512195
11.613122,9.986382,1.8281065,77.30422,46.233250000000005
158.71739,108.970146,15.131156,6.0559063,114.94741139240507
22.21441,21.680962,3.7733555,2.0090919,747.6193793103448
9.484556,10.6342,3.0452375,1.3420564,
,-9.007407,,3.6549444,
10.331532,8.262248,2.4704623,2.0491014,6.017660597232338
20.154545,14.682119,0.38503498,0.63829786,-53.00403971119133
4.2532897,,,,
,,43.524475,-0.024428546,
23.52036,15.896025,1.4631826,3.0527985,125.16555118110236
24.438866,20.804832,2.4816198,3.2825973,-108.3585
14.05,,0.0044256784,0.007612474,
28.015749,40.43182,8.44709,1.9282464,-219.73815217391305
12.107883,,1.2086964,2.8220503,
12.932203,8.541044,0.7853086,2.112988,-18.896115044247786
,,62.59157,-0.0007582723,
18.290865,24.54516,1.2577022,18.257948,28.540883720930232
18.258064,,0.012526731,0.0066268044,
24.170732,31.16352,9.654036,2.4803524,415.5136
27.153847,,6.3510823,0.6625375,
,-38.082397,43.21278,-546.6666,
19.288889,,2.110936,1.5213125,
,67.2191,9.987629,3.2645767,42.011937499999995
11.265559,,1.1987565,2.6257253,
3.4200177,,10.49434,0.4606252,
12.637561,12.429412,3.2388685,1.1408302,-90.06820289855071
37.598583,20.313278,0.51339483,2.4580274,-34.429284745762715
226.76315,70.560585,15.634952,54.641724,
24.352354,21.049324,3.6557734,5.3495665,-160.68186259541983
12.894737,12.914729,1.658342,4.815029,51.2489246031746
25.169619,12.6649685,1.7848029,2.6169355,7.0833157158836695
18.349184,53.527954,7.4737535,6.1541023,148.2768808864266
27.408205,26.229908,10.076383,3.890383,92.35883098591549
15.083334,12.714876,1.2820281,2.9425266,-706.3820000000001
64.411766,22.346937,2.7636626,1.8546748,13.486383222691611
21.475409,,1.7778858,36.2379,
734.1539,4.610628,1.1654172,0.67985445,-14.498830188679246
7.2761607,,0.86687815,0.5696832,
20.307693,20.952381,1.3750151,11.018364,24.477080607476633
,5.838678,0.9031951,0.7208149,
1.6979728,13.324676,0.40671185,1.1205155,0.9338853378188954
15.490566,19.192207,1.1662538,2.7229512,24.448671337579615
,-1540.2001,1.7900851,1.4397622,-1869.1748786407768
23.394642,18.243874,2.6341908,5.500121,-78.63738793103448
20.378824,18.272154,4.5671344,11.699311,326.28846428571427
201.76924,,15.45352,16.632847,
68.82248,26.986078,4.914313,8.198929,-95.02140140845071
55.05442,27.62116,5.2425923,7.921112,-40.26408163265306
15.902255,11.685083,2.5497208,1.3852955,67.54383236994221
16.55598,13.104733,1.7170004,1.8463132,-198.5565606060606
35.527473,11.343861,1.0103745,1.290387,42.0143
7.143204,12.879649,2.289733,0.7998913,4.140035036965606
35.252872,28.137613,5.8254466,6.649322,-244.67489565217392
12.620028,,1.4769337,0.8157888,
42.7093,,5.9802604,2.4257033,
,-53.029846,8.229788,6.3322043,
,188.7742,11.017041,19.199474,
5.8111115,,0.1609128,0.27324975,
228.46155,47.67255,10.790443,-0.9782931,-429.48243243243246
25.03667,,2.0024784,8.326685,
7.6092486,7.0850377,0.77419186,1.0757538,221.407428125
84.04348,61.042107,2.6545107,7.607241,180.06521238938052
12.758122,12.313589,3.7169566,1.1452088,-223.88343636363638
9.384616,6.4210525,1.7652174,0.9597231,27.5581652360515
534.8421,97.71155,3.7477345,4.1513133,-293.42807807807804
21.748236,16.836067,2.235041,3.7141366,-25.743221712538226
14.970874,10.28,5.3275013,3.0270908,-14.438202247191011
68.73913,15.969697,1.0514657,8.872054,1.8436500808127452
,-2.375,6.9123425,2.6658163,
12.733371,,,1.4002091,
12.263636,11.609294,5.2189603,0.84560895,53.49905069124424
Infinity,23.975609,6.421351,2.9860268,-71.99882582582582
14.036158,9.79653,0.22447388,1.0100337,12.463778625954198
15.597484,12.7835045,0.7941547,4.297721,-44.233579584775086
12.25,36.981136,11.581908,2.865497,
9.029509,9.906475,5.209872,1.245534,190.50913461538462
10.77,4.4019074,0.3906487,0.5283729,
13.636364,,0.122239426,0.06773232,
22.508196,10.17037,0.47094706,1.6060358,-59.825705882352935
187.7,11.980852,0.8206697,1.5413462,-42.1860985915493
14.354068,,1.1218876,1.4167651,
19.542858,10.721004,3.4576304,3.6209636,21.187754940711464
31.141027,15.373418,1.844877,1.9128997,-99.18334193548387
13.333333,,0.26206017,0.92807424,
14.566666,11.972602,0.26184472,1.0139211,55.17328110599078
40.08772,38.083332,5.447323,4.4628906,86.75018678815489
50.741932,24.2,2.196973,-5.5730734,-63.02083333333333
65.0,43.07229,6.159425,1.9620218,
27.754902,29.185566,2.2053921,2.169681,126.34444155844156
11.469038,12.689505,0.9720005,1.9432756,4.422971418612757
7.908602,8.357955,0.84736973,-4.298656,28.920259515570937
,,,897.1429,
10.707789,13.224015,1.1681505,2.75256,-97.23540441176469
16.008064,9.303367,3.0554483,1.9079534,38.60318257261411
16.076044,13.379746,2.0393488,5.172498,35.396153439153444
58.030163,25.061123,2.736946,2.3853168,94.9284962121212
26.15126,24.503939,12.286642,1.610016,275.3251573033708
9.048104,8.943804,4.8722,1.0893105,894.3804
20.76,,1.7419629,0.5937083,
50.010868,35.57474,1.3320377,3.7670915,408.9050574712644
21.33846,17.512627,1.8161302,2.8751476,72.6665020746888
29.284195,19.6422,1.645822,3.125294,261.896
4.2222223,13.571428,0.15109092,0.1985371,-137.08513131313128
11.75779,,1.3760251,0.76005167,
20.409555,24.408163,3.0821962,17.24834,41.0911835016835
,167.1579,6.9074364,8.453553,
11.659807,,1.3645582,0.7537179,
,-9.474748,,3.574695,
25.242424,15.425926,2.4267545,2.2991993,-31.417364562118127
25.386362,28.494896,0.8706872,3.931299,41.17759537572255
18.896082,17.578447,0.76064044,1.5077207,104.63361309523809
8.311346,,5.7253766,0.86954117,
,-40.285717,4.924975,1.2348562,
3.759417,,,1.0443177,
15.485876,13.0523815,2.52273,2.4760616,84.20891290322581
Infinity,,4.8977905e-05,0.00032363497,
,7.2477064,3.1521494,1.1331038,-7.735012166488794
,151.77272,1.5452121,97.63158,
102.39216,16.167183,0.47132227,2.032856,-56.13605208333334
22.552382,19.330612,2.4412124,7.3706326,-60.78808805031446
29.149483,20.196428,2.9334886,1.8794243,-34.52380854700855
,49.371433,5.594517,5.586809,
290.9091,-53.333332,0.5445571,0.25493538,
Infinity,,45744.414,,
13.428572,,0.10015618,0.10692754,
23.777302,16.748114,0.73504126,2.579626,43.501594805194806
115.571434,10.245305,0.46574095,1.3247094,
9.049999,15.73913,0.09215382,0.34417188,-69.95168888888888
24.0,,0.6567887,1.4375788,
44.769234,24.765959,3.035331,9.09375,77.88037421383648
45.738464,,4.1076813,1.8951998,
10.797698,17.007772,10.516305,2.0322561,111.89323684210527
43.015385,90.19354,4.0926647,1.7823675,-251.9372625698324
12.283813,,0.23958412,0.01616953,
17.835682,17.112614,3.0323234,3.0297472,34.225228
,-54.23148,11.808227,79.85004,
29.76372,,1.5649639,3.1668155,
24.170618,7.2753205,1.1757838,0.7262888,
,28.310347,0.052064884,0.52841604,
20.039541,18.725863,1.9730011,6.518817,178.34155238095238
17.29514,13.590724,0.8917927,1.8549138,-79.47791812865496
,Infinity,0.25384346,-1.3166006,
,24.75,4.0150714,3.4299214,
,154.40689,22.776402,5.2895317,
10.000001,5.5769234,0.08412358,0.10548523,129.69589302325582
21.496832,9.936146,2.236767,5.9441366,121.17251219512195
6.804699,5.7925,1.6463387,1.0723376,-17.03676470588235
72.97619,45.746265,26.951643,4.469233,
24.906553,23.374716,5.3989716,7.356705,95.79801639344262
12.291747,11.055859,0.2622126,1.8004407,172.747796875
8.33871,387.75,7.1965575,1.1728675,
,-14.739274,535.52454,4.5225315,
19.02459,12.151833,0.9070975,1.3665804,-65.68558378378378
11.538961,11.176101,1.0730942,2.63689,-302.05678378378377
21.881424,33.7561,13.424473,1.4433205,23.474339360222533
,,0.05099262,0.13001223,
,14.6088705,0.9802452,0.8296218,
,49.80645,7.5037365,6.189617,
18.348225,19.415756,3.4164925,2.1384134,27.65777207977208
11.330472,4.6725664,0.40176895,8.985704,-5.9371872935196945
12.27907,11.234043,3.6794782,0.8719586,193.69039655172412
18.95139,15.024721,2.7800152,2.1549275,158.15495789473684
26.935184,21.620945,3.5430183,4.3443255,103.94685096153846
10.57085,,0.3988868,1.6910483,
21.095728,24.931314,2.310195,3.4966285,74.20033928571428
13.0593605,13.42723,5.5941234,1.3807755,73.37284153005464
,-24.645695,531.25574,-715.67303,
8.102273,8.416527,3.7132351,1.0064529,215.80838461538463
9.963269,,,1.6181954,
42.87037,41.155556,6.1778765,2.2555656,164.622224
28.718391,21.446354,3.7561781,2.0137827,-146.89283561643836
65.5177,29.732933,3.4144754,4.4398804,43.72490147058823
,,0.012494309,0.006328448,
8.548754,8.9761915,4.5468845,1.0710227,-208.74863953488375
25.18465,16.256966,0.57891643,1.3228699,86.47322340425531
18.534777,17.106989,6.9541836,-210.01752,-610.9638928571428
16.627285,13.120976,0.73795474,3.6919522,-320.0238048780488
114.96552,,23.886808,0.9421805,
,83.2,6.4024143,3.529162,
28.464684,20.97808,1.1563654,1.4998434,
29.114485,8.160445,1.8106693,1.2979126,12.730803432137284
4.539078,35.170807,1.2887119,2.1447644,17.29995425479587
14.581328,7.5634627,0.23962817,1.079273,581.8048230769231
