P/E (TTM),P/E (FWD),P/S (TTM),P/B,PEG R
1.7011495,-16.0,3.591628,1.2758621,19.9501246882793
,-10.117647,0.7346915,0.6710886,
,9.894737,0.5534697,1.4428242,
12.4827585,,,0.009570187,
23.126469,12.480951,0.21056214,0.997311,-18.54524665676077
10.600387,9.5,3.5879414,1.1733909,57.92682926829268
10.859813,5.9896903,0.5631408,1.0106105,1.9965634333333335
20.375,12.379746,0.73964214,0.3281769,12.137005882352941
,6.2533336,0.22840956,0.70083684,
,9.436782,0.3803278,0.6516735,-17.80524905660377
7.2525597,,,,
,7.1873446,1.0120429,0.73262346,-13.484699061913696
12.831326,,,,
47.40625,-2.6614037,2.6461306,0.87178904,
,,87.71522,0.734415,
35.405407,43.666668,4.0061226,3.4383204,
,7.91358,3.8018706,1.4128277,0.46544994706505116
,17.97,6.364573,10.696429,
17.025156,,,,
25.277779,,11.544881,0.85062635,
,22.791666,0.105960794,0.40170375,-207.19696363636362
28.333332,15.692308,1.1183518,2.6638808,-55.84451245551601
,3.6732674,-4.817389,0.35532996,
,-12.692308,0.10463881,-0.33346808,
,,31348.027,-111.111115,
,,10.821232,,
,-1.171123,32.023796,0.6420405,
9.392157,19.16,1.6342741,1.2346952,7.664
5.736111,-34.416668,0.25334337,2.4819713,-9.61090980173136
,-5.3538465,,5.1026397,
20.301775,45.74667,0.2224969,-6.197616,
2.764486,39.972973,0.0806024,0.080315836,89.02666592427617
,7.4909086,2.7746615,1.1893765,
14.543478,5.1461535,0.090252,0.75853205,
,4.9305553,2.5205383,0.8153422,
6.0643015,3.7933426,1.5344292,1.0827395,-40.3547085106383
,60.15631,4.382428,7.319885,
9.754718,,8.624952,0.97482795,
6.2108784,,7.5900555,1.7221311,
4.45,,,,
15.460318,13.914286,3.3233116,0.8614895,-41.784642642642645
61.5,13.666667,0.7248255,2.1000788,-224.04372131147542
,,0.0015249888,0.06035553,
,8.666667,14.795943,0.6483329,
14.190283,14.914894,3.333509,1.149218,33.441466367713005
,-8.571429,0.38756096,-0.17479973,
,10.875,0.38715893,0.85777664,
,34.291664,0.014456877,0.029579097,
,,5.6365266,12.333333,
7.8436575,12.970732,6.678876,1.2514119,-20.95433279483037
18.10687,4.900826,0.5217618,1.4251382,-25.525135416666668
,-91.25,3.523034,1.222644,
,-6.3351645,,2.2858841,
,-3.7599297,42.03176,-3.820628,
7.820225,3.663158,0.15050258,1.490364,-52.33082857142857
,-4.8633094,,1.9369628,
,9.057143,8.647833,1.0059589,-17.384151631477927
,,7.675021,1.2639719,
71.84616,58.375004,1.8462065,5.5233593,10.929601947200897
,-1.2771536,70.36763,0.87954605,
,69.36364,2.6616654,7.436647,
,34.444443,0.6216995,32.12435,
5.866109,,0.5896602,0.8434098,
13.1890745,11.052817,0.4288257,4.1302633,-51.648677570093454
,12.585185,0.6276744,0.83814317,
,14.533333,1.4872254,1.2528735,
,3.9042554,0.19728273,0.3534624,
,-4.7506022,232.05896,2.2123744,
51.880955,,12.000468,0.85030836,
,-9.837439,1.6729646,1.2709221,19.06480426356589
,-10.401274,5.5333867,6.518962,
,,1213.4598,7.132442,
,15.654762,0.76192886,2.688062,14.671754451733834
,-66.5,2.602731,4.3369565,169.64285714285714
,74.66667,0.61049676,0.5298013,
,-4000.0,2.8743815,2.8121486,
,-1455.0,0.7102852,1.253338,
35.545456,39.1,7.214787,3.95749,34.23817863397549
8.790794,6.62776,0.48661757,0.8787486,-14.408173913043479
50.045456,,12.0944805,0.83157104,
,-2.283688,115.711006,6.9247313,
11.229507,,,,
37.740738,5.095,0.31067246,1.2243181,-9.38305709023941
29.09091,,,,
,-14.919354,384.99573,2.6489117,
,-3.1762872,4.624162,-12.732959,
,-3.375,7.850485,0.8910891,
9.627907,6.054845,2.7805545,0.94176525,38.08078616352201
,352.16666,28.548449,0.8951113,-438.56371108343706
38.38667,6.5135746,0.2848586,1.0773088,-18.504473295454545
,-15.069016,,11.877315,
,-111.75,1.320173,2.4306688,
4.619565,10.897436,0.9328476,1.9477544,29.137529411764707
62.75,26.421053,0.069597796,2.1480532,56.45524145299145
0.5849057,,314.3159,1.0024252,
12.321428,4.5196705,1.4770681,2.7845037,0.13584006071170956
4.52459,-26.666666,,2.269737,
5.6059113,10.942308,0.3463538,0.7150937,
29.339624,22.70073,0.87175196,2.063292,
13.823529,,12.032925,0.91560817,
12.722689,7.49505,3.0633018,0.7742661,-28.498288973384028
,13.928572,1.0412911,1.1327331,-20.127994219653182
17.016666,12.350806,0.62238896,1.0533012,-333.8055675675676
14.407643,5.860104,0.050676405,0.86553913,
13.407407,,5.6524096,0.94099295,
,1.8027638,0.2869346,0.24982592,
9.936,,,,
26.531643,16.56917,2.52007,2.3116796,16.180830078125
,-5.4519773,0.49085474,4.232456,
,-9.186336,,1.625632,
37.333332,,9.624698,0.9180328,
,-46.0,0.757184,0.598604,
,7.2896547,2.4378314,0.7287645,29.99857901234568
30.346458,24.864517,8.460185,3.624906,-299.57249397590357
33.881355,11.488505,1.7782125,4.590126,-14.25372828784119
103.090904,13.446641,0.75243485,1.8757237,9.736887038377986
18.62712,10.466667,0.4187335,3.0732663,-104.66666999999998
,7.7515154,0.23662849,0.58353865,
39.102566,15.09901,0.024119029,0.46526527,
,8.107142,21.302917,14.412699,-34.64590598290598
,151.18181,3.885114,0.95415676,
10.298462,,1.0086954,1.0883845,
30.573643,,5.4745727,3.3131719,
,13.28,1.3769085,1.76878,
18.745764,10.634616,0.41681105,3.0928414,-106.34615999999998
359.0,,0.66347843,8.27189,
,38.772728,0.30566323,0.95477945,
12.441667,-4.537994,,2.067867,
,5.6756754,1.7599773,2.2751896,3.908867355371901
,-33.85,1.7182772,-2.8925443,
14.293334,10.065727,2.1595871,1.0209525,6.639661609498681
16.491804,,,,
25.68889,,12.322854,0.8770865,
23.775,27.17143,1.5556581,1.7225142,3.573307469752762
11.413043,,9.551842,0.9878634,
11.142858,,8.541309,1.0002137,
9.42647,45.785713,0.2679883,2.089309,153.12947491638798
24.408712,32.771587,0.93910795,5.0687175,44.70884993178717
11.932039,-409.6667,13.570241,1.0608546,452.6703867403315
,38.866665,0.6512787,1.3984169,
12.293233,10.582525,2.6432717,1.4267638,32.86498447204969
,,,,
,,855.05475,5.196305,
,3.6086955,0.15340622,0.78972405,
17.68,,14.724582,0.9130345,
,7.0039372,4.6259484,0.4558383,
7.9939394,,,,
,316.00003,43.587624,0.96606547,
,2.8947368,0.24471354,0.6127346,-3.0059572170301143
6.4838705,15.461537,5.658797,1.0829742,
,10.796154,4.6349883,1.0261003,136.66017721518986
,,13.741648,0.92015356,
9.143791,10.440298,2.2282393,2.2066245,44.42680000000001
,-1.5665237,1.43763,0.8769822,
7.0606055,46.6,4.1583533,0.8494349,
38.650795,44.678898,2.4811835,4.3323545,80.35773021582733
,23.285713,0.22291842,0.7270943,
11.717742,,,,
1.7923965,64.12,0.8558459,2.6976693,
,-24.384617,8.607623,4.468985,
,28.681818,1.2039708,1.2930328,
,-36.363636,7.106531,-14.403292,
11.735474,13.656584,2.9175591,1.0715681,26.364061776061778
,-6.8666663,,22.391304,
6.6463413,7.2666664,1.6606944,1.469795,
82.82869,,24.674944,5.374871,
,2.9291139,0.28520447,0.43247485,
,-3.4110672,248.54279,14.726962,
,-2.1627908,3.6115618,0.8550741,
,40.381817,4.9873877,1.9919282,
,,Infinity,1.574074,
9.452631,,0.23052353,1.1049927,
9.790123,10.503311,2.545519,0.936522,29.09504432132964
6.947183,4.895781,0.34958044,0.6429642,-24.978474489795918
18.077778,9.089386,3.3555195,0.9645483,0.21639334349109607
,-156.7143,1.8244945,11.682641,
,37.574467,8.959107,4.293703,
10.470149,9.880281,3.1171937,1.2064666,50.929283505154636
,-7.093023,,5.3321676,
253.125,,,-2025.0,
51.545456,,32.449314,0.9600406,
,-26.666666,1.2513549,0.8902077,
8.658683,,46.714638,0.86405736,
,-1.8432432,2512.7932,-24.890512,
,-96.0,0.6324205,5.4442344,
,-3.4469697,1.368942,1.3948498,
2.809302,14.380953,0.087239265,0.053502936,-29.712712809917356
18.6,13.896552,3.165821,0.8442148,105.27690909090909
,-5.642497,718.5202,1.3810198,
,,2.7540734,1.534018,
11.82,,51.419895,1.9107662,
,8.248407,5.079518,0.89205754,-17.365067368421055
,,10.750104,0.8344164,
31.038097,22.321917,4.020419,2.395619,-32.77814537444934
25.13158,,12.243942,0.86378443,
,6.682635,0.7478006,0.6657917,
,128.89285,4.271491,4.635838,
14.431746,18.257029,4.0515723,1.5569559,53.07275872093023
,-2.5552633,,7.2788606,
15.5,18.282053,0.7044784,1.1168547,91.410265
11.085714,,,,
173.33333,,4.826656,1.3697727,
Infinity,,105.14822,60.02,
,66.833336,2.6024344,1.3506231,
7.461539,,79.601036,0.88350487,
11.894942,11.076087,3.4690557,0.99898696,-27.21397297297297
,55.136086,,0.61750245,
,-4.392857,0.08637936,1.2462007,
,5.37594,0.11262391,0.39732155,1.6129432943294328
3.8621998,,,,
30.09756,,,,
64.0,45.176468,3.116578,1.3636364,
19.435898,2.5782313,8.418788,0.93143284,
,,,,
15.6981125,12.356436,1.1345751,3.2164946,61.78218
6.9130435,,24.441362,17.096775,
15.512423,8.763159,3.014633,1.0103973,3.3043585972850678
25.055555,,11.720124,0.8400857,
,-1.1067961,35.391766,-2.044843,
,5.3529415,1.6067969,0.6896552,
6.090909,3.2183406,0.1860411,0.82364774,-4.201489033942559
3.557252,3.1170568,0.58388,0.9334001,
35.240505,15.818182,0.7150434,2.4227657,124.55261417322835
Infinity,,,4.0277777,
,-3.1449277,12.262762,-10.689656,
17.689922,42.25926,5.1973557,1.510458,48.29629714285714
11.818182,6.941748,0.5037121,1.1742808,-11.765674576271186
,-1.9971832,25.485352,0.7340304,
15.320784,14.574499,0.9838109,1.3165183,251.28446551724136
24.421053,,12.095174,0.8598165,
16.870968,10.67347,0.9480673,1.8628674,67.55360759493671
91.46429,60.976192,15.154103,1.1468877,-84.33774827109266
,6.973404,0.034523405,0.41480777,90.56368831168832
28.305553,,12.703097,0.92284006,
,-25.769232,0.16111869,1.5850484,
8.418605,120.66666,8.868355,1.0268532,
9.834008,10.653509,4.1921744,1.5237439,14.573883720930233
13.15625,13.15625,2.3805382,2.0441854,8.689729194187583
,,1.128896,50.692104,
,-9.38,0.27147347,0.12586212,
,-6.2658224,Infinity,6.141439,
,-43.645,,11.795946,
,-4.578292,1.565519,8.124408,
10.939926,15.553382,2.757849,1.6632416,53.63235172413793
6.106024,4.43007,1.3755264,-18.269648,-32.101956521739126
,4.8956523,0.14017321,1.0069755,
,-3.8640478,-66.84515,-7.025541,
,4.5346537,0.20982224,0.37166274,
,-5.490196,Infinity,4.1543026,
,37.125,1.7280254,-25.692041,
6.231618,,,,
,-18.238096,2.175295,1.3505889,
11.631579,8.84,0.020367188,0.58066213,-24.352617079889807
0.13863774,-0.7419355,23.86908,0.98606646,
9.722973,,,,
,13.142858,0.34985855,0.5804416,
24.250002,,144.5555,1.7419934,
14.944752,9.69534,2.0019383,0.7517648,142.5785294117647
31.666664,12.590362,2.6778219,2.0065284,1.2364098988510264
38.897438,137.90909,5.498663,1.4676857,24.12263249956271
,-6.0729613,,2.16825,
6.1340585,-5.4262824,,1.6745796,
30.458332,21.005747,2.8484404,2.8412623,105.028735
116.17232,,1.8989648,3.1458964,
22.533743,,62.732983,0.8914832,
,-7.838565,3.8867743,2.0538127,
32.234043,28.055553,0.64539295,1.057887,
,,0.45725492,0.9004448,
236.0,10.727272,0.8395004,2.9365408,
,,0.10524771,0.3889861,
,-6.5166664,10.718036,-5.3488374,
,,10.328806,0.83099586,
8.664705,,9.166124,1.0151619,
2.4403462,,2.789107,2.0020943,
,14.546296,0.3914342,0.7786479,
,16.925373,0.5732222,1.0341054,
44.17143,22.569344,2.4391305,5.9806576,191.2656271186441
,12.913043,0.053278815,0.15912135,
83.76923,,,-17.707317,
,62.0,0.13932805,0.0986829,
9.06542,,10.385195,0.96579874,
3.5830986,,,,
4.197297,-5.1254125,0.85112256,0.42163277,
40.75,,12.259384,0.8278313,
14.377382,,5.588032,2.12668,
,43.125,0.56006294,1.9580023,
,-2.3972602,15.559122,1.3440859,
,157.36363,10.275126,0.98677456,
11.767858,,8.558906,1.0224187,
11.960264,12.808511,1.1965846,1.5445138,-168.5330394736842
9.515151,7.3882356,0.10680304,0.31447172,
,3.0245903,0.075203925,0.4137699,
12.895349,11.673684,3.4842346,0.6529675,16.652901569186877
,,0.49089712,1.0314376,
8.8625,8.056818,3.536043,0.96331525,6.862706984667803
4.752907,5.0462966,0.22103779,0.4318656,-5.273037199582027
11.038836,5.1681814,1.4271874,0.74837095,-6.0802134117647055
232.2,,,,
16.153845,11.454545,3.751401,1.169389,-72.04116352201258
12.296702,-279.75,24.828434,0.84192306,
,,,-34.23841,
Infinity,,37.29675,8.273722,
,-1.9906977,44.55902,1.4207469,
,-16.9,984.28723,8.756477,
6.8705883,,31.476938,0.94866794,
,,,1.3092409,
4.32093,4.128889,1.3813736,0.5144534,-12.143791176470588
56.84524,,1.5527772,-11.150029,
,-4.254545,0.1871299,0.72971076,
15.234972,10.723077,3.2698274,1.12501,41.24260384615384
,-0.7247278,,-2.2403846,
,,,-16.986645,
,-9.68,2.1456587,4.689923,
20.000002,,,,
,-5.4545455,2.660889,0.9724474,
,32.245285,7.877332,19.137737,
14.27573,,5.4862866,2.1116436,
,,90.92807,1.5563335,
,,0.49785015,-4.1279387,
,-32.657894,2.0392737,0.61670727,
Infinity,,,3.3671873,
12.101695,6.932039,25.27455,0.99526066,
136.0,45.333336,2.248201,4.0476193,
58.35294,,12.1175,0.8403931,
,,1.2746415,0.4261447,
,124.0,11.481933,4.428571,
,-2.3600001,,0.92065775,
,-208.79999,1.8388419,2.9016118,
,-1.7435898,Infinity,0.7905138,
12.230957,,,1.4951643,
13.591195,,1.665161,1.686078,
,-44.170452,0.1681748,0.72524065,
25.381817,7.6703296,,,
22.671532,20.300653,5.8754716,1.909622,4060.1306
,86.333336,0.3004951,1.2771202,-277.59915112540193
18.47826,7.8289475,4.1216507,1.0341711,230.26316176470587
11.854546,8.15,0.64104074,0.67230356,-8.507306889352819
,-30.65,3.8176565,3.7492356,
6.6008773,8.931751,10.368595,1.0746162,0.002501830067446536
,23.0339,0.37335095,1.0721893,
,11.73913,4.2644134,0.4619728,
,17.995932,0.15220554,0.3928234,
13.482587,,22.894756,1.02241,
8.761905,-36.8,91.96799,10.623556,
3.7080164,4.9740973,2.0087793,1.1018187,-18.77017849056604
7.658273,,0.0008101176,0.00074498117,
72.6,,,12.346939,
,,2.9075556,1.2773722,
17.12245,6.3560605,1.4806131,0.3797927,30.123509478672986
,-2.0581818,,1.700721,
,-43.444443,,3.525699,
,6.4081635,-2.9761462,0.24988064,
18.628471,,2.9173307,-46.97899,
8.523809,,90.871414,1.0334873,
8.505882,,0.5998995,2.4099998,
,11.709678,0.73664063,0.980816,-32.80021848739496
9.948386,11.338235,4.5509195,1.8853159,-198.9164035087719
,-2.0817842,,1.2939001,
,,,-44.17021,
,,3.7149255,0.87370014,
,-9.662499,3.179184,5.478384,
30.492062,54.88571,4.212773,7.2435894,494.46585585585586
,-6.864865,0.7203974,2.3249428,
,-9.014286,536.30133,13.9756365,
,-8.15625,0.23087355,0.6257492,
14.836957,,18.090298,1.3879004,
13.21875,0.40285715,2.3085155,1.7833053,-0.4583130261660978
43.057144,,1.6509328,37.959694,
13.033058,12.13077,3.632485,1.0571831,26.031695278969956
9.813952,6.028571,1.5559509,0.5294191,
3123.5002,173.52777,2.4048228,1.6304746,
8.907976,6.0,0.67120427,3.0031025,-49.18032786885246
5.62069,,65.67834,0.9409878,
26.7279,,1.0005112,5.391385,
,3.7160494,1.1117638,0.64357495,
,10.650001,1.6017046,-0.9833796,
,11.527273,3.123228,0.60632145,8.901369111969112
,-10.618182,5.5314007,2.4829934,
8.290155,,8.944822,0.98237854,
10.033817,,,,
,9.109677,0.56138706,1.106583,
,-8.762886,1.7890166,0.895774,
,-2.027027,,1.1432927,
,-1.9499998,7.276438,3.2865167,
4.549157,-1.6333838,16.411026,21.665552,-38.89009047619047
,,0.67834985,0.5269841,
70.625,44.140625,1.9379772,5.3513923,
13.735294,9.112195,2.765621,1.0439837,11.958261154855643
5.674877,5.565218,2.8966029,0.88046473,4.50624939271255
,5.6601305,1.3347739,-1.350382,
,,122.57816,1.5422887,
,-55.911114,162.09511,33.3687,
,36.949997,3.5500407,0.9085321,
11.8,,9.683446,1.2263927,
,59.0,0.6188255,0.9447558,
11.067019,12.702429,3.623477,1.2493031,41.784305921052635
558.5833,,71.19459,147.64317,
27.5,,,,
47.75,,11.751874,0.85535157,
6.0,4.061538,1.3053868,0.5518779,-5.400981382978723
,7.283019,0.83093315,2.7375886,
11.792454,,,,
68.07693,14.75,1.191034,1.0020381,
5.5118732,,59.315304,0.98747337,
14.6,9.18239,0.9503095,0.60387975,-340.0885185185185
10.226487,11.7356825,2.9578474,1.0176485,27.67849646226415
23.85,21.681818,1.8533689,1.6344012,144.54545333333334
11.716666,,8.504242,0.9536083,
,27.805555,0.738288,0.90911156,7.452574376842669
,41.68182,0.978267,0.5600342,
,-3.8400576,12.472524,11.29716,
,7.968504,0.24079055,1.0794667,
,,,-2529.9998,
Infinity,,,453.33334,
,-2.092233,,2.4812896,
10.342592,,,,
,-4.1238937,5.145054,2.1644216,
13.949368,-29.783785,69.720665,2.230092,
10.090277,9.7516775,4.0179067,1.0999243,286.81404411764703
,11.918919,9.265665,1.5583038,
,14.346154,0.55488175,2.7331014,
16.597826,,,,
,-14.31,1704.6832,24.151901,
8.810715,9.416031,2.7206,1.2339935,96.08194897959183
,,14.110312,0.9865599,
,-7.5092587,2.6297655,1.9122847,
61.333336,-122.66667,1.0505073,2.195704,
,-1.0264705,24.701557,5.3941264,
22.015625,22.725807,2.411268,1.5375383,36.3612912
7.1339283,10.513158,0.1314073,0.6100168,5.792373553719009
,-56.399998,457.41013,67.14285,
,,5.6045227,1.3419377,
37.19512,33.152172,0.89151263,2.0706043,-47.22531623931624
,,,-1.3299874,
,,,-37.867645,
,,,,
,,3.4056413,22.915308,
10.391836,8.51505,2.8501406,0.9974925,9.687201365187713
,,123.80605,1.0245005,
,28.535713,0.3902643,0.731886,
11.666667,,12.378136,0.9011328,
125.25125,,2.8385615,3.8927064,
,-1.4236642,,1.136156,
10.432432,6.6551723,0.85756576,0.7866313,-9.453369744318183
,19.5,1.7085266,1.1452216,
,-3.187192,,2.3000355,
,4.21148,0.417454,0.43411914,
101.07693,23.464287,0.29911083,1.7492013,
12.215909,,12.790128,0.82749593,
19.461538,-13.315789,0.12843001,0.51823026,
,,,-44.217392,
60.42105,,8.311703,0.47359246,
,428.00003,48.49186,1.5712188,
,-69.680855,8.806553,5.4574237,145.77584728033472
,,,,
38.0,2.961039,1.1982452,-2.6419468,
628.00006,-628.00006,3.5409145,0.7440317,
,-11.020834,,4.911792,
,121.28571,1.5276561,0.4581512,
9.97931,10.262412,2.7055516,1.0960045,103.66072727272726
12.601092,,5.3031955,1.6439723,
,12.16129,1.6021338,1.3004484,
,2.7311828,0.03647374,-1.3956044,
,55.774197,4.1997995,3.5466669,
,-35.307693,6.191506,-51.864407,
8.159272,,2.583913,2.282223,
14.404763,6.8750005,2.5766237,0.5074652,
12.946667,11.698794,0.7272032,3.1369803,41.63271886120996
,2.5000002,0.56125116,0.28203258,-4.604051933701657
,-5.9629626,4.85566,0.7942773,
,,,-32.77572,
12.0,,7.5675297,1.0140845,
,32.69231,1.3300303,1.5953454,
15.476745,4.0953846,0.30960506,0.84352624,-13.210918064516129
94.44444,24.285715,1.9329301,16.068054,
,-14.706897,4.5393167,4.428868,
,,,1.3296363,
45.869564,,,-44.14226,
6.8047333,13.068182,0.21747957,1.129999,
,38.9,0.2726498,0.2221461,
2.6785715,1350.0,,1.0002964,
13.693876,9.819512,2.8991933,1.013391,
,12.60606,0.900918,-13.248406,
,-3.2040815,,1.95842,
7.86166,9.65534,2.4400587,0.76429445,16.618485370051637
8.33,,,0.09503106,
,-3.6206896,33.803436,1.5418502,
,,,-33.257328,
,-3.6056337,92.50336,1.885125,
5.6170216,6.439025,2.712873,0.77328646,5.653226514486391
,-4.0,0.8616075,0.73600817,
27.894737,,,-26.700253,
,,,-28.792614,
,-2.0984848,,1.1011727,
,,,-27.128206,
8.535354,,9.422608,1.0394883,
,-1.8529412,2.4243639,6.1463413,
,17.246666,0.6590474,1.9706306,
,,1247.3839,-2.3262577,
,,,21.415665,
23.886364,,,-28.482386,
6.75,,0.305972,0.1735298,
,-7.925532,3.4827852,-0.17269756,
,-22.68421,0.83365685,-5.7010584,
,,,0.98542196,
,-165.58823,1.6647639,0.702924,
,-9.342105,27.023825,-5.486862,
15.153847,,10.865733,0.97452384,
35.37143,41.266666,0.7985443,6.104536,-44.420523143164694
,-11.774194,99.32724,-74.4898,
38.411766,,11.234829,0.8339719,
,7.628572,0.029581541,-0.21901403,
,6.2572465,1.3873827,0.80224836,5.214372083333333
Infinity,-1.6499999,,-3.8571427,
241.66667,-60.416668,1.1961799,0.4709933,194.89247741935483
21.333334,6.551181,0.56859285,0.75019157,-19.673216216216215
19.175966,14.843854,0.26691395,0.6483819,0.8091057451215524
53.31395,15.385905,3.9575682,0.8346075,
,-6.6250005,,3.9650874,
100.0,-14.285714,1.2329599,2.5974026,
,-37.791668,1.2600069,2.0322654,
,,,3.7157044,
,,,0.9756097,
,9.103402,1.5188798,2.13395,24.53747169811321
,294.5,2.2273297,4.0342464,
,,335.62897,-3.5898552,
25.030302,,11.455238,0.86230296,
,14.953886,1.0859048,9.419087,
14.333333,,,,
,,,-96.29629,
,,33.203094,3.5911603,
11.109375,-4.8040543,911.47534,2.2274437,
54.0,36.0,5.744965,3.472669,34.61538461538461
115.666664,-32.53125,5.184444,3.4665334,
,-18.798164,,249.87804,
21.301205,21.04762,2.5866272,2.4110186,69.92564784053155
,-86.2,0.9550788,0.6744914,
19.05983,,0.50286967,1.1898409,
10.7167635,6.539683,0.6143514,1.0177308,33.02870202020202
145.5,,12.303945,0.8550022,
,23.25,0.095888525,0.4108137,
19.03419,11.973119,0.5010687,1.1882403,-29.417982800982806
31.5,16.5,0.8980125,1.3796536,
,6.7642584,4.268601,0.9473349,
9.171548,,17.455194,1.0070521,
,25.299065,1.2173626,1.085318,-26.771497354497356
5.9269404,,,,
,-3.5875707,,2.1694567,
,6.5735292,0.19201241,0.7132599,
,-17.816326,2.4289343,1.2847681,
65.0,,4.6573834,5.8139534,
25.84553,11.951128,0.1895277,0.6156557,-37.23092834890966
309.00003,,12.036781,0.81912166,
,,198.03879,202.49998,
17.113636,,10.09916,3.5545697,
4.674419,6.6466546,1.3615134,1.1728475,13.67624403292181
,-3.6175,13.887262,3.7422416,
38.09375,30.860758,11.596204,6.9518104,176.34718857142857
,-4126.0,9.020098,-23.932714,4142.570281124498
8.166667,3.4086957,0.22345015,0.55484784,
,-9.639344,,6.384365,
,-5.344262,Infinity,1.6452183,
,,,-1264.325,
,,,-34.295303,
26.499998,6.3095236,0.74214584,0.9416084,-9.967651816745656
10.375,6.810256,6.335083,0.9433158,-70.20882474226804
,,0.19931316,-7.8314824,
,-20.09091,841.8631,3.7617023,
6.809917,,9.591812,1.0177866,
13.632912,6.261628,3.1697378,0.66293246,-15.01589448441247
11.900826,,0.8707715,2.3855278,
2.368421,,0.37630844,0.37720034,
,-2.1903899,249.97662,5.1013513,
,-4.212121,3.9981258,1.4994606,
144.85715,,,-198.82355,
,,,16.666668,
50.066666,,2.8968387,2.1946232,
17.484211,-38.627907,99.28748,3.6306014,
8.460733,,9.034733,1.0012392,
16.59091,,13.270544,0.9668874,
,-2.0805368,4.5147567,-1.7504234,
27.116278,30.68421,1.6252344,4.8201737,-183.73778443113773
,,99.31309,0.28270596,
8.759036,,,,
15.750929,22.902702,3.3692052,1.0033389,19.1654410041841
,-14.133332,5.1578264,1.0150825,
,-37.0,22.194447,1.1735387,
7.673077,,34.79824,1.0494477,
,,,1295.4624,
20.172415,117.0,6.531406,0.9491361,
27.5625,,25.883814,0.9606447,
,,,507.00003,
,-23.0625,0.81303537,-38.4375,
,,,-48.215965,
,17.652893,0.22186764,0.41124377,
3.0327868,,1.6130446,1.441933,
,,,-58.255814,
,,,-43.491383,
,,,4.84375,
,17.35484,0.1999895,1.0762153,
,2.7633588,0.2296229,-0.35914126,
,-8.683166,10.584168,-4.033824,
,742.0,3.5795186,2.9871175,
15.442395,,3.0895705,1.4107691,
15.188939,15.770335,3.0811558,1.3876141,88.10243016759776
,,,-44.577778,
,14.888888,0.17938086,0.12788701,
,26.684212,0.22353885,0.99236643,
8.783333,,,,
62.199997,311.0,11.357999,3.0460331,
,,,-998.0,
5.6113205,7.2184467,2.783876,0.7642101,21.168465395894426
11.412036,13.181818,3.1141524,0.95339394,37.878787356321844
10.194445,,3.4932628,0.945389,
9.878907,4.540395,3.2029924,1.3379537,22.931287878787877
,,12.492363,0.947461,
,,,,
3.9952385,11.985715,0.19724874,0.068269104,
19.733727,,3.3430476,4.0079317,
14.992308,11.39766,3.3745315,0.6664843,34.22720720720721
12.785714,11.933333,0.8304957,1.4097661,
4.06,-3.5,2.3725965,2.7922971,
18.844156,12.508621,2.3850179,15.720477,
12.741176,,12.00499,0.8948195,
,13.594595,1.1017389,1.8467187,1235.8722727272727
,,3.2135541,0.6426225,
7.795181,2.4980695,0.5954147,1.6400506,
11.000001,,11.732342,1.6187458,
,-1.3481953,,3.3254778,
6.560976,,159.09383,0.88211185,
11.285714,10.843138,3.7811959,1.4383562,37.39013103448276
,,,-27.340206,
,-3.173077,8.790966,3.5560346,
7.472,11.9743595,0.15539977,0.48610386,
,-39.333332,2.4786072,0.56803596,
,-1.6103897,1.2017515,0.5201342,
29.757143,,,-27.773333,
,,,-140.52632,
21.913042,5.305263,0.56714356,0.79520357,
8.300632,,10.337154,0.9296144,
60.476192,,,-33.15927,
,-75.333336,1.4916139,0.7067548,
20.225351,38.81081,3.611854,1.1033423,48.69612296110413
32.941177,,,-33.73494,
,,,-23.42268,
37.537437,,32.18419,7.2938895,
7.0869565,3.5673401,0.38549763,-1.5332851,-8.743480637254903
28.081081,,,-39.06015,
1.2371134,,13.517179,0.9150991,
17.454546,6.7092986,2.1858563,2.2641509,
18.218311,19.451128,1.9771575,1.2148392,94.42295145631068
,-96.00001,0.9536673,1.141046,
,,220.88173,-181.81818,
,-5.5000005,0.9359899,1.0153847,
,-22.275,4.43529,0.48115346,
20.78481,,,,
,,16.15004,-10.804021,
,,,-41.369297,
,,,-34.201954,
69.4375,,12.537627,0.8722619,
263.00003,,,-96.51377,
27.63018,,1.4347863,5.785492,
,-22.76087,1242.2545,23.95881,
,,26.796165,-5.140187,
17.638887,,3.5176759,1.0051444,
,-18.183672,42.853302,9.78046,
,17.636364,1.2368112,3.662681,
,-8.660494,23.947218,3.0553136,
5.2908015,,73.72829,0.96697223,
,,,-31.071428,
,-2.0820668,9694.307,0.76001334,
,-32.338463,41.53726,5.1798916,
16.256756,,6.448393,0.93933004,
11.082353,10.765715,3.6644318,1.3247082,20.584541108986617
10.0533,5.6264205,0.32330254,0.64483047,6.989342236024845
,,,-45.486725,
11.234234,,9.289419,0.99204457,
18.920635,,28.659046,1.0252881,
,-6.362637,,3.5240414,
223.33333,,1.7038484,1.0775169,
198.0,,14.754028,46.588238,
,,,-28.27298,
5.9554453,5.7836537,0.86991477,1.0826133,27.153303755868546
7.514286,,,,
,,,-4.116022,
19.395721,8.677034,1.1226428,1.1783243,
,-2.5609756,122.296135,3.7906134,
,-2.396104,,1.9711539,
,,,-32.031746,
,-3.8846154,66.35003,101.0,
15.908745,,17.609827,1.485901,
16.94702,15.89441,2.0648644,2.1099935,127.15528
