Insider %,Inst %
0.13214,0.79556
0.10722,0.85731006
0.00242,0.86614996
0.00075999997,0.80871004
0.0,0.01229
0.00266,0.60556
0.07539,0.79357004
0.00118,0.91845
0.00937,0.92305
0.00253,0.91586995
0.02948,0.65415
0.00115,0.82928
0.00149,0.97024
0.00336,0.90737
0.00637,0.84952
0.63689,0.23868
0.01921,0.72613
0.00026,0.56579
0.0,0.0014200001
0.0,0.42066002
0.0068,0.97675
0.00196,0.79554003
0.90742993,0.08027001
0.10187,0.82307
0.0026,0.78524
0.0027200002,0.77589
0.10639,0.81448
0.0,0.09989
0.00092,0.86943
0.00032000002,0.43570998
,
8.9999994e-05,0.02503
0.00319,0.81997
0.116560005,0.85703003
0.00227,0.90349
0.04962,0.95265
0.0091,0.88519996
0.0018099999,0.87821
0.022550002,0.94044995
0.0,0.0
0.06159,0.74338996
0.00022,0.73333
0.00526,0.98341006
0.08406,0.78799003
0.0,0.15934
0.111829996,0.51647997
0.00185,0.75013
0.08550999,0.89726996
0.08658,0.86982
0.03291,0.40709
0.02478,0.96211
0.00296,0.95273
0.007929999,0.15365
0.0,0.09939
0.0,0.03667
0.00246,0.97795
0.0121,0.76878
0.0029300002,0.63988
0.52942,0.23242001
0.00118,0.88746
0.023459999,0.8816
0.0,0.03543
0.00118,0.96112996
4.0000003e-05,0.0012800001
0.2167,0.46051
0.24870001,0.51674
0.14965999,0.57425
0.0018799999,0.81891
0.00259,0.85621
0.00022,0.12821001
0.00103,0.56329
0.03329,0.94528
0.27218,0.50472
0.0,0.0013
0.00802,0.62865
0.0055199997,0.86777997
0.00195,0.90586
0.0032300001,0.9546
0.69944,0.2774
0.00214,1.0360299
0.0012800001,0.72181
0.0013799999,1.0131401
0.0,0.26835
0.00379,0.90129
0.0,0.090909995
0.0,0.29047
0.00795,0.64922
0.0002,0.17016001
0.36800998,0.57657003
0.01408,0.98010004
0.07898,0.38461
0.00116,0.76934
0.5402,0.37217
0.0,0.79625
0.00044,1.01936
0.0015199999,0.8628
0.04763,0.88085
1.0000001e-05,0.53306
0.34027,0.25383
0.0,0.45548
0.69706,0.12179
0.35904,0.61987996
0.0027599998,0.95934
0.07586,0.72255
0.02187,0.95939004
,
0.34214002,0.50635
0.045760002,0.50737
0.03286,1.01572
0.0013400001,0.69433
0.01972,0.46006
0.0,0.70115
0.02617,0.38997
0.44179,0.27993
0.0,0.25739
0.00204,0.87137
0.17237,0.32417
0.00185,0.94838
0.00184,0.90692
0.0024899999,0.95821
0.00329,0.81808996
0.00179,0.61188
0.32379,0.80928004
0.00332,0.94571996
0.0117999995,1.05185
0.22859,0.73173
0.01359,0.88731
0.11102,0.89147
0.71182,0.09003
0.56398,0.45685002
0.00214,0.72055
0.35696,0.78113997
,
0.00339,0.89307
0.00118,1.01255
0.00022,0.26899
0.30472,0.43701
0.00773,1.0127101
0.0030399999,0.88455003
0.13693,0.00461
0.02102,1.0453501
,
0.00205,0.96085
0.0,0.02513
0.00275,1.0243801
0.00735,0.77789
0.00151,0.83796
0.03103,0.92066
0.01403,0.93267
0.00099,1.01809
0.0,0.08252
0.00088,0.46195
1.0000001e-05,0.02268
0.0,0.42626
0.0,0.00135
0.00116,0.92269
0.0026699998,0.6347
0.0021,0.95122004
0.118879996,0.38107
0.0,0.095340006
,
0.0028,0.8722
0.04121,0.53352
0.0029,0.92318
0.050430004,0.97501
0.70449996,0.24646999
0.12882,0.53214
0.00056,0.56956
0.0025,0.97521
0.03272,0.77362
0.00345,0.9571
0.25346002,0.28074
0.01105,0.95331
0.0257,0.91409
,
0.0,0.0001
0.27833,0.59567
2.0000001e-05,0.014520001
0.00616,0.91911006
0.0025099998,0.99747
0.10316,0.79235
0.00184,0.97153
,
0.00418,0.42748
0.01963,0.48611
0.00438,0.93461
0.13494,0.84165
0.00419,0.97552
0.00435,0.95658
0.01048,1.02125
0.1018,0.78615
0.00548,0.88269997
0.0057,1.0190101
0.07631,0.49650002
0.00208,0.74547
0.0013600001,0.73386
0.03499,0.22490999
0.42585,0.25948998
0.020499999,0.95825994
0.81114,0.10394
0.00982,0.98932
0.00221,1.02967
0.00132,0.25603
0.00045000002,0.65632004
0.00016000001,0.01181
0.0053100004,0.9347
0.15808,0.45139998
0.0,0.00098
0.0,0.03349
0.0051499996,0.98015
0.00404,0.88633
0.022669999,0.4713
0.13405,0.72540003
0.00611,0.84427
0.00378,0.80324
0.19740999,0.77724
0.01641,0.90871
0.00318,0.03075
0.00533,1.00554
0.00053,0.96102
0.0,0.00049
0.05988,0.73426
6.0000002e-05,0.092989996
0.0,0.057589997
0.00455,0.88996005
3.0000001e-05,0.23104
0.0,0.02311
0.25526,0.49868
0.0014200001,0.95407
0.00857,0.61193
0.00434,0.88553
0.00093000004,1.02388
0.025980001,0.96018
0.01272,0.30559
0.0073100002,0.48831
0.0,0.00253
0.42236,0.55227
0.00667,1.04423
0.00057,0.71938
0.076,0.40967998
0.03023,0.53728
0.028250001,0.61462003
0.0051499996,0.84323996
0.0018099999,0.74407
0.139,0.22429001
0.00582,0.91775
,
0.24813999,0.68419
0.00279,0.87283
0.30813,0.51176
0.071339995,0.36771
0.01352,0.96735
0.32166,0.23456
0.0010800001,0.83319
0.00357,0.95399004
0.0,0.19328
0.04039,0.96686995
0.00099,0.58563
0.00317,1.07974
0.00787,0.85655
0.0,0.00072999997
0.0,0.39139
0.0029499999,0.86554
0.62689996,0.23072
0.39870998,0.20947
0.003,1.05234
0.49567002,0.46716
0.00427,1.05531
0.0,0.00366
0.11536,0.37181
0.0,0.36156
0.0,0.054279998
0.00227,0.90568
0.0,0.04533
0.041739997,0.49514
0.42673,0.23128
0.157,0.80726
0.00754,1.07154
0.00889,0.99622
0.00098,0.60836
0.19017,0.47249
0.61801,0.18752001
0.0,0.12636
0.0,0.0026699998
0.0,0.24662
0.0024899999,0.55584997
0.00569,0.83769995
0.00925,0.94889
0.1042,0.81937
0.09639,0.30102
0.0115,1.02415
0.0110599995,1.0376
0.00342,0.99664
0.00533,0.94358003
0.14029999,0.52017
0.00048000002,0.56931996
0.0014,0.88347
0.013250001,1.16792
0.98404,0.0
0.15935999,0.43495998
0.00166,0.92759
0.43964002,0.5485
0.03458,0.87503
0.041139998,0.99821997
0.00232,0.82094
0.0202,0.82348996
0.086569995,0.95408
0.00449,1.00778
0.0,0.0
0.0032,0.94764
0.22391,0.69154
0.60129,0.00711
0.0065499996,0.96042
0.53309,0.22705
0.0038400001,0.98749
0.01417,0.9876
0.44492,0.26308
0.00301,0.96831
0.01337,0.88311
0.0092400005,0.8867
0.00185,0.85813004
0.00732,0.88598996
0.01223,0.94613
0.35582,0.30502
0.00307,0.95441
0.046719998,0.83083
0.035889998,0.92800003
0.00051,0.45554
0.015859999,0.70399004
0.01932,0.50526
0.00011,0.059809998
0.0,0.00158
0.0,0.28917
0.0014399999,0.65700996
0.09021,0.88031
0.13329001,0.42551997
0.00714,1.02316
0.00704,0.93434
0.93057,0.05287
0.00103,1.04784
0.00264,0.98286
0.0,0.045539998
,
0.09194,0.65019
0.27527002,0.32758
0.0,0.10078
0.00674,0.80127996
0.0019200001,0.91690004
0.03075,0.46343
0.00278,1.01808
0.0,2.0000001e-05
0.0034,0.99992996
0.0,0.00033
0.0029199999,0.82575
0.01713,0.81382006
0.02463,0.85003996
,
0.0047999998,0.9135
0.0,0.108260006
0.02783,0.92166
0.0037599998,0.98316
0.05788,0.89602
0.06748,0.36569
0.25923002,0.64975
0.03533,0.96779996
0.53998,0.31879
0.0,0.00011
0.03207,0.96436
0.47094002,0.21937999
0.00264,0.74547
0.014939999,0.98010004
0.00068000006,0.64926004
0.05155,0.88975996
0.00027000002,0.94725996
0.04855,0.14421
0.0051599997,1.0085701
0.00772,0.2378
0.06482,0.44597998
0.14551,0.85907996
0.0,0.0
2.0000001e-05,0.66219
0.00497,0.98065
0.0,1.0000001e-05
0.0038400001,0.99324995
0.007850001,0.78132004
0.0015199999,0.97287005
0.42248002,0.23042999
0.0,0.0
0.087349996,0.85279
0.0,0.02497
0.00548,0.70819
0.0036199999,0.41188
0.03147,0.92702
0.0,0.07812
0.00685,0.98121
0.00522,0.75816
0.27705,0.46636
0.01091,0.92614
,
0.49178,0.152
0.0023,0.90492994
0.00148,0.99293
0.66355,0.32076
0.05531,1.0646
0.0039500003,0.9959
0.0,0.09847999
0.00413,0.99207
0.22283001,0.6273
0.0015199999,0.92779
0.0,0.18698
,
0.0,0.35478002
0.0251,0.88197
0.00851,0.72185
0.55517,0.22534001
0.22964,0.71442
0.02123,0.12297
0.00679,0.98566
0.0,0.04316
0.0,0.27037
0.0,0.00029999999
0.0,0.00422
0.104399994,0.82333
0.01767,0.64286005
0.1886,0.59387
0.0,0.0054900004
0.00375,1.10979
0.00263,0.68417
0.16212,0.78178
0.0027200002,1.003
0.00279,0.91244006
0.02096,0.49832
0.06105,0.25816
0.0,0.04691
0.03185,0.86012
0.06821,0.95765
0.113400005,0.64898
0.97622,0.00066
0.84300005,0.13527
0.0,0.000120000004
0.0,0.00703
0.09365,0.8842
0.20544,0.09652001
0.0029499999,0.99844
0.0,0.01887
0.00022,0.89685
0.0,0.091029994
0.0,0.18919
0.14433,0.76049006
0.00508,0.9245
0.00342,0.89209
0.0,0.05667
0.01464,0.94164
0.66648,0.13569
0.45486,0.51649
0.0030500002,1.02205
0.0,0.00048000002
8.9999994e-05,0.6329
0.04405,1.02006
0.0,0.17778999
0.28244,0.37292
0.0033399998,0.89329004
0.061739996,0.68702006
0.030720001,0.99315
0.06431,0.83078
0.0,0.000120000004
0.00013,0.67299
0.00727,1.03601
0.031659998,0.99683
0.000120000004,0.09391
0.0,2.0000001e-05
0.56401,0.17045
0.0032,0.98309
0.0,0.01312
0.0,0.00217
0.0054900004,0.86334
0.05454,0.87858003
0.00441,0.89541
0.01163,1.03684
0.22870001,0.13623
0.0050700004,0.88398004
0.0,1.01793
0.59058,0.43277
0.0,0.00168
0.00595,1.00292
0.0,0.42521
0.0,0.00106
0.0,0.02002
0.00342,1.0172
0.040009998,0.98203003
0.01472,0.94509006
0.20489,0.74613
0.0,0.017070001
0.41198003,0.42169997
0.061100002,0.35277998
0.00071999995,1.05281
0.01116,0.89659
0.055710003,0.8254
0.0,0.00616
0.0,0.0136899995
0.0,0.24931
0.01116,0.75523
0.0061299996,0.9822
0.00496,1.05726
0.00274,1.03934
0.00459,1.2277
0.03073,0.87504
0.03908,1.05714
0.00161,0.99644
0.0,0.06283
0.00759,0.94639
0.00575,0.14774999
0.92230004,0.00451
,
0.11833,0.19639999
0.0023100001,0.84516996
0.01966,1.04203
0.00093000004,0.97129
0.0066500003,0.99471
0.02026,1.03593
0.10569,1.10517
0.00358,1.03564
0.00179,0.69179
0.023,0.95742995
0.56481,0.21031
0.00161,0.91752
0.17183,0.74684
0.00364,0.90012
0.02735,1.84681
0.01302,1.06656
0.00398,1.04398
0.04235,0.82497
0.0,0.02557
0.00721,1.0077
0.45167,0.56052
0.0,0.0
0.0116,0.96508
0.01118,1.03176
0.00014,0.37803
0.22923,0.23042999
0.45002997,0.45286998
0.00511,1.0255101
0.05564,0.60415
0.0033000002,1.0031301
0.0,0.24192
0.055999998,0.82359004
0.1752,0.35964
0.00029999999,0.07943
0.0019699999,0.69811
0.00513,0.9265
0.0072899996,0.99779
0.0,1.0000001e-05
0.36191002,0.66069
0.01244,0.85027003
0.04899,0.44964
0.26472,0.14125
0.00252,0.90706
0.033770002,0.57781
0.00808,1.01649
0.09201,0.60725
0.0402,0.42540002
0.13615,0.90145
0.00538,0.97249
0.0019,1.02966
0.00548,0.32891
0.0064999997,0.95061
0.17374,0.53909
0.00898,1.00213
0.01988,1.03473
0.0,0.41233003
0.00504,1.03096
0.00566,1.01375
0.00656,0.78863996
0.02369,0.15712
0.04262,0.89176005
0.047420003,0.87521005
0.2,0.44306
0.07484,0.8816
0.75978,0.00093000004
,
0.08179,0.93516
0.00018999999,0.82261
0.0,0.01086
0.00221,0.99574
0.15878001,0.94754
0.004,0.97713995
0.0075499997,0.57835
0.01779,1.08233
0.04835,0.48512
0.00377,0.83636004
3.0000001e-05,0.38092
0.0,0.10097
0.01239,1.14285
0.00365,0.62863
0.01469,1.09575
0.29944,0.73595
0.28554,0.43581
0.00858,1.01399
0.0,0.03687
0.07743,0.91272
0.0017299999,0.91291
0.0,0.07965
0.11233,0.85026
0.02632,1.0056701
0.00478,1.0155799
0.34483,0.4361
0.15003,0.11134
0.00168,0.57598996
0.0,0.028800001
0.00206,0.90776
0.014450001,0.98561996
0.02158,0.96424
0.00602,1.03604
0.00317,0.81043
0.0126,0.73624
0.21996,0.67908996
0.00481,1.02243
0.011419999,0.99651
0.00413,1.00452
0.0081400005,0.99251
0.74267995,0.11617
0.18343,0.42369
0.00084,0.59888
0.028789999,0.66194
0.01125,0.99453
0.0053100004,0.895
0.00977,0.8874
0.0025099998,0.95828
0.70081,0.06656
0.012209999,1.03496
0.00583,0.89056
0.00461,1.0017099
0.0,0.26770002
0.0177,0.99579
0.0,0.000120000004
0.0086199995,0.91073
0.0075199995,1.06321
0.00712,1.05283
0.0,0.1991
3.0000001e-05,0.61088
0.20002002,0.77072996
0.00997,0.95512
0.00915,0.97062
0.0,0.23629999
0.053839996,0.96880996
0.21503,0.74016
0.00649,1.03352
0.71458,0.23967
0.0,0.22176
0.62865,0.092489995
0.00132,1.03734
0.01132,0.96063006
0.010190001,0.99948996
0.010570001,1.0203099
0.0417,0.91613996
0.65446,0.09007
0.00666,0.87794995
0.0037200002,0.078779995
0.41891,0.43952
0.0,0.15742
0.00987,0.96429
0.00122,0.60563
0.016239999,0.81628
0.05545,0.94585997
0.01334,1.15135
0.51163,0.21327999
0.0,0.22099
0.037520003,1.2191501
0.0,0.029649999
0.00722,1.04354
0.33813,0.28415
0.00543,0.30867
0.00749,0.93086
0.00629,0.55322
0.00582,0.96416
0.01317,1.046
0.00208,0.76782
0.00016000001,0.40448
0.0,0.20378
0.0,2.0000001e-05
1.0000001e-05,0.36318
0.2084,0.97429
0.48351002,0.49354
0.0,0.12671
0.00082,0.92797
0.11468001,0.92143995
0.043,0.31311
0.00228,1.00017
0.00519,0.78379
0.0054900004,1.12544
0.0,0.16947001
0.0,0.16909
0.0,0.0
0.0,0.0
0.1488,0.67082
0.00265,0.8568
0.0585,0.76655
0.01413,0.96372
0.00278,1.1624299
0.05566,0.79511
0.00648,0.98816
0.0097,0.97666
0.0,0.23354
0.02151,1.0035701
0.0,0.29146
0.34145,0.40262002
0.38659,0.40240002
0.00887,1.04879
0.0026800002,0.75609
0.01685,1.02778
0.02497,0.09187999
0.0028600001,0.99577004
0.012949999,1.00325
0.00213,1.05446
0.25972,0.67705
2.0000001e-05,0.13119
0.22481,0.106400006
0.0,0.13627
0.16479999,0.77624
0.022769999,0.89335996
0.0,0.052789997
0.0235,0.99736
0.022780001,0.93781996
0.0029,0.96545
0.64616996,0.14956
0.020599999,0.66760004
0.21101,0.77804
0.23802,0.60268
0.06543,0.93484
0.0061299996,1.0040799
0.103310004,0.85558
,
0.00932,0.91959
0.17214,0.34041
0.049569998,0.95692
0.0,0.26226
0.0095,1.00481
0.00392,1.10932
0.01939,0.96393996
0.0080699995,0.83317
0.101339996,0.84803003
0.01994,1.01541
0.00465,1.06135
0.05469,0.97578
0.00278,0.71693003
0.00782,1.0968
0.15077,0.22054
0.01506,0.55493
0.00068999996,0.64422
0.00614,0.97295
0.0134000005,0.97203004
0.22028999,0.71496004
0.12573,1.03294
0.0038100001,0.89518
0.0,1.0000001e-05
0.3857,0.3109
0.0,0.19457
0.0,5e-05
0.02981,0.91571
0.11695,0.87527
0.00337,0.95862997
0.00614,0.85731006
0.03086,0.89618
0.02169,0.52484
0.013830001,1.07496
0.82502997,0.21406001
0.0,0.05291
0.01715,0.96857
0.00778,0.98692
0.00782,0.88337
0.05987,0.90045
0.21129,0.67363
0.16212,0.41734
0.0044299997,0.99632
0.03204,0.44868
0.01806,0.48378
0.01212,1.0704
0.0,0.00104
0.0018099999,0.82499003
0.66144997,0.13838
0.01973,0.98765
0.01879,1.02852
0.71626,0.25474
0.09037,0.97952
0.44814998,0.6207
0.16622,0.74491
0.14939,0.73627
0.00247,0.99309
0.05626,0.03997
0.14464,0.77812
0.014570001,0.99508005
0.479,0.26016
0.0,0.0
0.00616,0.965
0.25000998,0.33119
0.0,0.00026
0.26097,0.70053
0.27537,0.3984
0.0,0.046609998
0.031659998,0.44766
0.0017200001,0.80466
0.4902,0.45211
0.19622,0.38741
0.70494,0.03867
0.0533,0.90730006
0.014939999,1.04587
0.0,0.00597
0.10195,0.4353
0.01611,0.87582
0.00147,0.52631
0.0,0.0
0.14032,0.25757998
0.74234,0.31261
0.0,0.0
0.00399,0.80263
0.0,4.0000003e-05
0.0,3.0000001e-05
0.17444,0.60919
0.00045000002,0.65915
0.28224,0.38521
0.0073400005,1.01297
0.0,0.4704
0.07376,0.93871003
0.00409,0.87524
0.00654,0.98353
0.022330001,0.97374
0.0,2.0000001e-05
0.00341,1.00652
1.0000001e-05,0.00059
0.05283,0.85033
0.01179,0.65689003
0.0061799996,0.99849
0.0076099997,0.9579
0.0,0.41556
0.33145002,0.51537997
0.0085,0.70432
0.01904,1.01706
0.12347,0.93055
0.77962995,0.0
0.00082,0.77329004
0.07242,0.75339997
0.06691,0.94801
0.0100300005,0.88378
,
0.6782,0.15573
0.93557,0.06886
0.0,0.12991
0.08643,0.40424
0.00505,0.89188004
0.00131,0.00852
0.00632,0.82948995
0.0,0.0
,
0.00772,0.98859
0.0037099998,0.43762
0.025799999,0.8971
0.00011,0.04178
0.0,0.35329
0.0,0.0
0.0,0.16304001
0.10628,0.88518995
0.21090001,0.37827998
0.04704,1.12984
0.0,0.25492
0.0045,1.13755
0.009330001,0.98767
0.0,0.35264
0.00014,0.12015
0.40545,0.28797
0.0,0.27205
0.60415,0.42847002
0.24871,0.72113997
0.4298,0.27031
0.53813,0.16008
0.49993,0.52453
0.20056999,0.82075
0.0,0.01194
0.03603,0.93578005
0.42806998,0.36988
0.07692,0.74285007
0.009509999,0.96972
0.03433,0.95019996
0.68641,0.33737
0.0,0.0
0.01165,0.87531
0.0,0.00666
0.11908,0.5477
0.1183,0.78736997
0.00522,1.03251
0.00458,0.99486
0.087910004,0.94509006
0.01587,0.98472
0.35144,0.64193
0.04713,0.90976995
0.0,0.03026
0.00801,0.91674006
0.04125,0.67291
0.0,0.0
0.0,0.00374
3.0000001e-05,0.99034
0.00301,0.97053003
0.0475,1.0167
0.17802,0.95471
0.00389,0.89191
0.17954999,0.62703997
0.0010800001,1.21558
0.0,0.010650001
0.0,0.0028900001
0.0,0.0076
0.0005,0.03343
0.0,0.0064999997
0.00635,1.09156
0.0,0.0
0.0,0.045479998
0.06339,0.88685
0.0064499998,0.96380997
0.00472,0.7942
0.0,0.00356
0.12845,0.85626
0.00445,1.01307
0.01298,0.99669
0.0,0.02779
0.06771,1.03927
0.01005,1.04145
0.00403,0.98708
0.03601,0.96822
0.010650001,0.96906996
0.00638,0.93397003
0.00464,0.93955004
0.01386,0.93894
0.01337,0.87194
0.0032,0.72668
0.0070200004,0.96717
0.03309,0.93996
0.13662,0.90287
0.00787,1.00479
,
0.07705,1.07146
0.0039399997,0.75236
0.00994,1.03616
0.010240001,1.0109401
0.00617,0.36655998
0.00354,1.17454
0.02643,0.92752
0.03911,0.66666
0.088369995,0.77322
0.00451,1.05987
0.52378,0.10897
0.07672,0.94521004
0.0,0.23602
0.0062800003,1.17241
0.0058,0.20714001
0.52776,0.27777
0.00599,1.1101
0.0,0.000120000004
0.06911,0.89261
0.0059100003,1.07915
0.09548,0.92639
0.14021,0.84910005
0.00912,0.95568
0.10316,0.89794
,
0.0,1.0000001e-05
0.85767,0.03073
,
0.0068800002,0.96308
0.05402,0.92483
0.46307,0.56016
0.0,0.0
0.00944,1.0167099
