Insider %,Inst %
0.013830001,1.0892501
3.0000001e-05,0.58007
0.0,2.0000001e-05
0.010290001,1.09956
0.0040700003,1.09044
0.3105,0.30784
0.0,0.12716
2.0000001e-05,0.12505001
0.00851,0.88172996
0.35662997,0.27113
0.90159,0.18523
0.00183,0.79406
0.0,0.57866
0.01466,0.98541
0.089420006,0.84412
0.00574,0.89568
0.007850001,0.94874
0.00579,0.94927
0.34407002,0.29877
0.01345,1.0666001
0.0,0.0
0.0104,0.52075
0.23143,0.76722
3.0000001e-05,0.92217004
0.00022,0.88487
0.98412,0.0
0.2834,0.76007
0.0,0.42019
0.13661,0.56132
0.30379,0.58673
0.38365,0.45056
0.0109,1.02786
0.0,0.00011
0.0,0.62875
0.21656,0.36409
0.0315,1.03586
1.0000001e-05,0.0754
0.2678,0.27972
,
0.01442,1.1905
0.116689995,0.9346
0.0,0.30115
0.01095,1.06282
0.0116799995,1.02701
0.0029199999,0.39473
0.0124,1.02944
0.00389,0.59193003
0.01044,0.97106004
0.16875,0.95134
0.10817,0.98861
0.0149300005,0.65391
0.10942,0.80461997
0.05922,0.03982
0.008669999,1.15302
0.0074400003,1.02495
0.0049900003,1.0203199
0.025510002,0.72593004
0.0030399999,1.14735
0.01796,1.16581
0.07883,0.85960996
0.0073900004,1.21263
0.00738,0.93514
0.13177,0.86578006
0.00691,1.04519
0.0,0.43919
0.44035998,0.24697
0.02079,0.80958
0.07638,0.88106
0.00254,0.87224996
0.03737,0.76775
0.26392,0.77111
0.97876,0.0014200001
0.01958,0.92206
0.00929,0.92329
0.07123,0.89877
0.13590999,0.8873
2.0000001e-05,0.28205
0.0001,0.83625
0.39439,0.59725
0.33233002,0.71455
0.01175,0.99188006
,
0.01235,1.04023
0.01789,0.79580003
0.01258,0.79186994
0.021860002,1.08248
0.00447,1.0785199
0.0,0.07691
0.0044400003,1.0424501
0.02419,1.33779
0.010089999,1.0397
,
0.05974,1.0743699
0.00206,1.10551
0.50049996,0.28912002
0.0152900005,0.53273
0.055949997,0.82866997
0.020639999,1.08032
0.00911,1.04507
0.02086,0.39404
0.00658,1.01519
0.42381,0.40704
0.0,0.03
0.17545,0.8613
0.10159001,0.70941
0.050359998,0.0512
0.00467,0.89387
0.097370006,0.38761002
0.060890004,1.06522
0.045,0.99836
0.00453,0.80096
0.024920002,0.94862
0.010039999,1.05821
0.02701,1.07216
0.03788,0.96287
0.0076,0.91985
0.00751,0.93437
0.06431,0.73320997
0.16193001,0.89922
0.00698,0.66547996
0.064959995,0.97600996
0.02081,0.97801
0.26799,0.65769
0.098400004,0.26534998
0.01071,0.80345
0.0038400001,0.92667
0.45778,0.39113
0.054970004,0.49780998
0.0,0.42081
0.115509994,0.76015997
0.00107,0.94061
0.0,0.04696
0.11807,0.92644
0.094689995,0.88038003
0.0,0.0
0.00463,0.96834
0.01129,1.01517
0.026080001,0.95335
0.98049,0.00059999997
0.03297,1.11148
0.031159999,1.05878
3.0000001e-05,0.14714
0.30465,0.44914
0.03793,0.89496005
0.15375,0.40030998
0.0,0.77255994
0.12213001,0.92555
0.0073100002,0.92771006
0.050419997,0.74248004
0.0060799997,1.03721
0.0064,0.89649004
0.16296,1.07478
0.00285,1.06853
0.17485,0.52414
0.0025600002,0.47997
0.10483,0.80127
0.0136,0.94607
0.0028600001,1.00419
0.017280001,0.87684995
0.0089300005,0.90915
0.08258,0.49575
0.0,0.0
0.0,0.06439
0.0,0.00025
,
0.00579,0.73514
0.21371001,0.46957
0.01648,1.0181
0.016619999,1.0912
0.03137,0.90785
0.027560001,0.99791
0.01321,0.80511004
0.0,0.0
0.0,0.00385
0.02246,1.01319
0.01367,0.98221
,
0.07405,0.86747
0.0,0.0
0.031140001,0.9977
0.010650001,1.06196
0.0,0.0015700001
0.23881,0.54245996
0.11035,0.28781998
0.0050199996,0.94728994
0.0078100003,1.08677
0.00043000001,0.19202
0.08745,0.43838
0.01237,0.95388
0.20764999,0.88299006
0.0043,1.01079
0.00496,0.87617993
0.02011,1.04336
0.0028600001,0.93057996
0.02864,0.08307
,
,
0.00557,1.04658
0.06386,0.97003
0.07861,0.50975
0.0013600001,0.95591
0.00542,0.50135
0.009459999,1.1304001
0.13332,0.40060002
0.01324,1.1034
,
0.00425,1.0005699
0.04837,0.54565
0.0064700004,1.05196
0.00032000002,0.20096001
0.06395,1.05254
0.92612,0.05075
0.01516,0.22972
0.60671,0.352
0.36095002,0.42256
0.022449998,0.26778
0.06156,0.96374
0.30444,0.73802
0.0060799997,1.13987
0.013710001,1.04043
0.0785,0.87671995
0.00396,1.0293499
5e-05,0.6044
0.05488,0.48664
0.017280001,0.95835
0.0,0.0004
0.00925,0.76539004
0.05322,0.959
0.017760001,1.0021499
0.33556998,0.79337996
0.73843,0.29387
0.0197,0.97985
0.02273,1.03444
0.093710005,0.40785998
0.026800001,1.05237
0.17424999,0.80387
0.00379,0.94005996
0.02024,1.12249
0.037219997,0.93337995
0.06729,0.98899
0.00658,1.08535
0.0,0.03642
0.04459,0.38084
0.01303,0.47284
0.025150001,1.0858
0.0,0.00057
0.2563,0.0
0.01716,0.96932
0.030079998,1.00923
0.0154,1.02564
0.00955,0.88431
0.00459,0.51582
0.00614,1.08117
0.09701,0.87292
0.00914,1.07737
0.040599998,0.9486
0.01496,0.74469
,
0.038629998,0.87997
0.046880003,1.01673
0.0065200003,1.09812
0.011879999,1.0131
0.00852,0.99817
0.01757,1.02695
0.0,0.16070999
0.0,0.045029998
0.00582,0.91115
0.0094800005,0.94394994
0.0,0.16372
0.01541,0.84858
0.01799,1.06089
0.0,0.00622
0.0,0.04512
0.016619999,1.1276001
0.01166,1.3235201
0.01307,1.0376
0.1263,0.83851
0.0082,0.9152
0.00358,0.99274004
0.96155,0.0014
0.06706,1.03504
0.03341,0.96791
0.0055400003,1.03316
0.01102,1.06249
0.00577,1.12909
0.05224,0.99606
0.29174998,0.25621
0.01631,1.07113
0.11781,0.88869005
0.01907,1.03002
0.0,0.08177
0.0,0.30655
0.079619996,0.85383004
0.1242,0.66222
,
0.16379999,0.51063
0.07372,1.02809
0.0117999995,0.99413
0.11677,0.95728
0.95777,0.00043000001
0.00976,1.08047
,
0.0029,1.0231099
0.51528,0.12513
0.04427,0.58414
0.00049,0.72875
0.009430001,1.0630699
0.03049,1.0812
0.01023,1.0240799
0.03536,0.91793
0.00887,0.44605
0.40252,0.0
0.0001,0.40477002
0.034479998,1.0225
0.015829999,1.02961
0.53039,0.038540002
0.58332,0.1588
0.68889,0.10962
0.01456,0.9339
0.03841,0.23926
0.00090000004,0.80314004
0.0,0.13517
0.00582,0.99531996
0.16089001,0.77242
1.01545,0.05629
0.01033,0.92932
5e-05,0.23396
0.01422,1.1214601
0.020130001,0.87411004
0.0,0.09719
0.082679994,0.8172
0.16330999,0.92450994
0.00013,0.25037
0.01021,1.13285
0.07002,0.93411005
0.00058,0.8407
0.02069,1.0173
0.0207,1.007
0.00684,0.61996
0.04789,1.07865
0.55404,0.4678
0.00759,1.00937
0.01979,1.10921
0.04344,0.68727994
0.32057,0.52737
0.33164,0.80556
0.010829999,1.03502
0.0,0.13176
0.013789999,0.85954005
0.00123,0.75297
0.02337,0.86277
0.00215,0.71848
0.01398,1.16015
0.06137,0.7307
0.0,0.41793
0.06584,0.96774
,
0.00482,0.93236
0.0,0.7284
0.011410001,1.0739
0.11675999,0.44412997
0.81475997,0.21959
0.04513,1.08622
0.42449,0.71989
0.0058999998,0.85452
0.22502,0.73509
0.00804,0.83742
0.00494,0.94647
0.00327,1.02429
0.10248999,0.9481
0.00558,1.10068
0.13294,0.77027
0.017819999,1.0488
0.53078,0.0633
0.00723,1.0439
0.09308,0.5156
,
0.47237998,0.67403
0.01395,0.84554
0.00379,1.00168
0.00802,0.84946996
0.00082,0.39606
0.0066799996,0.50288
0.01578,0.86749
0.30295,0.71169
0.00962,1.12638
0.35095,0.60818
0.75523,0.057210002
0.02248,1.05474
0.00719,1.02519
0.48033002,0.17365
0.028299998,1.09132
0.0,0.047659997
0.03309,1.16019
0.12729,0.9402
0.0,0.14439
,
0.0,0.0
0.00366,0.90931
0.096920006,0.94861
0.24884,0.33033
0.02096,0.7393
0.16790001,0.21821
,
0.0094099995,1.08432
0.19198999,0.27927
0.00459,0.68288004
0.00487,1.1914
0.0071799997,1.02536
0.0,0.120120004
0.0,0.00026
0.05988,0.67174006
0.03314,1.07283
0.01071,1.0391899
0.88074,0.11289
0.02229,1.07873
0.31983,0.84022003
0.01113,0.89859
0.22782,0.34743
0.009430001,0.93944
0.03808,0.66488
0.14907,0.42119
0.01653,0.44261003
0.022909999,1.03623
0.01044,1.10039
0.02609,0.92543
0.01343,1.03053
0.09463,0.78670996
0.01548,0.46965998
0.016210001,0.77940005
0.0032600001,0.95431
0.00837,1.0733
0.00112,0.25076
0.0018099999,0.31917998
,
0.17166,0.79418
0.0,0.32296002
0.0025600002,1.13579
0.00995,1.00538
0.00796,0.97037005
0.00445,0.99644995
0.01589,1.03943
0.0070599997,1.02889
0.00925,0.96919
0.28006,0.64431
0.0078,0.91664004
0.0,0.0
0.04227,1.11114
0.00426,1.08358
0.0395,0.03688
,
0.0,0.0
0.0013600001,0.76334
0.02246,0.42469
0.01564,1.02586
0.5549,0.051799998
0.20228,0.32771
0.74126,0.28131
0.03954,0.81467
0.21449,0.89825
0.08826,0.26248
0.01828,1.00181
0.42483002,0.19400999
0.0,0.0
0.01082,1.0409501
0.2038,0.34472
0.01637,0.81101996
0.72269994,0.30193
0.01114,1.17577
0.0149,1.05339
0.51477003,0.100439996
0.02246,1.01562
0.092980005,1.0277101
0.22622,0.46477002
0.06036,0.69834
0.00074,0.87308
0.01194,0.87679
0.00895,0.83545
0.03259,0.94009
0.05093,0.96009004
0.060890004,0.70653
0.00059,0.95209
0.0,0.040560003
0.010930001,1.06277
0.03191,0.87786
0.0062800003,1.07239
0.00453,0.77908
0.0058999998,0.99564004
0.01269,1.0131
0.07559,0.65475
0.01306,0.96757007
0.0,6.0000002e-05
0.0034,0.81654
0.0,1.01441
0.05954,0.0
0.00565,0.88967
0.00693,0.95603997
0.01296,0.84739995
0.10744,0.86697996
0.01805,0.95426005
0.0047299997,0.99707
0.18942,0.60280997
0.10138,0.79471
0.04178,0.92996
0.053940002,0.84616995
0.00816,1.07331
0.54458,0.08884
0.000120000004,0.82051
0.00993,1.2531301
0.67333,0.16830999
0.06548,0.84457
0.01889,0.35404998
0.0054,1.01253
,
0.0088599995,0.92714
0.43965,0.53788
0.09042,1.06883
0.02153,0.96014
0.0,0.00866
0.0,0.124239996
,
0.008169999,1.05419
0.075679995,0.95684
0.0093,0.84888
0.00806,1.02767
0.00904,1.01627
0.75038004,0.30888
0.03281,1.03817
0.080649994,0.94938004
0.097440004,0.64755
0.0,0.0033500001
0.00698,1.17958
0.0114,1.0825701
0.0661,0.612
0.025009999,0.96476
0.06706,0.78310996
0.52754,0.62562
0.0062599997,1.0271801
0.08198,0.95408994
0.03293,0.97880995
0.35788,0.33536997
0.00696,1.02227
0.44167998,0.49532002
0.03164,1.08741
0.01265,0.97871
0.010829999,1.02237
0.0104600005,1.06839
0.02313,0.91924006
0.056989998,0.72231
0.00331,0.59532
0.00075999997,0.80372
0.01973,0.78339994
0.013459999,1.1858001
0.19528,0.34715
0.00037,0.71566004
0.0,2.0000001e-05
0.0,0.00089
0.01991,1.05832
0.02301,1.00433
0.05572,0.89358
0.080299996,0.71625
0.01507,0.06365
0.0091,1.07116
0.026889998,0.80806
0.488,0.39650002
0.080819994,1.31808
0.06901,0.95936996
0.0,0.07145
0.01764,0.12663001
0.013099999,1.07413
0.0825,0.8063
0.0050999997,0.86164004
0.0,0.0
,
0.73060995,0.24701999
0.03837,0.93052
0.0375,0.65403
0.0,0.00168
0.01079,1.0526999
0.04144,0.90406
0.00955,1.0337
0.04535,1.08117
0.50211,0.65667
0.13442001,0.70731
0.0069999998,1.21987
0.019199999,0.80877
0.00562,1.04837
0.06235,0.71559
0.02852,1.11472
0.14220999,0.8726
0.0095999995,0.55094004
0.14211,0.44265
0.107130006,0.95236
0.032190003,1.15122
0.21037,0.77862
0.16684,0.68666
0.0,0.38265
0.00071000005,0.01597
0.00032000002,0.10499
0.0,0.086169995
0.11858,1.04201
0.01954,1.04311
0.072670005,0.94127
0.01224,0.98133004
0.5203,0.47502
0.74705005,0.25479
,
0.00096000003,0.46257
0.00555,1.03238
0.0077600004,0.86815
0.31701002,0.56663
0.00208,0.01903
0.00828,0.99855006
0.41269,0.29816
0.0,0.1031
0.00067000004,0.93
0.0086,1.02303
0.00896,0.96039003
0.00318,0.0011100001
0.18365,0.53661996
0.00674,1.1581
0.00062,0.06967
0.19344999,0.59936
0.035889998,1.05531
0.00051,1.1442701
0.02113,0.99414
0.00627,1.02188
0.18408,0.89303
0.0,0.28237
,
0.0060799997,0.69021004
0.02145,0.82255
,
0.0417,0.86938006
0.00059999997,0.2494
0.0257,0.8965
0.09423,0.90489995
0.018760001,0.82407
0.02335,1.0323
0.0162,1.02468
0.01242,0.63148
0.00853,1.09833
0.04552,1.00785
,
0.0301,1.12529
0.09714,0.72133005
0.02935,0.99211997
0.63703,0.0
0.0,0.0014200001
0.0804,1.1245099
0.013940001,1.0870099
0.017860001,1.0866799
0.0,0.40620998
0.0018799999,0.61217
0.05321,1.02158
0.022780001,1.2232801
0.0,0.13075
0.20799999,0.1984
0.0154,0.98586
0.05088,0.00252
,
0.0,0.0
0.04054,0.76875
0.14433,0.99836
0.01768,0.78380996
0.02938,0.073699996
0.01941,1.0245099
0.02039,1.11506
0.03902,0.98305
0.13676,0.7963
0.04484,0.68383
0.00879,1.0259401
0.11192001,0.23702
0.0141900005,0.42635
8.0000005e-05,0.101730004
0.0635,0.42779
0.16181,0.38314
0.44612998,0.49212003
0.02471,1.02245
0.09538,0.96527
0.01602,1.06543
0.00299,0.85504997
0.0114400005,1.16019
0.06082,0.97677004
,
0.06638,1.0257801
0.05096,0.95959
0.0,0.02712
0.06923,0.97566
0.00861,1.20707
0.06971,0.87382007
0.054279998,0.89578
0.0,0.16251
0.018029999,1.03613
0.61967,0.37237
0.00352,0.58694
0.01102,1.01432
0.0,0.24644
0.00413,0.85983
0.03033,0.56258
,
0.75634,0.03017
,
0.07011,0.84045
0.0,0.06701
0.08071,0.58524
0.0,0.01089
0.022230001,0.97416
0.18702,0.50619
0.00311,0.77365
0.0119,1.16153
0.38291,0.52272
0.10356,0.87827003
0.00452,0.91923
0.01787,1.10765
0.02405,0.95758003
0.041539997,1.1152201
0.002,0.7928
0.01612,1.00254
0.97929,0.13618
0.00974,1.14612
0.0005,0.09924
0.02175,0.75061995
0.46035,0.60447
0.024,0.99912
0.03314,1.06813
0.04615,1.17136
0.00275,0.81597
0.01869,0.94157
0.31004998,0.57310003
0.0,0.25185
0.01904,0.9423
0.43517,0.6408
0.80683,0.14915
0.058569998,1.02875
0.01002,0.99127996
0.3081,0.27055
0.23913999,0.79460996
0.06224,0.09255
,
0.0049,0.73182
0.017029999,1.00185
0.016449999,0.88095003
0.01,0.86304003
0.00714,0.90297997
0.08493,0.73346
0.0,0.06273
0.00541,1.01403
0.03179,0.83932996
0.10105,0.90564
0.13621001,1.05692
0.010319999,1.16219
0.02525,0.47182998
0.0,0.34745
0.019,0.74151003
0.585,0.067379996
0.0175,0.27603
0.0,0.00159
0.0029499999,1.0299801
0.01863,1.14536
0.12462,1.1087999
0.74459,0.235
0.0,0.22105
0.08151,0.39494
0.14476,1.11455
0.01942,0.91731
0.0,0.27036
0.13065,0.84086996
0.15329,0.94981
0.01854,0.98569
0.00635,0.72183
0.01211,0.97322
0.0,0.00211
0.01555,1.1366401
0.02184,1.0364801
0.25160998,0.21559
0.020750001,0.92003995
0.0,0.0363
0.05302,0.47702998
0.019809999,1.09219
0.03294,1.05162
0.0056,1.2091
0.02454,0.94208
1.0000001e-05,0.48364
0.09184,0.90521
0.011419999,1.05251
0.0,0.00024000001
0.02973,1.1452401
0.33819,0.59109
0.0,0.081429996
0.0,0.0
0.02585,1.1450801
0.01082,0.77787
0.00025,0.13536
0.19442,0.80871004
0.03446,1.12331
0.0,0.19549999
0.01787,1.03732
0.047909997,0.89328
0.00778,0.79637
0.0094099995,0.81113
0.0,0.0
0.07406,0.55995
0.00973,1.3025
0.16774,0.148
0.043,1.20348
0.60463,0.37459
0.01951,0.96370006
0.42126,0.6982
,
,
0.34524,0.32519
0.052699998,0.50685
0.0784,0.99093
0.050279997,0.77054
0.50807,0.24531999
0.01082,1.11296
0.00942,0.92546
0.43013,0.57212
0.11422,0.94196
0.0,0.0
0.62205005,0.00123
0.00298,1.09988
0.036,0.90918
0.62637,0.29589
0.0188,0.89581
0.0,0.34475
0.07634,0.85931
0.08417,1.07092
0.78479,0.1246
0.01601,0.95045
0.60568,0.23037
0.041539997,1.1064601
0.021949999,0.99628997
0.00741,0.98051
0.00763,1.02671
0.045100003,0.74933
0.06452,0.96987
0.00082,0.21802999
0.46585,0.46976003
0.0040700003,1.05807
0.02341,1.1813099
0.0125899995,1.07891
0.01386,0.66026
0.01898,1.10295
0.43611,0.52426
0.01143,1.05341
0.00283,0.98708
0.01962,1.01482
0.37627998,0.523
0.015570001,0.96560997
0.07491,0.95847
0.013359999,0.67787004
0.33158,0.63969004
0.02813,1.04094
0.026989998,0.9135
0.0,0.34855
0.0095999995,0.97804
0.01998,0.98267
0.06082,1.12565
0.0068,1.08933
0.62371,0.21663
0.012150001,0.77722
0.15842,0.84842
0.0137,0.48603
0.0091,0.95566005
0.04605,0.96696
0.15732001,0.96887
0.01264,0.93275
0.041989997,1.11205
0.00243,0.62356997
0.02306,1.00247
0.0,0.16684
0.08016,1.13553
0.59768003,0.12144
0.00171,0.64968
0.0,0.32887
0.00627,1.02412
0.00612,0.49280998
0.077410005,0.61276
0.00984,0.14604999
0.024519999,1.10193
0.01939,0.99068
0.21672001,1.07459
0.01038,0.75795996
0.829,0.22469999
0.00193,0.08565
,
0.08586001,0.95048
0.51659,0.32105
0.10876001,1.23335
0.0,0.2471
0.00379,0.80727
0.02033,1.17471
0.16610001,0.77387
0.031240001,1.1336399
0.04442,1.0613999
0.03882,0.9435
0.04328,1.05771
0.02713,1.03203
0.063200004,1.06356
0.01868,1.05359
0.04577,0.91393995
0.02261,0.73045
0.46583,0.46383998
0.01071,1.12635
0.00777,0.90023005
0.0153,0.99152
0.01608,1.01912
0.044889998,0.90309995
0.38547,0.40957
0.09158,0.70596004
0.29325,0.16934
0.0,0.22495002
0.021979999,1.03688
0.00837,0.89653
0.00959,1.0403501
0.00546,1.08512
0.16664,0.89995
0.083730005,0.97446996
0.09951,0.83449996
0.02153,1.19539
0.41702,0.275
0.0,0.00082
0.0014300001,1.1152301
,
0.0184,0.88985
0.31952998,0.49732
0.53204,0.57082003
0.0,1.0102401
0.00451,0.85615
0.014529999,1.13992
0.45082,0.30632
0.082270004,0.78644997
0.07068,0.88238
,
0.00156,0.54723
0.0,0.08671
0.3058,0.34702998
1.87802,0.0
0.01007,0.91682
0.0,0.67266
0.0,0.52077997
0.01323,0.66968
0.00378,1.04353
0.021459999,0.68811995
0.00804,0.82333
0.0,0.70569
0.04443,0.77535003
0.01833,1.04971
0.29637,0.24768
0.031400003,1.01416
0.053540003,0.99024004
0.01811,1.02359
0.03398,1.08353
0.00319,0.8723
0.00125,0.036310002
0.99502,0.0
0.02683,1.04698
0.02266,1.04229
0.0608,0.32636002
0.02039,1.1672
0.0,0.18431
,
0.0,0.40405
0.38861,0.61046004
0.19722,0.087060004
0.04162,0.84950995
0.049590003,0.88623
0.39661,0.0379
0.0,0.0
0.108430006,0.87777
0.05414,0.76401
0.00636,0.91059
0.16454001,0.90279
0.01116,1.05089
0.00878,1.06806
0.86667,0.17807
0.10985,0.68855006
0.01413,1.01063
0.00392,1.04765
0.0094,1.05923
0.02015,1.14966
0.00849,1.00409
0.25799,0.23527001
0.00528,1.08536
0.38703,0.25939
0.00385,1.15686
0.0047999998,1.11695
0.00352,0.97149
0.086890005,0.90634
0.01426,0.89468
0.25877002,0.69117
0.91472,0.30129
0.0110599995,1.17771
0.21876,0.62906
0.00899,1.0966101
0.22112,0.5818
0.24656999,0.49335998
0.0,5e-05
0.0,1.0192701
0.14577,0.78379995
0.04735,0.99564004
0.01338,1.01457
0.00092,1.00133
0.31967,0.71236
0.0,0.22274
0.1552,0.65704
0.026129998,0.55553
0.06126,0.81996
0.01138,0.87221
0.06104,0.77184
0.111990005,0.45891
0.61789,0.06482
0.03252,0.93662
0.0068900003,0.88502
0.01386,1.07584
0.24776,0.75097
0.02503,0.66503
0.02908,0.64426005
0.13161999,0.67864
0.07082,0.97049004
0.0,0.14109999
0.32758,0.41349
0.42675,0.11262
0.00057,0.24407
0.02099,0.81346
0.17297001,0.59867
0.0,0.15958
0.011460001,1.1836799
0.0,0.184
0.0,0.1868
0.01777,1.0035399
0.07967,0.08291
0.57082003,0.55597
0.0,0.0
0.02408,0.97675
0.00832,0.95728
0.013350001,0.9903
0.2059,0.14133
0.02831,0.20942
0.28424,0.85396004
0.50903,0.20774001
0.01392,0.89502996
0.12534,0.94967
0.0863,0.96503997
0.0251,1.00012
0.01903,0.12445
0.18886,0.91646004
0.025729999,1.0021
0.00682,1.0274501
0.051370002,0.56615
,
0.01492,1.0319101
,
0.0,0.85723
0.11271,0.97718
0.06197,0.85411
0.1339,0.82117
0.0,0.0010800001
0.21666001,0.35876998
,
0.037019998,0.93538004
0.44287,0.30044
0.02098,0.28032
0.02262,0.98824
0.0055400003,1.0213
0.24836999,0.85558
0.0164,1.05448
0.0,0.17177999
0.12942,0.68669
0.015759999,1.03589
0.03794,1.12245
0.01081,0.98170996
0.00808,0.58568
0.029790001,0.72033995
0.00522,1.0379901
0.01293,0.93167996
0.00928,1.05756
0.0,0.22988
,
0.085889995,0.97424006
0.00393,0.70301
0.00879,1.09539
0.024130002,1.01361
0.01592,0.97423
0.041890003,1.09451
0.031070001,0.70128
0.39808998,0.33561
0.25028,0.67156
0.01102,0.8071
0.02921,1.0792199
0.00245,0.84714997
0.00467,0.93687
0.0128,1.0732399
0.56571,0.00717
0.01505,0.99202
0.20865,0.41397
0.0,0.14156
0.05009,0.81775004
0.016339999,0.82449996
0.02574,0.96844
0.09257,0.84126997
0.04176,0.70491
0.032390002,1.17976
0.45056,0.36964
0.18989,0.42848
0.22273001,0.87393
0.10497,0.88988996
0.0,0.07084
1.15531,0.01831
0.02646,0.62203
0.12089,1.01767
0.0,0.0
0.043,0.94701
0.21032,0.69117
0.00491,0.93689
0.13608,0.70636004
0.1659,0.34549
0.012569999,0.90615
0.019170001,1.10734
0.02345,1.0565699
0.0019,0.33325002
0.0071799997,1.0474601
0.31827,0.48337
0.08402,1.02103
0.18993,0.79074997
0.029140001,0.74337995
0.07569,0.74116
0.58787996,0.01985
0.0053399997,1.09364
0.029690001,1.18678
0.14295,0.57141
0.27296,0.4927
0.08091,0.97007006
0.64782995,0.21474001
0.0050999997,1.0403501
0.00453,0.54796004
0.0,0.36049998
0.01627,0.80063003
0.00829,1.02623
0.82725,0.03147
0.14739999,0.65005994
0.00137,0.19668
0.018380001,0.95451
0.08063,0.64868
0.08724,0.54822
0.01301,0.48292
0.02792,0.79880995
0.00214,0.43144
0.0,0.15135999
0.01007,1.0324
,
0.00521,0.71378
0.52314997,0.67283
0.08754,1.03217
0.03628,1.02415
0.012309999,0.87945
0.01765,1.0514
0.22507,0.94099
0.019170001,1.07555
0.0,0.18144
0.02691,0.66239
0.09826,0.96151
0.01684,1.10261
0.76042,0.18938999
0.0066000004,0.75014
0.01997,0.95422995
0.0173,0.94009
0.25358,0.32118
,
0.18431,0.77891
0.03835,0.73403
0.021979999,1.0554
0.016900001,0.9499
0.020750001,0.90778
0.04299,0.9804
0.21396999,0.81501
0.08081,0.95242995
0.27837,0.02414
0.01761,0.51273996
0.22634001,0.30376
0.01787,0.64397
0.00075999997,0.97777003
0.047849998,0.048520003
0.07599,1.32018
0.11428001,0.87248003
0.0090499995,1.15115
0.00107,0.79587996
0.02629,1.05571
0.03501,0.73064005
0.059660003,0.93416
0.0627,0.74061996
0.00961,0.99996
0.110360004,0.94728994
0.00236,1.03663
0.09195,0.7642
,
,
0.53455,0.0074299998
0.082399994,0.94679
0.25354,0.23018
0.1179,0.82623
0.03794,0.94439006
0.069359995,0.99681
0.01872,0.82473
0.94123,0.025710002
0.06836,0.9553
0.09273,0.96200997
0.05605,0.0
0.17758,0.79366994
0.00465,1.01395
0.69198,0.13359
0.011619999,0.94373
0.03372,0.90974
0.13092,0.7597
0.01372,0.74899
0.02527,1.04325
0.31306,0.58401
0.30394,0.58693004
0.01263,0.99512
0.022939999,1.05471
0.00043000001,0.59971
0.01763,1.0844
0.10606,1.00475
,
0.02657,1.11015
0.04736,0.69241
0.08189999,0.91616994
0.03849,1.0636901
0.06019,0.62112
0.15995,1.0709
0.03837,0.94545996
0.0,0.15667
0.14694999,0.79697
0.07907,0.48646
0.09891,0.51603
0.0581,0.9803
0.43952,0.62637
0.01329,0.84297997
0.107209995,0.85592
0.04496,0.89734
0.01258,0.33992
0.08026,0.92175
0.053379998,1.00439
0.0,0.62151
0.12802,0.4673
0.75381,0.23302001
0.0,0.06511
0.00209,0.76795995
0.0,0.039419997
0.019170001,1.01562
0.01565,1.12254
,
0.74569,0.03274
0.0,0.19664
0.12526,1.01638
0.13648,0.28311002
0.02199,0.82383
0.01211,1.04215
0.07602,1.04381
0.0,0.050079998
0.02723,0.1424
0.11587,0.98739
0.00101,1.3657001
0.16966,0.42004
0.01166,1.12476
0.01742,1.16367
0.0,0.12566
0.10588,0.98332
0.0172,1.00828
0.021240002,0.4978
0.56842,0.64935
,
0.09441,0.98947996
0.03092,1.07163
0.0227,1.1026
0.01674,1.24846
0.27626,0.19101
0.05001,1.0061901
0.0111,1.17327
0.0396,0.62446
0.07717,0.8982
0.04458,0.87087995
0.01609,1.00901
0.0,0.0
0.32930002,0.36
0.33839,0.34922
0.00667,0.9566
0.54578,0.33641
0.15232,0.51662
0.01016,0.76375
0.02493,1.16631
0.00064000004,0.026719999
,
0.0,0.04319
0.01653,1.09217
0.32064998,0.55825
0.11766,0.5195
0.01814,1.17942
0.04464,0.89112
0.03383,0.94647
0.00396,0.7871
0.02343,0.9874
0.00091,0.11744001
0.0113699995,1.02473
0.11006,0.95325994
0.00987,1.05251
0.00969,1.03676
0.02269,1.08906
0.01521,0.98841006
0.012359999,1.00238
0.12819,0.96072996
0.05667,1.11915
0.68109,0.14996
0.03455,0.95649004
0.0,0.38746
0.01933,1.09633
0.801,0.2033
0.0221,0.98565
0.024230001,1.03764
0.86149,0.20447001
0.3148,0.66672
0.01549,0.26277
0.37938,0.75764
0.10727999,0.05366
0.13676,0.95288
0.0008,0.28621998
0.61792,0.27384
0.00892,0.0
0.01575,1.03636
0.10059,0.77818
0.12516,0.82487
0.06909,0.79969
0.027590001,1.0178399
0.024430001,1.01617
0.28839,0.30536
0.14013,0.78503996
0.01222,0.71215
0.19615999,0.65428
0.0124699995,1.06373
0.43254003,0.26623
0.0,0.18473
0.2313,0.73547
0.0057,0.08201
0.18172,0.73309
0.72286004,0.29076
0.0127799995,0.95356005
0.0057200002,1.22947
0.0,0.03134
0.00261,1.06812
,
0.015620001,0.9767
0.0,0.0
0.00778,1.02902
0.16726999,0.32955003
0.11337,0.90524
0.31218,0.53123003
0.0419,0.73871005
0.01204,0.93996
0.2559,0.21766001
0.04518,0.94777
0.01059,1.11257
0.03316,1.00992
0.0,0.25513
0.03751,0.99984
0.05365,0.38287997
0.032309998,1.0071701
0.00112,0.33275002
0.045679998,1.03736
0.45273,0.45589
0.04636,1.20972
0.0067299996,1.11265
0.011670001,0.53657
0.05589,0.92777
0.078439996,0.86248
