Rev,Gr P,EBITDA,Op P,Net Inc,ROA,ROE,EPS (TTM),EPS (FWD)
13161327616.0,4282882048.0,2687971072.0,2065933595.88352,836270976.0,0.07154,0.57942003,10.16,11.27
1595220992.0,1099731968.0,345076992.0,86684308.70528,227127008.0,0.04421,0.20039,4.02,7.17
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
1280152064.0,850881984.0,176836992.0,153976690.25792,147703008.0,0.06204,0.12031999,3.78,3.78
5910645248.0,1724011008.0,1706596992.0,926020791.00416,314004000.0,0.021070002,0.041840002,1.42,
8666399744.0,5449099776.0,1242249984.0,1090926399.77472,893600000.0,0.02641,0.14694999,3.52,3.19
4563424256.0,1383159040.0,560472000.0,503208792.70912004,392988000.0,0.102,0.22245,10.13,10.57
4614837760.0,760576000.0,490184992.0,390553742.70298874,322804000.0,0.05301,0.17542,5.53,6.14
5315999744.0,1716999936.0,993000000.0,240230028.43136,-591000000.0,0.0036300002,-0.081709996,-2.4,0.73
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
2064670976.0,2064670976.0,,1081846215.417641,591660992.0,0.010620001,0.081879996,6.73,7.64
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
67105001472.0,25188999168.0,21592999936.0,18490112105.59488,10524000256.0,0.16660999,0.24778,0.94,1.42
1943975936.0,1706877952.0,-611062016.0,-3063803079.5352063,-935780992.0,,,-2.52,
3103528960.0,1053110976.0,683102016.0,672627831.5008,544651008.0,0.13812,0.37342,3.67,3.38
8846600192.0,2087800064.0,1719699968.0,1507725982.2565582,441700000.0,0.053940002,0.11933,1.18,2.75
1232483968.0,988737984.0,-95446000.0,-111367251.34848,-142756992.0,-0.05222,-0.115430005,-0.96,1.21
2661489920.0,1318200960.0,475652000.0,415671495.7056,320364000.0,0.09085,0.17129,1.93,2.08
10225000448.0,3131000064.0,1855000064.0,1454199563.71456,454000000.0,0.059899997,0.1166,1.5,3.41
862673984.0,551529024.0,148335008.0,148354053.65521985,203111008.0,0.16781001,0.49115002,5.54,5.49
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
2486235904.0,2486235904.0,,1291823313.35936,830614016.0,0.01079,0.094399996,4.92,5.73
1025252982784.0,172862996480.0,142061256704.0,83066001791.4246,262788005888.0,0.02658,0.1599,3.13,
1025252982784.0,172862996480.0,142061256704.0,83066001791.4246,262788005888.0,0.02658,0.1599,3.11,
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
4646577152.0,1730233984.0,993494016.0,822072429.73184,553707008.0,0.07873,0.15731,4.94,7.03
4168800000.0,1976199936.0,699400000.0,604851192.0,401500000.0,0.08899,0.16595,12.69,18.33
235812000.0,226838000.0,-623731968.0,-284669888.28,-776414976.0,-0.41959,,-4.13,-3.06
992662976.0,566438016.0,150814000.0,149028482.66025022,99995000.0,0.025290001,0.16559,0.86,1.95
1078201984.0,813169984.0,-91189000.0,-115227446.03008,-66688000.0,-0.05054,-0.06424,-0.24,0.56
2622828032.0,2622828032.0,726281984.0,1606587082.7212799,11854000.0,0.031489998,0.06868,0.04,0.46
986531968.0,765100032.0,653518976.0,408138140.48128,306247008.0,0.01878,0.03749,1.34,1.31
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
3520000000.0,1811000064.0,645000000.0,502867199.99999994,441000000.0,0.055570003,0.11946999,0.88,0.86
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
5852700160.0,2179000064.0,1207200000.0,692784117.9392,250400000.0,0.03081,0.03856,3.77,10.66
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
4870111232.0,3244354048.0,1336363008.0,861766182.5024,478857984.0,0.0249,0.07082,1.53,2.15
9411716096.0,4957045248.0,1066150976.0,703525778.176,665481024.0,0.060650002,0.14675,4.38,4.95
3520000000.0,1811000064.0,645000000.0,502867199.99999994,441000000.0,0.055570003,0.11946999,0.88,0.86
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
817241984.0,541472000.0,-175635008.0,-157253702.56128,-337063008.0,,-0.1761,-3.72,
4598536192.0,932472000.0,647113984.0,657774616.90368,216132992.0,0.08688,0.1269,0.8,1.5
41702998016.0,4749000192.0,1788999936.0,1414565692.70272,1130000000.0,0.06598,0.23924999,20.28,25.71
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
2026855040.0,1202464000.0,609036992.0,601712455.7248,306924992.0,0.06792,0.1164,1.91,1.87
6046099968.0,1908199936.0,1074800000.0,567910169.99424,-35400000.0,0.04759,-0.024,-0.1,1.1
4993277952.0,407654016.0,473204000.0,207171117.20831385,-1096204032.0,-0.00644,-0.081070006,-9.33,1.84
5071012864.0,1525086976.0,714510016.0,488490669.18912,401152992.0,0.08486,0.11354,7.01,11.19
3610693120.0,1383623040.0,799070976.0,547706003.2658688,391500992.0,0.07097,0.15257,5.79,5.93
11612800000.0,3014099968.0,2070200064.0,1590953600.0000002,1152400000.0,0.05032,0.13214,2.4,2.69
12032000000.0,2036000000.0,3076000000.0,1685803520.0000002,919000000.0,0.022769999,0.01742,1.3,2.03
6045000192.0,3920000000.0,2164999936.0,255340808.11008,-387000000.0,0.0127799995,-0.078200005,-1.56,-0.68
1191262976.0,291161984.0,399451008.0,109631931.68128,109626000.0,0.033689998,0.11941,0.4,0.26
10462000128.0,1990000000.0,1462000000.0,959888511.744,715000000.0,0.08128,0.29889,9.13,10.18
6153099776.0,1728199936.0,1223500032.0,869679122.3398399,422900000.0,0.023659999,0.052529998,0.93,1.89
2052400000.0,841299968.0,447100000.0,349995751.476,211600000.0,0.06995,0.15022999,4.49,6.3
906798016.0,496543008.0,178175008.0,135475623.5904,-69916000.0,0.03974,-0.05965,-0.96,3.98
1096109952.0,792531968.0,706150976.0,435714667.01952,374846016.0,0.0462,0.1304,1.64,1.78
22971000832.0,22971000832.0,,13313532662.21056,-80000000.0,0.00341,0.19499001,0.068,
515547008.0,496372000.0,-308396000.0,-114353481.84448001,-281899008.0,-0.18309,-0.36301997,-12.65,-13.96
3215200000.0,1479299968.0,1324400000.0,796437192.0,490800000.0,0.03683,0.1076,2.43,2.26
14040999936.0,2607000064.0,1922000000.0,1250491454.30016,220000000.0,0.056479998,0.044359997,1.06,4.66
2285700096.0,1108099968.0,487500000.0,492499845.39912194,311600000.0,0.10729,0.17752,9.31,8.97
12830999552.0,3552999936.0,1940000000.0,1479799178.33216,779000000.0,0.036199998,0.09211001,1.88,
1166488960.0,696403968.0,513208000.0,375516126.0032,188979008.0,0.0729,,2.24,2.92
3120699904.0,3120699904.0,,1272683897.263278,833400000.0,0.010199999,0.124239996,7.61,8.99
3219389952.0,3219389952.0,,3131919127.00416,-101554000.0,0.36620998,-0.24966,-0.86,
5427949056.0,1803213056.0,532684992.0,402319584.03072006,141910000.0,0.052529998,0.12303001,3.13,5.63
5618770944.0,842030016.0,649929024.0,498216363.4167706,133039000.0,0.046830002,0.072459996,0.4,0.83
5000000000.0,899000000.0,640000000.0,-246100000.0,117000000.0,0.01466,0.01704,0.03,
221672992.0,210928000.0,-52737000.0,28595815.968000002,-81187000.0,-0.06684,-0.36361998,-1.04,-0.28
496000000.0,496000000.0,,620000000.0,236000000.0,0.00416,0.03979,-1.86,
669742016.0,321920000.0,199072992.0,179671690.63232002,171512992.0,0.18932,,5.99,4.6
3780199936.0,2308300032.0,2408600064.0,1502478190.9585612,981200000.0,0.05412,0.11763,1.05,
216772001792.0,202122002432.0,70752747520.0,67890823241.23649,45612998656.0,0.25729,0.54282004,0.34,
4253100032.0,1438200064.0,976400000.0,666077996.01152,250100000.0,0.046129998,0.09049,5.43,11.91
496000000.0,496000000.0,,620000000.0,236000000.0,0.00416,0.03979,-1.86,
2617630976.0,1468989952.0,,1013415832.3584,379200992.0,0.046830002,0.50795,4.4,3.1
3450575872.0,2484503040.0,960070016.0,774688789.02272,537811968.0,0.12614,,2.02,2.48
1052000000.0,803000000.0,337000000.0,165258680.0,1084000000.0,0.00488,0.10963,7.58,5.92
1100240000.0,983788032.0,-10414000.0,-42502268.99952,39977000.0,-0.00712,0.03803,0.76,3.7
2939949056.0,2047078016.0,78282000.0,10025226.28096,-1005220992.0,-0.01393,-0.35509,-5.45,-0.34
1052000000.0,803000000.0,337000000.0,165258680.0,1084000000.0,0.00488,0.10963,7.58,8.86
,,,,,,,,
22387599360.0,4816699904.0,3460100096.0,2381592596.0408063,833600000.0,0.04775,0.13251,4.22,
22387599360.0,4816699904.0,3460100096.0,2381592596.0408063,833600000.0,0.04775,0.13251,2.11,
21750999040.0,2792000000.0,1531500032.0,1674391906.0992002,770000000.0,0.0076200003,0.07074,6.093,
10384400384.0,1877699968.0,1184400000.0,1136884154.04032,650400000.0,0.061389998,0.15524,9.96,10.83
1949350016.0,1949350016.0,,903094875.41248,524342016.0,0.00909,0.10052,8.83,9.23
1676024960.0,1264940032.0,294384992.0,75119438.70719999,220199008.0,0.12203,0.41549,1.21,3.22
5682955776.0,1028284032.0,978584000.0,772654667.30496,614587008.0,0.055159997,0.21784,5.11,
676892032.0,494411008.0,439092000.0,268983355.67616,236542000.0,0.0337,0.07664,4.63,4.82
4600231936.0,2047544064.0,501244000.0,310285644.0832,211230000.0,0.03221,0.097320005,1.94,2.0
2838467072.0,1902652032.0,792841024.0,627244425.1858892,537123968.0,0.07275,0.14924,8.37,12.17
7445708800.0,2984871936.0,1735073024.0,1376190357.504,297447008.0,0.044260003,0.0499,0.26,
4483999744.0,2454000128.0,842000000.0,307109142.46656,434000000.0,0.00977,0.06826,0.88,0.94
28673363968.0,3576058112.0,1165739008.0,1106218381.88544,558497024.0,0.01969,0.08969,3.62,3.77
7445708800.0,2984871936.0,1735073024.0,1376190357.504,297447008.0,0.044260003,0.0499,0.51,
7445708800.0,2984871936.0,1735073024.0,1376190357.504,297447008.0,0.044260003,0.0499,0.51,
2838467072.0,1902652032.0,792841024.0,627244425.1858892,537123968.0,0.07275,0.14924,8.37,
1570599936.0,1209200000.0,1178400000.0,986650879.7952,290900000.0,0.14344,1.4895599,2.69,2.82
26370617344.0,8570727936.0,8264949760.0,8372143594.373119,7756594176.0,0.098000005,0.30674,0.27,
5682955776.0,1028284032.0,978584000.0,772654667.30496,614587008.0,0.055159997,0.21784,5.11,
4734000128.0,1329699968.0,947600000.0,543794613.6393605,414200000.0,0.03892,0.090299994,0.94,0.99
7445708800.0,2984871936.0,1735073024.0,1376190357.504,297447008.0,0.044260003,0.0499,0.51,1.12
2480496128.0,2480496128.0,,1085911594.91584,711964992.0,0.01149,0.115959994,10.56,10.21
26861000704.0,1376000000.0,643000000.0,1088944968.54016,-86000000.0,0.00099,-0.00808,-0.4,3.13
3645600000.0,1290300032.0,663400000.0,575093400.0,362400000.0,0.120129995,0.24584,2.99,3.99
3215000064.0,3215000064.0,,1018415570.27328,692000000.0,0.0092,0.11136,5.21,5.48
3220912896.0,2254672896.0,1032510016.0,1017035520.4592178,707456000.0,0.0431,0.32051,21.15,20.6
8772970872832.0,548487987200.0,122862247936.0,-100011867950.2848,14275999744.0,0.00248,0.00667,0.53,
6665800192.0,2216300032.0,1066099968.0,508800528.65536,687400000.0,0.03241,0.11729,1.01,1.13
8772970872832.0,548487987200.0,122862247936.0,-100011867950.2848,14275999744.0,0.00248,0.00667,1.05,
10554800128.0,2360399872.0,751200000.0,590541035.4971997,462400000.0,0.11757,0.29099,2.72,
,,,,-287000000.0,,,-3.12,1.86
16811192320.0,11600998400.0,,5133801910.6816,4920602112.0,0.014680001,0.23323,1.58,1.67
668390976.0,505483008.0,271105984.0,196653992.95872,144850000.0,0.07375,0.10657,1.65,1.96
,,,,-287000000.0,,,-3.13,
,,,,-287000000.0,,,-3.13,1.86
1798427008.0,1004545024.0,920854016.0,445776120.4572301,411252000.0,0.01995,0.0622,0.482,
13996000256.0,8787000320.0,1674000000.0,999734298.2860799,118000000.0,0.03901,0.121400006,0.99,
1224620032.0,997027008.0,908003008.0,706581266.0633601,455628992.0,0.07669,0.21648,0.95,1.01
13386999808.0,8949999616.0,9029999616.0,9030736200.47872,6588000256.0,0.02131,0.0686,0.55,
1219634944.0,811116992.0,233003008.0,-44333730.2144,73400000.0,0.029240001,0.03681,0.46,2.19
7280399872.0,980000000.0,533500000.0,567361562.02496,393600000.0,0.03534,0.19555001,2.56,1.84
7280399872.0,980000000.0,533500000.0,567361562.02496,393600000.0,0.03534,0.19555001,2.56,
706420998144.0,237546995712.0,98797248512.0,77247136147.0464,58942001152.0,0.06572,0.11494,0.44,
2137991040.0,474456000.0,383887008.0,377184379.2768,285001984.0,0.09516,0.38217,9.21,6.27
17871088386048.0,12722907381760.0,4867351904256.0,1383222241080.1152,994022981632.0,0.03477,0.0912,2.32,3.18
502428008448.0,266402004992.0,124690997248.0,50514111969.36192,47190999040.0,0.08316,0.103360005,0.58,
,,,,,,,,
488631008.0,325920000.0,68519000.0,24460868.26048,31639000.0,0.0234,0.04566,0.23,1.06
1893728000.0,1893728000.0,,668523820.6854401,551606976.0,0.00915,0.079959996,1.68,1.97
1239058944.0,842033984.0,786742016.0,504259818.43968,336795008.0,0.03299,0.10606,3.286,
6683116032.0,1432372992.0,541444992.0,427919919.52896005,247564000.0,0.04971,0.124350004,2.23,3.89
1178672000.0,913380992.0,758600000.0,732568221.4399999,557278016.0,0.21209998,1.7914,4.37,4.84
5111029760.0,1265961984.0,892633024.0,634023241.7279999,486030016.0,0.08241,0.16700001,4.27,4.52
1561600000.0,633699968.0,427000000.0,336524800.0,296000000.0,0.106529996,0.39289,6.75,6.84
105974685696.0,24720146432.0,9455951872.0,6972074571.93984,6924612096.0,0.07058,0.1743,1.85,2.36
1239058944.0,842033984.0,786742016.0,504259818.43968,336795008.0,0.03299,0.10606,3.95,3.07
10172099584.0,2471000064.0,932300032.0,754668068.13696,99600000.0,0.029830001,0.0085,1.34,6.75
692190016.0,426572000.0,313416000.0,302805430.5555597,212198000.0,0.11969,0.35077998,5.22,5.36
54250000384.0,13303000064.0,5107999744.0,4496782531.829761,567000000.0,0.027999999,,0.84,2.02
5169495040.0,2076299008.0,619180032.0,442043469.17544955,112094000.0,0.03841,0.09239,2.23,9.68
5452545.0,1027431.0,-1166012.0,-808830.5253,-6528910.0,-0.14788,-0.95267,-3.03,
12773000192.0,4001999872.0,1038000000.0,689869740.36992,389000000.0,0.04538,0.081190005,3.11,5.2
1326128000.0,993305024.0,863596032.0,483148214.24,334553984.0,0.03395,0.1154,1.09,0.97
3651077888.0,1565047040.0,678723968.0,159880700.71552,80795000.0,0.03923,0.023340002,0.85,5.96
1672232960.0,1672232960.0,,757070027.9808,552908992.0,0.01788,0.16482,4.14,3.84
2339653888.0,942124992.0,301680000.0,227929081.76896003,200980000.0,0.063439995,0.12322,3.25,3.7
659753024.0,578836992.0,570065024.0,313692770.32128,177928992.0,0.023120001,0.03446,1.68,1.82
6489099776.0,3967099904.0,965900032.0,534896494.53568,423100000.0,0.0749,0.20926,1.05,1.4
1644999936.0,542099968.0,64500000.0,-1710799.9334399998,25900000.0,-0.029059999,0.02476,0.37,3.69
7315999744.0,1871000064.0,1299000064.0,1093595641.73312,676000000.0,0.09032,0.17174,10.24,11.11
1483296000.0,1105063040.0,-41700000.0,-43994560.843296,-108114000.0,-0.01396,-0.12983,-1.04,1.85
2626460928.0,1762476032.0,735484992.0,455191943.43167996,356648992.0,0.05824,0.08623,2.58,3.42
1798427008.0,1004545024.0,920854016.0,445776120.4572301,411252000.0,0.01995,0.0622,0.482,
6952999936.0,2244999936.0,1234000000.0,686956393.6768,367000000.0,0.03918,0.06889,0.29,0.42
5168404992.0,3923066880.0,1476728960.0,1015953369.27744,435868000.0,0.045760002,0.10727,1.65,4.15
2079741056.0,2079741056.0,,752845464.86144,596745024.0,0.012150001,0.15491,9.29,8.61
3342801920.0,1041905984.0,839091008.0,759685164.3392,486403008.0,0.11608,0.29701,3.12,4.81
8303000064.0,5056000000.0,1068000000.0,2239983357.26592,7208000000.0,0.020550001,0.24608,3.04,
23233000.0,-555944000.0,-1148260992.0,-2983052844.59,-774569984.0,-0.12592,-0.18150999,-1.09,-1.19
53799527907328.0,-27185219895296.0,-45539928309760.0,-39790130840259.79,-80215871062016.0,-0.23045999,,-1.3,-0.77
2799129088.0,2799129088.0,,983837835.8676583,719670016.0,0.00968,0.12732,10.3,9.98
894702016.0,858083968.0,813200000.0,545669812.5382401,392075008.0,0.03875,0.091800004,2.1,2.05
27464099840.0,4919699968.0,1641600000.0,1388584887.9104,633800000.0,0.06598,0.27244,15.93,18.56
15452639232.0,3828374016.0,1393659008.0,-885281747.9591976,-315380000.0,-0.0057,-0.01617,-1.06,-2.75
3872000000.0,2612000000.0,876000000.0,598998400.0,530000000.0,0.1043,0.17886999,2.99,
8303000064.0,5056000000.0,1068000000.0,2239983357.26592,7208000000.0,0.020550001,0.24608,1.03,
15160999936.0,6278000128.0,1667000064.0,1138287875.19488,879000000.0,0.06508,0.29163998,2.3,2.04
6585731072.0,2637381888.0,865297024.0,400017292.14181787,575676032.0,0.11755,0.29766,36.21,26.14
2799229440.0,1319218560.0,1075605504.0,1345365653.4528,478654016.0,0.060370002,0.120220006,1.99,2.97
1889783040.0,973502976.0,821470976.0,343241293.55520004,812710016.0,0.01422,0.13397,0.644,
37155799040.0,5739899904.0,1960999936.0,1649345919.3855999,890899968.0,0.04415,0.13525,33.71,35.16
3174000128.0,3174000128.0,,1255983590.65088,806000000.0,0.00956,0.13375,5.48,4.89
2183330048.0,1436926976.0,1375153024.0,974398410.7885209,243540992.0,0.06862,0.07999,2.7,8.77
1243021056.0,814432000.0,405703008.0,316920648.43776,121805000.0,0.04567,0.05771,1.37,3.69
14046000128.0,5507999744.0,1664999936.0,1234081571.24608,708000000.0,0.05031,0.11208,2.74,3.62
19849000960.0,6793999872.0,,3188940494.2336,2304999936.0,0.009,0.14973,7.957,
2274532096.0,1049240000.0,534401984.0,504786930.810601,330391008.0,0.09722,0.17884001,7.86,8.46
3610700032.0,1103000064.0,608700032.0,330740122.9312,207700000.0,0.03612,0.18275999,2.66,4.81
1052924992.0,862900992.0,99918000.0,92541577.54687999,81075000.0,0.055430003,0.25079,1.78,3.9
4453000192.0,1868000000.0,1531000064.0,731316221.5321599,598000000.0,0.01946,0.077020004,5.103,
2153799936.0,1057800000.0,153800000.0,368752087.04256,-269700000.0,0.018380001,-0.22367,-5.08,4.64
3235745024.0,799814976.0,631008000.0,393628382.1696,290052000.0,0.07808,0.12687,10.83,15.96
1278540032.0,680377984.0,259930000.0,213375545.94048002,119478000.0,0.0858,0.26768,2.04,
540478996480.0,237615005696.0,93174996992.0,55636902492.86123,51710001152.0,0.06949,0.1041,1.27,
1083652992.0,407828992.0,125906000.0,80006100.39936,140660000.0,0.03164,0.20898001,1.18,0.5
4035191040.0,1413054976.0,515340992.0,211403650.51521793,263292000.0,0.05037,0.15296,4.78,4.85
4929034240.0,1756272000.0,819440000.0,726933969.7152,538302016.0,0.0871,0.21863002,3.01,3.45
4900261888.0,2716971008.0,595369024.0,203507876.20863998,371716000.0,0.03982,0.09393,2.3,4.32
6237556224.0,1894365952.0,1263836032.0,1496452051.3242776,861537984.0,0.022820001,0.15072,10.4,11.51
5605000192.0,4288999936.0,2428999936.0,1401250048.0,955000000.0,0.06179,0.28265,5.65,2.93
3872000000.0,2612000000.0,876000000.0,598998400.0,530000000.0,0.1043,0.17886999,2.62,
10684099584.0,2702599936.0,1355100032.0,831543470.62272,474300000.0,0.03402,0.05947,7.53,11.15
18036000768.0,4746999808.0,,-855627876.43392,1045000000.0,0.00171,0.12985,5.99,7.72
75914649600.0,11117451264.0,-8351067136.0,788753209.344,-10169570304.0,-0.12511,,-1.25,-1.66
373415008.0,354430016.0,313412992.0,251170136.83104,219300992.0,0.0422,0.08284,1.22,1.33
4900261888.0,2716971008.0,595369024.0,203507876.20863998,371716000.0,0.03982,0.09393,0.23,
2532800000.0,2062899968.0,771900032.0,697051888.0,485400000.0,0.14126,,1.63,2.56
828849024.0,520839008.0,-419116992.0,-379206716.97024,-413817984.0,-0.19568,,-3.35,-2.71
12776999936.0,2644999936.0,2479000064.0,563082387.17952,989000000.0,0.07936,0.17149,4.24,3.19
6451299840.0,1473900032.0,1258300032.0,831120958.3872,357200000.0,0.072459996,0.20264,2.5,4.98
4028614912.0,1411084032.0,955694016.0,671489533.5321599,-69225000.0,0.043109998,-0.01809,-1.29,10.28
1974599936.0,573400000.0,382300000.0,341349110.68231934,221600000.0,0.10727999,0.18765,3.59,3.73
4993082880.0,1016161984.0,608449024.0,506747981.4912,260988992.0,0.08019,0.20646,7.9,9.34
9285999616.0,2239000064.0,1844999936.0,1153135469.4588785,832000000.0,0.055359997,0.1439,7.11,8.7
645488000.0,526788992.0,275145984.0,236113042.61024,229104992.0,0.10767,0.20302999,2.11,2.45
8263477760.0,1670648064.0,1062617984.0,675621941.6576,368198016.0,0.05373,0.13875,4.34,8.61
2554200064.0,1352700032.0,410300000.0,311229303.34040064,319200000.0,0.01592,0.045900002,11.09,11.65
3195000064.0,2289999872.0,1087000064.0,864886517.3248,349000000.0,0.082100004,0.46909,3.95,5.54
1889783040.0,973502976.0,821470976.0,343241293.55520004,812710016.0,0.01422,0.13397,4.05,-0.13
1662027008.0,1341060992.0,277819008.0,-365645.94176,-7540000.0,0.01871,-0.0032,-0.03,1.23
2779048960.0,908502976.0,771700992.0,621617671.3728,478468992.0,0.12857,0.33737,50.48,25.82
5662748180480.0,5519574564864.0,,753145508003.8401,1381147607040.0,0.05728,0.27425,7.22,7.12
1459632000.0,686353024.0,576857984.0,434050767.84000003,190670000.0,0.07635,0.09879,0.4,0.63
4545800192.0,1531600000.0,654499968.0,622229130.28096,398800000.0,0.08566,0.25499,3.89,4.59
8565000192.0,4067000064.0,2371000064.0,1890895092.38784,-1759000064.0,0.05969,-0.49067003,-5.48,3.07
342353984.0,287199008.0,,57070409.1328,362052000.0,0.0062300004,0.055689998,1.08,1.97
7916000256.0,4124000000.0,974000000.0,1002957232.4352001,492000000.0,0.00327,0.085489996,8.438,
716080000.0,703921024.0,102621000.0,98246175.99999999,132011000.0,0.083629996,0.21697001,1.12,1.75
7331999744.0,3612999936.0,1608000000.0,-220913152.28672,418000000.0,0.04334,0.08732,1.89,3.0
4453000192.0,1868000000.0,1531000064.0,731316221.5321599,598000000.0,0.01946,0.077020004,5.103,
1614000000.0,733900032.0,358500000.0,286129936.14,170700000.0,0.06295,0.10808,0.99,1.34
17149400064.0,1295500032.0,1007299968.0,853354147.1846399,490500000.0,0.10216,0.67311996,24.05,26.81
4453000192.0,1868000000.0,1531000064.0,731316221.5321599,598000000.0,0.01946,0.077020004,5.103,
9804000256.0,6501000192.0,5850999808.0,3681010230.2377677,1080999936.0,0.07002,0.20436001,2.89,2.75
2286509056.0,671868032.0,753987968.0,593760671.66208,452936000.0,0.115059994,0.31868,13.6,16.73
12675999744.0,2547000064.0,2774000128.0,1093051457.92512,504000000.0,0.039049998,0.16474001,11.75,13.6
2554200064.0,1352700032.0,410300000.0,311229303.34040064,319200000.0,0.01592,0.045900002,11.08,
2405317120.0,943918976.0,467340992.0,129406061.056,287940992.0,0.12445,0.21685,5.95,7.26
4086694912.0,3765299968.0,1598406016.0,855753914.5728,-404840992.0,0.051880002,-0.10840999,-6.98,21.56
,,,,,,,2.21,
45944000512.0,12812000256.0,5392999936.0,3708140281.32352,3368999936.0,0.09177,0.18400998,1.34,
804571008.0,713171968.0,-113801000.0,-129817532.1408,13032000.0,-0.05262,0.01377,0.09,0.64
2146984001536.0,516345987072.0,222431002624.0,169547326601.2979,109371998208.0,0.05283,0.14130999,1.22,
807084992.0,460812992.0,252598000.0,240826090.76288,234874000.0,0.105,0.24226,7.37,7.54
1352716032.0,-193742000.0,-314087008.0,-218828872.49664,-231315008.0,-0.05217,-0.12807,-3.21,2.21
2710299904.0,969699968.0,256000000.0,210780023.53408003,-138400000.0,0.00925,-0.04697,-2.3,
4598199808.0,789200000.0,390100000.0,228024742.27331942,120600000.0,0.02463,0.01811,0.14,
3200000000.0,1548999936.0,1152000000.0,874527999.9999999,762000000.0,0.12185001,0.47081003,8.76,9.08
1660400000.0,1264099968.0,371500000.0,283928400.0,162600000.0,0.07024,0.14182,2.97,3.78
2955899904.0,992200000.0,478000000.0,394612666.742999,249900000.0,0.115159996,0.37028,8.98,11.86
7916000256.0,4124000000.0,974000000.0,1002957232.4352001,492000000.0,0.00327,0.085489996,5.06,9.87
9018000384.0,1175000064.0,782000000.0,587612905.0214399,477000000.0,0.04617,0.25675,12.39,8.65
1750909952.0,1750909952.0,,1335471547.68896,670380032.0,0.05333,0.09803,1.51,1.7
2829700096.0,946899968.0,913000000.0,1002987199.0272,429900000.0,0.06067,0.4105,5.79,7.11
4077330944.0,1226983040.0,595544000.0,502612585.46688,217719008.0,0.09241,0.15614,10.78,17.93
929555008.0,629457024.0,164539008.0,162077211.19487998,122051000.0,0.041149996,0.081020005,0.72,0.96
1812786944.0,1812786944.0,,738456889.50784,581705984.0,0.011460001,0.09318,7.52,7.63
2141945984.0,381115008.0,361502016.0,178488369.55644992,-32795000.0,0.02115,-0.014140001,-0.25,0.19
2505556099072.0,783170011136.0,196743004160.0,144896309209.33377,48099000320.0,0.025209999,0.04902,0.34,
2505556099072.0,783170011136.0,196743004160.0,144896309209.33377,48099000320.0,0.025209999,0.04902,0.68,
12974535680.0,3672751104.0,3264922112.0,5540775721.634713,1932626944.0,0.035550002,0.16018999,-3.896,
4598199808.0,789200000.0,390100000.0,228024742.27331942,120600000.0,0.02463,0.01811,0.28,
4453000192.0,1868000000.0,1531000064.0,731316221.5321599,598000000.0,0.01946,0.077020004,5.103,
617500032.0,446200000.0,278200000.0,264864288.72575998,196100000.0,0.44685,0.73694,8.0,
21589000192.0,2271000064.0,1495000064.0,805053817.1596799,279000000.0,0.04058,0.10348,1.16,6.03
5058741248.0,4111857920.0,2673178880.0,1344158137.00608,640024000.0,0.05152,0.17141001,0.71,0.8
2604800000.0,648200000.0,387300000.0,302130752.0,187900000.0,0.09454001,0.20871,3.49,4.74
1868708992.0,1278076032.0,173980992.0,169622715.20384002,166271008.0,0.05009,,2.82,6.97
1968978048.0,749171968.0,345030016.0,310350319.92576003,236320992.0,0.11683,0.24700001,1.45,1.89
15061000192.0,3179000064.0,1299000064.0,599578387.5215197,297000000.0,0.03376,0.24294001,1.23,1.35
2197699072.0,782611008.0,613041984.0,463978228.08064,142812000.0,0.077080004,0.28129,0.65,
2094828032.0,1443227008.0,1275632000.0,696195148.15488,559116992.0,0.02201,0.05632,1.646,
837156992.0,517755008.0,421976000.0,350425545.28128004,222842000.0,0.11241,0.16327,5.94,8.23
1346912000.0,1192302976.0,376414016.0,201013146.88000003,264256000.0,0.0586,0.10499,2.71,3.81
617500032.0,446200000.0,278200000.0,264864288.72575998,196100000.0,0.44685,0.73694,0.8,
1537017984.0,1473074048.0,,289051602.07104003,160370000.0,0.18275999,0.31558,5.83,5.29
1534174035968.0,270144995328.0,159440994304.0,72888605380.49161,57197998080.0,,,1.0,
7427258880.0,1792903040.0,1048814016.0,288994643.0208,164843008.0,0.01302,0.023,1.02,2.1
