Rev,Gr P,EBITDA,Op P,Net Inc,ROA,ROE,EPS (TTM),EPS (FWD)
1817019008.0,565404992.0,136656992.0,163531.69981788596,13594000.0,0.01802,0.014049999,0.04,0.38
1455533952.0,179847008.0,-139786000.0,-123924160.67327999,-204220000.0,-0.06787,-0.33478,-6.85,
1232018048.0,722876032.0,171676992.0,142606089.056,98105000.0,0.05128,0.109519996,1.29,1.24
5985240.0,6083943.0,3566281.0,549265.4748000001,2516696.0,0.09121,0.17191,0.01,
400353984.0,134902000.0,61676000.0,57783090.51072001,21124000.0,0.03837,0.037720002,0.12,0.45
306372000.0,306372000.0,,108654829.80000001,79446000.0,0.00979,0.11059,5.55,5.15
23818770.0,23818770.0,,4003935.237,111006064.0,0.0077899997,0.11088,1.01,
74199888.0,74199888.0,,64243747.028160006,69109848.0,0.04062,0.07151,0.8,
,,,,-532789184.0,,,-0.02,
1625027968.0,411652000.0,151559008.0,162892803.51231998,17063000.0,0.02895,0.02177,0.37,2.33
920872000.0,226980000.0,134734000.0,18233265.6,20908000.0,0.01154,0.0272,0.25,0.51
269327008.0,44728000.0,9641000.0,-589826.14752,-9378000.0,-0.0062,-0.047670003,-0.82,0.13
2723000.0,2723000.0,-121423000.0,-128876082.77600001,-110059000.0,-0.22850999,-0.32494,-6.18,-2.37
65686600.0,65686600.0,,51693380.974535994,86802264.0,0.03206,0.08913,0.66,
1279563008.0,392703008.0,172258000.0,102365040.64,35204000.0,0.06382,0.14843,0.4,0.86
576184000.0,239139008.0,205632000.0,159291828.64,87958000.0,0.080570005,0.28366,8.32,-6.28
80559024.0,80559024.0,,67908836.43332879,5473135.0,0.023020001,0.00466,0.06,
141896000.0,141740992.0,86187000.0,33505903.89896,4468000.0,0.01667,0.01931,0.07,0.08
195831008.0,101583000.0,88849000.0,59869455.76576,43288000.0,0.02816,0.097040005,2.42,2.38
2741799936.0,360100000.0,112300000.0,106820525.50656,-17100000.0,0.0136,-0.01349,-0.56,4.89
3777999872.0,205000000.0,-254000000.0,-443272724.98176,-34000000.0,-0.03408,-0.064330004,-0.15,0.56
4928500224.0,2239399936.0,621299968.0,521780318.71488005,325000000.0,0.1172,,3.18,1.99
345392992.0,345392992.0,,131387494.1568,78804000.0,0.00679,0.06426,0.88,1.08
1060105984.0,477492000.0,409542016.0,347205890.6775603,99710000.0,0.049429998,0.04674,0.03,
171800992.0,111850000.0,94143000.0,6655570.430079999,130082000.0,0.00588,0.24906999,2.89,0.03
,,-148484000.0,,-137248992.0,-0.27685,-0.43822,-1.89,-2.03
2309000.0,2309000.0,-94849000.0,-81161834.89,-119404000.0,-0.29507,-0.76499003,-0.69,-0.68
639600000.0,91368000.0,79367000.0,33924382.7208,56654000.0,0.058969997,0.114750005,3.23,2.27
24257000.0,20840000.0,,28497123.6,6409000.0,0.00102,0.00873,0.14,0.21
457158016.0,327040992.0,,149179803.78112,105815000.0,0.037520003,0.20773001,5.69,5.84
964232000.0,771548032.0,737454016.0,221011607.07768,109650000.0,0.05765,0.07531,0.87,1.04
14355000.0,3954000.0,201480992.0,-188872309.395,-202898000.0,0.20172001,-0.44837,-0.38,-0.63
4905589248.0,376372000.0,95314000.0,-30365597.44512,24931000.0,0.00881,0.02716,0.3,
11461786.0,11461786.0,,-93382035.9885,162413088.0,0.00236,0.21777001,1.42,
2198233088.0,1006254976.0,403263008.0,214679443.37408,-94667000.0,0.04124,0.02744,0.861,
539452032.0,346227008.0,294054016.0,141665498.12352002,64268000.0,0.03276,0.22149,2.08,-0.39
1617846016.0,143911008.0,-10882000.0,5031501.109759999,-12684000.0,-0.059660003,-0.32124,-0.07,-0.04
1467586944.0,1467586944.0,402900000.0,500344402.14205056,-89147000.0,0.046350002,-0.09463,-3.71,7.46
58826895360.0,15289043968.0,229666000.0,119418591.69811048,-1994427008.0,-0.008640001,-0.61569,-0.15,4.31
1236999936.0,784000000.0,790000000.0,292971064.84224,-174000000.0,0.00459,-0.063260004,-1.86,
462321984.0,324083008.0,6676076032.0,56663560078.552315,4734145024.0,0.115930006,0.18014999,,
28174000.0,1056000.0,-19501000.0,-46245088.157400005,-103554000.0,-0.04595,-3.41042,-0.4,
,,-1703531.0,,-7619243.0,-0.02688,-0.09814999,-0.05,
679264000.0,447393984.0,262147504.0,82462653.675584,-68434000.0,0.01211,-0.11869001,-0.36,-0.1
377176000.0,143827008.0,60864000.0,23324563.84,39508000.0,0.0147,0.06821,144.6,
282177984.0,282177984.0,,120094955.63395968,83713000.0,0.014730001,0.12513,1.83,1.82
2833315072.0,1339889024.0,276712992.0,19578207.147520002,132495000.0,0.05748,0.16309,3.75,5.01
241524992.0,49754000.0,-376294016.0,-458354029.4155008,-389920992.0,-0.27423,-0.53158003,-1.21,-0.82
377176000.0,143827008.0,60864000.0,23324563.84,39508000.0,0.0147,0.06821,28.91,-7.45
5099714048.0,3463749888.0,-1001704768.0,118772340.17792001,-912665984.0,-0.12711,-0.36061,-0.49,-0.33
564499008.0,252218000.0,-11737000.0,-63607745.96344397,-98356000.0,-0.03075,-0.112220004,-1.34,0.31
776499968.0,379100000.0,468100000.0,284921133.25824,127500000.0,0.09786,0.13489,0.16,
1376099968.0,346745984.0,167540000.0,89446497.92,51353000.0,0.07361,0.10679,2.35,4.9
94238000.0,83434000.0,-122177000.0,-161304357.46,-154968000.0,-0.31204998,,-3.01,-2.66
328480000.0,328480000.0,,132321598.4,84259000.0,0.011039999,0.09868,3.52,3.46
,,-191854000.0,,-252182000.0,-0.26295,-1.09121,-1.06,-0.98
10312340.0,10312340.0,,1033090.2212,124657216.0,0.00125,0.14054,2.86,
1317356032.0,445364992.0,93469000.0,62469026.9895081,43654000.0,0.057150003,0.23577,1.88,0.82
164447008.0,80412000.0,-76991000.0,-41766251.09184,-88009000.0,-0.09634,-0.31086,-0.13,-0.08
,,-51372000.0,,-47298000.0,-0.22825001,-0.35742,-0.42,-0.48
6080720896.0,2315709952.0,248487008.0,66583893.8112,-66994000.0,0.0058999998,-0.05903,-0.24,0.06
632230976.0,205476000.0,79097000.0,63071359.6368361,42354000.0,0.06005,0.09668,8.57,
749000.0,-55249000.0,-77394000.0,-52493070.29399999,-102897000.0,-0.32129002,-0.85159,-2.93,-2.24
207768000.0,198558000.0,,85937000.16,80446000.0,0.01822,0.06737,0.98,1.59
1709585024.0,306550016.0,198460000.0,138715735.6857001,99456000.0,0.05722,0.108909994,6.5,9.95
393940992.0,173084000.0,-26022000.0,-58263872.716800004,-87098000.0,-0.047989998,-0.100880004,-1.86,0.92
287883008.0,258736992.0,224194000.0,132279363.34592,131909000.0,0.040289998,0.07176,4.831,
1087607040.0,222468992.0,84292000.0,57925953.125614084,13536000.0,,,0.38,
10196708.0,10196708.0,,-1617095.92172,10416501.0,-0.00059,0.01064,0.13,
330000992.0,330000992.0,,157496280.04193985,103613000.0,0.01318,0.14189,7.81,7.68
2974036992.0,400857984.0,120142000.0,98946204.77576602,67554000.0,0.03216,0.0732,2.78,3.74
9693074432.0,1583266944.0,223548992.0,116704616.16128,-15788000.0,0.027780002,-0.02093,-0.47,2.02
167776000.0,96425000.0,-18307000.0,-24461740.8,-35014000.0,-0.06959,-0.103970006,-0.14,0.05
222444992.0,222444992.0,,158236245.05920002,88816000.0,0.04,0.08947,1.63,1.64
401560992.0,321175008.0,115375000.0,96109607.82528,178704000.0,0.09137,0.25907,2.38,2.12
77635160.0,59750364.0,24602824.0,25820676.3116968,20657660.0,0.15153,0.23747998,1.61,1.75
,,-63023000.0,,-66559000.0,-0.52321,-25.14739,-0.41,
,,-28577448.0,,-41338688.0,-0.32651,-0.89811,-0.47,
521828000.0,166976992.0,68713000.0,74730987.88,-13257000.0,0.015240001,-0.03287,-0.12,0.09
567706048.0,393393664.0,153348416.0,49617508.5952,81138040.0,0.08656,0.19081,14.77,12.24
423083008.0,300929984.0,88854000.0,-4793530.48064,-1280000.0,0.014630001,-0.00147,0.0,0.14
254956000.0,254956000.0,,107290583.92,85571000.0,0.01026,0.10649,2.81,2.83
3334799872.0,548099968.0,318000000.0,129123451.04383999,20600000.0,0.025220001,0.0134000005,0.36,3.04
1392899968.0,153400000.0,100300000.0,26005442.40256,36700000.0,0.03938,0.074710004,0.52,0.23
1119703040.0,453535008.0,88925000.0,79521309.9008,-116495000.0,0.00748,-0.11554,-0.35,
344213632.0,174657776.0,148966112.0,135324147.28448,67183824.0,0.06389,0.15608,2.09,3.1
3453592064.0,2675356928.0,-138556752.0,-141079235.8144,-588878016.0,-0.04305,-0.16533001,-0.81,0.07
310382016.0,154711008.0,106244000.0,-85237109.23392,11104000.0,0.03593,0.028210001,0.1,0.47
1277904000.0,167010000.0,213371008.0,-13328538.72,50062000.0,0.01918,0.03269,0.32,0.76
230502000.0,186063008.0,18456000.0,23091690.36,21419000.0,0.06507,0.5553,0.69,1.02
164022000.0,90605000.0,-69489000.0,-59380884.660000004,-69734000.0,-0.29315,-1.78693,-0.56,-0.34
636971008.0,475475008.0,-9217000.0,-38116345.118719995,-35359000.0,-0.07005,,-1.06,-0.26
306470016.0,96045000.0,64187000.0,65961541.543680005,50422000.0,0.033099998,0.17799,2.63,2.35
,,,,,,,9.04,
59815000.0,24210000.0,-98410000.0,-167342026.9185,-126135000.0,-0.38916,-1.3147099,-5.13,
3051130880.0,1311346048.0,228604992.0,-132144472.31053825,13686000.0,0.03541,0.04141,-0.11,2.82
430795008.0,334440000.0,-41427000.0,-47460686.03136,-54709000.0,-0.078150004,-0.32499,-0.95,0.71
219830000.0,67117000.0,-60204000.0,-165527593.4,-192515008.0,-0.05885,-0.5484,-1.37,0.0
98402256.0,41400036.0,-18643542.0,44305618.71606768,-52660392.0,-0.05983,-0.11343,-0.34,0.15
1407683968.0,366105984.0,18853000.0,-74424251.38816,-84124000.0,-0.01741,-0.12326,-0.8,0.51
2024135936.0,578105024.0,220475008.0,251559626.2708956,55674000.0,0.02182,0.13998,1.29,
197445088.0,197445088.0,,142515864.5184,14353292.0,0.06445,0.02029,0.19,1.31
339836000.0,303508992.0,26370000.0,11116035.56,-8200000.0,0.02848,-0.03697,-0.14,
12589000.0,-120196000.0,-188419008.0,-145731397.01000002,-212386000.0,-0.40195,-0.81202006,-3.05,-2.9
11012006.0,9488421.0,8000629.0,7932387.8514396995,6560263.0,0.49588,0.87969,0.03,
298353984.0,298353984.0,,103308044.53276032,79892000.0,0.01012,0.090229996,2.73,2.29
67526784.0,67526784.0,,57926501.118719995,161948096.0,0.029000001,0.19726999,4.58,
1542440960.0,1135772032.0,764496000.0,407589992.8311808,-496391008.0,0.04226,-0.30854,-88.11,37.0
1012155008.0,973102016.0,71709000.0,86114153.14141504,-53985000.0,0.04739,-0.40908,-4.07,3.7
2198233088.0,1006254976.0,403263008.0,214679443.37408,-94667000.0,0.04124,0.02744,0.861,
8331082.0,8331082.0,,-3417159.9039399996,186442256.0,0.00077,0.26808,1.54,
1522834944.0,270359008.0,237596992.0,-29390712.896365058,-286760000.0,-0.0054,-0.14323,-1.2,-0.92
2520908032.0,493718016.0,222268992.0,79534648.4096,-171532992.0,0.018860001,-0.52073,-4.96,0.27
933505984.0,285952000.0,175936992.0,185851706.35456,95114000.0,0.07754,0.16956,0.22,
1093710976.0,110871000.0,30699000.0,36748688.7936,4707000.0,0.00968,0.02043,0.08,1.08
1553300992.0,262575008.0,280307008.0,15315547.78112,35947000.0,0.015520001,0.025980001,0.36,1.33
474062016.0,141374000.0,87773000.0,57067585.48608,47093000.0,0.11893,0.21993999,3.4,
798923008.0,165008992.0,50669000.0,38140584.40192,26823000.0,0.039920002,0.11721,0.77,1.08
27646036.0,27646036.0,,13097862.475720001,190502336.0,0.00511,0.12352,7.413,
304724000.0,304724000.0,,146279708.96,103449000.0,0.012259999,0.14777,3.34,3.48
2106723968.0,1106467968.0,376817984.0,270419088.53248,57930000.0,0.0543,0.092259996,1.28,3.37
14337000.0,-121873000.0,-146439008.0,-113374558.71,-198995008.0,-0.15385,-4.2746797,-3.9,-3.06
776499968.0,379100000.0,468100000.0,284921133.25824,127500000.0,0.09786,0.13489,0.32,
25541540.0,25541540.0,,14373245.4533538,55294604.0,0.00711,0.07042,0.74,
1310356992.0,193931008.0,272939008.0,108432027.98443007,73047000.0,0.043920003,0.08169,0.8,1.22
419126016.0,339252000.0,7360000.0,2858439.42912,18177000.0,-0.00511,0.050040003,0.49,2.62
217684992.0,-74487000.0,-112209000.0,-151293246.28992,-155848000.0,-0.114870004,-0.36558,-0.84,-0.02
44837000.0,-8375000.0,-33917000.0,-20274394.66,-38736000.0,-0.19950001,-0.53616,-0.34,-0.41
2242873088.0,411852992.0,197820000.0,-11102221.785600001,-153676000.0,0.00519,-0.31628,-1.92,0.17
,,-9248384.0,,-12596200.0,,,-0.02,
422604992.0,149871008.0,64224000.0,43473373.41401504,-113344000.0,0.02024,-0.27173,-0.35,-0.2
203732992.0,169548000.0,23348000.0,46273874.47296,-36484000.0,0.00883,,-0.18,-0.26
234740992.0,85094000.0,57122000.0,41039767.63136,42076000.0,0.04581,0.11139,0.48,
1978875.0,457381.0,-6953686.0,-16825721.09625,-6734143.0,-0.99127,-2.7481601,-0.53,
320831008.0,320831008.0,,158763224.3088,-33497000.0,0.124989994,0.37148997,-1.36,0.89
89838000.0,89838000.0,,84193478.46,98476000.0,,,0.62,
305476992.0,305476992.0,,97609057.14422016,3677000.0,0.00037,0.0044299997,-0.07,2.04
493800000.0,206600000.0,178722000.0,65956866.0,46900000.0,0.033180002,0.09044,2.91,3.1
,,,,,,,,
1488835968.0,792246976.0,627593024.0,-36089383.86432,-159951008.0,0.00621,-0.14813,-0.34,0.67
126841000.0,126841000.0,,61001638.324769996,46410000.0,0.02458,0.19299,5.39,5.51
4581523.0,1798656.0,-32101644.0,-45758419.1148,-99961624.0,-0.21635,-4.69597,-1.4,-0.15
491979008.0,221108992.0,100237000.0,52976294.66164992,53585000.0,0.0639,0.10877,1.58,2.13
2112300032.0,869500032.0,457800000.0,251152473.8048,38600000.0,0.0349,0.17573,1.09,3.72
752121020416.0,752121020416.0,,54724325445.46816,46579949568.0,0.010140001,0.06,0.36,1.12
615246016.0,594153984.0,56202000.0,56959479.8527561,46551000.0,0.1693,0.34342,1.25,0.73
425000000.0,192100000.0,-49900000.0,18840250.0,-10700000.0,-0.02145,0.00061,-0.38,-1.67
1649848960.0,497963008.0,198375008.0,186135959.6672,65790000.0,0.059580002,0.098290004,2.95,3.42
,,-9370384.0,,-15672583.0,-3.63876,,-4.5,-0.23
,,,,,,,0.17,
,,,,-48170000.0,-0.27411,-0.43644002,-0.57,-0.63
78466000.0,78466000.0,,73059692.60000001,80238000.0,0.05646,0.11756,1.36,
34036360.0,30763634.0,8727272.0,8456333.642,6218181.0,,,0.84,
465508000.0,201096000.0,37402000.0,41886409.84,26646000.0,0.05881,0.14001,0.83,1.2
2069618944.0,818377984.0,317376000.0,301088163.97312,216844992.0,0.043870002,0.1839,11.29,
,,,,,,,4.71,
76060568.0,76060568.0,,59718954.9652,74065336.0,0.021659998,0.07093,0.84,
208859.0,208859.0,-183200560.0,-119307541.62474,-250474112.0,-0.73342,,-0.35,
1102499968.0,698800000.0,110900000.0,390626763.66208,83600000.0,0.038039997,,1.42,2.27
243404000.0,163154000.0,123557000.0,37603486.39404,-27188000.0,0.01822,-0.0141199995,-0.8,
,,,,-136790000.0,-0.23414,-0.50058,-4.0,-2.79
,,-52920000.0,,-41017000.0,-0.12728,-0.16346,-0.73,-1.15
2686786048.0,603974976.0,153388000.0,172169249.95584,-59879000.0,0.0054400004,-0.10309,-0.69,0.64
696161984.0,161004000.0,33960000.0,87799949.42208001,-96976000.0,-0.01632,-0.11316,-3.3,0.78
288137984.0,92619000.0,38314000.0,20503898.94144,13368000.0,0.03186,0.048189998,1.44,2.46
197428992.0,87762000.0,40762000.0,-322178429.4321408,77767000.0,0.00642,0.09413,1.08,0.66
51898000.0,-133707000.0,-187140992.0,-605560914.4200001,-175380992.0,-0.37785998,-0.73950994,-2.69,-2.83
689188992.0,302240992.0,-7776000.0,-106369429.02528,-104038000.0,-0.03249,-0.11756,-0.82,0.2
295211008.0,193779008.0,39508000.0,23357094.95296,20334000.0,0.026819998,0.058119997,0.67,0.64
292641984.0,118032000.0,37399000.0,24696057.029760003,59330000.0,0.03717,0.28197,0.8,0.48
3522840064.0,403015008.0,122131400.0,53864226.33998003,43045000.0,0.02991,,1.13,0.22
1514400000.0,322700000.0,278800000.0,15022848.0,51200000.0,0.047709998,0.17011999,-2.9,0.53
1322727040.0,125505000.0,135566000.0,124931568.928,91837000.0,0.02219,0.11682,3.51,1.85
756476992.0,195487008.0,67551000.0,69096608.44928001,-10121000.0,0.060170002,-0.03963,-0.21,1.17
253738000.0,253738000.0,,89325925.52000001,60681000.0,0.00822,0.1116,2.24,2.52
24015160.0,24015160.0,,13719380.6048,51135644.0,0.0073100002,0.07024,0.71,
229851008.0,229851008.0,,109142457.23574015,76757000.0,0.015310001,0.14079,2.42,2.15
192483008.0,192483008.0,,85362360.53817984,61199000.0,0.00635,0.05929,0.47,0.51
2566041088.0,1301479936.0,854744256.0,776612335.2831999,492918016.0,0.03546,0.04859,0.97,1.18
,,,,,,,1.83,2.02
20919000.0,-14378000.0,-20518000.0,-23903720.828100003,-20976000.0,-0.02984,-0.21923,-1.15,-0.19
221312000.0,221312000.0,,62042610.50624,49477000.0,0.0069999998,0.05691,1.43,1.91
22667000.0,952000.0,-84882000.0,-77774330.39,-93527000.0,-0.14388,-0.22607,-0.52,-0.49
13825000.0,-3960000.0,-132001000.0,-87608472.0,-301151008.0,-0.59401,-14.416379,-5.5,-2.21
8098000.0,8098000.0,-88008000.0,-109086530.302,-92720000.0,-0.20883,-0.51858,-0.34,-0.42
,,,,,,,1.36,
830566976.0,191251008.0,154411008.0,73247704.93570791,71679000.0,0.05849,0.15931,1.06,0.85
1676391040.0,950465984.0,388380000.0,107624304.76799999,-49070000.0,0.01456,-0.058769997,-0.84,1.02
66404428.0,66404428.0,,54734513.82328,13115144.0,0.02372,0.01397,0.19,
1495078016.0,497699008.0,56906000.0,33773812.38144,-86251000.0,-0.00491,-0.105179995,0.71,0.47
24296000.0,-112152000.0,-154796000.0,-312899680.40000004,-145566000.0,-0.31744,-0.76088,-1.32,-1.42
89859432.0,89859432.0,,82386718.04050273,79653192.0,0.03925,0.099429995,1.66,
116303000.0,73994000.0,17452000.0,11904775.08,17729000.0,0.14315,0.37358,0.22,
136530368.0,12199865.0,-305532672.0,-3001359504.0074883,527421408.0,-0.01678,0.0458,0.24,-0.04
114039000.0,99106000.0,-268266000.0,-172991472.4539,-330153984.0,-0.59033,,-4.67,-4.0
1101803008.0,367140000.0,454695008.0,338319631.63648,52638000.0,0.16353,0.38366002,1.49,1.68
779897024.0,199538000.0,70284000.0,65862303.6768,18190000.0,0.02722,0.02864,0.4,2.06
23822000.0,-8493000.0,-76368000.0,-74082132.04,-83573000.0,-0.34194002,-0.70021003,-0.41,-0.31
717844992.0,477644000.0,157300000.0,61232177.8176,41019000.0,0.0304,0.0837,0.62,0.61
,,-94546000.0,,-87500000.0,,,-1.02,
2178685440.0,150820304.0,,-152311910.00382718,1600316032.0,,,-33.93,-0.16
1129378944.0,237872000.0,210312992.0,127890871.61855999,-261991008.0,0.011849999,,-56.59,-12.8
228384000.0,228384000.0,,99927139.92768,81400000.0,0.01382,0.13765,5.03,4.43
771200000.0,702000000.0,51100000.0,44151200.0,47100000.0,0.04839,0.12243,0.6,0.44
4854000.0,4854000.0,-129812000.0,-878423040.5999999,-114754000.0,-0.23366,-0.34706002,-3.27,-3.26
1010504000.0,586782976.0,153711008.0,164419105.84,64314000.0,0.05451,0.116239995,1.81,4.83
126727000.0,118575000.0,20212000.0,-31992233.68454,92571000.0,0.04761,0.39567003,2.88,1.95
332267008.0,165888992.0,81615000.0,-13732595.440639999,12702000.0,-0.00464,0.01916,0.29,1.63
1383611008.0,208584992.0,121788000.0,81024260.62848,27507000.0,0.02903,0.07116,1.2,1.5
1088722048.0,1032046016.0,108363000.0,69155624.48896,59878000.0,0.01636,0.058720004,1.19,0.05
227628000.0,227628000.0,,84504623.27256,67142000.0,0.01265,0.1224,4.05,4.09
196000000.0,139774000.0,9505000.0,4990160.0,859000.0,0.00851,0.0035100002,0.02,1.0
136246000.0,92150000.0,,335868202.9846,-86340000.0,-0.00392,-0.06511,-0.66,0.85
702280000.0,341772992.0,100408000.0,18427827.2,-14672000.0,0.029830001,,-0.27,-0.15
274307008.0,274307008.0,,116884959.17887999,68805000.0,0.0091,0.097229995,6.17,7.2
,,,,,,,-0.35,
946828032.0,691275008.0,274400000.0,209391019.2768,-115410000.0,0.05125,-0.16845,-0.27,0.16
141775008.0,94644000.0,28863000.0,7450277.095725024,24126000.0,0.06761,0.11951999,0.42,0.55
267920992.0,221812992.0,107013000.0,160993724.0928,97821000.0,0.39008,3.7609,5.43,0.88
2769925888.0,826561984.0,222992000.0,17090442.72896,-297838016.0,0.014730001,-0.40128,-7.79,2.06
,,,,,,,,
-249000.0,-94523000.0,-196296992.0,-196975010.7,-187600000.0,-0.46742,-0.87421,-2.49,-1.85
582340992.0,155048992.0,72514000.0,110860260.47044992,64983000.0,0.05503,0.25991,2.79,1.93
450603008.0,86671000.0,55264000.0,32912043.70432,41577000.0,0.07085,0.11675999,5.83,0.87
227619008.0,227619008.0,,125948425.69664,90031000.0,0.01676,0.15071,126.86,2.35
152304992.0,152304992.0,,100844181.30304001,79012000.0,0.055219997,0.11801,2.3,2.11
112977512.0,112977512.0,,99512856.63894048,81915176.0,0.046690002,0.10252,0.59,
519604000.0,166746000.0,60005000.0,47730823.44,14288000.0,0.03615,0.05151,0.85,1.94
84253848.0,84253848.0,,70709199.39552,22404364.0,0.05572,0.041690003,0.34,
,,-130802496.0,,-114517000.0,-0.30548,-0.59114,-1.34,-1.37
1001718976.0,526369984.0,-75894000.0,-132597550.87030977,-205452000.0,-0.06413,-1.11915,-3.08,-1.21
75788000.0,75788000.0,25255196.0,10520132.28,19441024.0,0.020469999,0.5384,0.06,
1922023040.0,1922023040.0,,52336687.379200004,-23989000.0,-0.0043200003,-0.026789999,-0.44,1.5
,,,,,,,1.18,
1107741952.0,204688992.0,103319000.0,115471021.07648,55420000.0,0.08884,0.16582,4.72,4.76
,,,,,,,1.76,
268347008.0,210548000.0,-10962000.0,-17659915.254744958,-29094000.0,-0.05145,-1.2380999,-0.35,0.3
18090640.0,18090640.0,,7066204.5267191995,89399936.0,0.00604,0.14801,8.07,-0.62
250107008.0,208424992.0,-57159000.0,-77905831.92192,-64335000.0,-0.07214,-0.14267,-0.17,
1571618048.0,149320992.0,123834000.0,132503109.76878975,43375000.0,0.03896,0.07047,6.24,
5134708375552.0,509219667968.0,-602643824640.0,-136788631124.70528,-332105252864.0,-0.01549,-0.01396,-0.0,
6109159936.0,774838016.0,-118328496.0,-92431589.83168,-153154000.0,-0.01268,-0.02111,-0.09,0.27
1400370048.0,1268068992.0,,250610223.79008,87566000.0,0.0252,0.10248,7.71,2.56
88381000.0,-182083008.0,-222219008.0,-96938932.23,-207320000.0,-0.26127002,-0.50671,-2.6,-2.78
17705868.0,6728130.0,-33717968.0,-40667899.97448,-39717556.0,-0.1267,-0.30968,-0.99,
,,-6449047.0,,-17217560.0,-0.55458,-3.71019,-14.95,
224762000.0,224762000.0,,73292640.58,49758000.0,0.00892,0.08898,2.38,2.57
69830000.0,37658000.0,-53273000.0,-59715124.5,-70963000.0,,,-1.69,
1571618048.0,149320992.0,123834000.0,132503109.76878975,43375000.0,0.03896,0.07047,6.24,
614649024.0,372120992.0,77890992.0,59602509.71078976,51596000.0,0.05257,0.10691,2.01,2.52
,,,,,,,1.18,
187788.0,153735.0,-138001120.0,-179388524.442,-172646784.0,-7.72928,,-1.06,
18413820.0,18413820.0,,14213627.658,16479941.0,2.35869,91.3659,0.36,
1625543040.0,572238016.0,167903008.0,96102109.40142912,-65162000.0,0.030480001,-0.12808,-2.11,1.71
339609984.0,166212992.0,92047000.0,71746001.82374017,55536000.0,0.13427,0.29405,2.79,2.71
762881984.0,118949000.0,83912000.0,40455631.61152,-2121000.0,0.04027,-0.00944,-0.02,0.23
203271008.0,150964000.0,8649000.0,5998527.242808992,-4663000.0,0.00543,-0.04484,-0.1,0.31
230496992.0,174104992.0,17653000.0,11421125.953599999,10137000.0,0.02596,0.040510003,0.05,0.16
145158000.0,145158000.0,,92215974.24,66060000.0,0.01827,0.15667,2.57,2.6
2385816064.0,384726016.0,101148000.0,29011520.952423934,67652000.0,0.01948,0.05649,2.21,4.89
1848272000.0,621689024.0,495352992.0,151096245.24136,104756000.0,0.04449,0.06401,5.13,7.46
11905000.0,-8371000.0,-23015000.0,-43029553.431,53775000.0,-0.015310001,0.058769997,2.54,2.59
195592000.0,137408000.0,,120347757.6,80308000.0,0.01432,0.15103,2.21,2.13
179116992.0,179116992.0,,75087637.79865985,51229000.0,0.01021,0.06915,1.33,1.36
510068992.0,283339008.0,86122000.0,77193841.24928,55645000.0,0.1554,0.40173998,4.15,3.87
544168000.0,195636000.0,166742000.0,105911417.84,9996000.0,0.01906,0.02892,0.14,0.25
342708000.0,229904000.0,-5323000.0,-29356367.28,-7177000.0,-0.01957,,-0.19,0.51
604566016.0,77089000.0,58052000.0,67771850.3936,31139000.0,0.05686,0.088690005,1.59,2.81
841665984.0,241556992.0,161488992.0,262448287.13088,106943000.0,0.03665,0.33491,3.47,2.22
409332000.0,339679008.0,324032000.0,175914520.32,32052000.0,0.07646,0.049429998,0.25,0.59
187638000.0,176416992.0,-108806000.0,-193537338.71999997,-94995000.0,-0.1519,-0.24752001,-0.89,-1.12
291096000.0,291096000.0,,105059457.36,71576000.0,0.01051,0.10176,2.51,2.62
697865024.0,236171008.0,-24700000.0,-35207290.4608,63726000.0,-0.025239998,0.12971,2.18,-1.06
335107008.0,269320000.0,219398000.0,180780164.2014797,-26609000.0,0.03125,-0.02989,-0.21,0.77
335824992.0,168300000.0,-42448000.0,-48630817.09152,-39302000.0,-0.05768,-0.1016,-0.24,0.22
15000000.0,-145628992.0,-188996992.0,-189100942.5,-177007008.0,-0.47943002,-0.88403,-12.29,
21536720.0,21536720.0,,13129861.348000001,38193076.0,0.011720001,0.06125,0.29,
233739008.0,233739008.0,,86191259.2,64821000.0,0.00846,0.08895001,2.16,2.23
252970.0,5393.0,-25528852.0,-8195878.9014,-29053716.0,-0.28621998,-0.47526002,-0.24,
989000000.0,543800000.0,481100000.0,356514720.0,54200000.0,0.06524,0.05388,0.22,0.81
407603008.0,156379008.0,117704000.0,95758174.66944,51638000.0,0.04654,0.24751,3.32,2.72
350742016.0,127080000.0,74211000.0,-15646601.333759999,15412000.0,0.013099999,0.01683,0.35,1.73
6511147008.0,5131673088.0,1972333952.0,2206171940.72064,1603757056.0,0.19028,0.48307,3.46,1.9
138587008.0,99583000.0,,55517958.17654016,52426000.0,0.01711,0.060700003,0.65,1.09
32960162.0,32960162.0,,31355331.71222,9543995.0,0.02665,0.01338,0.21,
25373682.0,25373682.0,,15143013.4176,140944336.0,0.01277,0.21755,7.14,0.12
,,,,,,,2.31,
,,,,16326840.0,-0.01041,,0.26,
,,,,,,,0.13,
2733499904.0,539200000.0,8200000.0,-41959223.5264,-1030200000.0,-0.01424,-1.00493,-11.39,1.31
82010000.0,82010000.0,,75960942.39999999,80924000.0,0.05885,0.12470999,-0.75,
4439000064.0,806899968.0,78500000.0,47852416.25091994,-14600000.0,-0.00056,-0.01569,-0.45,1.29
349476992.0,216236992.0,98526000.0,-35125930.36905805,-36072000.0,-0.00773,-0.029679999,-0.65,-0.18
1892000000.0,357300000.0,166700000.0,-9951920.0,67500000.0,0.03704,0.08326,0.59,0.97
