Sh,Float,Short Int,Short Int PM
256363008.0,253461656.0,2453593.0,2836821.0
1720150016.0,1214715730.0,44510.0,52562.0
429080000.0,413442748.0,18978470.0,20100990.0
215159008.0,212110157.0,10266806.0,14026721.0
166604000.0,165864173.0,2297323.0,2104994.0
1098450048.0,1095912306.0,19358015.0,20440379.0
572027008.0,447874052.0,28585955.0,27949640.0
393807008.0,390660861.0,6216606.0,4657198.0
812188992.0,101694186.0,8515966.0,8327291.0
543593024.0,539309666.0,7325915.0,7223253.0
291500000.0,264413820.0,6087499.0,7503886.0
1098450048.0,1095912306.0,,
97864000.0,97494060.0,1984886.0,2031530.0
382900000.0,287060154.0,16517.0,239736.0
2723249920.0,8112812836.0,7654149.0,2551721.0
3721120000.0,8112812836.0,34422759.0,25080777.0
1616089984.0,1551583132.0,49474.0,42366.0
671950016.0,671522489.0,11946677.0,12521024.0
2952989952.0,,4309506.0,4701786.0
312216000.0,311566411.0,2409270.0,2417357.0
2952989952.0,,,
562800000.0,560892108.0,13206070.0,12182104.0
736043008.0,735156480.0,18149337.0,15908529.0
3221309952.0,,,
1556189952.0,1551583132.0,21328115.0,25295410.0
705241024.0,703512976.0,9609511.0,10114366.0
7042999808.0,3534549125.0,,
4145270016.0,3531025207.0,165124892.0,129496355.0
271457984.0,237341018.0,6620185.0,6341800.0
3515500032.0,13223541800.0,17206084.0,14349192.0
1926150016.0,1883457622.0,6173594.0,9492875.0
4961229824.0,4838207989.0,,
992246016.0,4838207989.0,1614716.0,1884419.0
14062000128.0,13223541800.0,,
1221180032.0,1214167869.0,14308607.0,14224373.0
1245580032.0,1229743342.0,21877538.0,27238782.0
3821430016.0,2860299551.0,,
403126016.0,399014434.0,12739044.0,16077790.0
808220992.0,757868658.0,11796749.0,12074487.0
225178000.0,224667149.0,2840716.0,2539048.0
731622016.0,2872832070.0,,
16728700.0,16676855.0,262080.0,232105.0
443183008.0,442314832.0,6876394.0,9154316.0
2926490112.0,2872832070.0,,
654385024.0,651872600.0,7072333.0,9068585.0
502342016.0,501538223.0,6121825.0,8430548.0
2165250048.0,1452945989.0,29201262.0,25580032.0
934190976.0,932976126.0,15111326.0,21412867.0
5329849856.0,5824961859.0,81492164.0,86630854.0
14904099840.0,56348255340.0,4089676.0,9136162.0
1720150016.0,1214715730.0,58601.0,91077.0
917976000.0,863769836.0,12349321.0,13739322.0
312872000.0,310723607.0,9614183.0,10795644.0
1864280064.0,1860212890.0,24952687.0,25018612.0
59616198656.0,56348255340.0,,
1720150016.0,1214715730.0,149174.0,149004.0
3781750016.0,3614069590.0,118728660.0,103001871.0
1720150016.0,1214715730.0,4343.0,27015.0
326484992.0,322780540.0,4546140.0,4636228.0
222554000.0,221438646.0,5072097.0,5858559.0
1720150016.0,1214715730.0,10466.0,27128.0
333657984.0,319804732.0,11154259.0,11766066.0
559366016.0,388280793.0,,
54261200.0,388280793.0,,
545993024.0,544208018.0,13915367.0,19197640.0
955377984.0,952111011.0,30055801.0,26977132.0
1679779968.0,388280793.0,,
338820000.0,316454794.0,7579482.0,8994024.0
2222340096.0,2213970411.0,,
224354000.0,224192618.0,2738850.0,3006200.0
555584000.0,2213970411.0,919665.0,782601.0
104170000.0,97886130.0,2291886.0,2252720.0
235194000.0,230701552.0,7809903.0,8922749.0
2526439936.0,619106640.0,22845484.0,21024247.0
976428032.0,694181857.0,18396123.0,18466386.0
2526439936.0,619106640.0,,
2080600064.0,2041385332.0,19026177.0,69241303.0
225134000.0,223963145.0,3580402.0,3748414.0
4033430016.0,7998870240.0,2820528.0,1695924.0
712878016.0,775532657.0,82375.0,223887.0
862200000.0,859251276.0,30026292.0,25104933.0
131079000.0,126154376.0,3238527.0,3327381.0
867806016.0,,2372.0,1902.0
213944992.0,213364420.0,3353877.0,3001229.0
970150016.0,,,
692369984.0,,,
215748992.0,214198080.0,7786503.0,7019299.0
962904000.0,623606210.0,1587580.0,867589.0
534795008.0,533730521.0,22081604.0,21204081.0
8066869760.0,7998870240.0,,
3024890112.0,926972259.0,,
78504400.0,74816301.0,1440674.0,1710597.0
3432679936.0,3156625282.0,24560369.0,25918028.0
1435769984.0,1426570822.0,32318086.0,19647287.0
2222080000.0,1938162759.0,39450255.0,39651922.0
766265984.0,649065643.0,17528313.0,19790346.0
295481984.0,294943715.0,3359916.0,4795132.0
193878000.0,185607051.0,6481297.0,6810359.0
624200000.0,606840998.0,6186007.0,6323900.0
3018650112.0,18359716170.0,7136037.0,9218278.0
215935008.0,211689887.0,7759175.0,5919713.0
495811008.0,455353034.0,,
534831008.0,530199849.0,7360596.0,8334416.0
60373000192.0,18359716170.0,,
,,,
1340880000.0,1331498805.0,24631143.0,22918072.0
64341200.0,63973190.0,2048764.0,1933489.0
341049984.0,318817357.0,6220132.0,7293873.0
1289440000.0,1285992375.0,28910017.0,27598767.0
107614000.0,107051004.0,1539460.0,1435682.0
3012740096.0,1995296441.0,,
252115008.0,251696085.0,7398370.0,6023742.0
1147640064.0,1144067467.0,25447460.0,27847271.0
286627008.0,285985423.0,5479761.0,3901285.0
149006000.0,147240223.0,3768724.0,5797068.0
1299389952.0,1262992080.0,,
856619008.0,782272773.0,11969139.0,13264893.0
1299389952.0,1262992080.0,409142.0,362397.0
851022976.0,798727484.0,14702704.0,14364599.0
914000000.0,998840000.0,,
914305984.0,912230612.0,34570445.0,30183763.0
263504992.0,261695052.0,3143853.0,4719125.0
137786000.0,137007547.0,1756343.0,1877694.0
731819008.0,731360300.0,7496.0,147520.0
31508100.0,28183722.0,,
573795008.0,511572886.0,5363647.0,6626133.0
952078016.0,948221886.0,16896165.0,21172472.0
1039630016.0,998840000.0,8290610.0,58279351.0
1506370048.0,1995296441.0,960701.0,942917.0
731819008.0,731360300.0,,
235948000.0,234972015.0,3690058.0,3681149.0
652472000.0,651213154.0,10583186.0,8304748.0
219768000.0,218273681.0,4354952.0,4251385.0
665025984.0,554691581.0,7444390.0,7061686.0
965433024.0,956788821.0,,
853433984.0,851539002.0,29792544.0,30532768.0
175790000.0,175796668.0,4971065.0,7358064.0
187095008.0,186288419.0,2746277.0,4004227.0
1665260032.0,1348721883.0,11715230.0,19421064.0
1019070016.0,370053402.0,7657177.0,6975123.0
525103008.0,514779859.0,13159469.0,12736110.0
1698540032.0,1695886236.0,11753630.0,9534840.0
1350450048.0,1710390385.0,188993.0,551989.0
958593024.0,1288564881.0,,
80004704.0,79116642.0,2481513.0,2545506.0
1491670016.0,1346992389.0,35848242.0,66005864.0
86503899136.0,9237752132.0,,
175452992.0,157389977.0,2886943.0,2894459.0
404124000.0,402665376.0,7952099.0,8039386.0
304020000.0,303147771.0,7414136.0,11355093.0
360244000.0,321881507.0,11480406.0,12864589.0
898024000.0,931322859.0,,
679100032.0,677341131.0,5642338.0,8310799.0
1579110016.0,1561025417.0,,
865038976.0,9237752132.0,,
3158220032.0,1561025417.0,8223830.0,5087639.0
381867008.0,375336744.0,10133143.0,11596196.0
298124000.0,264089747.0,9573250.0,7690579.0
257114000.0,256549422.0,2625661.0,2403814.0
1358439936.0,1210053393.0,27780147.0,26955944.0
587100032.0,581105709.0,7999420.0,7209698.0
94271600.0,93906734.0,1914968.0,1465188.0
327071008.0,319423612.0,5425204.0,5855355.0
867806016.0,,439.0,348.0
47832200.0,43814336.0,973450.0,1152989.0
1213250048.0,1212203240.0,10652638.0,9471756.0
297553984.0,290796192.0,3994663.0,3951499.0
661155968.0,740370400.0,29803494.0,31280888.0
986838016.0,554691581.0,17479.0,115767.0
11867799552.0,9625341732.0,,
629756032.0,627791140.0,11775018.0,10963682.0
163412000.0,149919322.0,4623239.0,4857141.0
966936000.0,886458113.0,28437705.0,25503913.0
3992349952.0,3740164296.0,,
200686000.0,196814279.0,2573468.0,2425479.0
554003968.0,551577313.0,9625657.0,8862191.0
1418000000.0,2496020320.0,23273973.0,18798595.0
549574016.0,543694065.0,,
1330780032.0,3740164296.0,4623988.0,5123875.0
457000000.0,455185710.0,18927748.0,20688997.0
549574016.0,543694065.0,24156978.0,20503518.0
3909009920.0,3872563263.0,169309851.0,172850470.0
1500000000.0,693540000.0,,
1009990016.0,1008351115.0,20430259.0,20736514.0
323271008.0,316454815.0,11752777.0,10435000.0
0.0,322780540.0,1801.0,1593.0
435470016.0,434381386.0,4694976.0,5784021.0
2658599936.0,1756855887.0,1516317.0,970816.0
2658599936.0,1756855887.0,,
370470016.0,205508204.0,19986746.0,17002156.0
192494000.0,181681560.0,2735111.0,2506243.0
331780000.0,330515856.0,4819771.0,5106190.0
454366016.0,453190740.0,15480891.0,17091857.0
4484440064.0,8953298501.0,17446921.0,20183095.0
8968880128.0,8953298501.0,,
77365200.0,74699229.0,1247938.0,1142176.0
984440000.0,980846537.0,34163179.0,39467296.0
986838016.0,554691581.0,445367.0,500896.0
1705990016.0,1692055821.0,16429035.0,18305861.0
310652000.0,309154403.0,12654273.0,13878482.0
591425984.0,589746527.0,9862610.0,10065506.0
166284992.0,164753959.0,4883418.0,6259588.0
509044992.0,157727582.0,17631641.0,18806976.0
250207008.0,224623606.0,9357676.0,11587392.0
453955008.0,453179054.0,5406474.0,6955710.0
985878976.0,983582026.0,24730937.0,24310376.0
2584110080.0,2496020320.0,,
230954000.0,229681404.0,2247352.0,3039981.0
1464150016.0,145507067.0,,
653603008.0,599636500.0,11498259.0,10887504.0
146415008.0,145507067.0,9019375.0,10127096.0
4268780032.0,3966378487.0,65986514.0,83130400.0
155696000.0,98904119.0,6318967.0,7211520.0
184470000.0,171990802.0,8568553.0,9152371.0
653603008.0,599636500.0,,
499080000.0,497827064.0,8224393.0,7758412.0
455051008.0,210309347.0,3968152.0,4220699.0
0.0,924796218.0,,
1919069952.0,1916114552.0,36454373.0,29314257.0
277536000.0,276783574.0,5855759.0,5458194.0
134586000.0,105486838.0,18220132.0,23162848.0
61199900.0,61134446.0,1880308.0,1965538.0
2733479936.0,1764570535.0,,
40473300.0,57461451.0,,
66922000.0,57461451.0,,
289486016.0,185589552.0,9521485.0,7714134.0
446408992.0,444685930.0,9445500.0,11513060.0
1167399936.0,1223695227.0,55559523.0,61730332.0
116947000.0,134983522.0,12698721.0,12155621.0
1174119936.0,131790605.0,,
718185024.0,460629052.0,541003.0,492883.0
292801984.0,274171378.0,,
47892000.0,46250262.0,2401819.0,2300158.0
494616000.0,493302432.0,6889548.0,6155947.0
277168000.0,273020917.0,,
708443008.0,1109966908.0,20590347.0,22627168.0
20843100.0,19221913.0,100280.0,108451.0
234824000.0,131790605.0,,
0.0,157389977.0,117430.0,81309.0
112434000.0,112045374.0,2003437.0,1812062.0
110029000.0,872799298.0,1769390.0,1802393.0
132124000.0,131812345.0,3693376.0,3214936.0
477496000.0,476063753.0,14015731.0,13952259.0
139715008.0,139255309.0,2498000.0,2732679.0
652947968.0,645283075.0,18643017.0,22669621.0
351943008.0,350718720.0,5638463.0,5910660.0
231950000.0,155882070.0,19078390.0,17764369.0
281172000.0,279768609.0,3325883.0,3225401.0
423649984.0,417986157.0,15861840.0,16229429.0
55048800.0,118206501.0,2411360.0,2500914.0
138400000.0,247659860.0,94317576.0,73430549.0
84055296.0,118206501.0,476342.0,379582.0
924758016.0,273555058.0,,
686454016.0,321229780.0,14301534.0,15663913.0
360652000.0,360215276.0,7992437.0,8623911.0
136591008.0,89531293.0,12585835.0,12416179.0
81242896.0,,,
148111008.0,90621785.0,10223609.0,9856053.0
522379008.0,521051735.0,13815500.0,14462216.0
145607008.0,1223695227.0,1349140.0,1790412.0
145607008.0,1223695227.0,,
60306000.0,59819937.0,2168389.0,1996318.0
238794000.0,238136964.0,5581420.0,5631618.0
7470969856.0,751280542.0,2017717.0,730687.0
539680000.0,527920047.0,29251149.0,35353151.0
407680992.0,,,
120272000.0,120045708.0,4682779.0,4322192.0
775745024.0,4145812400.0,479960.0,810168.0
1066369984.0,1061880361.0,28978828.0,40569182.0
192700992.0,191188384.0,2959523.0,2998217.0
321865984.0,320955513.0,11542831.0,11688300.0
373220000.0,358641657.0,4690380.0,4047320.0
215192000.0,211522831.0,4011879.0,5020845.0
488396000.0,486969821.0,17156425.0,20992086.0
15592299520.0,4252931142.0,51357091.0,47898547.0
1123330048.0,1128583237.0,,
1279730048.0,2473573366.0,1365954.0,1954557.0
530171008.0,917422605.0,2243235.0,3067435.0
46000000.0,261695052.0,97037.0,90698.0
392475008.0,391674580.0,6349761.0,8218939.0
2559450112.0,2473573366.0,,
243410000.0,241749634.0,2288905.0,2350448.0
2492930048.0,2086457452.0,,
1109059968.0,742603180.0,18889068.0,9161155.0
344441984.0,,,
456561984.0,455283663.0,9024652.0,7875137.0
1060339968.0,917422605.0,,
284064992.0,283002326.0,3062544.0,3354818.0
227602000.0,225592361.0,11483367.0,11296037.0
31405200.0,225592361.0,278871.0,306460.0
211836992.0,148003958.0,6806535.0,5446011.0
562108032.0,561847821.0,3710406.0,3438759.0
97548000.0,97172431.0,2555154.0,1879696.0
229535008.0,221219378.0,6118210.0,5674579.0
212676992.0,211920047.0,18082272.0,18474529.0
5637919744.0,3921623246.0,,
170952992.0,168881224.0,2587696.0,1947362.0
24003700.0,23306350.0,799773.0,834933.0
0.0,157389977.0,23212.0,4482.0
2314109952.0,205182.0,,
1183600000.0,851729831.0,48901559.0,52195854.0
1898749952.0,1893623147.0,1680133.0,1757799.0
624057024.0,618565298.0,17494796.0,15668547.0
529952000.0,528107437.0,42647363.0,44228510.0
199384000.0,177102817.0,7637829.0,8635875.0
2197839872.0,2191859284.0,38089698.0,31897163.0
55415100.0,,,
1898749952.0,1893623147.0,,
1844470016.0,1841181376.0,,
283695008.0,268021174.0,5173131.0,4336907.0
329843008.0,282483981.0,6425854.0,8741763.0
392155008.0,389508217.0,8486867.0,10514753.0
234210000.0,233665067.0,13062096.0,14343427.0
170000000.0,161462600.0,6804786.0,9052685.0
210168000.0,193098281.0,8834560.0,10214736.0
323732000.0,321012744.0,13377921.0,15593926.0
454471008.0,452097371.0,17082069.0,15761646.0
2687940096.0,2391219552.0,,
418716992.0,417351669.0,4449445.0,4192817.0
435387008.0,434229318.0,17662000.0,19019224.0
278228000.0,2117275200.0,8175101.0,7161996.0
122597000.0,70083895.0,,
459342016.0,450287008.0,18848826.0,19833159.0
5945959936.0,1120335567.0,,
212254000.0,209659872.0,3711755.0,3591490.0
397452992.0,396117075.0,12577430.0,12242291.0
2225829888.0,2117275200.0,,
229950000.0,231291242.0,,
5637919744.0,3921623246.0,4367256.0,3901630.0
117129000.0,116512048.0,1464096.0,1383285.0
411851008.0,346777749.0,,
229950000.0,231291242.0,,
10471300096.0,3066155640.0,90049589.0,72366839.0
123197000.0,123189535.0,2818140.0,2999252.0
156268992.0,155461379.0,3714654.0,3832565.0
1205200000.0,1190904242.0,,
166219008.0,134290105.0,9280319.0,11029405.0
480464000.0,474891095.0,8728857.0,10526786.0
207588000.0,206566471.0,3162274.0,3911475.0
176266000.0,146486058.0,7480980.0,6937610.0
327801984.0,299076586.0,12387492.0,15637430.0
4351680000.0,596675358.0,36601952.0,36794541.0
80004096.0,79454079.0,2155548.0,1724501.0
651091968.0,617131464.0,35040170.0,38886016.0
2410400000.0,1190904242.0,1808316.0,909306.0
2475770112.0,2338911590.0,100107629.0,137333874.0
2415269888.0,20465945465.0,13166458.0,16399861.0
364152000.0,356206179.0,470864.0,654984.0
1312220032.0,1305221511.0,50797565.0,46657801.0
5280640000.0,7558015485.0,26918581.0,83778332.0
1123330048.0,1128583237.0,649754.0,424517.0
2888719872.0,1987846542.0,61119912.0,60319671.0
195099008.0,194645937.0,5888623.0,5969433.0
24152700928.0,20465945465.0,,
661886976.0,657717349.0,25744355.0,20493033.0
116454000.0,116283044.0,2970891.0,2576982.0
193431008.0,192337918.0,5898201.0,6204946.0
901552000.0,862334780.0,,
933118016.0,932997154.0,,
5296370176.0,7558015485.0,70649.0,112043.0
484640000.0,294699893.0,6670105.0,8329438.0
211375008.0,190425431.0,9537045.0,9796337.0
485884000.0,485417592.0,3584265.0,9402903.0
1131260032.0,1008295130.0,,
