Gr M,EBITDA M,Op M,Net Inc M
0.25313,0.19063,0.13245,0.10347
1.0,0.0,0.34383,0.36641997
0.34960997,0.01395,0.00153,0.01508
-0.99263,-2.82998,-3.0954,-2.47074
,,,
0.0,0.0,0.58332,0.42576
0.75895,0.20442,0.09434,0.00193
0.1148,0.03545,0.02753,0.016390001
0.14602,0.08748999,0.07326,0.04536
0.70555997,0.10678001,-0.02279,0.73737
0.84629995,0.83545995,0.83809996,0.62582
0.13292,0.07231,0.050479997,0.03664
0.59269,0.51123,0.45652,0.31908
0.23098,0.10939,0.09017,0.02328
0.14979,0.08935001,0.06146,0.00479
0.76521003,0.43335998,0.25,0.16985
0.29632,0.23066,0.3109,0.17805
0.40694,0.2123,0.15028,0.059770003
0.18604,0.24058,0.18591,0.12751001
0.18604,0.24058,0.18591,0.12751001
0.28329,0.22267,0.15034,0.117510006
0.72205,0.15991001,0.113620006,0.057779998
0.67322,0.35897,0.23958999,0.08498
0.47241002,0.25052,0.15883,0.080299996
0.22287,0.11469,0.12536,0.08667
0.44562,0.21274,0.14677,0.11107001
0.0,0.0,0.0,0.0
0.58616,0.32222998,0.17982,0.11926
0.53029,0.32042998,0.25345,0.21789
0.47314,0.22900999,0.17634001,0.12991
0.36763,0.19656,0.15432,0.04733
0.98643,0.90796,0.63,0.44477
0.82122004,0.69561,0.74988997,0.56362
0.72898,0.1884,0.19704,0.25383
0.3439,0.077010006,0.12821999,0.02708
0.60365003,0.17602,0.12665,0.08611
0.27041,0.1279,0.1062,0.05668
0.1535,0.22879,0.14438,0.17246
0.41949,0.34381,0.16423,0.13497
0.66845,0.40124,0.32689998,0.08889
0.81165004,0.00624,0.04646,-0.0071799997
0.41949,0.34381,0.16423,0.13497
0.0,0.0,0.0,0.0
0.41814998,0.20019,0.15083,0.09661999
0.11337,0.06869,0.06727,0.03477
0.29196,0.16994,0.119890004,0.046240002
0.76331,0.32034,0.15709,1.03042
0.62084,0.58511,0.053460002,-0.32938
,,,
0.33433,0.237,0.19047001,0.1682
0.21639,0.04869,0.03534,0.02636
0.38617,0.34088,0.21687001,-0.0121
0.59171003,0.56285,0.29566,-0.33952
0.15509,0.06686,0.03274,0.00497
0.347,0.29933,0.21139,0.10738
0.58951,0.42538,0.14425999,0.08733
0.74216,-0.35084,-0.34162998,-0.29275
0.22586,0.43398997,0.14295,0.42872003
1.0,0.0,-1.6386501,-0.20698999
0.13672,0.084910005,0.09340999,0.03541
0.08653,0.062129997,0.05066,0.0322
0.10552,0.0664,0.03286,0.0041
0.26314,0.14455,0.11106,0.05607
0.28778,0.07762,0.06917,0.04196
0.50409,0.16792,0.17215,0.07026
0.64316005,0.74022,0.22194,0.05307
1.0,0.0,0.87414,0.96162003
0.64316005,0.74022,0.22194,0.05307
0.38102,0.38621,0.22143,0.10931
0.52928,0.25280002,0.17774999,0.18146999
0.91477996,-0.40328,-0.29869,-0.49875
0.27041,0.1279,0.1062,0.05668
0.52895,0.54197,-0.2909,0.05352
0.06172,0.09495,-0.15436,-0.06508
0.44493,0.28529,0.44066003,0.098050006
0.17101999,0.08821,0.06915,0.05309
1.0,0.0,0.57958,0.50098
0.82657,-0.06105,-0.03758,-0.04652
0.51522,-0.23079,-0.32721,-0.32151002
0.124069996,0.12489,0.08324,0.04731
0.72003996,0.34609002,0.23772,0.11797
0.79108,0.72982,0.3352,0.24346
0.96294,0.83707,0.68628997,0.36688
0.52973,0.30735,0.20924999,0.22152
0.16197,0.05071,0.04578,0.02187
0.41752,1.3897799,4.3284297,0.85016
0.0,0.0,-44.48713,0.0
0.13579,0.16128,0.06082,0.04804
0.51483,0.16775,0.08432,0.09864
0.74108005,0.58748,0.38957,0.59658
0.06172,0.09495,-0.15436,-0.06508
0.27761,0.08008,-0.02937,-0.0216
0.44573003,0.077259995,-0.01347,-0.09004
0.74135,0.5763,0.32079,0.19126
0.15857,0.09706,0.03317,0.026870001
0.0,0.0,0.42359,0.30205
0.47505,0.46477002,0.35496,0.14677
0.89249,0.0,0.15323,0.13203
0.15857,0.09706,0.03317,0.026870001
0.3539,0.14109999,0.12701,0.11051
0.0,0.0,0.57742,0.43095002
1.0,0.0,-48.65979,0.0
0.0,0.0,0.6101,0.47444
,,,
0.28936002,0.49043,0.13699001,0.14489001
0.22387,0.3125,0.10715,0.13205
0.3735,0.11825,0.09196,0.0513
0.0,0.0,0.0017,0.0
0.74751997,0.0,0.74379,0.55354
0.14297,0.063769996,0.06289,0.02323
0.89146006,0.65495,0.48223,0.38576
0.11826,0.09149,0.06446,0.04701
0.85297996,0.0,0.8514,0.20739001
0.74804,-0.34814999,-0.35631,-0.49359
0.22694,0.21124001,0.09169,0.04065
0.5589,0.30083,0.24163,0.06311
0.43429002,0.38609,0.40012002,0.28627002
0.07654,0.071329996,0.041490003,0.02052
0.75528,-0.14708,-0.19116,-0.18181999
0.31666002,0.10994001,0.10519,0.068169996
0.16609,0.15352,0.05909,0.00029
0.31982002,0.20702,-0.53055,0.09255
0.08906,0.10031,0.02797,0.01112
,,,
0.93854,0.0,0.40191,0.36175
0.0,0.0,0.43392,0.2824
0.4118,0.23724002,0.18854,0.15531999
0.0,0.0,0.35157,0.25748
0.22093001,0.09746,0.08241,0.055630002
1.0,0.0,-48.65979,0.0
0.85506,0.77135,0.55129004,0.53109
0.45099,0.14236,0.04893,-0.033689998
0.69781,-0.07217,-0.05705,-0.14064
0.90946996,0.0,0.110489994,0.10825
0.29084998,0.06651,0.03511,0.030769998
0.22928,0.12958,0.111549996,0.10268
0.0,0.0,0.51015997,0.28232
0.30729,0.19804001,0.18686001,0.055859998
0.0,0.0,0.0,0.0
0.27482998,0.28846002,0.16399999,0.13021
0.21948999,0.08165,0.14248,-0.19058001
0.18451999,0.11862001,0.07116,-0.00782
0.0,0.0,0.4782,0.35041
,,,
0.0,0.0,0.35147998,0.25761
0.35801998,0.24681,0.20295,0.14479
0.30673,0.17175,0.1292,0.06863
0.41956002,0.24961,0.18763,0.13071999
0.0,0.0,0.54271,0.3685
0.5884,0.0,0.09355,0.08719
,,,
0.51161,0.31554002,0.19264,-0.01714
0.73587,0.60638,0.52742,0.32939997
0.58564,0.48165,0.42785,-0.19961001
0.38032,0.16346,0.14029999,0.098120004
0.5331,0.25623,0.191,0.19285999
0.73587,0.60638,0.52742,0.32939997
0.38102,0.38621,0.22143,0.10931
0.45042,0.38632,0.32751998,0.09458
0.76341003,-0.14357,-0.18280001,-0.21431999
0.92519,0.0,0.16594,0.14309
0.59681,0.10836001,0.00861,-0.05582
0.47949,0.19653,0.12295,0.08314
0.48988998,0.16195999,0.03612,0.023120001
0.0,0.0,0.4259,0.33347
0.17024,0.0,-2.85565,0.0
0.54051995,0.08118,-0.03915,-0.00497
0.0,0.0,0.56966,0.42468
0.37278998,0.24405001,0.16479999,0.038900003
0.82465,0.0,-8.5628395,0.0
-0.93939,0.0,-12.5,0.0
0.22881001,0.1428,0.054380003,0.018480001
0.90258,0.0,0.1275,0.10126001
0.35432997,0.17346,0.081829995,0.10264
0.01392,0.0,0.0025600002,0.00229
0.40515,-1.0442,-1.08586,-1.71277
-0.05293,-0.01593,-0.0608,-0.09032
0.18129,0.14783,0.107559994,0.051960003
0.23386998,0.17695999,0.11063,0.04689
1.0,0.0,0.34383,0.36641997
1.0,0.0,0.74874,0.13244
0.12637,0.11748999,0.16836001,-0.02086
0.17879999,0.15401,0.11525,0.04901
0.91498,0.76473,0.53534,0.25620002
0.38493,0.26206,0.26228002,0.16430001
0.50276,0.22715001,0.099580005,0.14762999
0.16306,0.07898,0.05327,-0.0094099995
0.39905,0.20433001,0.088149995,0.102180004
0.38182,0.16251,0.11737,0.08596
0.74223,0.58222,0.21831,0.20136999
0.39551,0.18765,0.15526,0.02418
0.23704,0.15268,0.106120005,0.08993
0.0,0.0,-0.09259,-0.37441003
0.5884,0.0,0.09355,0.08719
0.52122,0.03571,0.11108,0.00176
0.22568001,0.16962999,0.09874,-0.16299
0.72227997,0.39371,0.27292,0.14637999
,,,
0.95188004,0.18346001,0.11111,0.23985
0.32209998,0.39308,0.30315,0.40609002
0.95188004,0.18346001,0.11111,0.23985
0.33533,0.17302999,0.14711,0.08558
0.72227997,0.39371,0.27292,0.14637999
0.34827998,0.10022,0.089870006,0.03743
0.25359,0.17982,0.13859001,0.08462
0.0,0.0,0.5312,0.35983002
0.40917,0.10889,0.08915,0.05302
0.12776,0.04177,0.03583,0.01952
0.6365,-0.6809,-0.21844,-0.45066002
0.68541,0.0,-49.256203,0.0
0.07247,0.07349,0.029760001,0.026300002
0.23976,0.12415,0.12287,0.05825
0.13352,0.05053,0.03782,0.01082
0.0,0.0,-149.18274,0.0
0.57108,0.20945999,0.03603,-0.00649
0.15611,0.08693,0.10055,0.03886
0.85128,0.26790002,0.23799999,0.23148
0.07452,-0.061279997,-0.10155,-0.14499
0.56861997,0.22237,0.16914,0.13257
0.28842,0.11366,0.092130005,-0.10488
0.67683,0.336,0.15838,0.106120005
0.42786,0.22305,0.18642001,0.16406
0.03881,0.00587,-0.06853,-0.068179995
0.20854001,0.114429995,0.092080005,0.075040005
0.0,0.0,0.41544,0.22434999
0.45618,0.0,0.32429,0.07966
0.0,0.0,0.49258998,0.35057
0.91655,0.34258997,0.18837,-0.09441
0.51005,0.20781,0.11703,0.13807
0.29066,0.18030001,0.16497,0.03326
0.52622,0.05158,0.050419997,0.00657
0.33845,0.017029999,-0.111090004,-0.02159
0.17055,0.0627,0.05886,0.03128
0.40162,0.35496,-0.07469,0.19639999
0.81842005,0.33622003,0.31334,0.29042
0.67533994,0.59967,0.38428003,0.2484
0.25475,0.00595,-0.0395,-0.21791
0.924,0.72603995,0.63171,0.45615003
0.25475,0.00595,-0.0395,-0.21791
0.59398997,0.54086,0.43262002,0.26069
0.41706002,0.29986,0.20961,0.18344
0.38102,0.38621,0.22143,0.10931
0.71255,0.6215,0.24205999,0.0991
-0.22232,-0.23025,-0.18488,-0.37455
0.90623003,0.0,0.10759,0.06171
0.40875,0.18586999,0.17940001,0.10832
0.20822,0.18120001,0.12634,0.03446
0.30161,0.19396,0.16022,0.054640003
0.4724,0.33556998,0.23243,0.38377
0.57187,0.50771,0.42198002,0.2718
0.46907002,0.21354,0.04621,0.01129
0.25288,0.06407,0.05685,0.0537
0.68376,0.63366,0.22476,0.0656
0.2025,0.106979996,0.088120006,0.03176
0.62531,0.80553,0.62702,-0.33279
0.67329,0.57752997,0.32134998,0.19285999
0.62404,0.25969,0.17136998,0.1766
0.31091,0.24672002,0.08831,0.14105
0.40568,0.0,-11.03942,0.0
0.46846,0.30361,0.14746,0.08429
,,,
0.33299,0.24777001,0.16434,0.1062
0.23768999,0.17252001,0.15033,0.10976
0.62966,0.19389,0.19391,0.2117
0.3334,0.12149,0.07185,0.06404
0.38102,0.38621,0.22143,0.10931
0.79496,0.62917,0.36032,0.29117
,,,
0.22354999,0.13481,0.065359995,0.053579997
0.35351002,0.093030006,-0.09923001,0.02478
0.21564,0.17171,0.10057,0.0877
0.42810002,0.24115999,0.15689,0.07829
0.2516,0.1491,0.107880004,0.03209
0.56609,0.53722,0.1902,-0.04384
0.59358,0.26058,0.27023,0.057150003
0.72327006,0.60814,0.33702,0.09159
0.86958003,0.18915,0.24685,0.13315
0.2025,0.106979996,0.088120006,0.03176
0.0,0.0,-1.6700301,0.0
0.29634002,0.1917,0.15269,0.02973
0.35641998,0.60553,1.57876,-0.17507
0.55529,0.46715,0.35336,0.021359999
0.0,0.0,0.65712,0.51133
0.48338002,0.13823,0.16038,0.0924
0.58618,0.56439,0.16315001,-0.37215
0.57732,0.21977,0.0312,-0.00853
0.32768002,0.17789,0.111049995,0.117819995
0.48471,0.45413,0.21722001,0.1832
0.19673,0.074439995,0.05841,0.03931
0.83695,0.0,0.47024,0.21135001
0.79149,0.074310005,0.04719,0.21384001
0.35816002,0.32084998,0.17041,0.10633001
0.06874,0.02106,0.013780001,0.00532
0.19625,0.05552,0.04632,0.03497
0.42769,0.34978,0.1735,0.11724
0.71497,-2.312,-5.34914,-2.21066
1.00059,0.78983,0.91749,0.73337
0.52507,0.4654,0.28094998,0.13124
0.12031,-0.00149,0.01942,-0.00851
0.82293,0.69886,0.338,0.27571
0.0,0.0,0.0,0.0
0.37252998,0.34015,0.14399,-0.57657003
0.59155,0.28636998,0.0223,-0.07991
0.97033995,-0.30477,-3.61231,-0.41342998
0.54952,-0.097449996,-0.11858,-0.14877
0.63229,0.17464,0.0922,0.10602
0.48384,0.21767001,0.00201,-0.02399
0.47684,0.25265,-0.00679,-0.09194
0.51523995,0.3854,0.37299,0.29474002
0.10743,0.03178,0.02846,0.01082
0.05653,0.048270002,0.02622,0.00285
0.19457,0.08851,0.057010002,0.03729
0.77980006,-1.12764,-4.17455,-0.88787
0.62753,0.51652,0.35946998,0.17165
0.38102,0.38621,0.22143,0.10931
1.0,0.0,1.0,4.78131
0.19457,0.08851,0.057010002,0.03729
0.60888,0.02328,-0.016549999,-0.03162
0.38762,0.35627997,0.18792999,0.12671
0.41724998,0.06831,0.032,0.01915
0.12776,0.04177,0.03583,0.01952
0.0,0.0,0.48995999,0.35880002
0.43825,0.25215,0.20813999,0.15177
0.57895,0.50228,0.34306,0.14045
0.22494,0.18997999,0.16991,0.16629
0.45791999,0.40660998,0.25375998,0.12845
0.76796997,-0.081709996,-0.102919996,-0.0825
0.68167996,0.21955,0.14125,0.1179
0.39490002,0.11776,0.06524,0.015039999
0.16839,0.1071,0.03872,0.022880001
0.0,0.0,0.63168997,0.50936
0.5211,0.14344,0.14804,-0.12512
-0.46323,-0.83395,-0.88809997,-1.13289
0.55035996,0.22737,0.26742,0.13071999
1.0,0.11216,0.05644,0.02523
0.53314996,0.28996,0.2182,0.04664
0.35421002,0.15404001,0.15015,0.087069996
0.44845,0.3527,0.09435,0.01783
0.79496,0.62917,0.36032,0.29117
0.84519994,-0.00043000001,-0.08081,0.02703
0.13502,0.04789,0.01543,0.00521
0.41462,0.37357,0.16694,0.09393
0.4003,0.21871,0.21744,0.16896999
0.55301,0.52442,0.3505,0.25488
0.0,0.0,0.0,0.0
0.48439997,0.23091,0.24192,0.19566
0.38102,0.38621,0.22143,0.10931
0.93367,0.42638,0.40927,0.40847
0.20232001,0.13558,0.08647,0.03521
0.08631,-0.15667,-0.28129998,0.0
0.25478,0.20944001,0.18093,0.1114
0.15168999,0.10025,0.14476,0.06762
0.36953,0.21330999,0.18334,0.15551
,,,
0.7023,0.61786,0.23857,-0.02053
0.60217,0.10204001,0.122370005,0.21804
0.0,0.0,0.44199002,0.13448
0.0,0.0,0.50737,0.35638002
0.11383,0.15267,-0.020769998,-0.02546
0.31239998,0.08579001,0.04677,0.02094
0.27471,0.05416,0.03966,-0.029070001
0.0,0.0,0.100719996,-0.02249
0.35656,0.22535999,0.28445,-0.01951
0.45075,0.19382,0.11401,0.06413
0.38362998,0.42584,0.13776,0.61388
0.3037,0.20261998,0.23990999,0.14297
0.49476,-0.29482,-0.23522,-0.3396
0.0,0.0,0.0,0.0
0.75999,0.26049998,0.02898,-0.05005
0.29642,0.39962003,-0.53481996,-1.6024699
0.20966999,0.1142,0.094919994,0.084709994
0.31888,0.21007,0.07166,-0.02093
0.32426998,0.20983,0.14784001,0.09345
0.59037995,0.55185,0.16829,0.04301
0.44502,0.15268,0.06869,0.025729999
0.42769,0.34978,0.1735,0.11724
,,,
0.99050003,1.00043,0.68444,0.47971
0.91498,0.76473,0.53534,0.25620002
,,,
0.66616994,0.29191,0.27559,0.2167
0.87753,0.38332,0.29806998,0.23746
0.53001,0.34492,0.35085,0.44061002
0.61525,0.25474,0.03537,-0.016
0.65970004,0.49565,0.48578,0.38668
0.98885,0.5401,0.59963,0.42151
0.34901002,0.20865,0.19642,0.10672
0.04735,0.020969998,0.0110599995,0.02063
0.25731,0.118760005,0.07692,0.00816
0.69348997,0.45396,1.13759,0.085880004
0.33729,0.2761,0.23443002,0.15053001
0.59793,0.18879,0.23236,0.13488
0.27286,0.21912001,0.12696,0.13861
0.21451001,0.11419,0.05469,-0.0072000003
0.36192,0.19539,0.14656,0.12583
0.6179,0.111820005,0.08455,0.06374
0.65001,0.02082,0.01047,-0.07095
0.20591,0.058480002,0.050830003,0.01791
0.26971,0.12005,0.1161,0.084989995
0.75999,0.26049998,0.02898,-0.05005
0.46233,0.15602,0.09689999,0.0859
0.55712,0.4564,0.36663,0.1835
0.63748,0.32486,0.23268999,0.17820999
0.59155,0.28636998,0.0223,-0.07991
0.6179,0.111820005,0.08455,0.06374
0.45887002,0.16468,0.14562,0.094799995
-1.11622,-2.40509,-5.85394,-2.4408998
,,,
0.1602,0.24736,0.09323,0.101330005
0.17195,-0.00923,-0.08048,-0.01503
-2.02304,0.0,-7.7741604,0.0
0.73377,0.5077,0.47744,-0.092080005
0.17782,0.23042999,0.15826,0.061189998
0.36227,0.23101,0.15968001,0.0060900003
0.27903998,0.07852,0.12117,-0.04156
0.65713,0.23025998,0.027660001,-0.71666
0.65713,0.23025998,0.027660001,-0.71666
0.59489,0.18260999,0.14912,0.08455
0.60742,0.38504001,0.26774,0.04302
0.0,0.0,0.38513002,0.24160999
0.087299995,-0.54664004,-0.49915,-0.49678
0.28318,0.29918,0.17077999,0.23733
1.0,0.0,0.78756,0.42806
0.28318,0.29918,0.17077999,0.23733
0.84376,0.17066,0.14581001,-0.34563
0.68296,0.50702,-0.19487,0.35649
0.38187,0.28531,0.36885,0.16406
0.23872,0.19451,0.12214,0.01273
0.11886,0.07658,0.07869,0.05071
0.0,0.0,0.0,0.0
0.22368,0.11541,0.108389996,0.089870006
,,,
0.24896,0.162,0.15182,0.08043
0.49272,0.22885999,0.20334,0.1014
0.44127,0.20136,0.11812,-0.18877001
0.92593,0.0,0.35354,0.52525
0.45213002,0.21079999,0.15791,0.10335
0.84620005,-0.06435,-0.042290002,-0.070199996
0.59605,0.02498,0.035550002,0.00963
0.94838,0.0,0.20467,0.11991999
0.0,0.0,0.36683,0.14310001
0.61148,0.13033,0.1046,-0.023359999
0.44127,0.20136,0.11812,-0.18877001
0.24554001,0.13692,0.14097999,0.090129994
0.77555,0.66244006,0.41371,0.32182
0.0,0.0,0.45637,0.29610002
0.17631,0.12076,0.04586,0.04907
0.17631,0.12076,0.04586,0.04907
0.1602,0.24736,0.09323,0.101330005
0.04735,0.020969998,0.0110599995,0.02063
0.57905,0.096829996,0.12937,0.0152199995
0.16434,0.08886,-0.13919,-0.24007
0.0,0.0,0.0,0.0
0.0,0.0,0.39459,0.11895
0.38537997,0.21084,0.1538,0.06588
0.02831,0.0,0.00637,0.0143099995
0.32718,0.29246,0.05412,0.119799994
0.27085,0.19925,0.13416,0.04606
0.49577,0.28249002,0.26423,0.28363
0.55502,-0.01974,0.00162,-0.03092
0.0,0.0,0.38334998,0.26950002
0.97869,0.0,-0.16609,0.0
0.73507005,0.53180003,0.33226,0.17937
0.23030001,0.11431,0.08279,0.03304
0.54362,0.31854,0.27541,0.24534
0.30371,0.16072,0.10321999,0.095979996
0.65713,0.23025998,0.027660001,-0.71666
0.58787996,0.11216,0.075619996,0.04632
1.0,0.0,0.79214996,5.5237904
0.97130996,0.77365994,0.62553,0.40769002
0.47489,0.35689998,0.31829,0.29824
0.25198,0.14388,0.1313,0.113979995
0.38001,0.039330002,0.00112,0.03197
0.33938998,0.14752,0.13159001,0.083809994
0.32589,0.32629,0.0,-0.04587
0.78,0.04853,-0.0217,-0.04739
0.43832,-0.3413,-0.21589,-0.91416
0.94545996,0.0,-2.43298,-1.1634101
0.21798,0.16156,-0.0234,0.0063
0.56334996,0.20898001,0.17721,0.11034001
0.32252,0.33582002,0.23234,0.09191
0.32508,0.30102,0.03985,-0.13113
0.35743,0.24001,0.12928,0.19808
0.21195,0.14614001,0.10396,0.02806
0.29766,0.14931,0.19487,0.01543
0.0,0.0,0.0,0.0
0.49082002,0.18809,0.03095,0.06866
0.82445,0.76105005,0.75745004,0.56351
0.10177,0.071,0.05278,0.040409997
0.0,0.0,0.17317,0.21716
0.94512004,0.84994006,0.53578997,0.22365999
0.40397,0.06268,0.01857,0.02447
0.23052,0.16171,0.14094,0.08365
0.06324,0.03997,0.0414,0.0211
0.58676,0.3831,0.17715,0.14761
0.50738,0.19996999,0.18581,0.13347
0.14547,0.15118,0.096999995,0.04506
0.41594002,-0.24947001,-0.18648,-0.30236
1.0,0.118879996,-7.58042,0.24877001
0.48846,0.44451,0.3694,0.29435
0.35771,0.21292,0.09385,0.011510001
0.43232,0.36076,0.29518998,0.21818
0.39525002,0.44004002,0.20941,0.54971004
1.0,0.83940005,0.83233,0.51463
0.39338002,0.15956001,0.09514,0.0754
0.28606,0.17899999,0.16913,0.11218
0.79023004,-0.076570004,-0.03904,-0.13646
0.67183,0.08168,0.08725,0.0038800002
0.06992,0.058969997,0.020969998,0.01464
0.90586,0.0,0.57557,0.61705
0.37254003,0.21962999,0.17514999,0.12467
0.42984,0.23587,0.16815001,0.09842
0.083739996,0.08911,0.09674,0.026029998
0.90586,0.0,0.57557,0.61705
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.46206,0.34419
0.43193,0.46974,0.18290001,0.12663999
0.18604,0.057729997,0.049439996,0.02112
0.12795,0.07092,0.02863,0.01777
0.34026,0.10434,0.05125,0.06554
0.50993997,0.26022,0.24348,0.12037
0.0,0.0,0.27867,0.21079001
0.40894002,0.21153,0.18666,0.16618
0.39338002,0.15956001,0.09514,0.0754
0.49082002,0.18809,0.03095,0.06866
1.0,0.0,-4.0251,2.2239
0.19708,0.08851,-0.19715999,-1.2058799
0.55302,0.12139,0.07448,0.021070002
0.31719,0.29373,0.29495,0.22708
0.76812,0.15063,0.16872999,0.24254999
0.74009,-0.013300001,-0.01396,-0.036140002
0.42047,0.27429,0.18061,0.14995
0.0,0.0,0.51959,0.3445
0.39379,0.08934,0.0456,0.0063300002
0.68349,0.54118997,0.42106998,0.042940002
0.51523995,0.3854,0.37299,0.29474002
0.39525002,0.44004002,0.20941,0.54971004
0.12044,0.12311,0.0864,0.01511
0.0,0.0,0.42180002,0.26737
1.0,0.0,0.74425006,7.8638597
0.4182,0.2045,0.19216,0.02779
0.72929,0.17806,0.23677,0.14648
0.0,0.0,0.43392,0.2824
0.24213,0.20618999,0.16482,0.16397
0.35017,0.11485,0.082650006,0.07177
0.0,0.0,0.41015998,0.28443
0.31687,0.25887,0.08537,0.11642
0.43193,0.46974,0.18290001,0.12663999
0.0,0.0,0.05092,0.0
0.42016,0.02737,0.02537,-0.0437
0.72163004,0.24787001,0.22459999,-0.08299
0.0,0.0,0.0,0.0
0.65234,0.16516,0.01563,-0.065960005
0.43194,0.105340004,0.116969995,0.035639998
0.34653,0.05752,0.01277,-0.22771
,,,
,,,
0.29654,0.14719,0.1495,-0.00756
0.20966,0.108,0.05933,0.0553
0.17315,0.06171,0.042919997,0.02815
0.0,0.0,0.59601,0.41812
0.67359,0.19641,0.11517999,0.103970006
0.14232999,0.11748,0.09804,0.07614
0.24893999,0.09129,0.09778,0.05427
0.4474,0.29135,0.23948999,0.19128999
0.31473,0.27413,0.26804,0.11184
0.63295,0.35909,0.15698,0.048109997
0.0,0.0,0.0,0.0
0.56881,0.50877,0.31533,0.19202
0.20716,0.13676,0.10717,0.03859
0.54146,0.48059,0.38997,0.35567
0.25297,0.21433,0.13052,0.14261
0.90586,0.0,0.57557,0.61705
0.49396,0.10149,0.07275,0.04304
0.75383,0.08583,0.04993,0.1305
0.20716,0.13676,0.10717,0.03859
0.13795,0.15633,0.04908,0.03943
0.66735,0.38435,0.091529995,-0.14735
0.45128,0.24108,0.21497999,0.08776
0.34811002,0.16995001,0.09478,0.12109
0.36161998,0.13949999,0.07888,0.0618
0.3202,0.15715,0.11298,0.036530003
0.36049,0.22750999,0.21035999,0.23987
0.75605005,0.53041,0.12826,0.10243
1.0,0.0,0.81762004,0.03507
0.89357,-0.29443002,-0.22261,-0.31384
0.35724998,0.19966999,0.06428,-0.01854
0.60054,0.056599997,-0.0011999999,-0.052699998
0.56931,0.33805,0.28756002,0.19016
1.0,0.0,0.10986,-0.05313
0.67372,0.57278997,0.2601,0.15831
0.44167998,0.33605,0.25238,0.095019996
0.62328,0.17875,0.12669,0.06295
0.30189,0.15371999,0.120170005,0.02922
0.86858004,0.22856002,0.24525,0.14121
0.27652,0.085710004,0.06852,0.08325
0.16783,0.047670003,0.04098,0.02864
0.54494,0.039330002,-0.020280002,-0.01124
0.84302,0.76688004,0.50598997,0.17782
0.74932,0.07846,0.06954,-0.02259
0.1863,0.09673,0.08675,0.03463
0.45615003,0.33404,0.28213,0.23878999
0.0,0.0,0.43392,0.2824
0.18218,0.07493,0.04626,0.03999
0.56746,0.24882999,0.21104999,-0.24485001
0.48591,0.20813,0.16754,0.059860002
0.61819,0.56001997,0.32937,0.064770006
0.28465998,0.18459,0.04918,0.79136
0.0,0.0,0.49339,-0.11436
0.0,0.0,0.40587002,0.24538
0.76598,0.74781,0.49078,0.26875
0.50918996,0.05673,0.1099,-0.04774
0.121379994,0.00236,0.022950001,-0.015269999
0.35728002,0.14658,0.06827,0.02542
0.0,0.0,0.39078,0.26783
0.0,0.0,0.59071,0.43501
0.42539,0.39049998,0.23271999,0.18686001
0.57462,0.105170004,0.20409,-0.40443
0.90586,0.0,0.57557,0.61705
0.39944,0.08609,0.06911,0.0433
0.1566,0.01911,0.01946,0.01771
0.20278,0.16136,0.1499,0.09589
0.94545996,0.0,-2.43298,-1.1634101
0.0,0.0,0.43118998,0.30618
0.03786,0.04698,0.040560003,0.01477
0.42485002,0.06958,0.03235,0.04141
0.21621999,0.0,-26.536188,0.0
0.0,0.0,-7.36816,0.0
0.78882,0.77285004,0.7522,0.55573004
0.28786,0.20135,0.21002,0.16218
0.0,0.0,0.36383,0.25746
0.74316,0.28897,0.2336,-0.14415
0.57642,0.53239,0.37647,0.30736
0.68541,0.0,-49.256203,0.0
0.23579,-0.14218001,-0.57355,-0.13941
0.69573,0.56806,0.57478,0.28129
0.49133998,0.18954,0.18724,0.09129
0.39685002,0.0,0.14152999,0.082370006
0.95138,0.2757,0.16801001,-0.05531
0.20298,0.16002001,0.02615,0.03303
0.06186,0.00041,0.05593,-0.02774
0.35839,0.13966,0.048839998,-0.015570001
0.63395,0.58166003,0.18082,0.03765
0.83973,0.28645,0.2351,0.04518
0.62127,0.10744,0.05915,0.04851
0.23357001,0.12716,0.09951,0.09049
0.2028,0.062589996,0.021170001,-0.01549
0.46542,0.22277,0.16878,0.08133
0.25827998,0.16869,0.11314,0.03689
0.0,0.0,0.49207002,0.19589001
0.37432,0.21914,0.1546,0.00118
0.70889,0.72174,0.26112,0.15713
0.54899,0.17663,0.17438999,0.14128
0.13504,0.04915,0.03902,0.00927
0.78349996,0.73785,0.38664,0.27068
0.17403999,0.11894,0.12569,0.110010006
0.67019,0.60159,0.32127997,0.09563
0.98286,0.0,-4.20308,0.54574
0.30958998,0.27129,0.15927,0.10299
0.94545996,0.0,-2.43298,-1.1634101
0.36055002,0.14001,0.04027,0.04442
0.6179,0.31458,0.14355,0.09156
0.32221,0.14079,0.13256,0.12222999
0.64557,0.56753,0.81897,-0.090900004
0.66068,0.38263,0.091730006,-0.1733
0.37715998,0.18539,0.16943,0.099659994
0.28104,0.19452,0.17018,0.07443
0.40787,0.13219,0.06811,0.03226
0.31507,0.06913,0.04484,0.04422
0.59489,0.18260999,0.14912,0.08455
0.0,0.0,-42.416,0.0
0.24004,0.11887,0.07395,0.05208
0.41883,0.39044997,0.264,0.14884
0.8307,0.25691998,0.00681,-0.10147
0.50447,0.09599,-0.03898,0.06587
0.16141,0.03168,0.02168,-0.00207
0.80114996,0.28625,0.18561001,-0.0359
0.23743999,0.19923,0.14682001,-0.05573
