EV/Rev,EV/FCF,EV/EBITDA
0.978,8.70632056008932,13.529
0.946,-17.84130302328651,3.716
1.703,-212.56148530555123,76.505
3.841,191.7511282613462,-18.46
,,
,,
0.361,9.618786776233458,4.704
-0.155,,2.211
,,
3.071,,
0.898,-52.13518873277722,7.482
,,-18.104
5.485,,
,,
15.44,-4.532067590439047,-1.755
,,
66.27,-8.244180552614361,-2.644
6.346,21.596970717339858,
11.17,90.48269976527752,16.207
,-3191.132723801869,
,,
,-0.2423199944845586,-0.111
,,
10.668,14.295911268944291,
4.926,11.443488779093993,-3.406
0.934,1050.9771056113698,14.984
3.219,0.3671080992053763,-0.273
,-44.72336856766784,-34.562
,,
1.342,7.619707830784062,4.324
30.519,-20.50409664696734,
1.167,11.840838282343535,-23.711
,-15.570530399910577,-15.407
1.156,8.063474007916527,5.241
30.751,66.8456538265606,-15.515
10.85,,
1.07,39.43448910364063,19.397
87.625,-10.839989245109287,-3.791
,,
0.943,79.06254883512582,9.497
2.948,,
,-87.97927939765691,39.085
2.4,9.6899649072525,8.239
0.391,14.065191145812937,9.549
0.868,-18.449768481102925,11.865
1.715,,
,-11.67342142896408,-5.575
1.729,71.66452336060611,10.234
1.112,-92.87938430784608,-195.692
,-37.55917892161706,
,-0.803801666509607,-2.951
2.232,16.008883343245948,13.764
2.921,120.55587640203706,116.056
394.921,-18.162812431029227,-6.791
18.731,101.06458666422215,
1.165,7.961477007325662,259.405
,,
,,
18.466,-61.15141976099823,-12.244
393.769,-5.238755591222421,-2.175
4.639,28.577512529579515,25.296
4.005,147.8037047543998,54.335
,-3.547823768599124,-13.025
2.538,19.65945864073703,14.208
1.979,33.59156370122631,14.486
0.654,30.551058200032315,10.928
3.232,-22.62158432525941,13.691
17.365,,
-0.073,,2.793
0.655,30.603625270641462,10.947
1.957,16.66375017730364,7.663
4.292,,
17.443,,
1.097,42.3738439744156,14.074
,,
,-2.7204477583252125,
1.254,12.993739348360666,8.919
0.884,-21.822040172106203,-3.305
7.601,32.80370724536391,13.151
0.331,8.307944379437824,9.102
,,
183.574,-101.31450933042981,-29.462
7.751,43.41531290792599,38.144
0.362,,1.083
10.795,-8.90523830230308,-4.349
11.069,1458.6485414407134,32.103
9.121,-43.087878017176436,42.164
0.816,8.896496074276632,7.385
,15.37295198275631,-5.104
,-3.637672120211301,-1.831
,,
,,
0.93,-18.848263892033604,8.136
9.152,25.65888702665724,
0.334,-16.96054253736732,-105.33
895.343,-5.739607925742588,-10.224
10.647,16.269212482689234,
1.036,,
0.827,15.513612248946773,6.71
1.189,1.7785604029680533,1.724
195.579,-6.371553404384046,-2.847
2.61,-20.21240713053479,-3.754
,,
,,
8.449,32.15278852683486,11.721
110.403,-8.07718276170307,24.861
,,
13.234,,
6.94,-5.960129491587112,-4.25
1.818,21.98985984291405,18.38
95.067,-58.10106123970586,-14.291
,,
3.507,,
0.164,-0.4486492157681147,-0.357
20.663,-10.162671775827675,-75.945
,,
,,
10.447,,
25.867,54.86471093383321,
,,
0.997,58.36138132772211,-10.565
,,
0.41,23.197367591240877,6.985
3.718,67.30749802388338,13.128
,,
,,
,,
0.318,-12.190545079809578,123.335
2.315,57.0380395263953,11.911
11.527,,-15.265
2.601,19.922021226817684,51.178
4.754,-24.93728389900957,10.747
4.711,-24.71198498919317,10.65
,,
-1.188,15.436614983749092,-28.09
0.693,35.417731973860825,6.929
,,
11.565,-108.6531591490031,31.893
,,
43.525,,
4.654,,
3.906,,
1.999,,
,,
,,
0.707,8.479509922672593,3.414
2.906,22.53940423237633,13.697
4.879,,
0.98,12.693832878909383,8.159
1.231,-2.5078815058826684,3.885
3.127,44.47506906381847,12.847
,,
0.898,-41.34504171646463,32.838
3.612,9.970377820897903,-7.369
1.271,8.386717242989347,2.199
15.208,24.802072074283743,
,-21.1761906826579,-7.555
,,
4.511,,
,,
7.567,-6.25456217235858,-4.044
0.394,-11.789970406599311,7.857
8.858,-92.92596897215348,-39.661
1.725,-5.521529173963112,-60.355
,,
,-104.90237841380998,-36.277
1.187,-296.4034820001473,9.506
,,
,-798.3503752829514,
28.571,218.33253889096943,-129.892
10.973,,
,2253.597491400865,
,,
201.628,575.2192118254318,
2.099,16.01750345442965,9.298
,-2388.7964947877613,
21.799,107.79693995582721,
1.904,-15.501691095552603,8.76
3.051,-22.08258793405951,6.943
0.929,20.030393988871804,38.58
157.481,-883.209052177874,-446.439
14.54,,-34.468
11.613,19.614468250113255,13.715
,,
19.065,353.8644148177905,-130.973
,,
,,
,,
,,
14.568,,36.697
1146.399,-62.52050816543931,-29.931
27.555,-12.688446227374806,-3.494
2.209,,
38.893,249.77617322328223,-14.88
1.213,12.620138204972214,52.966
15.385,-7.348993893284753,-2.87
74.243,,
,,
1507.997,-0.5260968852430732,-0.231
33.003,-433.718932901962,-17.403
10.415,31.498515130251818,
4.159,,
15.678,-17.600158060376707,28.857
,,
11.046,16.355089044008587,
28.653,,
,-13.346442439869277,-6.187
3.138,176.8305777777778,14.405
12.454,-935.629078036468,128.6
,,
2.214,-2.328159691567634,4.53
,,
,-199.58490962656262,-76.72
1.983,17.34050749601656,7.003
108.973,-11.21711374597584,-6.085
,-3.3470296109791127,-1.744
,,
63.323,-10.651538709979656,-5.751
30.528,-25.033567950552282,
1.815,37.277869249394676,11.485
1.607,,
0.79,-10.050779340687138,2.146
,,
,,
0.373,5.912292321835405,1.898
19.446,-4.503876737501767,-2.393
1.042,-35.89589372931827,5.199
,,
1.122,12.354444955680027,4.352
1.426,-37.08623561970452,8.508
18.529,259.0458634571488,-22.393
2.372,90.96284567556499,33.675
1.123,12.356073086046365,4.353
7.096,-12.330602788614161,59.461
0.581,9.18876282694854,5.719
0.957,23.49416477965511,17.854
,,
,,
57.515,-19.61768625417111,-8.906
7655.891,-3.072850386985571,-1.625
,,
1.507,24.044405299092915,10.049
0.322,9.979077748502995,3.96
1.082,,
47.087,,
,,
0.876,-6.858478390622238,5.281
2.828,-3.8416378833850087,9.062
1.555,24.812727561512325,10.371
,,
24.165,-30.602477367982026,-29.295
1.162,24.449989055457465,10.007
1.165,18.130139726098683,14.904
,,
1.75,,
,-17.604400543098645,-8.924
79.019,-22.655797507814015,-163.314
,,
,,
1.008,28.85003921102426,8.222
,,
,,
84.215,,
,-9.05227757139211,-4.648
11.446,35.19352012343552,18.343
-7.483,50.86399398965527,5.847
3.706,-13.025298578986732,-7.116
2.811,-6.695061379735619,29.725
,,
,-20.05251121005821,-24.348
,,
3.983,,
,,
,,
,,
,-23.692421877579665,-8.823
3.578,,
0.442,5.7998417454594176,4.371
1.322,-74.08013328284741,-4.593
,-420.01735890313154,
,,
3.888,,
,,
,,
,,
,,
2.864,24.831578803588613,37.679
-5348.82,,-29.745
0.151,80.2421818987482,0.983
0.77,1.6349549443885651,4.122
,-73.20084491394374,
52.108,-10.762510277139357,-14.721
1.146,34.44684774112139,-758.718
21.991,,
,,
1.503,-18.449605979068686,-13.704
7.175,19.70020006077796,
2.562,6.320622938545315,8.349
0.879,-22.46083499139891,11.041
1.82,-114.88084939732823,8.196
1.267,14.255998047462922,9.622
6.778,,
,276.3961750920656,
5.399,8.21682124961604,6.469
21.46,,
12.166,45.89942547289943,39.1
3.263,-32.272190892679056,-46.819
,,
,,
0.501,7.62893875596506,6.631
,-1.9698969843196918,-0.787
36.21,,
269.806,-151.10500339667493,-143.183
21.904,-229.52437569737825,647.757
-0.207,,
19.336,48.19856310163402,
,,
0.381,-10.340828600887406,12.227
8.594,-102.30592771084338,-13.338
0.746,23.275494586761717,7.792
,,
3.969,11.608338954933945,-8.424
200.116,-632.0466182334626,-591.817
0.412,-36.84629224499102,8.913
,,
0.473,6.210847454788727,4.681
,,
18.781,,
,,
0.381,32.823026210874545,8.333
2.043,-141.88363350373575,78.199
0.196,,-0.144
5.384,,
2.874,,15.431
3.619,,
3.567,,
2633.871,-29.13809423423749,-12.438
0.46,5.968134392735528,3.534
,-44.876341560798295,-19.893
3.34,-38.74020341424293,-15.05
,-4.76028062006403,-3.612
137.298,-4.756007621626155,-1.808
5.063,-7.757454974763682,-1.38
5.355,-18.34838933170331,-18.45
16.02,,332.895
,,
,,
1.11,8.900235086294678,3.612
0.71,10.024128224072935,7.557
,,
3.984,-13.525238605664912,22.25
11.434,56.37100349037806,158.659
,,
0.825,6.884757317422325,9.6
0.741,8.118517142895554,8.201
,,
23.288,-20.639868157571296,-14.929
,,
10.723,24.78374979852317,
0.594,4.532134985490136,6.087
,-0.3826728025231267,-0.176
0.983,13.112721962073106,2.801
,-2.725841344329043,-1.202
,,
0.378,19.858041601840533,11.025
,-48.24163912845327,-30.123
,1.6593341256486218,0.694
,,
1.291,12.875674831272182,16.199
,,
7.778,80.7248406232698,19.679
54.499,-38.250158047664115,-12.037
,,
,,
6.065,-4.660680447143576,11.866
0.136,0.5922370185024185,1.036
1.392,12.09137832193674,6.138
0.356,45.69544271047964,11.139
47.103,-3.458749318275061,-2.663
3.17,29.63845117022823,19.536
,,
,,
0.685,17.730477718143256,11.579
25.582,-3.9545216909585443,-2.561
3.27,16.12213381119863,45.377
0.544,12.992139132183114,-39.228
4.655,,
,-347.7937244663962,-32.887
0.753,8.390843842739674,6.003
0.368,19.488731985120054,4.505
5.092,,
3.484,,
,-0.5225366486564219,-0.235
17.687,36.17690456572857,
0.665,10.888140896623387,15.22
45.046,-3.9333707056220844,
4.051,16.54516450028555,21.547
1.058,40.03020864340552,5.943
,,
19.659,,
3.473,-5.485151460795441,-6.854
0.509,19.26175634683712,18.456
11.407,92.2766511451107,16.041
3.106,149.32643060823344,303.144
,-56.440915787234665,-48.083
1.114,12.264424403648507,4.321
,,
2.295,9.902400404958618,6.426
42.102,,
,,
0.74,7.435374991221787,22.318
2.188,,
,,
0.582,6.653102546846951,6.188
129.413,-11.916544949912566,-6.522
3.41,-15.242215824136432,-110.452
1.212,-6.219976584668748,-15.862
0.848,-4.269391014039765,25.826
2.32,3.2604616173514698,-2.122
0.379,4.398722646333854,5.702
1.899,,
,,
,,
6.992,-10.39466871199255,16.783
0.604,-0.7037784488539147,-5.197
21.105,-19.650183268461742,-11.652
0.578,-89.28958925659472,7.776
,-150.8100136612189,
,-10.937914176893779,-5.319
,,
6383.544,,
-0.207,1.0834172062565735,0.453
4.859,,
327.571,-28.60297991152161,
,,
,,
2.876,,15.445
,,
,-0.5970945906308249,-0.239
0.557,28.42748203110735,-106.212
1.347,4.171664182038082,2.765
134.422,,
0.627,-20.434917427056018,13.724
0.966,-37.77947149004519,-1.958
1.103,81.21306447425357,25.014
,,
51.012,-0.6778347456274,-0.763
,,
0.508,17.003146863161184,8.58
,,
,8.323104560816029,-15.128
2.341,,
30.521,-165.85979986298528,-48.963
1.119,-5.141429896328677,-3.511
17.263,32.8687503796619,
0.885,7.36606518276761,3.673
,,
12.073,12.321933610757094,
1.405,10.799306624355415,-27.719
2482.231,-57.04507888356487,-28.201
12.487,34.61864004076641,
16.013,72.62096977188197,
0.463,18.241242547403534,4.876
4.567,,
1.826,-30.543227779969207,-5.107
0.424,17.192678772085827,8.908
0.904,16.34429812372283,11.437
5.35,-5.9690471021008635,-2.212
6.947,4.5043247047342385,-27.814
16.431,,
,,
,-70.61592428396571,
2.154,-24.449315794407124,-3.201
,,
,-11.294204734504495,-26.07
3.499,14.289364431753285,18.609
0.805,-8.407246125918567,-4.014
,-2.524741022911882,-1.101
23.597,-16.416589958795402,-8.997
8.251,55.25924518965018,-13.014
15.851,94.13558704300685,
0.656,2.5664437388663073,33.253
9.751,24.009770660587666,
6.267,18.591023185338035,
17.305,-9.60732500486697,-4.481
5.829,,
4.002,,
50.354,,
33.853,-3.411699785036989,-15.821
,,
,-29.752961672430757,-17.045
,,
1.004,,
0.972,7.3096483609899625,4.456
0.349,23.663927189988623,14.145
3.013,,
0.729,-10.598316923168635,9.57
4.499,-5.714824658660416,-4.92
2.863,,15.374
,,
12.035,,
,,
2.863,,15.372
3.779,8.653281816326,6.641
,,
0.942,31.265820734341254,18.454
9.326,807.4567907742999,-77.951
1.661,18.817669091803143,10.218
3.194,,
13.71,83.18279418628296,79.713
,,
9.615,-9.858454528980818,-3.116
1202.221,34.59388365518348,
,,
2.546,10.091260786495496,7.635
,,
,,-7.138
,,
2.218,,
48.085,-4.006242927068589,-3.254
22.183,-18.190427013105936,
,,
1.108,12.199430262697156,4.298
,,
1.199,,
,-13.237899647321493,
,-0.5145324301158756,-0.215
10.756,4.943872787839913,-224.897
,,
5.981,15.65076465759836,11.249
2.862,,15.371
0.647,5.226148711259053,11.116
7.293,-14.801024203893485,-8.672
0.727,13.634203086971736,4.922
,,
0.754,-19.524794708182846,67.68
-0.177,,-1.691
21.036,,
2.126,-1.0482951993636487,-0.537
-0.442,,9.714
4.174,-30.459722579366204,44.43
4.025,50.167961623768505,11.262
5.737,7.359737130053207,
1.977,-7.856165153563881,4.17
,-20.635412584838377,-34.753
,,
371.734,-4.187207446366108,-2.926
24.776,,
,,
5.416,-53.50719820995711,6.789
43.025,166.65916601139335,
4.974,-5.930694425473471,-3.736
0.422,,
,,
1.301,-4.409676405906378,-2.187
3.545,,
2.346,-20.639083784578656,-39.499
0.742,5.798100802984187,6.766
,,
-0.005,0.3419122321670735,0.08
8.717,-51.854266919534,20.431
,,
,,
9.336,-13.180639770703957,-2.047
1.054,10.397087793007723,6.322
,,
1.445,17.567574108631288,6.066
1.18,41.35815457482891,1.878
,,
3.661,12.842717098624846,21.858
12.961,,
1.581,347.7720962303467,-17.582
6.246,-113.57080105109489,-16.4
0.788,-15.071339043253314,-2.04
2.774,,
,-3.0454053995658956,
,,
4.587,-3.1908651961630325,-1.749
462.962,-71.56650046519597,-46.343
3.302,-81.70467510465471,12.456
,-0.44878170521323096,-0.18
120.684,251.06486049466233,-1156.566
323.196,-10463.03367032967,-4.738
0.667,16.19832491701518,10.406
1.591,-15.07275450711493,8.77
,,
7.593,-153.75076123291637,14.099
38.93,,
29.856,,
13.777,,
0.689,7.714243703730807,-6.069
78.848,-55.57945997462636,-53.881
0.458,23.830452771233727,12.882
,,
0.768,73.43111498596585,13.259
3.724,,
2.812,,
0.773,10.27871294325034,27.5
13.215,-9.128298000226835,93.372
7.149,-4.82739907014477,-2.987
,,
,,
3.027,-9.942882517235283,-3.2
-0.027,,1.53
1.127,8.746038332593068,15.409
,,
5.376,,
34.277,41.28412274006719,
0.701,21.286965604371552,-12.141
0.486,,
5.24,-2.8681220836119663,-29.657
1.333,13.144573281143408,7.993
10.327,-16.585750093102142,14.49
30.83,,
86.736,,
1.867,-110.3215804451792,20.934
1.267,58.50798237462906,-23.709
32.746,,
-0.556,0.4599158538169187,0.357
2.932,,
0.815,7.754436472588874,5.352
,,
52.772,162.8880792598694,
,,
0.73,9.290512524253286,5.771
1.891,11.589670341314315,6.723
0.396,8.392808815598611,12.706
6.773,-46.11191085895372,-24.142
0.947,-6.736499350431964,11.968
64.37,-108.72995654035583,-129.617
,,
,1564.331074066482,
1.704,-11.894272228138146,23.886
3.865,98.59856189042138,12.041
0.591,31.030919651014788,-11.08
,-493.270627667653,
,,
29.726,14.013881671424484,
,-336.8114645133872,-12.554
0.151,5.622878105103421,25.608
0.02,0.6294167659414384,-0.044
120.232,-7.844398151985043,-5.445
3.92,-3.5756780411841405,11.105
2.291,29.919402623858343,-17.603
-0.168,0.011528465929383188,0.005
,,
2.095,,
3.922,,
2.648,-11.625818289575061,-8.41
,31.322283960832603,-7.482
3.397,,
2.096,69.01312751195782,904.093
,,
-1.39,1.1338908574873219,1.198
0.303,1.3351672779952533,-1.14
0.604,9.093080049114185,8.484
,,
0.507,4.374005774429258,6.408
79.609,,
36.93,-4.056169630940665,-4.285
,,
,-54.18563367204828,-15.008
,-683.9187108591797,
0.223,10.320883752183846,-10.783
8.89,-41.370459455363005,-3.988
,,-2.87
0.872,4.418738362449349,1.613
10.261,-2075.5938255087167,-89.963
0.699,0.8834156255784925,5.862
0.224,13.071097566459692,2.097
3.015,,
3.598,-18.442926880245583,-17.221
,,
19.965,,
22.078,78.4431029649628,
1.445,76.54667400488353,8.574
4.346,,
2.339,,
0.757,,10.577
17.69,-9.04899459245813,50.716
1.396,915.9880892728581,10.067
1.105,12.16291161272379,4.285
1.55,-48.01675776544231,-2.3
6.959,8.180385252542578,-2.785
7.74,9.098356499164918,-3.098
0.826,77.83019467799865,9.063
0.343,2.157437833125567,1.326
,0.4446994348177132,0.234
1.995,-21.577905653021443,-3.166
3.197,,
0.939,-29.23940543986817,10.916
3.223,-14.118567553021665,-17.542
11.645,22.503984559460008,
0.889,32.23567700295459,-15.692
514.545,20.599572660439794,-4.031
1.103,12.144396639855234,4.278
2.765,15.480997465145753,41.643
1.355,17.967123777753606,196.529
1.798,38.64655314341054,-3.494
,,
,,
7.214,-2.0431030968719655,-17.585
,,
1.103,9.399778544361412,-40.906
3.464,6.029854155908301,-2.182
3.221,-3.52554243912595,-1.914
1.103,12.137373905879874,4.276
,-3.5396797792827557,-1.681
3.976,,
,,
20.387,-9.898177128036485,-35.937
1.064,,-110.605
2.842,22.969340919364644,13.543
2.206,,
,,
83.197,-31.32285783438147,
-0.06,-0.5365915793698575,0.199
,,
3.641,-1552.846723434705,5.16
2.283,-39.68842575746723,11.358
18.748,118.27314323879382,
2.86,,
,,
207.199,,-2367.932
29.951,-31.320374812028874,-23.924
1.621,,16.728
,,
2.212,-33.64581139476207,-474.476
,,
2.12,-21.283150834607792,28.162
,,
121.349,-13.328206573270242,-14.079
-284.728,0.20890398161103768,0.088
1301.596,-7.38783426206064,-5.588
1.218,,
21.582,,
11.08,15.040925612780063,
,,
1.222,-2.857926056062277,28.473
0.279,-7.192280207005175,-9.386
,,
16.436,69.27240893386893,
1.553,51.018104455237754,702.004
2.24,-10.33891841736155,94.316
1.099,12.099833747632752,4.263
0.749,,
-5.191,-17.04892917350493,-9.827
1.101,12.118476544442245,4.269
0.837,,
1.924,,
4.999,41.956763951992706,76.687
,,
1.032,30.463406523765144,-13.311
,-0.11049580949566172,-0.06
1.569,-7.159770962033288,-8.37
17.837,59.35658323644537,
1.102,12.129713135453567,4.273
12.001,59.75278070422486,
0.71,18.821169720129916,6.783
0.896,3.2512390756374523,4.431
2.631,-6.25586584450752,-2.855
6.743,25.449694527504565,
15678.42,449.82269232240543,
0.504,25.71926375048388,10.131
,-17.090863616946336,
1.625,24.657138458330262,9.313
2063.731,-18.76062557195349,-21.735
,0.3813042471042471,-2.532
0.419,-18.54698350667087,6.54
,,
0.311,8.900552032275591,3.755
,,
23.46,8.832683609784334,-7.191
23.4,52.5639586462624,
,,
-0.26,1.1859876882321647,1.386
,,
4.511,124.25264118431369,-5.947
1.38,-2.3266378490553943,-2.849
,-7.707014638040219,
0.344,28.100569588838955,11.223
14.294,-9.717519271631494,-8.58
0.492,3.1934621399384553,-17.325
1.099,12.099067887240869,4.262
17.017,42.604614510173846,
0.348,-10.915733944279214,-4.56
20.575,-2.3745427589555304,-1.375
-0.511,0.07267947815945087,0.014
6.483,98.63723305171213,
13.627,-58.266645889858474,-4.457
0.995,5.888845282694848,53.347
,,
,,
,,
2.219,31.713052631578947,7.307
,,
0.203,21.295484371930716,17.399
3644360.2,,
11.864,,
1.099,12.094087086559286,4.261
-20825.264,-253.81123509138584,-704.321
5.046,,
5.083,-186.4500074664755,-45.68
5.875,-2.1003321989759782,-1.693
8.324,-18.712627018154546,-7.769
,-3.2925995979258795,-1.517
,0.2698742924133311,0.124
2.277,-1.7556205204607862,-9.356
-2.112,,
,-52.35329069151591,-28.407
2.709,,6.824
58.148,,
,-9.66879896795924,-6.921
,,
,-8.70984338211703,-3.976
0.245,-0.17178651919720733,-0.088
26.28,,-16.07
,-82.32700555340251,-21.735
0.976,-0.592239588864936,-0.275
,,
1.102,-29.314081748399204,18.448
11.57,40.765408345912746,
,-7.869882390228199,
0.91,34.23270013877198,15.004
3.718,455.70508542713566,5.026
,,
,,
0.643,,
2.666,9.530996984970885,6.138
18.642,,
11.206,-57.92460240559729,22.832
2.956,-6.179815386600849,-2.059
1.097,12.078892286393872,4.255
4.464,-17.2156817823295,-10.377
,,
7.474,,
1.901,,
7.845,20.447242230408882,8.447
3.696,-17.448770258208135,42.501
4.997,29.335912533849047,20.298
14.553,261.4542086614768,
96.393,-60.91911518598679,-64.588
,,
2.431,22.75595579990202,28.374
,,
11.086,-57.301386157321446,22.586
,-30.35621341155678,
0.304,5.304007034568974,5.65
0.72,-433.02981088537746,8.659
10.845,52.30023806248431,24.055
44.645,-5043.5739329674425,
75104.52,-13.57451220400474,-3.927
,,
-3.488,,
,-1.2900331453259202,-3.162
4.664,-33.96116807347923,-5.56
11.448,-2382.7630310276118,-184.571
,-31.257277501738173,-6.33
0.419,-604.2459387602688,-48.263
1.147,10.113769064319115,10.761
,-0.09581269104078562,-0.044
,,
3.125,,
0.516,31.07926087072174,6.058
47.541,-42.78411918151079,-13.622
,,
-417.048,-5.082836790284875,-14.105
11202.286,1.318736450393099,-5.425
16.233,,
0.862,8.360793553141288,5.893
2.514,,
0.173,-26.31872348123459,-19.911
43.33,-346.78748566649386,-56.694
6.454,45.457231904836576,
1.812,-11.486329967897428,-2.541
3.144,-12.411549870959275,-60.401
1.027,23.537981193157883,12.199
109.52,-0.5096099131847451,-0.609
,,
7.849,,-39.309
27.35,-4.7388149286428956,-31.024
1.044,-0.11947817824149268,-0.065
2.256,6.010072579489638,7.261
8.218,91.57473681927057,17.316
0.763,4.970842570602378,8.924
5.133,,
15.166,-26.21743373493396,39.649
2.81,-25.248642391235514,88.574
6.287,56.499930245804535,97.457
8.349,18.364499647466797,182.117
0.464,16.26965124932321,3.995
0.5,28.159728870484514,16.691
0.451,-26.221026492933905,-2.404
8.262,-271.8002584566997,34.481
5.593,7.804939856696701,6.178
2.543,,
2.415,,
,-3.4211506285056994,-1.605
3.449,3.969007978327506,11.71
1.974,,
1.518,8.172285396829862,13.731
0.258,,59.101
,-230.03845787809243,
1.077,,
2.854,,
1.021,33.612563333688165,6.605
1.851,-28.22354751050059,27.421
,,
,-81.5110884186567,
,,
19.801,85.01504185926181,
577449.5,-1787.8053115136406,
0.942,-40.46122097930203,10.186
1.144,17.076122461145413,36.698
,-20767.549012205865,
14.708,23.570917135454398,27.031
0.594,12.65392829209003,18.782
21.922,153.79685887795313,121.628
2.522,10.293861673605889,-37.581
2.714,3.7234290312884806,-2.896
0.744,-30.456948874179158,-36.962
,-1.755966184802106,-0.711
,,
,0.8332805129532601,0.444
,,
-0.428,,
,,
,-39.15260321807391,-406.542
28.626,,64.539
3.704,,
,,
0.445,221.15601023017902,20.486
,-27.959342791864305,-11.173
50.05,-18.544100675628677,-22.718
5.607,-29.54761014814303,-39.42
,-50.68702201200655,-42.474
0.419,17.116395003999262,-3.043
12.224,28.130110683742412,
,-21.641340960051252,-8.825
0.885,-8.844870529796063,44.019
1.016,37.16927039763362,-5.718
10.931,-5.396519540966521,-4.676
,-86.30174003640867,-8.8
0.7,-20.1983700412559,10.732
,-12.115832115787619,-5.905
,-30.21162639560974,
-33.491,3.4313745938705957,1.419
0.721,2.681077149281828,-10.033
4.872,-58.94689450818759,-8.213
4.464,-7.747737152801776,-41.434
1.853,12.293649872885442,40.225
0.533,,17.555
,,
11.167,-2.897770443793003,22.573
2.429,-30.978547798864316,-86.827
,-4.549584100272557,-1.887
14.264,,
40.023,,
7.426,14.138668764828056,
2.429,12.357454632035529,15.012
,,
1.486,13.255863239791813,119.417
,-10.390274549950707,
10.671,46.22367280408695,34.975
2.419,9.879061930325529,12.865
0.52,87.53219155074044,6.84
0.531,10.287174489668649,6.596
0.657,9.916192268176916,9.026
2.823,-13.150628056126353,-18.388
,-4.564322495979334,-13.061
5.882,-43.75627251447579,-26.805
,,
2.644,,
83.36,,-16.723
,-5.021146201742537,-4.887
0.895,,
,-406.0545821637859,
,-394.7279980484872,-110.132
13.911,22.29338019510132,25.566
,,
0.496,12.279149264269144,4.792
17.997,,
0.053,,
2.622,,
2.427,-113.04917918445192,12.037
0.239,1.312163744304095,-7.679
,,
6.518,20.730005875361478,
0.17,2.924516818571317,7.097
2.952,-336.1912860194636,-26.714
19.936,42.08727835424274,
2.725,,
3.23,16.243428926301213,-16.095
0.544,-52.32989786446143,12.336
,,
2.603,59.202202752437614,16.644
2.645,147.34545775814468,13.089
7.014,32.158766394451284,
,,0.337
1.026,-14.373141839045749,41.032
0.371,2.6068776898932833,3.247
0.96,8.631571173593452,8.119
2.078,,
0.876,74.90902716953634,470.028
2.355,15.685759980803264,11.127
4.136,28.127770753111847,9.726
0.546,8.33666766274482,6.698
,-3.1101195860534583,
,-15.537469477251209,
0.939,18.167603403164595,9.032
9.896,-57.022223191886056,13.191
1.983,-16.940049768531008,-17.536
0.33,6.216310314837363,8.845
16.933,,
1.122,-2.4019537305839043,-0.816
20.004,,
31.113,,
,,
13.369,27.73658253901525,
150.288,-3.305698476440319,-1.518
,,
29.728,-282.87656240473143,143.375
6.536,13.148939136247671,
,-0.6813129601239913,-0.609
7.053,,
2.168,-41.49744318085136,20.915
10.593,-83.3080807125702,-21.334
4.879,,
-0.02,-0.8819435477272993,-0.353
2.494,6.494089200122184,-44.118
,-2.971749853378804,
,,
1.055,,
2.255,20.01324091724308,108.036
24.76,-30.034489371406078,-3.711
,-27.63148630190753,-14.662
,-3.9633002040956726,-1.732
,,
,,
5.47,,
,,
3.934,22.440964105241566,-752.179
11.322,,
31.848,,
,,
,0.4015001282312952,0.171
,,
,-4.326455087238273,-2.612
,,
,,
12.558,9.152640088828186,-52.509
,,-6.331
2.397,-2.457483677411383,-3.106
-0.056,0.12464960324829821,0.053
,-5.068921573316421,-2.22
4.705,-43.02485348767611,
13.367,-37.095591143576065,36.141
-8.625,,0.118
,,
0.948,5.743380260254166,4.56
0.442,-11.844514545454546,11.728
2.886,,
0.645,4.888546832036412,-27.471
11.208,-127.5020172663337,122.543
10.053,-2.608514486020537,20.32
0.936,-7.749412526018835,29.01
-0.47,,-4.682
,,
2.221,63.250672799695806,9.051
12.457,,
67.595,,
6.22,-6.488346735509742,-8.5
3.944,231.17945557267592,129.044
,,
1.108,,
7.999,-22.08110113649758,-117.918
0.514,6.494068925895968,16.199
3.525,-7.8557225413541785,-5.243
,,
,-167.95740317551417,
9.212,-5.647539161912597,-2.624
,-1.7458965746296247,-0.918
1.812,30.01230059285371,-18.604
1.839,-3.3901207504954214,-4.393
1.212,2.0319923345847335,1.65
41.298,-2.036595768383026,-1.231
52.06,-174.85920872102136,76.146
0.291,-9.448753984897518,-5.156
1.386,54.3014856440674,2.578
6.948,-5.213429360245908,-1.92
-0.315,,
-4.634,,0.223
23.858,,
0.663,10.717219163336301,8.934
0.709,35.8755839330823,8.77
0.546,23.407460544251204,16.342
1.31,12.765635733448216,8.356
10.365,25.886506250339416,
8.649,,
-5.353,1.9147150254873093,0.844
39.847,-421.3471889155342,
0.551,8.521479772309572,7.511
0.478,-66.40856818647892,-14.743
38.567,-3.5379249357326477,-1.6
,-10.098734740861705,-5.923
1.977,-5.703351428804038,-2.265
1.154,565.0345931794695,13.323
,,
0.892,10.251234602575934,41.182
19.58,-14.451196821650063,-6.24
-4.758,0.29418055651740327,0.175
3.164,5.79610194176926,4.584
3.352,,
,,
-0.263,,-1.521
,,
0.879,20.88410233621735,6.405
4.148,9.245301639652418,12.303
226.022,22.397420595304123,-2.445
1.177,-5.747393203204603,-7.034
8.431,84.49096503744427,254.858
,-19.639390991800443,-14.12
1.56,9.74877585418436,58.565
1.71,96.63114999370303,19.55
-0.265,-7.8518439300076075,0.862
7.2,-2408.717578703528,552.474
,,
2.141,,
1.448,141.48142665205583,11.762
,,
0.808,2.2304574466802505,-56.541
30.994,,
3.225,,
14.288,18.462394963233493,
,-8.614850071105225,-3.094
,,
,,
