Rev/Sh,FCF/Sh,Cash/Sh,BV/Sh
11.607,,29.301,31.882
10.647,1.7297665692310882,1.962,12.357
50.607,,11.713,1.127
17.305,,12.145,37.263
0.0,-0.3108856108896523,0.82,0.806
,0.08820858887948815,0.046,0.074
17.754,-1.0231975604443477,0.825,3.167
31.749,,27.665,52.554
18.01,3.9935842335458713,3.051,-1.387
40.428,0.9883587500234183,1.57,5.591
-0.152,-0.6918678658625654,1.049,-1.386
21.091,,0.786,12.323
0.0,-0.17302957724071102,0.73,0.674
4.364,-0.40780840807972124,0.954,-0.289
,,,
9.49,-0.7092918448088826,2.798,14.179
108.87,3.62679729159967,13.219,3.806
0.335,-1.8723776826895433,4.673,4.665
,,,
13.199,0.08130145814096645,0.798,7.925
0.526,0.010547785547785548,0.018,3.341
13.518,,18.855,35.982
3.897,1.438098363528819,3.66,5.208
3.737,1.5017575121439206,0.17,10.336
,-1.3520162886714553,6.695,6.526
,-2.845972605960849,15.358,15.165
15.484,-0.8730785346814306,3.351,12.864
3.103,1.796786767731744,0.933,7.201
0.571,-0.16638365534157118,0.0,41.201
4.507,-1.7529000349849932,7.235,8.511
23.259,-0.5662035229071177,0.476,14.321
12.882,-0.3296025665251251,1.913,6.519
8.571,0.2794267800628772,0.492,2.411
127.363,44.820291631522416,0.511,35.991
0.468,-0.26018164205865013,0.607,-0.731
0.688,0.30174592477149237,0.165,8.556
1.607,0.5171090298749594,,14.51
4.197,-5.557921611567845,0.452,12.462
40.174,3.619808331860075,0.26,20.176
19.913,-0.0990469813851886,3.677,10.966
12.868,0.3308130561849407,1.394,5.17
53.998,,0.296,18.665
,0.18699034782608695,0.0,-0.615
38.226,,18.632,50.262
1.868,,0.004,20.087
,,,
18.084,,28.657,36.833
0.798,0.37139507742980404,0.192,11.814
2.822,,2.798,10.641
6.133,0.18056965954802334,0.753,1.762
0.115,-0.8940482193738873,1.707,1.302
1.688,-0.5096211050791998,0.746,17.542
1.54,0.7699874237351506,0.001,12.891
14.964,1.5074530756148512,1.265,11.693
58.742,-2.0772734703642417,4.026,19.97
49.43,-2.4646543483616656,3.568,8.918
3.267,,2.78,16.984
1.048,-19.69334089938516,0.521,5.662
2.005,1.492187129093468,1.08,7.36
73.456,-3.891909844782933,6.745,37.859
7.878,1.8107603276134496,1.216,15.193
,,,
13.203,,10.418,37.712
0.451,0.003026005932156118,,13.291
,,0.021,-0.302
0.809,0.17943108927108928,2.539,3.383
0.192,-1.5121447519970277,6.9,6.025
0.006,0.061113331366261736,0.805,0.579
0.186,,0.013,6.156
,,0.02,7.997
6.725,1.942437370594147,194.206,18.058
108.32,3.4854750658581932,5.53,-1.713
46.054,-0.25718402211595814,3.554,12.827
8.427,,16.543,24.782
,1.8512631327199207,0.732,-2.08
,,,-0.599
3.416,-0.16058258974151973,1.097,1.548
,,,
0.458,-0.5220474085357681,0.371,1.234
2.199,-0.5036310245175725,0.946,0.893
2.822,,2.798,10.641
496.272,,,3.142
11.702,0.5488895750638068,0.633,-1.829
6.121,3.3666953512961086,7.186,20.123
,-0.021472510941952846,0.062,0.256
0.282,0.33118115883027166,0.0,7.174
1.203,-0.0028990784859546782,0.614,0.672
0.819,,,11.804
5.696,,0.897,17.013
0.11,-0.17664625522163868,0.158,0.28
,-1.6720715572227565,4.494,8.331
5.745,0.8195404861991196,1.827,3.598
0.0,-0.5008720654037742,11.66,12.903
,,,16.647
142.95,21.325501041020996,47.712,140.984
117.845,10.88107430927978,0.952,26.798
,,,
5.304,-2.03018819515713,0.0,16.265
8.635,0.5503912807541077,0.464,2.028
10.025,,11.053,28.767
20.491,-0.6121923376084122,2.408,19.396
1.607,0.0028781480819223414,0.784,1.635
4.723,2.617352867670402,0.911,28.01
36.661,1.3822836212685428,2.478,12.675
1.328,,12.813,11.689
81.994,-4.77879191011236,7.753,31.77
1.184,0.14016731652845663,0.002,26.506
0.19,-2.871970694027748,1.577,1.732
31.83,-7.644948983888072,14.345,57.514
78840.41,,83696.555,85733.71
,,,0.294
4.215,0.9605196401724382,0.331,9.59
15.48,2.0644720918622066,4.709,22.091
,-0.9323531448364938,3.443,3.328
,-0.14855595314391512,0.374,1.109
-1.056,,1.496,12.566
36.803,3.901414839430641,6.57,-2.284
0.019,-0.2871970694027748,1.577,1.732
7.27,0.5120225513995541,0.886,1.8
4.996,0.3095020746887967,0.535,3.701
10.231,,24.656,24.537
,-1.6716759036484157,5.167,4.328
,,0.052,-0.235
7.944,11.011958607002788,3.655,33.753
2.726,0.39348250529552203,0.895,1.411
4.575,-0.6081360829464671,0.572,2.652
7.349,-0.10930777571793347,0.384,2.185
0.026,-0.44067767681907394,1.002,0.903
11.392,-3.5867774776264065,0.379,4.171
1.065,0.05457457919969229,0.475,15.736
1.86,0.2678349463517224,1.482,2.372
11.267,0.7864004553310521,1.452,0.397
4.344,,9.272,14.917
2.639,-0.5246982408131352,1.148,7.971
12.723,1.398440967695205,8.491,19.157
20.752,2.3973642455051696,5.886,4.835
0.223,,0.0,15.59
0.95,7.056838607821241,0.652,4.318
6.565,2.8118783029556993,0.864,9.354
1.367,-0.5966704752267162,0.427,-2.166
4.244,,5.135,20.913
2.842,-0.7159645428758455,4.839,4.704
1.789,0.6628310030895367,,16.287
,,,
26.567,2.7012826171805697,2.261,12.76
4.776,-0.23367187968122716,8.508,9.489
,-0.21452963149972115,1.06,1.312
0.161,-0.13760288525608744,0.383,0.356
1.974,1.340264481707317,1.846,1.495
0.079,-0.03416102440550925,0.019,0.063
9.992,-0.8471477125054147,10.651,5.279
6.705,,4.933,17.893
3.95,-2.6098616942253328,2.802,13.084
9.461,1.7299270023078896,0.62,-6.413
0.009,-0.22326216115123243,0.206,0.603
0.157,-0.1912586620905803,0.789,0.754
4.42,2.087932399609401,0.52,16.268
2.121,1.1818705723547436,0.843,16.838
1.935,0.06980826223619219,0.412,1.249
17.026,,31.519,50.228
0.523,0.10554384,0.026,0.227
,,,
0.813,,,11.165
5.97,-4.1691288492093515,2.553,14.351
4.804,0.25961245674740485,0.309,1.41
,,,
6.82,0.22340059133346757,0.258,8.832
0.352,,0.215,21.155
31.661,6.751216353889952,4.711,48.354
17.885,,14.666,52.356
5.052,1.4328037665680446,1.93,5.837
0.827,0.1310195744623242,0.0,7.372
54.855,4.248720475125836,15.744,44.043
9.452,-0.29754569555833843,7.589,16.374
4.74,-2.0819484741132337,9.773,2.359
40.102,-0.5195972465814325,1.403,9.375
,,,-0.004
,,,0.009
,-1.0745125644331508,2.313,1.737
,,,
1.037,-0.276807641350128,1.954,2.153
0.319,-0.6539557519290494,2.211,9.883
3.752,1.308708373070196,1.407,13.21
0.239,-0.1309514789405819,0.204,1.415
26.841,5.429519349522827,6.72,5.459
,,,
0.018,-1.3645277472029873,1.839,1.185
18.531,,11.164,39.984
0.734,0.2527936179009358,0.001,10.491
3.046,-1.0624363842246338,6.4,4.241
3.658,-0.020703205744636872,0.648,1.676
14.977,0.004559863510343357,0.006,1.294
2.946,0.3347752369359186,1.163,4.582
58.069,,6.967,13.098
0.007,-0.024675800069350485,0.043,0.042
2.015,17.82039254658385,0.993,18.518
17.223,0.6089911914253658,3.97,7.365
,-0.011501749413190895,0.023,-0.797
,,,-0.272
,,,
4.393,0.11351711263654436,0.424,0.614
9.946,0.8650746624205419,8.397,25.524
0.113,,0.0,13.714
20.55,0.979721998642741,0.732,10.917
0.848,0.3795161948422877,,11.652
2.131,,0.254,6.403
,-0.9337339116251483,2.516,3.283
4.521,0.30133300082487674,0.651,4.907
2.48,0.4233802086810369,0.397,3.746
,-0.7917813132345674,2.854,2.813
33.429,1.4945927109551511,1.023,32.111
43.086,0.7346903950093034,0.595,7.512
0.851,,,12.991
19.132,0.8292503829744136,1.741,4.882
,,0.021,-0.23
5.525,-10.287630044957242,1.788,96.961
0.089,0.015922431231521983,0.107,2.724
3.781,-2.4547578116597863,6.938,6.001
,,,
11.845,-3.277390554624399,1.015,-0.863
3.551,0.05405099618111677,2.793,16.881
,-0.30952237163486057,0.999,1.077
5.392,-16.10640575668564,2.7,18.531
10.437,,9.717,26.405
4.348,,10.836,14.027
2.173,0.6732533481928406,1.771,2.899
139.667,3.2370457328835047,0.495,-3.64
5.903,-1.7874704662755305,0.502,4.875
1.56,0.016919734864560058,0.89,-0.177
55.449,15.268737248455137,18.001,62.851
2.426,,2.672,11.922
34.281,1.441177350363435,0.97,9.286
9.449,1.148099910581222,0.024,20.565
0.352,-0.49607692734168013,0.245,2.027
,,,-0.313
0.571,0.025629985472583366,0.027,4.26
6.07,0.8758622309782754,2.571,5.328
45.248,-2.278529708231906,2.697,15.779
4.413,-0.0352261572978563,0.883,0.529
1.898,0.03764162030353181,1.371,1.926
,,0.01,7.754
,,0.012,-0.239
51.443,1.9822936107408113,0.836,10.177
13.851,,11.962,17.511
,,,13.496
7.022,,7.024,19.864
4.68,-0.07952641648111719,1.095,-0.314
,,0.88,2.405
10.133,,4.023,26.024
,,,7.889
0.035,-0.12025463584389759,0.626,0.681
,,,-0.307
0.034,-0.22246157594689372,0.786,1.358
3.752,1.1437538587277658,0.165,13.656
6.735,0.8252758683068018,1.101,7.826
,-0.004154295652173913,0.007,-0.397
,,,-0.352
,-1.0160917782454675,5.273,5.031
,,0.022,-0.39
0.928,0.6692316919543818,0.043,8.129
0.542,0.22371000599365434,1.048,0.205
8.385,0.0062785079028275905,0.906,2.363
11.784,0.0562318313492483,1.059,-3.439
,-0.7081954004829718,0.329,0.332
,,,-0.369
12.354,2.1756353107443998,0.644,21.783
2.235,-3.1838807495538606,11.725,-43.139
4.682,0.5992825366317176,4.834,-0.756
,-0.3224701654995148,2.348,7.134
17.415,2.4237013840388704,6.861,40.047
0.145,0.06716537614252992,0.309,-0.647
0.363,,0.006,4.043
15.687,0.4206074215071033,0.535,2.028
0.063,-0.2975332448366064,0.279,-0.049
0.553,0.19733070320934426,,7.83
95.191,1.0767633182216076,3.408,-12.191
12.283,,8.208,21.527
,-0.0034356947535984883,0.01,-0.077
6.337,1.5683558125385373,0.351,15.393
29.22,1.1458636380920995,9.152,22.181
184.143,-7.877677547800518,1.185,68.91
5.843,,14.327,27.468
,-0.10690669070547547,0.292,0.401
1.019,0.02359756061561084,0.09,0.385
7.16,-0.08617804345632588,1.376,4.463
,-0.2674497269577812,3.778,3.827
,-0.030764820687269788,1.763,0.082
44.566,6.1405404029846675,4.183,31.355
2.823,0.06407889910901761,0.131,1.46
0.001,-0.016315098004073027,0.003,-0.069
0.721,0.1336385173174796,0.008,9.579
4.282,0.6118171842572966,1.665,0.482
,,,
,,0.012,-0.108
0.312,-0.023901298907245624,0.787,0.724
0.008,-0.5877211782620849,4.398,3.192
3.17,0.5187715931868774,3.302,5.287
2.141,0.05441478732923019,2.316,3.003
,-6.152946631552885,1.763,0.082
6.902,0.8823983410147201,0.983,7.333
4.553,0.265819993930888,0.583,6.39
44.391,12.682584960409187,6.6,18.742
61.464,-8.622743995093412,0.436,36.434
0.473,,0.054,6.807
47.513,,7.682,11.319
44.391,1.028284895892177,6.6,18.742
7.543,0.9062555042371334,0.726,5.023
,,0.01,18.779
2.512,,0.0,43.533
22.211,0.6234701620404367,6.806,24.942
,,,
,-1.283257275196731,4.593,2.927
23.475,2.2468478747259506,0.676,6.267
3.644,-0.14555736142340406,5.56,6.795
0.854,0.1616896740519035,0.123,0.559
160.345,6.678406801457455,1.323,51.636
0.77,0.2921069239844231,,11.317
0.008,-0.014821906572795055,0.004,0.008
3.725,0.6655626429403413,8.225,10.592
208.59,,13.264,15.424
0.036,-0.037893819900732095,0.155,0.116
2.241,0.01595454106746453,0.9,3.507
5.461,-0.9682831465919701,0.992,-1.724
16.875,1.609020036458327,1.479,7.065
,0.29341922375531887,1.368,0.921
0.0,-0.756434492601439,3.958,3.963
,,0.014,-0.008
,,0.044,-0.298
10.67,-0.5282704737488264,0.569,8.443
2.096,0.7801934694230943,0.236,14.078
128.267,-1.1837399652630571,2.264,-1.531
0.005,-0.8190081338084226,0.164,1.175
0.859,0.5621974394243995,0.192,8.096
3.895,,10.467,16.246
82.685,4.40642876096092,6.034,30.182
4.653,3.2254361120943456,0.404,4.772
0.09,-2.966711309318348,12.88,4.736
0.385,-0.05016776587340334,0.588,0.927
,,0.001,-0.051
,,,0.234
2.703,0.6812755316863588,0.531,3.422
0.321,-2.2976956316219197,0.146,4.575
1.789,0.635937278550487,,16.14
0.275,,0.01,3.775
0.716,-0.7995126712237443,2.352,-1.771
6.971,0.5932809742145295,0.169,2.419
13.978,-0.12076564604414805,0.291,25.928
,,,
12.747,,33.177,42.229
1.244,-0.3001890432287663,3.985,4.177
0.123,-0.237265972253401,0.15,2.207
0.115,-0.041283650795482074,,3.802
,,0.018,0.008
1.791,,0.085,12.327
0.511,0.2409787850120074,0.009,13.772
,,0.029,0.02
5.279,0.07750805306251658,0.324,-0.096
,,0.0,-0.213
93.327,1.7014300706031382,2.9,51.94
1.147,0.06335347204273284,1.739,1.283
,,,-0.172
,,0.02,-0.232
0.03,,,0.576
26.732,-1.2231027008957318,1.332,4.999
77.957,3.198768807096518,2.013,-50.398
1.396,,1.81,-3.193
2.406,0.27066066738559474,1.233,2.484
10.72,-23.882752549202905,0.034,23.753
10.72,-2.2325978481623476,0.034,23.753
,,0.032,-0.225
7.409,-0.6732683323176925,5.773,10.478
22.943,0.4435257436840401,1.055,5.109
,,,
0.27,-0.02914405039150606,0.219,1.021
,,,-0.01
6.932,,0.511,19.458
8.087,,6.651,25.855
1.184,,1.489,3.882
9.177,,13.141,18.902
0.69,0.2281931084834375,,9.098
,,,
21.773,8.97006683590871,3.925,61.448
9.976,1.286196170115808,5.026,8.321
5.614,,11.157,29.243
15.088,1.1648065879293532,0.165,8.888
1.457,-0.41993203300804827,0.959,0.727
6.055,0.4277700695904785,0.229,0.923
0.903,0.0426602669983094,,12.103
18.344,-0.39681332843523975,4.006,10.895
8.18,2.954814995169689,9.682,40.786
10.585,1.6466824000294757,5.159,3.945
0.612,0.37369220447681534,0.021,4.417
,-0.4085493609645531,4.046,3.819
0.034,,,6.099
4.433,,3.198,11.534
,,0.004,-0.485
0.209,-0.2270750750013667,0.395,0.464
60.468,-2.0090048534790785,0.928,19.214
1.43,-0.17095767452978414,0.385,6.232
2.039,-0.3580289051204351,0.6,2.384
,,0.003,-0.375
,-0.09469191333896407,0.006,-0.076
10.587,-0.03558708437369237,0.908,6.338
1.269,0.2875615857891839,,14.108
,-0.028185583165435416,0.001,-0.383
10.632,1.3878802676620188,0.722,22.384
4.007,,5.574,13.015
,0.0061805297645727945,0.0,-0.332
,,0.004,-0.485
0.115,0.06684011109168073,0.0,3.093
56.723,7.2042857607303326,12.627,-13.82
,-0.005200168208578638,0.004,-0.266
1.065,0.21542795683695237,0.475,15.736
1.057,-0.10788019076697317,0.374,0.848
13.179,-1.8075332275579439,0.026,21.295
3.031,0.14000523774013707,0.533,2.524
0.009,-0.0016144923057907423,0.0,-0.011
1.076,,0.009,0.65
2.015,1.1893493106202344,0.993,18.518
,,,
0.142,0.007172424065278441,0.011,-0.199
,,0.032,-0.241
,,0.019,-0.307
0.886,0.4180739725459868,,12.737
,,0.001,-0.109
1.956,,1.586,4.494
0.01,-0.15458731585908536,0.287,0.437
0.041,-0.10181551690443619,0.006,-0.214
3.688,,4.965,12.635
0.256,0.03237536404498749,1.0,0.911
9.61,0.9043992351427939,0.688,3.178
0.317,-0.6132443948640549,2.686,2.296
0.242,,0.0,18.439
,,0.011,-0.336
0.001,-2.025389475938119,6.279,9.013
0.561,-0.019348978796743244,1.279,2.029
1.866,0.6168501134392601,0.117,12.807
5.166,,21.291,14.222
124.815,-109.13885306670706,28.329,61.427
,,,-0.226
1.342,0.9066520384773622,0.021,12.57
0.416,,0.017,11.626
,-0.31833863244894983,1.834,1.643
4.081,0.0697911435408112,0.423,6.218
0.861,-0.010718166510757717,0.002,0.255
,,0.027,-0.359
14.385,-13.147923820088975,7.224,11.112
,,,
,-0.007569274307038994,0.027,-0.362
31.673,3.6939996284599665,3.365,30.781
0.011,-0.08340962127581934,0.304,0.277
,-0.6589290387707033,1.618,1.872
,,0.036,-0.315
0.016,-0.09049607506754166,0.092,0.01
0.941,-0.290363756041188,0.427,14.079
12.397,0.6032572972709789,4.562,12.128
10.59,,42.573,36.847
10.062,-0.7878026561143296,0.996,12.626
,,0.03,-0.345
,,0.043,-0.339
2.546,0.16213256260044584,3.888,5.584
2.437,-4.84217250938295,14.298,22.263
58.605,-5.820695889497441,6.466,26.151
,,,-0.251
862.012,78.31556733828208,16.442,1081.316
3.126,-0.1201683492725535,2.281,8.137
0.857,0.06102224608464858,0.356,1.333
3.432,0.08926648533529022,0.319,0.703
862.012,78.31556733828208,16.442,1081.316
0.449,-0.24650664253533058,0.061,0.54
10.964,0.6927773147590386,0.889,11.395
29.1,1.1811646170848127,0.463,10.991
,,0.028,-0.303
,,,
0.136,-0.3045103685674714,1.495,1.333
0.0,-0.5645906940090256,2.075,1.897
,,0.022,0.035
25.32,11.439220676244595,1.52,-11.152
54.069,2.243948058649009,0.133,1.706
8.699,,26.875,30.415
0.866,,2.433,45.724
,,,
9.545,-9.625518152224958,15.258,38.097
3.254,-2.268970290784466,0.143,-0.364
25.32,1.879489992633089,1.52,-11.152
0.83,-0.43369097513271865,,12.515
0.029,-0.0027864520442603957,0.0,-0.022
16.46,0.7600056675167942,0.3,9.137
6.444,0.4118220653789004,1.434,3.636
,,0.016,-0.312
7.179,,18.515,21.611
,-0.30813433832021964,0.581,0.631
0.296,-0.7966617761881973,0.245,1.139
,,0.0,-0.213
,,0.024,0.015
17.686,0.6370414407318773,0.591,5.894
0.403,-0.009973212398033464,0.003,0.633
,,0.021,-0.284
0.804,,1.946,3.441
,-1.0506384931204824,0.422,-3.81
5.21,1.694115360841153,3.273,12.629
0.274,-0.039817885805410055,3.445,3.851
0.633,-0.2495741456643051,0.827,1.343
2.931,-1.157208605052095,0.163,5.091
,,0.032,-1.401
,-0.1534099518321554,0.023,0.16
,,,
18.176,,4.872,39.545
,,,-1.23
0.109,,,2.777
,,0.03,-0.312
,-0.11639341159086425,0.602,1.409
7.073,,6.528,18.457
5.582,0.4257852031052128,0.401,-0.538
2.45,-0.04277491100032717,1.854,2.235
,-0.031178086956521738,0.004,-0.334
,,0.06,-0.211
3.67,,15.67,9.535
,,,-0.254
,,,-0.003
,,0.022,-0.356
,,0.009,-0.374
5.683,0.6506800430918395,0.893,6.428
-0.027,,0.205,4.408
43.106,0.08128155997205073,15.406,45.722
52.634,34.75934268356145,19.971,22.398
,-0.48897792535619294,7.253,7.316
0.041,-0.26681809225556097,0.57,0.765
5.718,0.17234407622518316,0.764,-0.04
0.397,,0.044,5.707
,,,
12.452,-1.402199845541496,0.783,-12.938
2.477,0.8316057321891519,0.58,6.753
4.172,1.6757309304533121,0.534,3.911
4.496,-0.17592039236666035,1.976,4.224
1.271,-0.020193207796773884,0.207,1.803
24.041,2.0470336273281995,0.846,11.925
2.784,,1.687,14.711
,0.0001992163401417257,0.0,-0.018
2.487,1.6372258497708319,1.063,19.107
51.365,,4.195,29.365
1.207,0.31946745529754217,1.539,2.677
1.731,-4.906870156976774,1.653,2.306
,,0.076,-0.408
,,,-0.43
24.949,1.7170099117693756,4.613,8.941
,-0.5210424228376364,3.798,3.741
0.288,,0.008,9.457
0.017,-0.02824484271416593,0.391,0.48
1.043,-0.08890110135436821,0.014,0.676
11.087,,31.617,23.777
0.92,0.3690244182446277,0.035,11.756
,,,
218.27,-8.008219838943111,2.018,48.369
1.209,-0.09927042219830164,1.461,0.695
22.558,0.7138769103938106,0.633,6.844
,,,
0.44,0.1075045885280657,0.072,0.522
0.007,-0.0021112418119752746,0.006,0.007
85.653,-0.5151701131738602,0.27,8.32
,,,10.555
11.164,0.8515689774946588,0.401,-0.538
0.867,0.17350222871805723,,11.69
0.935,,0.0,11.179
,,,
18.93,0.21880939350744116,0.417,4.777
9.932,-0.14073828103381483,0.115,9.527
2.903,,0.597,0.59
7.718,,3.125,23.692
204.32,,16.919,-82.181
14.216,,5.494,32.539
6.766,,6.423,16.872
0.001,-0.06589154820766378,0.171,0.228
25.385,2.016618215945247,2.239,12.452
,-0.09398348102899423,0.505,4.775
2.864,-0.2308578812931699,1.878,0.588
,-0.30672781972442803,0.482,0.817
0.042,-1.1390999153911237,6.166,-0.097
0.385,-0.2790708473376968,3.514,-1.374
0.302,-0.08418696485387517,0.172,0.102
2.873,,1.601,4.7
,,,
,,0.019,-0.307
5.383,0.5980895528013814,1.723,3.327
46.322,3.578241845791042,1.166,16.496
0.699,0.30895215238126605,,11.809
1.276,-0.37072451099043374,0.216,0.776
2.576,0.49450978213715097,1.924,1.681
,,,
12.61,1.6056698112784349,3.657,8.744
25.469,2.357680260658142,0.01,12.16
,,0.016,-0.268
0.201,-0.2070876748070569,0.161,0.434
,,0.031,7.659
0.655,0.2832242464279967,0.019,5.81
65.036,8.832571807818,3.274,27.504
0.0,-2.9880744680105664,19.235,19.15
24.077,1.7940818040961837,5.587,25.075
,-1.3401494552651536,6.258,6.612
,,,-0.197
39.098,0.7440355097178479,3.642,5.209
,-0.05081501557573044,0.23,0.314
,-0.7648464167263123,4.785,4.491
,,0.008,-0.441
11.648,1.1279510739995595,0.54,-4.682
,,0.022,-0.39
5.496,0.5273776418242492,1.193,10.163
0.025,-0.031172979031901263,0.229,0.416
0.398,,,9.345
,,,-0.204
4.197,-5.4450794279994845,0.452,12.462
2.167,0.6597437151267661,4.705,4.344
28.099,3.6757365668242574,0.358,9.872
48.23,0.39259366594262435,13.352,21.233
0.02,-0.2727011872159778,0.619,1.23
4.004,0.4272225010061062,1.414,6.153
,,0.024,-0.363
,,0.05,-0.214
34.45,1.3221028165806852,3.894,20.179
0.004,-0.021682542235848916,0.109,0.118
1.288,0.24725489106857548,1.924,1.681
10.502,0.4300619106705116,2.057,9.083
3.985,,8.273,17.892
,-0.004314544081662634,0.15,0.792
29.603,2.644603318035344,8.311,26.252
27.95,0.5184590352489025,4.219,-3.107
21.711,,12.809,65.249
7.827,,4.669,26.438
,-1.1803922546829488,1.583,-11.984
0.457,0.22346747941985123,0.049,6.17
115.998,6.6819840688071155,4.37,24.105
0.035,-0.31809952959817145,0.755,0.63
10.711,,1.181,3.3
6.143,0.1641354567908874,0.516,3.528
,,,-0.281
0.767,,0.003,10.923
3.917,-2.027129650188083,1.156,0.179
6.816,0.17893273647525337,0.432,1.728
3.125,0.38575932352509895,0.409,18.105
11.363,0.22721820642863963,1.905,3.976
,-0.0258623329297257,0.101,0.776
862.012,78.31556733828208,16.442,1081.316
1.325,0.7777395564312148,,15.743
11.737,2.847178963685514,7.189,13.713
0.253,,0.088,10.369
,,,
6.395,0.6328496232180856,2.483,9.811
15.135,,26.744,32.705
0.869,0.17055016156242642,,12.327
39.565,3.5100000516739787,0.749,13.441
0.039,-0.4230083278456459,1.345,1.077
3.701,-0.7707896995019768,0.221,0.036
36.162,-8.799460643627409,6.63,55.44
6.153,-1.7702036239599725,0.327,2.611
104.259,0.15170381539705136,0.571,52.361
140.215,12.04918241391518,20.939,54.859
3.291,,4.145,7.959
0.585,0.08488002329312225,,16.118
,,,
2.164,-1.3287810346773048,0.372,2.793
15.566,-12.445005695120491,7.214,10.732
0.049,-0.05133158314211144,0.185,0.212
118.908,-0.7241997332444148,3.271,26.62
,-0.007866301382641418,0.014,0.28
,-0.20839408677001806,0.937,1.019
,,0.021,-0.23
0.001,,0.001,0.054
3.476,-0.6576572667378586,5.509,8.232
7.36,,4.498,18.983
0.175,-1.5904975549854177,0.755,0.63
7.263,-0.785110501411914,,5.732
,,0.011,-0.425
204.32,,16.919,-82.181
,,0.06,-0.211
,-0.6526104864051616,1.344,1.129
93.04,1.8158499165064113,5.221,13.674
4.739,1.4641826781363325,2.09,17.953
0.204,,0.138,30.432
44.813,-1.4481479954086507,1.849,13.83
18.429,-0.44649852927953965,8.489,5.138
7.763,0.10325861121412645,0.62,2.766
,,,
0.017,-1.2515367275763165,2.58,3.578
,,,
18.628,0.5522285264032714,0.287,5.692
,,0.072,-0.252
,2.5086816370022493,2.985,-0.196
5.164,,3.881,15.275
0.095,-0.025498837273683628,0.009,-0.104
0.805,-0.1800224306768218,0.559,1.27
0.466,0.24480604822471308,0.1,6.428
4.824,0.5676042620015207,1.906,2.099
0.877,,,19.465
1.004,0.9838504583695744,0.04,10.579
2.482,0.31804454957618766,1.656,0.584
0.003,-0.13683490566037737,0.071,0.341
1.086,0.3917972966229174,0.008,9.948
0.536,0.11826337782212798,0.0,6.656
27.556,0.5741931524884152,0.706,0.032
10.442,,2.488,24.85
2.801,-0.15596645259623246,0.154,-0.038
21.997,0.5195110632386398,0.044,3.855
8.209,0.4743868134037408,2.743,6.513
0.337,-0.28638441635367873,0.137,0.562
5.789,8.916666841064384,5.503,14.62
4.156,,12.827,21.298
,,0.008,-0.441
,-0.14568197893667326,0.001,-0.226
7.322,-0.5936438100043032,5.938,16.17
,,,
,-0.08317892565262239,0.302,0.956
10.711,,1.181,3.3
3.122,-0.30843136612788785,0.923,1.885
,-0.9917001844403458,2.461,2.56
0.576,-0.8267986340319136,0.806,1.993
0.365,0.05238473180385158,0.077,0.017
0.404,0.0680118988687157,0.0,4.953
14.776,3.8346177322699067,2.746,11.747
0.916,0.37190645309785325,0.118,6.94
2.429,0.8142359388949509,1.547,8.647
0.193,-0.3348413815538414,0.812,2.558
8.619,,6.041,5.012
16.587,,2.523,8.543
1.181,,2.102,11.83
0.301,-2.048858855632668,0.7,0.011
,,0.056,-0.266
,-0.019414878887640145,0.035,0.047
,,,
9.872,,25.59,32.585
3.348,0.4429465242210599,0.814,-0.693
21.051,0.3106165607196284,0.04,1.911
7.315,,4.239,20.368
30.3,-2.1547716716047023,5.605,11.704
0.712,-0.49859027895575797,0.735,0.616
204.32,,16.919,-82.181
,,,7.619
0.762,,0.047,9.538
,,0.002,-0.205
204.32,,16.919,-82.181
9.16,4.1047683220199085,1.925,15.222
,,,
4.924,0.1474363822359858,0.42,4.559
1.052,0.010222021636331792,0.055,0.356
46.343,5.143090266942782,0.826,22.705
5.623,,15.553,26.33
21.811,3.457498808140002,0.838,1.977
,,,
0.082,-0.11935940377461099,0.989,1.254
0.005,0.1619206548011426,0.003,0.0
,,,-0.283
4.795,1.236620995509759,1.473,1.765
,,0.047,-0.45
,,4.372,3.513
,,,-0.185
5.903,,6.665,13.509
0.135,-1.5813671072698186,0.607,1.961
0.941,-1.1477936191792484,0.427,14.079
,,0.016,-0.268
862.012,78.31556733828208,16.442,1081.316
0.431,,,6.81
14.782,,28.722,37.783
,-0.4248984784648214,0.215,-1.864
0.0,-0.42982443489345856,1.231,1.565
3294.479,13.46213961711934,0.004,-1679.992
,,,
23.954,11.34816243884826,147.894,-19.527
204.32,,16.919,-82.181
5.443,0.6520837229624752,1.313,1.357
1.246,-0.3556388655491675,0.531,-0.511
39.615,2.1037263626251392,2.044,7.327
,,,-37.06
8.246,-0.7888978881304687,0.621,1.402
31.037,,5.931,21.177
0.201,,0.233,0.287
0.468,-0.8775544538379585,1.985,0.22
139.131,,70.236,66.438
0.919,-0.12524846093828565,0.058,0.258
42.663,3.1673187985525124,1.707,36.06
2.19,1.3946139891150977,0.606,13.227
3.901,-0.6604831852759221,1.793,6.917
,-0.009775411656809988,0.008,0.035
,,,47.505
0.006,-0.458546157148991,0.24,0.026
,,0.027,8.187
,,,
0.236,-0.02426960393888929,0.032,1.748
0.159,0.051212150319939705,0.02,5.959
0.963,-0.786256297105161,0.771,-0.4
17.272,,70.712,49.031
,,,
14.987,-1.9807976944985421,10.362,8.496
3.711,,4.855,11.809
1.969,-0.22391157969059722,0.614,-0.652
21.492,2.8336056574222024,2.666,5.193
,,0.009,-0.374
