Rev/Sh,FCF/Sh,Cash/Sh,BV/Sh
2.071,0.527939056911161,1.528,16.524
30.254,0.3682760549458609,2.883,23.06
8.599,4.318909034506293,3.538,-4.882
6.7,-1.051865988805671,4.192,-2.454
50.702,3.5175636323097965,5.847,23.695
45.368,0.5672562553331417,0.508,12.48
79.633,14.353194647073405,3.715,68.144
32.45,3.8759274179619325,1.064,20.763
172.008,,0.983,47.327
80.363,3.3244219033022153,3.685,50.836
6.022,1.6696783835529863,5.528,11.413
98.122,8.893637064083405,0.337,32.252
91.957,10.157896354633213,50.764,263.419
36.936,4.504351480584085,1.62,8.357
9.886,2.1796974679239316,6.463,25.566
5.472,1.9388690942012305,4.261,7.827
293.118,48.067537476241455,7.477,171.522
3740.601,,2375.406,4207.06
3.009,0.14551818741624295,0.174,4.401
44.61,4.055062144212447,1.789,14.913
25.34,2.7651154956346145,0.273,33.62
1.032,,0.904,18.798
81.904,8.018467964711027,16.024,48.047
6.898,1.5836832555137987,3.248,6.039
34.116,1.0957361672032904,1.628,22.678
43.614,-17.626856135678196,,78.942
9.495,1.6608923820351713,1.205,9.331
855.844,12.210118803259315,2.804,33.49
43.614,-17.626856135678196,,78.942
26.824,6.021057504589112,0.587,16.459
69.078,7.878247974532578,1.841,45.785
302.476,4.75293346996612,4.413,75.36
91.957,44.060665301823605,50.764,263.419
55.884,6.82265959763357,8.968,34.457
66.966,22.358841256338735,27.529,61.121
,,,
177.008,0.27016977965950617,4.943,70.678
4.961,-0.08895876112251883,6.688,4.896
5246.217,26.51337825945584,237.428,1436.161
27.582,4.744835017567968,18.924,37.265
18.266,17.695917105334985,3.108,1.96
64.608,3.080599725997876,2.151,84.181
4.046,-1.5770558111084496,0.456,5.485
37.427,5.870537638029837,1.248,6.233
22.514,2.758846952260263,4.114,15.414
106.89,10.561673400081972,11.236,24.463
81.904,12.93329721275532,16.024,48.047
206.769,14.604239767886906,47.405,43.943
3.921,1.1308164869053396,0.579,15.033
38.578,1.791105120986299,2.601,14.838
203.918,24.45784228791448,10.565,77.461
5.471,0.9918321375668878,1.359,8.97
23.644,,40.683,83.504
14.158,0.976149252207065,0.795,14.71
2569.017,83.09568913626748,372.446,1178.928
5138.034,166.19120275254338,372.446,1178.928
263.63,37.82970923359658,646.595,212.154
8.092,-3.1541207040550994,0.456,5.485
43.614,-17.626856135678196,,78.942
18.733,4.8795487052572195,4.022,8.516
158.416,0.029281506784173742,0.849,29.992
5.804,1.1341012470339824,0.113,4.43
49.497,0.8615894014501755,2.372,19.267
33.599,8.328132183185373,19.944,-2.105
12.146,1.4236347253105186,2.187,6.556
65.079,11.407391409684006,6.325,5.34
8.881,1.3411233636108442,1.089,1.987
3.107,,0.335,15.535
22.384,9.62086640009849,15.072,37.048
14.058,6.138908899534356,7.297,27.194
1.8733,0.4879548468470707,4.022,8.516
60.208,,8.83,6.89
3814.748,110.26713524194649,636.985,1845.655
45.857,-0.6178790156621606,1.333,43.904
48.419,3.759174143997299,3.215,24.473
3.107,,0.335,15.535
2.999,,8.644,-16.187
2.624,,0.207,2.732
36.642,3.1501220769916443,1.955,19.495
6.047,-1.057963520752689,14.386,3.968
2.99,0.7638865179705865,0.365,17.168
6.387,2.3260637954750734,1.189,27.334
27.73,3.815625702703308,7.341,0.664
4.89,0.8217776206265639,1.104,12.056
33.595,-5.561544318368994,8.781,62.914
15.876,,20.827,36.608
,-2.119957423032099,11.433,9.981
23.118,,6.469,27.983
57.287,,5.923,34.733
,,,
8.296,,0.002,-97.427
35.385,2.2556640516279,4.811,17.027
45.208,3.252709662645164,4.254,34.098
3814.748,110.26713524194649,636.985,1845.655
4.354,1.7290423618608703,0.188,18.452
24.243,7.467083842987548,0.091,10.34
28.64,-0.7852347122922869,0.405,10.833
8.297,,12868.607,-61020.297
120.722,6.70169090365656,0.425,8.335
926.9595,,477.466,1708.214
5.291,3.1365544201502966,0.342,19.977
0.556,0.09784242311417037,0.032,5.328
2.505,-0.5084059795152371,4.382,-0.186
23.073,-3.0325253561988266,1.992,28.528
12.012,2.7613935894883537,12.6,36.651
24.243,15.243558904992112,0.091,10.34
9.405,,2.742,50.258
32.711,,114.467,92.608
2377.527,-518.8647541058385,294.277,496.516
1.889,0.2752016155030523,5.585,1.577
46.472,4.638714463814916,3.755,31.911
46.273,4.186706907345836,4.002,17.3
55.546,8.796289641001206,10.036,37.991
34.921,7.834266579853037,36.314,42.011
13.918,2.168969878529564,11.049,36.071
23.828,1.7742202849834237,2.886,10.457
3.981,0.7848470899702992,17.246,5.904
45.67,4.030338707118537,5.948,2.169
77.388,-9.538558937650507,55.893,140.383
91.13,-10.070289910211535,7.122,138.656
9.594,0.42236611008464264,1.282,1.198
50.724,1.001376462491397,10.144,63.123
95.959,-0.039433640142517816,14.048,36.626
61.505,2.255710814772507,5.299,27.136
43.023,4.287735849056604,4.488,53.488
170.04,19.56286884852145,17.215,82.56
18.588,3.303595516801517,0.655,7.403
1.889,0.09172472797750376,5.585,1.577
23.851,2.7787966842278737,2.997,14.186
15.437,-2.542112919814847,0.035,10.217
16.792,3.210207568444082,15.078,30.535
71.884,8.185841870156109,10.151,70.481
62.824,3.1027750098231826,20.765,50.109
25.763,-25.542097937637006,4.069,73.585
10.508,-0.8596480966857527,0.052,9.225
43.614,-17.626856135678196,,78.942
3.074,0.4573512345333408,0.508,7.571
4.338,-1.4042285124216258,2.621,5.611
5.297,1.9264795666104402,7.206,3.048
14.195,1.2302598276860777,1.643,9.57
304.957,,655.617,-30.359
162.867,9.98925905965902,8.475,39.359
82.373,4.992350227430921,1.317,61.185
45.309,2.0965854992124395,2.038,15.246
9.501,,8.463,30.859
7.095,,3.13,12.712
27.654,1.293420434128024,3.476,24.479
41.143,3.151878921899456,4.782,24.886
5.71,,19.868,10.188
14.671,2.3841053585645327,4.409,1.782
0.33,-0.6802802036408526,0.92,0.784
,,,16.269
12.888,,13.752,79.765
1.589,0.3921453707249678,0.085,3.292
544.535,9.342405396326724,4.31,122.986
60.962,2.3070891789944272,3.26,11.541
4.631,0.4611601634746203,0.25,6.84
4.916,2.575863386269886,1.279,22.111
82.709,-3.1022202661124356,1.719,61.15
11.557,,0.678,22.146
108.839,6.402306686323823,18.42,34.196
67.516,5.839273981292046,7.978,36.533
33.033,9.681928950298735,7.681,21.175
19.806,4.014314527932112,1.493,18.89
13.211,1.1100747872538668,2.806,12.698
8.02,-10.999049826121245,0.978,8.62
8.02,-8.51368790131963,0.978,8.62
4.196,-1.440284475784542,0.383,5.12
26.078,6.000625576387922,14.25,-11.29
5.868,1.7174619359632717,1.96,18.221
13.425,0.1681712394770814,0.819,13.048
178.474,17.448646013295537,6.824,89.591
33.818,3.0663431563427404,3.006,-6.844
,,,0.014
171.861,48.62975689244552,7.719,74.418
68.827,10.718144452539587,12.706,114.442
20.31,2.410787293796864,2.483,8.174
91.435,12.452438906285309,27.741,104.854
2.724,1.4041762793984052,0.105,19.329
12.28,14.319973642974809,6.852,56.981
0.782,0.15714541808322643,0.575,1.049
102.532,3.819548737352228,1.762,36.641
75.923,12.987153180689107,2.287,48.241
117.559,-2.2792834199388543,1.837,61.655
14.195,0.6180774925423301,1.643,9.57
43.614,-17.626856135678196,,78.942
33.636,2.685343344682367,2.473,3.467
9.51,-2.3225562166859617,4.163,7.514
43.614,-17.626856135678196,,78.942
,-0.48790671973921595,2.673,2.624
10.273,1.3735582305403422,2.196,10.869
128.778,8.989832336038864,7.225,28.413
138.483,9.053048429586838,19.983,73.568
7.357,37.46886208357882,1.254,72.452
3.469,0.280813151483033,0.077,13.702
,,,29.627
10.711,0.8672869389276707,0.643,11.07
2957.787,127.1352836611669,109.718,405.086
4.144,0.4836965587917888,0.566,6.972
11.44,35.2941284044007,1.912,0.342
107.317,3.4658829243577087,1.791,25.688
40.558,7.473632868675773,6.752,12.851
21.943,-9.02407470179068,0.21,30.089
3.201,0.5990529378777056,5.629,3.093
56.244,-4.275995624020009,8.439,125.522
0.0,,0.0,-0.0
14.211,1.0988882161769336,3.401,8.791
148.375,4.894589185577767,15.007,43.045
61.628,0.7700685333870942,3.033,18.321
39.338,2.9958173240095864,9.424,10.518
13.895,0.3259656214395403,0.423,6.344
3.858,,0.724,1.28
12.084,5.611689204860664,2.384,15.687
6.311,3.7765974881024795,0.973,32.304
12.084,13.498911824440471,2.384,15.687
924.937,-16.524349956709976,0.893,1370.479
36.604,6.47105278947717,11.977,37.617
10.154,-0.6782661843832349,6.072,1.467
117.559,-19.910422019250863,1.837,61.655
84.935,13.186245998382761,0.707,140.44
79.228,-9.066731687870007,5.67,15.537
79.079,10.278588731818132,12.571,24.101
112.681,2.5725227392638406,14.922,53.706
7.103,,52.002,-6.813
2.617,1.0310961272799823,2.906,3.175
10.844,0.6052290032302723,30.636,42.327
33.715,-0.29915762348094865,4.492,27.492
68.016,31.8144531772136,143.438,28.534
28.069,0.021345406204315066,0.085,43.214
1.145,0.2181770872392306,0.521,6.858
37.481,7.316441937964624,13.479,27.897
1687.63,42.9376260655193,4.433,247.345
2.421,0.5428183078381164,0.296,13.224
0.084,-2.014059151360637,9.196,9.875
25.626,1.393064860649426,8.27,16.984
16.124,1.7215964245810056,2.702,6.739
4.254,1.1587033745716444,1.243,38.356
39.614,-2.266681281956249,5.67,15.537
73.034,0.8879731042348795,8.192,87.341
4.105,0.32026454820579336,0.698,4.989
46.611,-23.343265069063914,21.172,74.906
13.151,3.3197684878455824,1.334,2.938
4.277,,7.111,18.166
9.834,2.9598288341648087,2.171,12.664
98.234,,34.589,73.657
13.151,0.6639567897338005,1.334,2.938
53.958,5.398462484059854,26.778,35.294
5.073,,5.564,20.713
0.168,-1.1541049095725402,1.633,-0.104
13.339,,24.023,49.59
,,,13.41
14.966,-2.7895402283642716,1.458,41.054
13.341,-0.8006377340271444,10.8,24.814
43.532,3.466138706256628,18.921,33.35
1156.527,-82.7334487164649,552.745,2283.34
8.008,4.019627893102654,4.176,35.2
180.558,9.27688435899182,9.554,79.388
17.14,4.010142559500653,1.276,-0.571
152.933,7.872369476540766,1.003,32.021
1.396,-13.837203133917916,0.401,35.386
2.705,0.6728560407111893,2.338,4.715
66.221,-0.5569587676989783,4.941,51.052
66.433,8.152795930558824,5.924,96.008
87.479,17.333636084334245,28.705,52.803
419.869,9.107273338959255,16.823,95.518
4.206,1.5215282931592744,5.24,7.095
105.454,7.564914241212429,4.814,59.157
2.499,-0.0028340917328340104,0.068,3.485
57.403,3.06662853046595,,58.54
10100.428,518.3456830699582,777.086,3243.288
,,,43.197
97.377,,6.229,138.351
2.962,,2.534,12.888
29.742,4.634723639917472,5.606,22.994
7.481,,7.733,29.795
83.415,6.74569636256657,3.251,20.291
0.168,-1.1541049095725402,1.633,-0.104
1.612,0.4295751691973106,0.418,9.001
4.997,1.0391690135866043,3.036,5.354
20.833,1.480489669382902,16.98,3.229
69.471,,6.63,78.04
88.78,1.7358414833666607,5.734,26.243
86.336,-5.933971419679911,13.076,74.051
8.967,,9.645,25.412
51.165,2.282631968845047,8.466,50.51
,-1.8149220634292091,13.946,13.049
204.4225,22.392725424080847,59.541,100.948
330.283,6.425191924645176,15.372,-77.983
25.721,1.8632997701807434,10.832,12.42
15.876,,20.827,36.608
,,,13.745
40.01,,100.461,87.314
30.439,3.8869464369346054,2.016,39.066
64.5,4.068786468130321,6.021,44.437
969.685,10.84666734147992,183.277,852.469
7.728,,16.39,37.892
1642.814,,810.624,1861.463
,,,
53.651,0.8954671333512827,4.721,18.731
40.752,6.465650628189389,8.685,22.142
1.65,0.3017384912081328,0.235,2.472
65.166,-1.0103017450156435,3.12,38.308
21.053,3.818426074818993,18.263,40.118
326.016,51.7251755036813,8.685,22.142
924.937,-16.524349956709976,0.893,1370.479
1.684,0.04099519391507857,0.449,3.484
7.713,-0.04624673060156931,4.794,13.365
18.663,,2.989,6.956
13.867,0.1628441348010438,0.752,18.202
24.408,3.2206014613528406,5.772,25.128
22.702,1.4711406496936759,0.654,11.891
16.411,,14.019,51.147
0.345,-0.023415048649910286,1.658,2.326
24.382,1.1805746330666538,1.645,3.309
4.047,,2.1,12.222
2.572,0.07170641763228196,0.409,4.037
0.087,-0.07885663422233302,2.396,2.043
0.812,-2.369460880234391,9.39,11.139
35.899,2.124952650677051,0.63,29.162
32.121,,10.369,7.86
17.349,0.7468506973384453,0.347,-2.46
2775.073,,457.337,40.36
0.344,-0.012918131356853504,0.565,0.887
37.977,-2.565469575144773,0.123,11.763
52.09,-2.884899036781601,0.47,25.786
23.155,1.9116855088557416,0.97,19.521
5.71,,19.868,10.188
5.877,1.7161134141874224,1.339,21.927
47.115,-3.370389179603593,18.998,96.711
57.635,0.669668782069855,2.967,20.77
9.249,4.639987516545958,0.175,30.624
13.18,0.41232348660661605,,2.467
16.216,2.7633537483525856,1.838,13.475
279.676,11.356236331367722,19.107,42.182
43.572,8.030795323856617,2.157,51.37
65.132,-2.795909519987481,7.609,31.145
3.901,,0.828,15.09
33.032,2.9972099397976177,3.508,35.201
68.683,3.962230468169073,,36.136
4.226,,19.527,18.278
821.407,,810.624,1861.463
12.571,0.8408517103992135,6.642,6.452
90.838,6.234932203389831,10.712,48.182
1012.811,-112.7404492168697,53.796,572.806
,,,73.717
2.964,-5.194259904799399,0.897,2.735
3.435,-0.07127641273006279,0.391,5.971
0.741,-1.298567857671779,0.897,2.735
37.344,0.9824042236042396,1.335,27.389
1012.811,-112.7404492168697,53.796,572.806
6.859,0.5161978271774841,0.206,2.206
17.54,1.4103173815882042,0.309,10.214
21.158,,34.249,47.459
67.017,4.4102263460965085,1.288,24.554
65.161,1.6794762891915214,1.222,12.744
3.179,2.6429407212927263,3.499,2.46
0.017,-3.7255424362903575,7.527,8.241
289.55,1.7282514663992112,11.988,38.079
92.868,-2.888358959069807,1.061,31.465
158.298,6.982823858554819,2.517,18.191
0.443,-2.631457673633101,18.925,19.362
43.275,4.287735849056604,4.488,53.488
93.461,5.186171716202822,12.304,24.275
9.212,2.093972158615927,6.153,9.843
1.224,-0.007040968720934634,1.562,0.538
48.221,7.337828272012504,5.551,39.876
50.333,14.12565532420533,5.095,14.309
442.119,107.22446021842036,200.987,558.296
55.638,10.740057944484537,11.834,23.929
18.583,1.4620608440829637,3.146,4.419
83.999,17.130659339395205,8.739,52.085
8.845,,11.917,34.105
1016.377,129.03566691001726,576.064,1826.924
16.239,,17.31,57.241
1.957,-4.095856182253679,0.762,6.377
18.322,,1.762,26.972
2.95,0.00471322444663618,,0.073
12.16,2.920025111142429,8.521,9.358
43.141,4.0827479333542005,6.021,-11.718
880.755,24.035381219291374,3.799,192.115
20.97,-2.1564404780876494,,22.124
17.447,6.130436753204657,10.251,14.065
3.101,1.1964973643824648,0.418,11.308
17.786,0.21092133604028315,6.479,21.075
8.778,4.702194581026209,3.207,33.182
3.5572,0.04218435237136205,6.479,21.075
7.691,-0.06039768658713137,5.299,20.127
83.759,-0.39822063703379895,24.234,62.022
924.937,-16.524349956709976,0.893,1370.479
5.59,1.572505592663063,0.045,18.232
53.459,-1.2661920813496963,3.148,-32.326
5.189,,2.069,1.956
68.296,3.2162786645793897,1.862,45.857
54.882,5.014537780686677,3.868,51.4
36.425,2.3246881090621376,2.409,6.48
5.149,-0.35274321651480706,2.317,13.969
15.811,4.0924708834830215,1.615,36.831
4.08,0.5064270896453396,1.285,7.112
8.368,1.5237739310679397,2.127,4.125
5.69,1.2730244808534958,2.482,28.446
123.609,3.7491719879082304,24.042,-9.024
30.667,16.510780757826478,10.726,-10.399
9.629,1.584607029942347,1.633,45.365
14.652,0.13945639742323973,0.932,11.019
1117.192,217.84649235689236,246.423,998.172
0.032,-0.12170075416410171,1.313,1.709
32.417,-3.85626403315018,0.511,35.158
,,,6.475
95.144,5.620141115401094,18.005,63.968
17.88,1.7608506276224014,3.937,6.674
8.806,2.6062817086360277,6.317,1.286
41.477,6.573573101832058,20.312,32.959
924.937,-16.524349956709976,0.893,1370.479
20.246,-3.6900511061567483,1.464,20.144
,,,3243.288
22.891,2.2127826631542047,2.908,17.449
11.311,0.7982061816280989,,0.869
64.098,4.382447468092824,3.344,32.805
51.335,6.777371720877658,5.087,71.083
117.088,8.044742993065674,33.049,6.091
5.7,-0.6258159226165778,0.088,7.655
72.439,10.561488170436528,3.673,25.933
9.727,3.2810867452615122,0.46,8.638
3.111,-0.5454381909167686,1.726,1.903
12.3609,0.374917203358493,24.042,-9.024
0.724,-2.441976783639904,7.172,-3.083
25.178,3.236927293544872,4.544,19.777
1.706,-0.2909877082110646,0.86,9.074
3.967,0.770319256452087,1.171,1.8
8.949,,8.988,31.515
40.43,2.0287732410453994,1.024,13.788
4.589,1.9621519056414605,0.519,10.211
41.783,1.6423611851851851,4.696,34.174
11.149,2.3507372639597404,11.703,6.736
8.534,2.7223487699887694,1.969,10.463
32.19,1.1960912069458107,1.269,8.38
42.765,,6.252,98.764
7.65,2.391251332762478,5.459,-1.935
39.827,-4.522716339102376,0.366,53.074
217.368,-0.9819396024595051,3.648,17.235
136.403,5.253553032161253,12.298,26.601
41.911,-5.065429588429329,0.222,54.866
0.483,-0.09392107877185514,3.142,5.18
128.836,74.6241720444774,235.542,221.773
5.582,0.8768866154468257,1.581,7.237
11.824,0.31966016687132676,0.337,1.376
7.053,1.0974999930919476,1.359,10.466
,-0.28877506112529283,1.409,1.813
3.097,-0.999021031898044,0.071,5.857
41.86,,3.191,61.115
12.988,-0.87398102909317,4.055,0.846
21.659,3.1828180147675016,12.663,32.335
99.668,8.2159897404252,12.752,24.959
2.576,-7.818849970674487,7.674,18.441
12.939,-5.185330307822938,1.528,-0.579
31.795,6.022030523023655,15.584,36.038
257.352,6.657981270292896,2.306,59.765
242.005,5.529244760902985,2.493,6.847
97.061,12.962281325797928,2.711,27.706
21.929,,5.269,2.224
7.837,-0.22345595684046646,0.033,7.977
924.937,-16.524349956709976,0.893,1370.479
0.705,,,17.927
97.061,3.516500333906444,2.711,27.706
5.605,0.6560457685584213,1.535,2.836
31.369,-4.108689411980196,0.111,49.909
27.474,-0.005189779870297021,0.775,3.597
130.322,3.3589525783830427,1.222,12.744
46.605,,128.433,102.409
55.298,5.647031572682637,2.261,66.035
1.305,-0.07512296141481595,0.294,1.391
209.205,-25.53135486312734,59.708,388.378
34.636,13.215976512259012,24.481,61.783
14.436,2.5199181138585396,14.526,-1.191
18.63,3.567011353564344,2.838,25.042
32.991,0.8857502770337757,8.368,12.278
31.244,0.599158631119555,1.17,17.191
13.003,,11.775,48.625
12.378,1.1710399881803786,1.953,6.567
0.16,-0.10373040297118531,0.161,2.052
26.196,3.828103018007012,7.715,3.474
17.135,-0.2477520814299134,1.108,7.287
12.738,2.621451835937857,0.089,5.677
45.074,3.2765413648768336,2.351,28.366
2.145,0.3355343235726166,0.955,5.125
20.246,-3.6900511061567483,1.464,20.144
13.639,2.053367136769973,21.092,37.683
62.843,-2.0775103478996932,0.366,8.575
20.959,2.335729732005905,2.129,29.141
3.015,0.06210028908042146,1.942,1.525
8133.405,1402.9796469461212,898.3,3358.552
,,,-0.049
133.985,14.865635352512491,54.378,33.536
924.937,-16.524349956709976,0.893,1370.479
12.472,4.143830010710707,23.563,35.975
25.971,-0.42760833583382535,4.347,15.845
1.122,-0.4105282900251467,1.904,-3.512
70.583,4.49452653579833,4.492,28.964
104.155,4.164823519641226,25.348,35.558
12.834,1.3900939327196482,2.07,4.795
,,,
8.584,3.8126128595574795,2.933,15.914
6.109,0.31501835079899476,4.517,4.877
6.493,,7.856,27.261
19.77,,120.492,51.936
26298.12,1933.468893184,3445.98,12966.536
141.639,8.213388344073232,1.466,37.213
59.646,25.950279066139455,33.341,15.467
44667.8,,3006.263,6942.508
9.405,-19.541094253258873,2.742,50.258
26.583,3.757901572264105,3.055,22.279
8.17,1.6583236854737224,5.814,14.876
76.342,-8.263857116001551,11.561,71.948
8.301,0.8927556356785552,5.397,7.14
,-2.837891714103048,12.798,23.659
12003.82,9558.247062764704,174.951,2890.09
0.717,-2.075786846130315,0.159,2.213
92.386,-0.6745131094397959,4.539,58.641
9.176,1.7261259572819496,0.369,10.935
70.701,4.767870815062295,13.127,21.031
2.824,0.506173648833871,0.146,14.653
175.794,-7.886943264077214,2.46,-5.913
41.911,-5.899958718293795,0.222,54.866
,,,73.717
1.947,1.0949683842141922,,11.17
9.249,4.531590323267198,0.175,30.624
,,,54.484
21.728,4.462952326249282,8.218,15.07
58.554,1.2125604140394524,0.736,21.482
2.001,0.18309229955563863,0.378,1.67
5.551,1.3298456632475595,0.641,7.411
133.638,-36.66088799281124,38.483,181.67
7.477,2.9681790267198167,0.803,10.592
8.936,1.012754833838791,2.38,5.945
17.343,1.1449016257973765,3.542,2.11
76.878,8.048271259497817,4.845,29.094
12.285,3.240802028536362,0.024,28.841
1.6175,-0.2940933748116257,0.186,5.684
15.78,-0.22746873019970432,11.75,9.345
1893.392,-410.66030912014173,710.607,2616.269
104.88,5.978233867532821,4.301,6.355
9.881,2.506759207289498,2.34,12.255
2.365,0.21753219966300594,2.156,1.698
4.521,1.0662925609103113,1.783,1.556
261.927,5.3106569899716565,9.823,51.097
44.569,2.2181589260785484,10.71,27.791
2400.764,1911.6555487462763,174.951,2890.09
1458.963,154.82783757438202,369.032,1268.915
40.311,10.665630592734226,0.86,40.715
22.049,4.345581946695454,10.23,17.162
41.86,,3.191,61.115
2.365,0.21753219966300594,2.156,1.698
47.852,2.3910240363334063,1.934,8.968
0.362,-0.42588879802901264,0.792,1.184
,,,112.17
61.82,6.792708987735817,7.123,9.623
42.979,3.35150517386704,13.697,4.488
1.038,-0.08179255268315816,8.17,7.084
48.355,-15.695134052565763,20.261,43.236
2.084,-2.092098693814281,0.828,2.295
130.988,9.293219162008148,1.595,57.56
15.525,2.7119374721483687,1.9,24.973
13.13,-1.7551832637924574,9.698,37.941
13.13,-1.9948308636302101,9.698,37.941
2.466,0.22117871591614233,0.483,1.032
5.603,1.1194709382275874,0.943,2.207
462.227,,6866.932,2168.317
4.092,-1.9505261209120077,0.666,7.203
34.475,-6.967692169081211,0.659,2.563
3.303,2.042149623089167,0.374,14.999
1.379,-0.27870818611005566,0.659,2.563
1.899,0.5027923050461958,1.931,1.671
22.697,6.517234954876058,25.175,-2.602
10.342,1.9497821325688467,0.918,7.135
46.452,-0.08971757624737935,3.286,16.645
64.082,1.1997148604298267,1.661,10.085
,-2.018819787720812,9.28,12.836
259.426,14.410526355673717,45.777,134.511
,,,1.054
94.905,10.52780501607466,55.291,32.971
57.743,5.8897142171506625,3.261,-13.106
410.207,11.01290853859609,57.628,232.47
17.609,18.545191834127564,28.933,117.141
87.115,11.579451666312885,8.094,78.627
2.604,0.9723015797657855,3.178,3.372
7.294,1.4825607264091691,2.502,3.712
48.966,,42.394,48.067
20.335,,58.033,70.17
5.244,0.5268613323980827,1.255,2.506
410.207,11.01290853859609,57.628,232.47
52.727,5.362325656059135,19.857,36.271
4.361,,1.841,36.762
7.673,,5.061,29.026
39.057,1.0328147244874628,4.23,16.747
9.76425,0.25820307108488655,4.23,16.747
6.182,0.6792708552734926,7.123,9.623
34.686,2.2898078555015675,3.542,2.11
14.461,1.3495441347270616,2.855,1.899
31.923,-2.6229012458929293,1.482,21.021
,-0.30295251144335644,0.65,1.797
11000.66,,1806.557,747.974
43.049,9.087049646729316,11.083,25.922
625.567,,12.306,16.427
26.491,-1.924687345999166,0.955,49.313
52.672,3.264800255745716,0.66,48.624
10.362,,9.54,13.708
13.213,1.5437645473477888,4.578,11.834
1.108,,1.626,6.771
0.716,-0.43128234076582933,5.397,4.761
5.042,1.9504534963860958,0.091,5.612
117.075,6.544584013197631,0.66,34.35
41.225,3.129675089660826,9.243,34.527
92.813,0.42692016152924317,9.252,49.73
13.13,-23.597198794019448,9.698,37.941
159.643,10.818680051837722,3.973,96.225
0.416,0.1530579859662848,0.075,9.276
7.748,3.77234414364315,0.71,33.734
10.665,3.35320457990419,4.512,10.364
164.165,2.8789972225064133,30.555,117.014
55.033,2.3285600998633758,3.806,13.122
100.396,0.8455588911523295,5.708,52.376
8.427,0.667060248517335,0.749,2.149
7.91,2.2270427680746523,3.192,2.899
0.373,-0.5235480166056365,0.23,0.423
2.482,,9.364,12.336
80.949,-0.03964572627570597,8.027,73.18
45.48,2.5666455775026775,6.394,26.134
11.497,2.338482289403439,3.25,8.925
35.183,4.6428166423919235,8.77,34.0
10.136,1.8495662074687482,4.59,8.47
47.364,1.2683673957784904,3.303,10.913
59.939,3.8925432899308263,0.901,-2.962
8.168,,,3.08
344.779,,348.047,1042.87
9.788,-0.9542365513314573,1.426,88.994
148.46,9.530639018479473,8.803,52.588
10.387,,15.042,39.769
2.355,1.1165514513826469,0.234,15.369
81.989,1.6388009133092731,3.432,16.392
48.694,3.0186545066125086,0.695,23.389
125.919,-0.12225593416869272,3.727,15.031
24.912,-3.036238292715504,0.048,46.91
30.599,3.7006161226214678,3.216,24.677
40.903,0.39432228134402464,0.751,35.627
6.034,0.8410552854541136,2.968,1.239
3.339,0.41793050458678727,9.17,10.756
1.013,-6.519384305366999,7.946,2.684
11.856,,0.956,-3.658
31.357,-0.5638997267661763,7.332,42.346
0.064,-0.0071860033792251555,0.055,0.16
2.997,1.320482617406812,0.291,11.986
21241.998,1255.5586750775847,218.882,1131.813
20.295,0.9284618755477652,2.323,3.913
8.824,0.07531211682086723,6.062,5.097
12.985,0.7035084348086416,4.684,9.653
9783.216,-228.05629315476656,1149.925,5023.502
3.855,,3.086,32.385
1809.726,-36.70337003670337,493.493,1732.94
26.876,1.786019067125058,2.656,20.473
17.21,2.1736138496757618,4.444,21.346
3.855,,3.086,32.385
,,5.054,4.283
,-1.8019920190735952,6.694,5.573
5.484,,4.621,11.502
6.435,0.7370240852155044,2.162,16.076
42.339,2.3214893702595596,2.67,8.223
156.714,4.860201037176492,27.504,3.395
85.036,2.1996722411347305,4.289,29.296
5.019,0.6224256485512457,1.685,6.919
12.088,,15.977,21.111
21.942,2.601500645522422,2.578,-11.021
21241.998,1255.5809592774867,218.882,1131.813
689.558,,348.047,1042.87
0.776,,0.9,20.386
9.441,-12.92108766136054,2.761,12.707
14.881,1.6046412728213646,6.683,18.819
25.82,15.480646218754083,3.035,31.639
56.552,,46.995,205.465
6.405,1.6459226831630334,3.852,6.395
18.698,2.820275108077605,4.703,19.228
14.751,,17.185,54.186
154.552,8.078939689236018,6.418,42.891
1.851,1.345195850472922,0.661,1.53
31.795,,15.584,36.038
3.2,-0.3593001489197765,0.055,0.16
62.76,6.032921557532053,0.818,47.374
6.654,,5.039,17.197
1.074,0.22017172245686048,,32.568
55.012,4.985679466306976,2.304,1.37
13.251,2.132931959992141,11.944,6.181
2.962,,2.534,12.888
53.089,4.403903245152263,0.101,40.467
74.789,7.375746826727529,9.555,46.454
15.58,,18.936,72.134
9.072,1.4374072876888073,0.288,13.37
6.435,0.7370240852155044,2.162,16.076
2775.234,,156.316,1025.089
146.116,15.451707346348831,27.624,36.717
25.211,4.040176745714403,1.391,3.362
,-1.486081455989358,3.069,2.43
6.904,0.4493058491887945,0.279,4.007
73.276,9.143056887529381,10.257,37.484
22.058,2.7724484425590776,21.307,49.718
,,,135.768
,,,7.536
25.14,-11.1362706982394,5.285,16.124
3864.404,,395.154,3406.082
171.997,2.901945054123217,8.75,40.492
9.95,,18.384,41.623
166.892,8.410406525802655,18.378,124.557
139.489,12.730831674383989,24.49,52.088
35.674,0.860196819494377,8.781,27.288
20.338,1.2890772148100222,3.053,15.664
34.477,2.040167887259136,7.069,32.767
52868.18,3993.670768582151,111.975,1937.409
,-0.02272691520206005,0.001,-0.51
6.687,2.2183227543213375,0.199,13.29
116.873,10.10859181017987,5.324,44.965
12.311,2.6335437420346026,11.201,19.723
105.313,9.618893579540092,1.859,82.355
3.855,,3.086,32.385
